unit_id,JobThroughput,CpuClock,RackInletTemp
0,30.162815121048606,53.57311027042501,49.41321654175782
1,31.178045403538217,49.401413264361395,55.606249608408106
2,28.539882137511935,55.0937180375594,41.141241799922845
3,19.05289132811358,34.79376403869678,46.6002298359758
4,36.171345252376405,47.03670899605727,55.725804973723584
5,2.0993796416502835,69.24185809142686,68.91470059271143
6,3.625930571653311,36.281591437211645,70.42192623895565
7,14.795863412791544,49.05395219176308,61.06183855783788
8,11.706112635503082,58.834949195690825,63.74297447594108
9,36.50497518435453,49.733109399167965,58.29179994860737
10,18.96550853132106,45.03330987854599,60.78936261735204
11,15.673300639412227,46.11234092735083,53.87529624807785
12,17.617749796406663,56.80472539624251,48.1658399735367
13,-6.158081437239615,48.00704925952764,75.57399496386606
14,10.953110035808109,62.051445338992565,61.64140118449091
15,31.44946952577863,47.7951240726201,26.811786987574507
16,25.39007410392099,49.03689653350764,45.428510013025935
17,9.972444947602122,52.377504246268835,61.48550682864456
18,16.040502752738462,41.490282351526254,48.33675460876135
19,30.664003602906128,44.645858089634956,40.390956004555115
20,17.011506005152697,48.25428070511443,32.572394941612096
21,26.468838402827437,52.83675878640699,61.78377311551211
22,33.473661593095855,59.50012795578795,35.573337578114874
23,13.637362687627826,51.241646250166,69.91067291262172
24,23.631426086175168,55.82656923445028,38.14422929311727
25,42.10372243158917,39.6611290042204,39.588569028049896
26,5.249606470859415,50.09287226831052,57.49714084111571
27,14.444616251343922,43.57910228747103,49.08964728129404
28,17.442507974565004,48.47739905704375,51.07515959110568
29,4.904546963780357,62.75398682412947,57.279481393412226
30,17.171894126019822,56.44493486914291,57.08077657643784
31,23.909753305658384,57.02924745507796,58.07527238325568
32,13.972516136144224,46.47706398405515,63.92977150403911
33,8.579576858524753,51.5619362844364,55.95347933177228
34,38.46888656213001,51.89544366110411,55.30589282405838
35,18.350592239997745,55.13203764380852,38.94339818324724
36,22.528999368753546,42.762964302144546,48.40804085081527
37,24.86634582011779,29.301837113288027,44.84553849261591
38,15.157568464658969,46.21990400719011,54.71432262850774
39,11.049587260466998,44.2001378409628,42.66004273880986
40,24.90756344512679,40.62328252812049,59.66238286153541
