unit_id,InterfaceErrorCounter,RackInletTemp,JobThroughput
0,80.546142149946,47.02811449821783,7.400176918909884
1,81.7374978662262,50.44736901532999,16.813575913273283
2,39.37669067172602,54.32236088537111,24.564586430079068
3,77.34073898103077,48.33518134056914,9.331768233475415
4,26.90277178188902,72.81369141915293,20.25950286788223
5,48.25741880929626,74.8016295123794,-1.4934935436580636
6,32.42266845412066,56.401197878799046,36.04598612665915
7,53.61890283485442,54.42966429154237,28.545269640908447
8,10.71031719274129,58.58724716171811,26.92673373375097
9,29.067555859399015,43.734551303728,33.76029695955541
10,24.808136038859963,51.779077721968925,17.371367247622437
11,22.875262295089232,41.2660692837419,40.70624386574081
12,58.51937260466684,58.97541816939441,5.363687164060536
13,64.94812814346622,44.357976955168326,8.560528332184662
14,69.0292672422274,59.28409156190527,5.721231797743911
15,65.69150863024021,55.5233853566858,11.721546825953727
16,43.98343527449732,51.3667808095913,15.04929250075767
17,54.43160433248628,62.54128049416877,3.697574914083196
18,73.65041460149426,63.66267283610058,-0.9378866124484642
19,30.21744068429254,56.92043243898235,36.84197412038924
20,44.26331242310714,54.93563420125382,18.886584588830132
21,85.27999084169666,59.75334376094571,15.650184440833765
22,-5.745349523407672,29.720556388313266,74.27909434472731
23,35.84268191384977,58.1987697110747,4.1409699104066
24,28.64991936538941,67.99492614967014,15.685052784190997
25,81.67109275824552,65.69259321427967,0.36477227820396174
26,29.357921610944516,67.19637048268105,-4.171807370910415
27,57.47124077371077,33.39697458844969,24.994960680039505
28,27.564258221094,67.86689783566698,3.911135798634173
29,42.440729474701854,60.81993106083768,9.99997910900225
30,20.690236799765774,52.8152115550453,51.48884075493505
31,90.18876979931167,60.542658074211445,16.77603292299849
32,40.7289165986775,71.85974801776413,7.83728039023231
33,34.38930083887339,60.41920095185422,11.95757251779569
34,-12.386730247395436,54.99864083223664,60.977295350197615
35,32.12703806933351,60.372971672948474,39.728234175914416
36,37.54225341987973,44.606686381969304,12.338758564453968
37,18.084010130251286,65.80507296224033,25.90573827886772
38,49.397276284014744,61.47522577667675,6.164159987393235
39,82.66447784851925,43.71163405230642,12.531832415556767
40,59.84660664225996,43.96550102919775,16.281879948523365
41,42.92307955945192,60.89083862848444,24.654910943240512
42,63.36601673814383,45.82716887979047,13.552447149847334
43,52.359056379252436,71.99564019603235,2.4449080809257024
44,67.67228717878784,55.055601298400404,13.745992934029251
45,50.6818741232017,44.765583666371995,24.559150442646512
46,49.7118136005904,48.98529673949046,14.97381419679432
47,55.517067368684664,49.37219085926927,5.616423942727474
48,49.76574713383766,57.888488933672825,8.243999716328743
49,46.4925207415282,62.56374648064204,6.318571249379524
50,67.36303981993032,48.010025351524305,22.464688217341795
51,47.649180432517525,69.11416577040862,12.708484005743998
52,66.42657974666847,43.663707064824564,19.108319841792586
53,82.30534174725781,62.322787555550214,7.059578588251917
54,41.27951598978075,75.73244300493768,0.49094959140892125
55,62.35095807595266,83.67049768748016,-2.6363675377433373
56,33.8144796232433,37.4741260574807,34.55317925302843
57,36.38299059216778,37.74760062985696,29.353376432754892
58,60.0911191968624,46.67201453079656,2.4927281709130575
59,58.740673066838575,66.26287632672131,4.370876526592674
60,34.23483849594485,47.555323505558675,29.91230726487919
61,57.08964756255888,61.980011920089794,23.15043768538797
62,41.52922691660058,49.7611267662375,12.388108771251858
63,20.232013957659326,59.35183815066493,30.95467378963155
64,75.28195081040928,50.333473103499095,15.009404868340352
65,74.09420320651341,78.65575115855842,-0.4397366371500526
66,73.46283478254244,46.08002488202401,2.504525188830242
67,36.34112854208032,52.27930280790338,21.978633374453132
68,61.58723378418647,48.20622263859172,13.703329809377173
69,81.8753809542907,58.69529043997198,3.6588370901644027
70,36.13881616942511,70.59269460204449,0.8525616977707905
71,68.78820265250967,54.980207932381724,7.934688482825392
72,15.592309857662038,49.25683542922726,50.18166581504195
73,61.03403546722903,64.7945569006196,27.733649574761973
74,64.18559288533643,55.112001226823494,22.694220899746114
75,44.22136426328869,49.447862000124275,27.497624655279658
76,45.46260070600922,37.401318501416085,13.602282517500335
77,14.59418354507261,49.140694888675746,10.296944601975985
78,39.809422777868065,44.56454601851966,12.896864671312112
79,59.93605990723154,45.165229230330894,13.730588021412865
80,57.870917602758055,50.93093550261492,24.259815636010572
81,79.84088038686593,63.65665687265179,7.788038804053723
82,23.512258865424712,54.2681699932387,30.935736127840308
83,36.36614138702922,61.969550482654256,21.04301578924518
84,41.91223868799242,48.44617774113431,14.582613541692883
85,19.28466966724598,43.81574896603531,26.564567949761432
86,61.67021022067854,69.19297563540923,1.6731779924886547
87,48.328225157127925,55.386313538923254,12.975143052370608
88,43.977307819222546,45.558667031494274,38.39433882678675
89,56.39672930962656,57.99211974546857,8.199128976359113
90,51.81409185629822,47.160278929429396,25.713872925139654
91,23.524127546909444,51.34107016064973,18.994229974864286
92,42.21542954988233,46.59598892045268,8.641377164063769
93,2.120622348467565,57.80664647309995,52.13824883494516
94,51.478680700035625,76.9215384720661,-1.0360711603599113
95,59.20737265445078,67.43498614325304,3.0929321905866916
96,52.37834125089496,57.86048285315467,5.910802503543524
97,52.53595382702191,68.46013711802401,19.939220344138626
98,55.62505987162471,51.00080648463171,33.969731584143524
99,55.504093924638255,34.7871529327341,22.70165922531984
100,47.00905662894523,58.27659925854365,1.0062165357932056
101,42.02586206658992,58.21564877836175,-4.014920037557575
102,55.812418322666986,81.07269544237143,21.113568212220397
103,35.47666702359366,68.07613000156354,12.904998842998982
104,46.53603449705266,44.41395698932981,22.08320326095986
105,62.61647391328628,66.78081420799464,9.32614125812943
106,47.69040139900449,44.1058630057299,9.83665474415775
107,47.49880132680119,39.829138767492566,10.867131302530279
108,73.01311904947386,71.64849143599037,-3.871516085804882
109,48.96657026521309,34.34445047426177,33.3915493986419
110,30.697659165488204,64.88057319624895,9.755468212878963
111,77.87192851728355,47.080760012705035,10.604374425232404
112,53.145555367516465,52.79622161637675,14.978899392729737
113,60.837828096367595,41.11651491433307,8.817770491686638
114,39.15060485782359,40.503199367966545,6.142983013474489
115,80.6851679196252,34.20701872768522,30.541273869609714
116,29.237463788519467,34.58286147808947,52.51140868103377
117,58.699249939852024,59.54713373644384,21.878224592915696
118,38.38116598837755,42.14823054426651,38.658159294680146
119,51.30882574702475,39.348589287360305,22.286397642738677
120,72.2802405300044,57.10955386108624,4.2071898343419365
121,26.86755633055349,61.715966077113386,29.35185294645589
122,44.35295691789881,57.94625917708203,11.00719214601506
123,49.705160444592316,60.47389988914118,15.014239416764289
