unit_id,PduLoad,MemoryUtilization,DiskIoWait,JobQueueDepth,GpuTemp,FanSpeed
0,43.76593017218835,51.755933640776504,33.53594489286767,79.01658939822522,40.585241133449706,50.91785259896158
1,50.65877198047562,51.2385622090107,61.505212926900974,60.81670607956487,44.28522070303894,52.47031646317942
2,57.4784084204155,24.884154948495823,54.63385710816996,47.29182463016803,58.2252220271888,51.12562873851442
3,29.732405422686718,43.33238627683999,53.73759594668991,29.584100930584757,69.90313469318357,57.81336650483499
4,70.48441053588375,82.39111752509403,53.27993111156777,52.51541195618291,32.10528552885858,80.33085693952341
5,57.836749242843,35.78714528941406,44.10123009047173,68.85757582494918,39.562525096584615,60.51102889491581
6,20.313595050376875,44.77113411213267,47.15766998093213,23.789600897510603,36.676418947063745,45.19294036381585
7,39.18248215685283,35.876894908180944,37.48312755215622,54.02567349639724,58.83508696257132,89.82445713095147
8,64.53084488994847,46.739485701539614,70.69196529456403,62.334873481606834,47.65304428294509,74.88663503986686
9,56.38731733646478,53.679612055949306,51.381260609310075,66.6151311932435,38.605323502365685,59.884895563083106
10,73.21300490551646,53.82709829603744,60.09905826090369,52.30592931740087,43.768725647207354,69.95651041953666
11,40.348342375758506,56.25762563211158,51.34557165826703,63.6683928290014,80.38819618250541,50.41974913445898
12,64.23626846136153,47.31687018564401,59.60713945031608,65.14557426989724,43.97783067103487,69.50011355091327
13,45.19763812790196,47.24593747175183,52.76672040823062,44.91722605911192,58.65810942597828,41.540665226455815
14,50.106655298485485,60.15113884711759,40.936024624396715,34.88541247174822,50.350132992695706,59.09244295757065
15,41.26084612314436,67.13645108592023,38.1052384165063,26.60353939977668,29.21930645693089,60.35706646981773
16,64.28067751926476,47.725460111595034,31.680986314861574,60.85174672437649,40.9083651641002,62.96372647844462
17,54.31527811240367,33.71072428620395,45.51489403658633,41.645198300089596,55.06969827637066,67.622548406678
18,23.534835528445896,74.37990209552775,53.19100763862937,47.2056531091869,33.15568045552268,50.5224274198453
19,28.494253999474736,60.321575067067954,45.22326903399634,56.717710376916244,34.67103580091437,61.901725489334886
20,43.4500033625257,60.38866218941923,62.9805426633341,70.46456841142384,32.53134530214036,44.120171799398285
21,50.77279949183182,54.980228844203864,50.75554221226865,42.73770095266058,33.3905754333027,58.55598407360352
22,50.03833994804771,42.028512180580265,46.04404322948193,38.057607653605906,21.990372978639662,73.88786790386366
23,56.64154766480022,55.292429185923915,47.200579333974055,65.51742924076007,38.283420702120644,35.68184143186974
24,39.39709055052273,58.87011925141883,48.49366091434139,66.32112385818868,58.23936117292411,61.22540953006662
25,44.06260650107453,53.66120772788507,53.56226701133252,48.307502783476785,55.59941572046907,74.94880204863165
26,30.904061891130404,61.238737317694955,49.76692362286063,42.08212236923047,60.298379231550584,55.20270590000273
27,55.877777139686685,57.94331638584951,75.04357290785296,47.43867831175847,45.64628567400224,63.6323668025293
28,82.72948803180132,23.962313708360313,33.13209459911692,45.37247183630017,60.79024022994882,69.5408328228463
