unit_id,JobThroughput,RackInletTemp,CpuClock
0,1.0362265440377758,67.87168808333934,45.929419594010774
1,10.021352370792734,60.24379389296641,58.352409999892515
2,4.84574336395915,41.56512244216587,53.01266639654162
3,-0.7195925822333198,69.68758846169999,37.41690227638322
4,22.737070809503944,47.964846749837925,52.890781171567426
5,11.086507550623132,51.967155471152736,46.86002737934734
6,16.048248054773566,55.84392265050256,54.81921918001523
7,19.762762542875098,54.34329225963259,51.18266877161492
8,13.632598749481925,51.28471087754955,47.20232789247196
9,-0.4528090702329868,66.69862033941119,57.02077958301654
10,12.774490932406168,49.905461993512546,35.11851775415651
11,13.102238161633931,77.02999509578255,60.239034976032244
12,21.172903844591016,55.524262003546625,67.00924048678995
13,15.229619514105467,48.61633868164845,47.895893913728834
14,5.954201894426408,61.91687686409966,69.87566849069827
15,14.364739070412702,65.54221236205692,53.62519860633441
16,10.425912017561778,73.69207582225206,43.90799801472503
17,9.856143728499344,49.42682679756145,41.69708407624096
18,29.275375542553096,67.64739285555076,55.20374330115787
19,11.188708719064286,47.29698572412395,57.54762146170246
20,7.626399979092949,50.64149507309586,63.66076758515952
21,12.120455786181111,53.25539205142135,29.170079328776456
22,54.57990802649172,55.446286020440695,52.03177126314987
23,12.875351819164486,70.0106527553718,55.34934740662622
24,6.113683289180249,50.7557007068435,44.29856805716242
25,7.985504650262401,53.11022370080929,38.99559128744605
26,35.727941562562734,64.1428228824254,44.41829047800853
27,20.195853966618873,50.014769916986445,38.50006733009286
28,2.5481550501710126,62.61795791336178,60.36709827911548
29,19.90361791266716,34.88376221473046,38.068787492005875
30,18.25228873707051,57.57175971393616,40.49547609886929
31,32.040858458597796,49.190672841001714,48.887352911946195
32,8.331353411924125,50.70657315057915,59.20331561975302
33,51.27122941461709,47.901083842328575,70.16367283210273
34,28.09393703556481,50.631677141974805,37.66834351825649
35,18.15212624061329,35.46099450598155,58.27201478136558
36,29.360410532196266,44.176779423144374,54.69319448932141
37,36.01176736977451,61.29925692069754,55.54567292400307
38,3.764407533829192,60.755742501940574,43.50369665048558
39,3.8572319917062172,76.64453815281769,45.86592112933494
40,-0.1921173367011857,61.30239638573383,45.09547165571163
41,5.685955038241974,73.7745946028264,45.79144530055233
42,41.63291954299185,45.92680108299487,51.796177671781
43,17.461725603984373,49.418643600543525,41.75659749547688
44,16.62438714879431,60.131498093995596,48.9172592797785
45,12.357731660739947,65.80469333579771,64.33518828984025
46,31.34936674942458,59.06780663574812,60.11197692529216
47,31.270724056760624,50.00346608212576,40.75051287632077
48,8.724264194276685,62.928359502713775,39.260878721597486
