unit_id,JobThroughput,RackInletTemp,InterfaceErrorCounter,do_cooling_setpoint_controller
0,22.23646946550749,47.16313865295189,35.214160854676315,48.75
1,28.087640950815512,41.092402952156974,42.979630536593454,48.75
2,21.942405154954272,51.63203579056355,70.77406505327214,48.75
3,5.672174146428031,62.275613499937215,65.77760669907153,48.75
4,20.59015879504766,64.56447884296146,23.620925767581877,48.75
5,7.903265581682946,49.69476936773754,63.39065612926751,48.75
6,24.784436451503026,36.101370249740974,45.88912607417615,48.75
7,2.0751546092639117,70.03518528553309,37.81314262445206,48.75
8,29.149535164641424,32.38421880317572,41.69057198974628,48.75
9,7.489987051962551,40.59966495994292,64.72574931539518,48.75
10,15.8457643528625,52.48008224185707,62.22449324892615,48.75
11,-8.536393760865941,77.93915638918949,70.03204223029695,48.75
12,4.437640970864155,59.23957952185525,48.324650119770375,48.75
13,1.8829290185744183,62.11966671850601,62.02121055879189,48.75
14,0.6337748871498572,81.11471900844269,39.67359007434038,48.75
15,-5.886002521846256,71.85657933208626,60.933863212128955,48.75
16,-0.30128362163237443,70.82298094712131,50.819666931951375,48.75
17,10.787134195928235,46.377920962334116,65.89944518883439,48.75
18,1.559851202930616,57.41348492772253,55.55779921879191,48.75
19,15.556026634337334,43.06482626198386,69.34601752592268,48.75
20,8.428828092714188,51.61682921877515,49.35658099891602,48.75
21,2.622422019055824,58.64774239799241,57.53192983506374,48.75
22,18.86586052813946,31.067112188670965,53.59312704833371,48.75
23,12.66555023485735,52.667105923094226,56.33953815335556,48.75
24,25.32579005916643,49.25138718464988,59.262725705718736,48.75
25,9.426362713957099,53.09645875050921,71.55437632250238,48.75
26,15.044119907277937,56.143197731472824,46.057145329700056,48.75
27,12.831131894332337,47.77779877348437,68.88085985474522,48.75
28,14.404526808790397,44.950920982223145,79.26971002003741,48.75
29,-0.7225267614233077,60.77405983470854,70.28258664907804,48.75
30,26.354153508135695,47.40159173590769,29.46409935720687,48.75
31,1.7726563970264153,73.48125287583768,41.68513881057818,48.75
32,25.54200894810829,56.70033529148651,40.62064270378499,48.75
33,-4.174022926097319,74.31260998696719,50.93732733303452,48.75
34,22.713883131438628,33.677128848954226,57.72301665060311,48.75
35,24.31339398541033,39.89775117961461,47.26064147551131,48.75
36,11.890743189480013,58.68672960686299,50.63206617146113,48.75
37,16.95569315114714,33.31297231253129,51.48409268499308,48.75
38,52.24444088538983,59.98146742631826,-1.5749928082157254,48.75
39,0.6986996336188329,73.10230153013374,42.90447093875052,48.75
40,8.592709534332602,85.15212490909244,21.45120343250321,48.75
41,14.091928148636848,53.408805669787895,51.80757201467072,48.75
42,11.328232894940646,61.83193312328994,35.9588029558726,48.75
43,10.981951178746982,62.6904588571416,59.790180924159046,48.75
44,2.9366766814815684,61.42449893070344,45.35353592508336,48.75
45,13.626333062611758,51.819955623495275,51.71606203887292,48.75
46,17.248721818342275,39.04691648708543,64.30901737526221,48.75
47,2.4106824909783366,70.58115410258252,52.96178554522201,48.75
48,1.8034247024613044,59.5270982425549,64.97128767600337,48.75
49,11.632237790065556,56.869066495015524,62.88177996039142,48.75
50,16.676994489537737,43.0110358886696,59.7709198478831,48.75
51,-7.420217719996645,73.0028969856832,48.89707016721867,48.75
52,20.058912981610064,44.79431214788382,58.41816664265215,48.75
53,-5.454580152515457,68.27031449742158,80.57313086182599,48.75
54,34.45327293072397,56.475082866855395,45.21715280314824,48.75
55,10.359459631401666,62.6328335633802,15.258284243012689,48.75
56,9.69717767504105,57.43711294106555,60.39864565741033,48.75
57,15.7905238880428,51.970425067379814,68.14479395638685,48.75
58,9.218397756092154,66.80997058327016,46.99216149242603,48.75
59,19.326702651584835,56.53006458242813,39.45142240568546,48.75
60,13.622891671831725,59.99855256459462,55.62101744566606,48.75
61,1.5074146395187213,61.41952682790812,63.62963460929169,48.75
62,8.679584711735702,60.289187818807136,38.20239051675002,48.75
63,4.6338817419225,77.22029641186646,59.29654616428295,48.75
64,-4.674375083462947,68.27290415885719,68.68755107524626,48.75
65,9.468073420206506,45.50065344746211,52.32745534714014,48.75
66,6.522787876638275,57.07437498074346,30.853969024629187,48.75
