unit_id,ProductTiter,BrothTurbidity,do_chelator_dosing
0,65.07183107855518,9.900871605276336,70.0
1,68.42476245479764,-7.03619270862696,70.0
2,66.06418653528534,-0.5532577823720102,70.0
3,59.52137449947806,18.30388136650309,70.0
4,62.09019741550843,-13.243140821177217,70.0
5,71.75769649641666,14.723899346411006,70.0
6,66.76839813267564,16.994420441695393,70.0
7,46.08959746031288,17.243624858153265,70.0
8,78.65745951224177,-9.224602638321187,70.0
9,65.64990501417594,8.490147136192052,70.0
10,59.178643004435656,2.406344077774474,70.0
11,68.52031432227592,-13.08618834924237,70.0
12,65.26358450159525,-13.204766129348062,70.0
13,72.67078780065495,-13.25706294659835,70.0
14,77.65394294521059,7.557583409485377,70.0
15,55.420163967312,-0.20301520233177062,70.0
16,55.856626602365274,2.9380950243171604,70.0
17,59.02543747195394,-8.980159067611833,70.0
18,66.28708551162264,27.660420551327917,70.0
19,72.78883002753449,-7.162974921832664,70.0
20,64.3036007592294,-9.304661259350048,70.0
21,62.3033721981279,-14.413847993610911,70.0
22,67.5795188983822,-1.3405170170650216,70.0
23,59.4482391289836,14.412958225456764,70.0
24,68.62437096506974,12.555125505673825,70.0
25,57.005597314413755,-16.15733577601145,70.0
26,59.151079705854684,-0.16066728049937673,70.0
27,61.19629152469134,-4.8199870179252375,70.0
28,66.15906875604686,-12.254886219856093,70.0
29,62.71765683982611,-5.764519394093769,70.0
30,68.3997403751258,-28.792530660699967,70.0
31,57.84885076336532,0.1802533601923475,70.0
32,62.01408203177933,6.521307526882845,70.0
33,63.424675302529174,54.00997948522523,70.0
34,59.69087544548152,7.564414688142453,70.0
35,65.16115634921427,19.58730689806677,70.0
36,64.04725548738091,-2.686613293915242,70.0
37,54.351455744547245,11.109411571106335,70.0
38,51.16841213046475,5.090323703495905,70.0
39,74.92123654844968,-0.14830186846722881,70.0
40,63.15137629695566,-16.518166519714477,70.0
41,80.35246282419531,15.204262599293605,70.0
42,63.83973265245624,4.433602054451938,70.0
43,62.1906299834255,13.011521243589463,70.0
44,68.05250036612782,5.430272128151584,70.0
45,70.61026697148533,-17.315672371860188,70.0
46,55.36165649891596,13.607129604458617,70.0
47,55.830655287362234,4.733922934534553,70.0
48,64.63065260091477,6.810908276245854,70.0
49,57.88731860399884,-19.37334525458563,70.0
50,72.34712673915756,5.6995569890559175,70.0
51,62.59786459864954,-7.910555623001786,70.0
52,56.90723379329281,14.50827100086828,70.0
53,62.2457210137865,7.906711081904095,70.0
54,67.80739248035017,-9.546653503200343,70.0
55,61.1345368367825,26.415956780797675,70.0
56,65.13117339708127,20.848026070474532,70.0
57,62.97441994794305,-3.9810200104157616,70.0
58,57.29371453059906,8.580845581868363,70.0
59,66.47230420533656,-2.680253770307397,70.0
60,67.35225459640608,11.725237326811481,70.0
61,68.54876921513146,10.38973761144663,70.0
62,61.51250548891027,21.142973730741254,70.0
63,61.676006973061185,13.600077085539356,70.0
64,62.47714085771458,-0.24201307088660684,70.0
65,63.50783755571196,-8.456081721215156,70.0
66,61.89743096643191,-1.7552304465102777,70.0
67,69.6710384643705,11.121754981271884,70.0
68,64.66705237298663,-3.794505809230003,70.0
69,69.73779052552953,7.301256837882347,70.0
70,62.84217317516669,26.17883989693403,70.0
71,68.19991675033232,-8.84150571299013,70.0
72,61.17919549254745,-15.170090767937403,70.0
73,59.812698622621554,17.964888359620844,70.0
74,66.00370539933094,6.835736673176678,70.0
75,86.00735269264872,9.41640025198592,70.0
76,73.57038152556598,21.843415926440223,70.0
77,49.909903403340785,-13.198270329306673,70.0
78,59.16017786831286,42.19436130155484,70.0
79,67.59969856625528,-12.384709234655002,70.0
80,67.82692965805329,9.63242870732049,70.0
81,68.87160254438962,16.510127043195705,70.0
82,71.9962932986086,3.2113859762492947,70.0
83,62.042895051040865,9.439970151457935,70.0
84,65.33566293921851,17.19472339288096,70.0
85,63.01774188467084,19.3685458841451,70.0
86,66.6867365142545,6.434467690014648,70.0
87,67.09546484666733,6.986898872066748,70.0
88,67.18603316885128,3.495951677258668,70.0
89,64.85930747509342,0.028479946977319592,70.0
90,68.9561161990365,20.20480941617064,70.0
91,61.05329375734424,6.211499732978146,70.0
92,75.427191923034,17.324466818192057,70.0
93,68.95376650033971,-4.595467590573058,70.0
94,61.47400440507476,-6.0505205506789075,70.0
95,65.2250014853376,-6.727594447393566,70.0
96,59.433964704135846,15.904519961759076,70.0
97,57.75978157585774,9.666423445080106,70.0
98,55.816620414136985,-3.577577701110222,70.0
99,64.63646995553862,10.61273865818896,70.0
100,64.247722795921,16.217922887916153,70.0
