unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_chelator_dosing,do_feed_flow_controller
0,69.75213183030941,-25.487746888530573,56.472731284354154,20.0,0.0
1,71.49952285544612,-9.485516335218396,60.518946130017284,20.0,0.0
2,62.82810637303922,-7.007600491530092,53.923973079534704,20.0,0.0
3,69.02774269773246,-21.930134994137127,57.3062188571913,20.0,0.0
4,53.690179895158295,25.877724833573826,50.819407070957304,20.0,0.0
5,54.738094502644024,24.252596153663646,38.710535007917954,20.0,0.0
6,63.890171763936806,10.677005774827293,60.32490935739769,20.0,0.0
7,69.04198724370333,14.23402328776169,58.223077036809755,20.0,0.0
8,55.23439436560626,1.3362409861832294,57.48657584678794,20.0,0.0
9,69.69482971532533,4.657793993889493,63.220143904744134,20.0,0.0
10,58.16144190490972,-16.567764949537157,48.54864282091976,20.0,0.0
11,68.43319232823467,-6.9512644432270685,69.12849079837181,20.0,0.0
12,62.47651340113973,0.11962348103330811,50.29232505755272,20.0,0.0
13,68.63134266216852,-21.005353650243237,57.964896049954206,20.0,0.0
14,64.46018414742605,1.581263080201285,52.440514891068545,20.0,0.0
15,69.37953182190489,25.62969264413885,64.9339704935736,20.0,0.0
16,64.89247675982651,-5.247236869752466,49.02129015758327,20.0,0.0
17,56.754761115927145,-18.349897355213372,43.57658095258041,20.0,0.0
18,65.92698874121483,23.917674353252046,46.68240596777675,20.0,0.0
19,63.710997431276404,15.997870821845686,62.20148106490948,20.0,0.0
20,65.03249120975035,6.997422567048683,52.14978560227936,20.0,0.0
21,72.69018891328231,20.486360580767304,49.50271149682458,20.0,0.0
22,73.45155443261245,-9.605692494936312,79.36718770625005,20.0,0.0
23,57.549936854730234,1.898509877636064,48.83962646582476,20.0,0.0
24,57.84243727999192,36.572669657265486,53.780952422129026,20.0,0.0
25,63.886433730048665,6.626754557744727,45.530626440044834,20.0,0.0
26,53.062044279309575,9.090181695146645,37.10912827320041,20.0,0.0
27,77.68265354663323,-2.2569983815186987,70.66190887779834,20.0,0.0
28,53.89859031619886,18.252286862709056,46.87519241235217,20.0,0.0
29,60.987774446648174,14.319403259993873,48.82735900186456,20.0,0.0
30,67.38955902234115,15.749213476164474,59.48624796020774,20.0,0.0
31,70.92497586102184,3.9708536156435965,47.422852129526824,20.0,0.0
32,54.852028450712226,18.38807126620312,44.24546359466073,20.0,0.0
33,57.319923399275766,-2.839876665783775,50.720513701634374,20.0,0.0
34,57.6093304188756,-14.07481283727585,51.14739753685374,20.0,0.0
35,62.808279395798166,1.4659978108849625,49.88004857754691,20.0,0.0
36,64.43981596725435,-16.997773327197827,56.74190101803276,20.0,0.0
37,54.879087193949836,6.689927933275941,45.56862830824415,20.0,0.0
38,59.1842897427858,-6.95620194170108,40.91591505267729,20.0,0.0
39,74.48651034742997,-9.068437733682392,65.64658910548002,20.0,0.0
40,70.76995319465651,-5.77835882657611,65.4676737787976,20.0,0.0
41,64.70132842763586,31.835968947171093,64.40916162252637,20.0,0.0
42,76.00909439340285,35.35962182294765,69.24529444992388,20.0,0.0
43,55.38972130275672,4.558055901148733,36.33444690256541,20.0,0.0
44,69.19452655644442,14.570752202889889,54.86937857034973,20.0,0.0
45,71.4482373562346,7.2658472267099175,69.620397706363,20.0,0.0
46,67.65096969863274,7.960006813377353,65.29407957176245,20.0,0.0
47,68.2911459582503,11.184186216131742,59.51792596718266,20.0,0.0
48,62.0596980567087,9.976882277879835,58.570987938029155,20.0,0.0
49,64.94936326029534,46.807547442397315,51.70228511339447,20.0,0.0
50,72.81541653930773,5.577803981174945,61.48338609733309,20.0,0.0
51,56.988501920596725,2.087098220214303,41.35713587490684,20.0,0.0
52,77.3772788651145,19.64291213356818,62.513706903934825,20.0,0.0
53,64.56591643260833,-13.538812743698763,40.20193148728605,20.0,0.0
54,50.93248234694148,10.393955919897094,36.94250499872571,20.0,0.0
55,55.94475165325923,42.2273275592558,33.35728502909895,20.0,0.0
56,72.22082103251856,7.572849334752269,75.15399035874789,20.0,0.0
57,70.33564198106362,-9.290725915507146,73.67773573232029,20.0,0.0
58,65.49449110172105,-23.702041621164376,53.452107921780566,20.0,0.0
59,61.68382250549621,21.960446341669645,48.15206309846124,20.0,0.0
60,69.6009614623252,17.871007010637335,64.71543400399027,20.0,0.0
61,62.98247111323757,-4.833844980096974,47.453325189280264,20.0,0.0
62,64.26347315707424,-2.2786307239830963,56.85869755559358,20.0,0.0
63,57.08173103294134,-14.880874444279065,43.41115210364676,20.0,0.0
64,69.70533408643125,-9.167890793983968,62.194513700912935,20.0,0.0
65,57.818241258116814,14.837136059987834,27.929533420242088,20.0,0.0
66,69.82816043088707,-14.350385774810482,55.8358266617405,20.0,0.0
67,62.76754203781029,-4.971754194476522,56.023258783916354,20.0,0.0
68,69.35755717617465,-0.6342959745230674,57.526722913005734,20.0,0.0
69,67.58784946688587,2.957754753949543,50.143811802367786,20.0,0.0
70,53.404529348555634,14.79591580637819,41.25147530974198,20.0,0.0
71,68.3685096647841,11.769782807610257,56.371187741212296,20.0,0.0
72,65.1797525666852,0.061284067494136174,64.86368799446623,20.0,0.0
73,65.78903943819996,17.694221270339572,48.52155980529469,20.0,0.0
74,65.59342532658485,-14.188857742202579,59.990705586836846,20.0,0.0
