unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature
0,6.413722316510238,60.6370122376261,51.95191628827953,38.127496234684635
1,16.42316223105365,74.09492665385771,54.2502440670023,36.4939504648371
2,23.28349601196711,37.122735654583565,67.09544003550828,41.03556474344981
3,28.873834010333034,33.816167597121165,41.47051414551145,30.80529963342093
4,25.4691112864897,82.70033218543105,69.31225145117719,35.163251592812955
5,17.02749372327764,53.410552937786186,60.578927213173664,47.217491601817414
6,9.253314887624121,51.173778042107685,53.25306861353948,30.607728450328892
7,17.219578306047662,73.9502307853783,62.49655149573861,34.900399816083855
8,12.01519137122928,51.82617410809588,60.11320613117968,42.63752847743259
9,13.00812469987986,66.59065540680726,37.948555486121016,36.723157181112725
10,16.204405035139057,22.49159071562654,43.767729208785425,47.32133037692661
11,0.21260566424120286,50.444439334779176,30.755457507410693,40.79668736953303
12,28.653180466390882,43.79039358676193,54.43965863162025,37.37466201468474
13,17.18514417178038,29.494028223873737,51.1131738567758,34.375169899473626
14,0.9835014484229054,33.34073618577358,46.27715962713546,46.47886795765355
15,10.59072042589068,47.92326546054596,50.00558783104474,39.62510525293473
16,16.54403814773245,60.922374152930615,40.582782989599316,34.15396064167992
17,15.64132558117488,39.93286326231111,56.965825907459646,34.53242243083397
18,54.220428500895,36.31379665512618,45.02264512554202,36.38240104269969
19,21.57393213562889,59.26962938871267,71.44308191213631,38.23748175855468
20,21.05753456083522,42.08550998446234,60.76097109919175,36.56192742494776
21,13.479356930486642,68.15819558199223,60.579382503191745,37.29224719199486
22,52.772852804211944,-3.870790464363047,53.08334413033464,23.04517115931675
23,8.873023515584531,58.9768684092724,40.9669349049168,37.86794468583828
24,16.93077601517755,43.62121929936511,51.87898071338795,42.53893777489101
25,10.761042110726827,43.93860942596948,53.37301810129725,44.86294235376099
26,33.854423906911165,23.823416408154966,46.861144830931195,34.46120262373164
27,24.315478791443887,48.73253098542745,55.42077896499445,27.52933907624819
28,7.496930201666666,28.25102978909729,44.27393276303856,47.11825780949703
29,26.171254489993856,42.95488237979312,71.94327138400263,40.697977283320775
30,17.529904206228803,67.30024782415603,58.89559075327785,42.61089702158744
31,36.05726173095257,9.839372435374521,51.64102565898462,35.11795422397005
32,9.009694329522908,45.311370140299715,57.275578911490854,25.037135247965733
33,28.817554003143073,28.382463176090162,56.97565160625843,38.878968686894076
34,33.91970490970615,60.02411725816229,58.261024361683326,34.392272164645746
35,26.70943180786203,49.591703519634784,75.72761793133998,50.37777668453572
36,35.47591767932406,28.989509038265076,68.38400436620799,28.95243476914493
37,17.86807568578756,48.05436271868473,52.14899364502489,28.288619382134335
38,14.548351668459444,51.05790396003293,56.34157367786433,36.93254051537221
39,-1.148709005133365,59.39623158284052,40.79606771165154,31.88786524769422
40,6.868596685394948,42.6656870675289,46.27163114003401,31.53869067446595
41,26.96916544680331,32.2501680972469,35.74859728608741,32.08172532614052
42,53.71263889296535,15.340749795596494,63.674321705427715,34.55380537136205
43,25.366320167575193,56.47099960806084,65.66015499088671,26.983878878994155
44,19.75300922070121,75.11758376912911,51.77091905387708,30.910199221580058
45,23.38612898263476,62.87779298823732,39.80241101168032,42.534339060901885
46,21.585654593581456,70.82549243657004,56.537226517654624,35.56226969735316
47,37.973581206029806,19.976126984825612,58.09005290840147,41.09187482908589
48,6.322366228449699,41.978403083845876,38.69738090149287,34.67114709223461
49,39.860075095977415,32.72633157235846,64.84518012030189,43.32245208796754
50,13.511318737626809,34.97749183191982,38.290769718798295,26.190228230242333
51,4.394899557065159,86.93069638386952,45.20639163474757,30.270838031482324
52,21.672463047494745,20.398621538420933,47.24563810503081,35.57421006493756
53,51.3982088460311,9.423054155646888,61.825785790539776,39.955755051623115
54,0.22003798102803795,65.9722975095268,46.23102100205892,35.42931924679118
55,43.74297729271785,44.7980659988188,51.75544672229709,38.19144977326139
56,30.085623446365883,22.723095436651395,49.33484109817518,36.84451348054002
57,19.645915747083954,56.69043339990983,64.5864536432729,40.74446996431357
58,8.483875152891404,50.06033812685384,39.21696972668469,26.781593660451886
59,28.966692782291847,31.225179650205103,85.39513310930045,40.36747003544747
60,24.825956959539308,44.65643222374136,57.02577871326521,38.69559640825465
61,35.74941192304154,30.097565132267643,29.142997493481158,35.81166258664708
62,28.68090020513889,38.41874481678397,55.47275605697443,50.90996545550276
63,21.678756657019164,67.89270723743626,63.68794385854723,38.001830088807864
64,16.82283685973683,34.606490403725076,34.44485963112655,35.57410548721786
65,5.499120592953012,42.33524412115116,60.35075036820863,37.86872307052958
66,21.965444330903384,28.783305654065938,70.74208382555413,35.32499559456005
67,2.871626038442628,75.2103697794854,50.017387072352186,41.194098654831585
68,27.023358494103423,35.820556264044406,49.57292558923576,33.65976332226557
69,8.812306849671472,11.045003549705655,47.56716626821868,40.26106665290264
70,21.078161174504466,12.993888888520651,64.94028426738855,40.31536172515055
71,28.34016405895926,53.568792720031254,59.17723178804934,31.910454845658222
72,16.356693548155615,60.039156218607026,52.552424098204625,42.31354652557107
73,12.965804265814828,29.12905229848861,51.99350298724284,37.324902254854784
74,13.445680729091794,49.14692892696084,55.30992174812289,37.61330711677274
75,9.916535024680304,69.8376275149828,50.43204718766768,32.43437988455121
76,14.244512124000993,75.3778908425911,61.40706121847141,47.29031807206088
77,6.578645365305457,58.67050169488799,54.81125483113935,42.4200463144636
78,17.779058911130477,43.03873225768537,55.810694835247695,30.61993174082219
79,30.788548799279766,28.891280512902732,54.350828815647326,31.88452780809069
80,49.46119075606089,9.036670541675967,41.083976120801424,50.19383727249645
81,32.701853058319934,71.65588014571424,66.70099468051248,37.13788441841981
82,12.145245620138063,49.9672984534526,57.02534882660806,37.57301742583703
83,48.377615040676964,12.686340214321142,40.202807074560035,39.67275240481324
84,13.61789192662923,55.291855169274655,49.086985635025364,34.784387088599566
85,10.095226779696533,87.32258574613272,53.41328908570952,35.448373649566555
86,11.031993024660848,43.002845025078294,52.59366337572285,53.52986167448309
87,21.999939212931725,49.07887966268241,56.35398693953703,37.302717373065825
88,5.664734225777473,56.083874951275575,48.740799897610394,27.60862007116186
89,1.6002302263901422,53.05908830128302,44.44321294682392,24.101695048258133
90,46.13206490170032,19.38516499748757,59.87884637145462,40.49716530329421
91,21.394841134764146,52.98131127144198,32.58813791764359,56.474497535306135
92,19.667434918066768,37.75673873707028,60.97286018800058,33.2230763490895
93,14.49960086447439,45.2829548161799,62.72573333408395,27.12871153287825
94,48.596942759149385,46.518826769715815,54.13834601416984,40.38748974597674
95,44.80258087351075,18.974963858272197,55.374170370811164,31.43488833638949
96,17.959216956180022,50.18236252478195,58.97073616307922,33.86095963068961
97,32.152508345844076,22.36652176979213,52.965627760188006,25.236275526989402
98,26.606229120077657,52.111695921256356,41.59063248822628,32.41756174560493
99,48.86149997055017,30.794073917255993,60.566899048614964,40.71063179506588
100,25.1605243627076,50.20746265694278,61.47675525941394,46.31803839595132
101,14.436426310010825,79.50516958772789,64.6008543876228,37.280720350049855
102,14.700300989933519,63.62457492098325,50.388317932779955,34.65942723203569
103,1.1671008223598305,61.60854275047915,44.6189438345206,34.55173033949326
104,11.646583930416307,26.116015830202322,42.99357305657812,29.956606581285303
105,21.775402865814577,58.14877384465018,46.99093964677464,32.41707667349828
106,3.1759917533273656,55.328491002644235,44.40516163481469,30.019773057215108
107,25.608220040530135,75.1228325628902,58.72511271326076,40.61077085746129
108,25.093939100026006,38.74170816635851,52.581378454641886,26.0550031355379
109,5.079205941736147,54.822193546166545,35.111213395261835,35.1266485490836
110,10.462333039544147,55.52651587213986,47.28101058062268,40.906389496317445
111,17.805466159320694,17.051822462681116,31.87506466071907,47.07642572088282
112,26.136832461077177,8.78461384266311,48.30616080307996,40.14598877395518
113,41.21729786639748,25.061825793627598,54.34149355719566,34.48859691448644
114,25.6632887308471,60.99407535844771,57.482329211790756,37.752052741379
115,35.485864092113,24.618094915315964,57.973355393509664,42.76639687467025
116,43.73708007032364,68.51523110094084,71.38069307734695,39.06147312387587
117,29.535842524151803,32.3834520660879,72.35875009196552,38.537596629702406
