unit_id,FeedWaterFlowRate,AgitationRate,Temperature
0,52.664475941192826,186.59311078523575,31.11942053777952
1,37.76581527191109,201.61981744107135,31.554159821016388
2,38.835108092042326,211.90645354330044,30.550323396569695
3,52.32210782544445,138.79692552356863,35.562690933461546
4,38.346404872700276,260.1035080022819,50.858521093290186
5,50.76978224263966,227.08239787647864,37.10141566531904
6,32.093814373421964,115.48780345760417,26.586306527784437
7,33.584468602913795,152.489813353483,54.728499896593746
8,39.72146279103445,241.95921860514335,44.69156530488381
9,28.46533622489889,207.29038557302562,36.64174433193897
10,37.843346379901014,275.9780267236572,43.68220306853464
11,50.497378860829876,177.21537260459962,31.453432103667517
12,45.41323921543564,235.48646856887925,42.476381092759276
13,37.639248299486276,192.68607850750485,25.891257789261605
14,40.37500124036887,197.2239681284683,35.9218396677302
15,37.86428300474471,174.72015684203535,37.17558337935036
16,37.30153626475395,233.3534232514216,39.65250989026119
17,32.82390032629087,200.91665980331723,42.97572205457456
18,42.310806618136844,130.5993449201675,30.172328494020597
19,30.246222792536166,164.24800536152742,38.756052782534326
20,36.10570194475596,186.80727697494478,26.975908397818102
21,49.497115444425226,205.37517669018698,36.28059101019398
22,34.3487625539387,202.28795347129181,45.585966636022576
23,44.697999785699956,213.71317162348,22.883940246917927
24,36.31441869239288,188.87939687425478,39.159455523620075
25,32.40307635127026,184.91017592793898,46.67579544432819
26,32.727348481528544,153.543931686865,34.992076116829814
27,47.261632493838434,220.50508088386067,40.326362196305304
28,30.155597046270692,278.18387564248735,42.994485806247056
29,32.2325675101784,204.59673299768298,30.354947321603785
30,36.21168586127971,153.38097204408874,39.72373529498654
31,37.75684656161532,180.4582979138623,28.560769156227714
32,35.510941992030524,185.95319457331246,36.95142174559733
33,57.84053934667371,206.10541905466619,32.11939352128984
34,59.79019525911159,180.19060245837613,43.065177476660644
35,37.13572895876589,225.00508270879226,34.547964338429715
36,41.01774968200744,181.17116235075468,27.00046854003744
37,50.03987827350872,131.0248029248731,19.381190855307775
38,50.199248723127354,144.0675960618796,39.98932955707902
39,53.04297303305773,154.07527642385787,35.31921742866023
40,32.75221910435745,156.30046027738743,39.82877446470439
41,30.631770192947045,249.95289907739917,44.80909818028359
42,51.44173461927062,177.11593139893986,32.209015026736864
43,42.64224650027852,162.02682379249626,42.64431101299681
44,52.33857440480656,197.11874633541134,34.73119875952921
45,37.14591271592584,194.70496426394325,36.352581274428715
46,47.02175569644565,236.53425710779962,36.101132236214745
47,42.43458751516909,224.42437457630217,35.60255826966293
48,49.3764567126321,134.43957208139733,19.366487407006474
49,36.00419165738524,166.38878667783032,34.72097662208469
50,29.221093647820098,243.28327948881585,20.901612125997342
51,47.88209417086257,222.1359460822512,36.88678456654421
52,31.224338152933193,235.66307390269284,47.87463813237125
53,38.71027616418486,203.33512383529543,32.81986632912966
54,32.842894136611434,216.73284182429626,43.79051910064207
55,41.37547070341614,174.89777684576023,39.2941224612279
56,29.51892604708155,221.1463435891664,35.55934288809425
57,49.68876617850935,241.20346454914466,41.89272544475151
58,30.879176917934917,197.51870756884546,34.337542968629705
59,49.644664243824685,216.86674471096202,35.47081882637765
60,42.84682068034915,178.8929998050802,43.42594751173457
61,48.99655762815086,199.74730409330493,39.63294271552748
62,41.737450195679585,172.85938816223526,43.29916542088141
63,33.790832096125186,180.99822680175407,42.67341246115038
64,34.470934713077135,207.87828706894527,32.64727330880382
65,40.326398721034714,208.50997775522342,46.569068429349095
66,29.48183528093023,101.13931464325009,32.699434054441106
67,48.56126323194693,176.52896860697732,30.832183433654627
68,33.920394357305696,168.49992482708527,25.513777662475718
69,45.86720582825762,232.3832672470803,43.63108277888445
70,48.90644464362881,182.78811593689142,41.47873553383033
71,29.583280793164384,175.4798390611807,38.55809107722153
72,34.10535291922744,210.38155988539197,44.01601420729792
73,34.84974161441487,215.49771517055257,33.8447332100625
74,47.16584561096646,204.94027998378195,23.509342738434633
75,45.411828526593965,207.08023531240605,41.954178440062734
76,28.24479476320148,203.3590842628758,34.486435153639434
77,35.295783078259156,159.40878184461428,39.700493415782994
78,36.962600934118235,189.56582898225372,37.870680538751856
79,34.31212947279875,188.9931867429799,41.38120277914161
80,37.64518872383094,209.60406128866865,48.353662518646736
81,43.77571789330242,212.41769535918738,28.538653134286605
82,43.3341455604457,210.51102422081559,44.786292434367
83,30.234588865185565,250.07577953226544,30.494792042854268
84,46.80244034263366,212.03746564928497,38.74945843981065
85,46.462637744631515,223.644248005171,44.643668123572915
86,45.51061900688128,184.42204465957212,36.81766561500516
87,39.68928323265818,189.00710792049364,33.48720156762575
88,32.979227700582214,162.38272106603085,39.03314526198923
89,38.768059744499276,180.35263704956145,45.24421145378347
90,35.09219583487872,208.28347127297428,38.92650961816926
91,53.18648621783434,259.93847198946787,41.72471529305105
92,30.394135032561795,182.33949294881057,27.85136125421093
93,48.06629523003977,158.02684792647935,36.492449534852064
94,46.34184859809231,207.33618303651306,43.08227702320152
95,51.49212288735506,188.62361036824916,32.390562841704416
96,40.95437181839077,245.0303602371429,34.62779718887301
97,42.51815012646178,222.5757204403485,33.87938596905162
98,43.67601899648324,203.53026024607036,37.58511426889907
99,46.08270185549879,206.2491870347643,25.540432378905038
100,52.35550303830922,161.93054967978438,28.841481366390088
101,45.611450258603334,223.32661599779414,39.0504342556939
102,24.71482350122199,183.70086813451908,39.792986252855336
