unit_id,SoilPotassium,IrrigationRate
0,48.241100586884656,30.303313614491373
1,46.55272772869029,28.67250769537124
2,60.64645848486845,44.06767153090288
3,59.95227201592975,44.57346149594518
4,60.4196943276042,71.05919120594788
5,59.510302025881764,36.0825121419454
6,50.200269100223274,39.76719056204246
7,56.1708752611894,27.36849511899571
8,56.17446308211195,55.25732302656461
9,61.15075094623054,23.460592483823884
10,54.0257156546629,41.926231645923956
11,60.94436877014065,15.242865185582799
12,50.02200786795451,20.422927093209765
13,57.331564885946946,30.30238373449105
14,37.184691998354815,45.79722494003275
15,38.27199776977411,30.589481521463572
16,41.67727697088322,17.830013517911475
17,66.69379993965865,41.85979120579498
18,50.063190056537785,38.72716878464054
19,67.12405026062015,43.064140593603824
20,42.31423017230886,36.30368249491768
21,45.078304578408854,39.51183563843026
22,48.239275886395966,19.88242702680699
23,40.59072897012149,45.68201067404802
24,45.19065779500413,32.34492785082022
25,50.17725357557974,39.14059097173767
26,41.73765297600559,15.232126159534737
27,62.45254547690608,24.31076979306937
28,23.1060462151564,27.433515961801703
29,53.44744970919752,26.520695779297025
30,59.490615426004055,39.276421243261716
31,29.10792402866812,56.29471891584592
32,38.83640160217281,54.36828692300299
33,47.5842787317142,43.56046463764061
34,43.41114392690211,32.7124391374934
35,54.587861237050674,47.223597442872205
36,50.62934695774844,39.81537604649491
37,34.30838686026186,37.49465411545505
38,75.44169374653329,22.05542773838326
39,34.583571845182384,30.51432146671448
40,42.466513966693604,54.28574833058741
41,47.66531430714302,33.27821436473274
42,54.5613309547941,46.6902722083083
43,39.49884579562276,13.336133998724339
44,31.772406698452148,68.05278108332297
45,45.55897541217997,20.64746731996779
46,58.09042201627606,44.65375315074422
47,34.816621119052634,24.338964752915086
48,63.287146121701916,52.0582044309317
49,55.52041225118592,60.825487460682425
50,32.82671943976034,29.773912447038455
51,46.989276079030205,14.29718000491879
52,72.31686331988436,40.735506500313384
53,54.64962579830546,43.45514045173383
54,37.426069510254855,56.19783695982078
55,53.11742321167399,34.69102886115775
56,54.874990488587464,28.85131268482369
57,45.95706816082303,26.14156117234214
58,52.044691747523906,29.996100302800038
59,43.75229314775249,49.81127025835137
60,46.64148356459754,38.9999855213032
61,52.63410207787899,25.18850623630771
62,42.78919517222339,65.94483069692798
63,47.04669737538204,30.16292845157607
64,33.4116801094144,34.65993380324022
65,54.95754475707161,48.64666664580267
66,62.30492680474923,52.29547481807376
67,42.995391419061136,28.18334141321588
68,20.80458063180638,54.5765820603545
69,43.20579652451695,43.285551558612276
70,78.28861317754283,53.61028941682687
71,67.23652653349296,56.50162145776596
72,50.66350374880085,35.03124552273892
73,49.71465787357553,31.31301695387532
74,44.77005749227854,54.77987610181212
75,42.10164079069675,45.95389536554722
76,31.952655839608383,58.1225160052269
77,51.19215249690114,28.152919135293935
78,65.5652421203834,44.814785189915064
79,58.00235053452091,49.882143679320436
80,62.184356603476516,36.736894398677606
81,32.309739713034055,32.87534496052693
82,65.54191942885197,39.98973506159384
83,53.38973505888691,44.984963004876825
84,51.6529851707099,14.399776016312902
85,59.596550185214475,38.35952932535104
86,47.95051404709017,46.417405878712906
87,40.18629815908241,28.938236766900005
88,50.446339102414214,35.889902830564495
89,54.10356501631873,33.437383956128386
90,57.74129326817672,58.93051962594214
91,32.31097968117409,28.81348823859986
92,30.816509522521557,32.49098056534703
93,50.34501097782404,28.126486990212364
94,58.51947653606029,46.21742765419086
95,48.802935917851066,43.87704971134237
96,48.42250685125835,17.704723807428643
97,50.49278755772387,43.64025120854786
98,47.98062561466597,48.380640599703085
99,43.15989736541906,30.070144049713996
100,42.21437689867111,35.59925201664369
101,47.20976804975831,46.69129490677588
102,39.191481657637446,32.90239084469183
103,74.9571924767893,24.98965079795556
104,51.27135104658545,61.545773425557385
105,63.47886478737781,54.100968427618845
106,45.32648563419389,36.09000128206395
107,37.65484290340138,21.020405859123038
108,40.46901914074069,44.281655611190665
109,33.58422647643037,39.154601865244025
110,66.23918862943552,40.6540479535796
111,59.459201082557236,46.78498640202116
112,43.42535954008596,43.08867609991496
113,35.17309087771738,32.509631105890854
114,37.25528169516597,56.48140150406678
115,57.67690521162459,29.811741066168548
116,52.71310064439589,33.903893908447856
117,77.15775888412585,4.430523137528699
118,33.706408075311224,50.62972358478881
119,67.18149761415567,27.962067363118436
120,30.20043949828062,39.26485220607197
121,54.48748583232919,53.851841724701615
122,49.91367394894256,30.456250823809512
123,51.6264566148658,45.881695094009686
124,50.22418056162387,32.3434655096453
125,52.27373893200734,25.620351219881414
126,43.838845869521556,36.93642029972833
127,52.34799284170287,50.415752606389454
128,30.57903862950705,50.840115538227074
129,57.73775248964772,48.41568396673958
130,26.364262022639835,30.900428721831172
131,66.46154913562857,58.602616481517785
132,52.72469304659196,61.16757259832445
133,36.42783512195853,35.013636225021216
134,60.94482583771069,23.359115263942044
135,57.92736902627462,36.59142745281574
136,58.115325431928206,51.593523570576295
137,64.73032233055311,32.954931251328865
138,31.230732898531556,33.31190511107263
139,54.783429589877606,46.360551845545125
140,52.259003579627006,39.85543938779245
141,41.987536635838445,23.490883698156612
142,25.29214334409806,30.783133276773142
143,44.8004061323242,35.732093998932065
144,58.19397136507182,42.37217024782034
145,34.54553238871727,59.33582365632408
146,59.83333323901654,57.641746577657315
147,45.898226076229605,45.02146994608722
148,58.44693101176938,54.27442090069548
149,63.03882007407294,40.03156605220542
150,50.670686277761895,40.00996767470298
151,42.016430153109376,25.57416787940441
152,33.79137997693432,36.34178551954234
153,66.01370488480441,21.36530395152569
154,35.55807362031251,37.83355319788397
155,55.26668941748316,47.78913233111785
156,17.946158141563867,37.980110896763236
157,34.51319165223381,11.192062720694388
158,52.0881846927081,32.14899362260562
159,49.090643064180185,38.82036186941199
160,46.99773841686487,60.657469239443394
161,48.821940934629076,42.93664287430622
162,26.73506871467708,55.896730840576325
163,65.44102035605209,30.92375717098919
164,42.39623037961153,40.78841317422148
165,69.20467156921502,42.208824800304285
166,31.826895379668226,41.674032315293566
167,36.534194276041255,35.68633714205782
168,58.149691871868136,33.92401652201618
169,82.08563827732375,34.43786321395186
170,27.254462804009435,44.83714915884488
171,64.97762903239752,22.035073599456197
172,51.99136942193159,59.48207975724499
173,36.821959654866326,71.42114069212548
174,27.49175913171268,44.1749888074508
175,67.61374028083111,26.83170701251242
176,63.19525234454384,30.663337948575954
177,31.1267968470393,62.35747039662407
178,51.8077851335549,45.64942707827323
179,44.1981600251131,30.977094528945926
180,41.44134400673698,47.470772119267444
181,41.92633766533992,38.40769766212456
182,48.12926217666384,27.672175040291243
183,24.511659133591714,20.54990169315048
184,50.06647577162275,13.610888180202458
185,44.9680273605044,32.01769939448912
186,58.98607211218364,51.971378901757575
187,51.6463149190008,25.654970275152415
188,63.7746260714038,7.705412052497806
189,56.579238902772,48.643305967378055
190,60.11746965922017,51.09909928680416
191,62.86750203507674,53.24762101027017
192,72.63785809487115,47.10714618112343
193,30.768813967947363,63.76327397874882
194,61.137488654745624,55.32648932682023
195,45.105260518781634,14.883623972196524
196,47.248460365042995,32.18280763839668
197,30.30806991119656,39.7878855974096
198,72.09520494799357,24.101557005787427
199,46.09454256387532,36.5664758486522
200,36.0062226358224,31.86166574594931
201,63.74580565737082,28.761149538205636
202,41.20677734235916,32.22294822649594
203,51.95327203483831,49.0523103473878
204,54.361713589623776,27.26005500018777
205,54.49960084162662,58.036349711826546
206,53.58745908505766,55.170762125609606
207,43.765842448926655,56.680672851743864
208,51.8961703837685,44.21522010591193
209,20.258040669399062,25.3305971426137
210,48.55629892043497,24.27893415853964
211,43.577062127843305,55.74372268001754
212,60.84963631104927,39.84870665215045
213,44.225987480634664,40.426676799807325
214,41.4676289590412,37.80317639624617
215,50.97429717146961,36.40499338174163
216,51.4155878803643,28.78826166032024
217,46.7800357074813,21.942451261695155
218,44.31833565527115,42.98486063742224
219,49.672184886659736,69.3641943773482
220,40.00681345936648,48.076214486673365
221,52.51925446917598,47.35330265112825
222,51.0821838998777,40.12664587866645
223,37.26039967144787,38.18370019416484
224,55.57108964434103,53.3009204123334
225,41.459412099567196,36.973760101985874
226,36.97245736864518,72.74936647917306
227,39.448555932973875,31.250445851267415
228,59.95884539724141,59.702435457001805
229,79.14323472179058,55.37427244776866
230,35.287445635293246,40.81136815465425
231,54.0726336003268,45.660379203576156
232,49.99881179344577,36.076013747054745
233,37.64013467032942,43.433023928156565
234,37.25263356179688,51.25702261734455
235,34.18793478409966,33.06695463486661
236,43.547879489590365,46.311621317971145
237,46.85076957697355,44.061975970276656
238,64.01398692859289,48.34526930403602
239,55.65030648446276,48.16440565986999
240,52.74271020354147,56.1739152892689
241,28.00321513548846,37.79082608747812
242,56.433537125791894,56.645563046903256
243,31.133133806598664,31.80064803758355
244,39.005934637089425,31.33271716655543
245,65.07332920885159,44.22279004337299
246,56.87173050976397,45.44910570421682
247,68.0150703740537,15.919968735036063
248,51.84385222720028,53.67275203885175
249,66.67539593177969,31.18957693452327
250,32.694940932763025,53.16810470441775
251,41.477960840186284,3.4538945067808795
252,60.90083473987996,10.810226523002356
253,46.61567308245694,43.83882252762941
254,51.72253905714792,34.75201960395604
255,55.833388288931886,28.96619822190636
256,55.06396298628313,37.55446927212353
257,39.56373548226891,22.270379099733773
258,66.14009015754837,36.84164472872081
259,41.1598752847698,23.6134011382036
260,75.5459856221118,38.0495866404285
261,39.41832974131973,12.475376923868973
262,45.12719114995524,68.79244941740444
263,54.56802444602887,44.90706203294336
264,29.842495455706466,36.44468684802458
265,42.72279801062903,24.608211467568527
266,43.24111397483662,12.85999487996341
267,38.092217132803,45.060108210292135
268,27.36863102376493,38.19252278683736
269,47.850005643389004,22.77971295355476
270,57.33356541992152,40.73949321125797
271,51.25276786941785,25.760135684147198
272,37.85270104257933,40.536414850709676
273,54.75429738373269,33.63110786523749
274,61.56304803788907,52.37579820540325
275,55.736792422000285,17.030118501040583
276,39.46640034306808,42.13785542286449
277,66.63264361786685,49.17404739604898
278,55.760688955621724,30.301622734730834
279,70.17719538655624,60.31011022605249
280,40.95863075429361,19.63315080799999
281,60.38779853593826,56.65825153237469
282,51.20833896165151,26.907458280933806
283,37.45692603017622,31.351828617945717
284,34.79799258793462,41.58963632102145
285,53.53310748790323,38.784548979761816
286,27.842442216215968,44.7005893295777
287,39.12554189674282,43.3327948258916
288,68.26217553743898,35.09570102688453
289,42.27710365714013,43.29684577931499
290,52.84368251072087,34.86329843549234
291,60.70461719681552,9.817280897752253
292,60.18365430632541,33.96262028358637
293,29.09268714520378,36.111035839548535
294,31.975470198018893,49.33414399375545
295,43.158035273703675,53.46650558859208
296,40.75991116141944,48.398402598552906
297,45.788695806376076,42.93416931701533
298,38.806864006626945,27.927214622975885
299,61.07021473595335,24.03677025579909
300,58.08989698614281,30.69261998396419
301,39.65932958899254,33.341787750043586
302,31.966428716296747,38.27637748699609
303,48.62226648610854,58.19640312950352
304,39.57051800202202,37.58936557021859
305,56.704395278122405,24.996471275795844
306,31.90151960474327,28.281056002935514
307,40.02216387730884,5.621255598815992
308,44.1686363288078,49.06429073557002
309,39.169126580415195,31.108073823208176
310,37.13538507344418,36.15464389044582
311,52.96385905241896,45.61629262777505
312,57.37111344485837,63.51862371882723
313,64.52606617178088,52.90645007974396
314,53.81072199383198,29.329264452418094
315,61.54679826663814,33.47036999919024
316,49.77269676813286,44.74819393482432
317,44.06097367415689,53.797307878969775
318,44.423845528320534,43.71397085828529
319,42.8733812054628,23.57289479776424
320,56.24448808638207,44.99948706149852
321,49.20875288728712,30.526608983706044
322,45.35807536333898,49.195211642738826
323,49.81429329600565,46.87571909765114
324,55.96819948036403,8.91882439497465
325,46.30651556674843,40.230514283299456
326,34.16185770236486,48.70336561596948
327,39.2101737279919,48.23730840673412
328,35.53736239447658,53.686515214868024
329,31.016021679316978,39.84343954941935
330,59.28682656075979,32.06304724761979
331,43.678425493050426,34.44781549425904
332,53.64793239087084,25.231928313304177
333,46.511310529971226,49.40373208761327
334,54.59437470385209,31.828377527282953
