unit_id,IrrigationRate,SoilPotassium,CropYield,TissueNutrientAssay,do_IrrigationRate
0,51.15232530366432,51.91003159635494,4.340095011907894,21.17430576836503,50.0
1,46.44629943470744,63.72679560248942,2.6779539111870867,25.45096132236067,50.0
2,47.623422038656386,53.79649542401978,3.2601406093188237,27.113911465197905,50.0
3,52.29729599629691,41.290866936796924,4.2102545677634415,3.864926651139596,50.0
4,54.2991401775876,51.372650308056876,3.9699030258670875,28.502709160676194,50.0
5,50.25565407640511,50.66135553079145,1.9511583531133023,23.425307058604222,50.0
6,47.71977869762531,48.4954291517723,3.8383185278542413,16.406382913894074,50.0
7,53.23559166125124,35.21108714209426,-2.460364685802817,23.993538015501073,50.0
8,51.77621240013264,51.052043432257825,7.703434902744696,7.289521503923131,50.0
9,55.115089816159646,67.02824301064668,7.8718774145456125,2.480437486893818,50.0
10,54.64377235045237,54.061843378973926,7.325320357088384,21.457822307297064,50.0
11,48.74918234459246,51.2542500714835,4.443680338733298,26.18884123498119,50.0
12,51.725087321488466,39.85765182753195,16.6642413459822,27.799957238793873,50.0
13,50.95804123740965,49.74185657715953,10.786632679343452,22.261352824259284,50.0
14,49.17769581357613,41.9581725703936,9.046716624534783,19.293280697785633,50.0
15,53.08294796598934,45.48406601351099,3.671063188622962,25.220108455036385,50.0
16,54.31239082421132,57.052559074964456,8.646459517170417,24.927738974116878,50.0
17,56.13607520014914,40.853931544568674,8.180348080458357,6.9511183087925765,50.0
18,47.98049347958279,80.65241186541421,1.5269978845883108,13.223470577671208,50.0
19,49.17561140911865,22.4577239013601,6.750295686482888,4.975170146970859,50.0
20,55.754409107595905,56.533734164357156,18.301178771806327,16.774509499886463,50.0
21,45.99374249325963,34.566969910141225,11.57427262682229,18.27045296124521,50.0
22,48.93123543884667,55.8130210259585,9.583439818049381,3.7315692268317093,50.0
23,51.36007301631223,59.19447324997696,9.702072163627587,16.08603774007133,50.0
24,47.42861654639784,55.92932189132378,18.496035805096163,6.6378163743350385,50.0
25,55.15039392707433,51.98040077470829,0.4794649010595222,30.829351372731743,50.0
26,50.62630074537207,57.65092394027534,11.903168080422926,13.204637093900221,50.0
27,50.56261464129099,67.96652978201861,3.7301090938006025,27.370269238940956,50.0
28,45.5226303820249,52.072990374479666,2.4217923704648867,18.071216130581575,50.0
29,47.79201513412369,53.80396436049571,1.7991177455997525,33.7074149230717,50.0
30,50.85980654811371,49.14603115631521,20.30047183340866,3.2279103736307686,50.0
31,51.82029827305087,41.30786688606252,9.152231702042336,16.182749667315562,50.0
32,46.87757195394693,59.87985563464267,9.710537327419011,13.333447793143577,50.0
33,50.417550970161535,51.14355250071969,20.77336822663561,8.688983071990123,50.0
34,50.130935535895084,61.88063130444078,0.9678646036578917,10.63291260848834,50.0
35,42.55461392943996,26.604094329778025,10.626734026164886,9.904065421972124,50.0
36,54.936913967919914,56.23543066338306,22.1513753369722,3.337871869238022,50.0
37,53.714749669630365,30.98500618933197,6.028208736341667,37.232212252882135,50.0
38,47.77002148587536,64.25431843207649,-1.2576343035928934,13.690188899337183,50.0
39,46.304518455967965,38.000756513819354,19.548919978324847,8.93870780406452,50.0
40,46.54740577318577,60.232863040007075,0.24963835820501323,30.70189788225894,50.0
41,47.06138116388117,42.61304592873151,7.049293802436392,28.24634491609751,50.0
42,49.18103638958753,60.902891001187086,11.532566021481484,17.834937753517323,50.0
43,54.22262556159759,48.460724788574886,15.73182042667215,33.818504488762215,50.0
44,44.087305553749445,41.56275936582759,2.863285649852363,6.177294427551605,50.0
45,46.817545343041935,57.217711563992395,9.02333033002067,17.770184062161157,50.0
46,46.412945942953,56.59339049688988,8.00732427267252,10.941030058837299,50.0
47,52.71273740931985,58.69131530342142,12.789149841012893,9.511100166838899,50.0
48,51.429922329652484,37.6884502340376,17.30821608969268,33.379533152958196,50.0
49,43.013479152268125,78.170068726252,15.70968680866593,19.609100088096238,50.0
50,49.50350476708053,51.141176358700804,13.061432424476664,20.04900654339339,50.0
51,51.4138054069715,44.60510744532049,6.995226930444477,19.623349160692587,50.0
52,50.35249560683396,31.55816319323366,12.04965010933266,3.523152285242901,50.0
53,48.57924292432394,29.22813489221648,9.24484013508383,23.413121368105898,50.0
54,50.61882896527605,55.062826669657554,17.029974211491886,4.236186183614385,50.0
55,52.965215772603415,56.12731442833996,18.266386053774156,8.750390264150777,50.0
56,46.62222021016882,63.94316402113276,1.7672627750884202,5.5846011025918205,50.0
57,51.010837522107735,35.740005684086626,7.352328782641971,5.241768253385068,50.0
58,48.280491655961285,44.944744804481545,3.296460186716488,22.60123861016996,50.0
59,47.22588132658939,49.66871420929211,17.331341658305423,28.886439942071377,50.0
60,47.368235368535444,49.5586037821096,3.9842998412930903,26.68123707737709,50.0
61,45.00041086929251,61.70035139721183,9.092950346473694,14.492171190392423,50.0
62,50.44917584246039,40.97838996493941,-6.243287232691429,37.021486394237876,50.0
63,47.46322013415723,42.392237526043544,8.938420668446305,9.747600564880843,50.0
64,47.04286970414802,34.20383260769448,11.552238458361671,2.413411247911327,50.0
65,50.78949682870117,24.5788022620873,5.640372751286257,25.53565970909831,50.0
66,42.02537626635148,43.27379115680897,0.666245472475337,8.497429021696755,50.0
67,51.69411098438531,48.26103117511682,1.336141186159436,20.881594424848053,50.0
68,49.871663751294676,34.895162141172776,13.18900629233106,15.039505230091436,50.0
69,51.46594448588395,60.54748107117757,13.391948580143222,9.02160299980287,50.0
70,53.78264324428604,59.60294678648856,6.181089109292553,31.233170362949707,50.0
71,46.613112083387705,50.20713378118044,12.982704126516499,20.067840054059285,50.0
72,50.91745559810685,50.890042919886376,11.373964092368977,33.766503881378924,50.0
73,44.33055844430311,61.89170784736254,0.9094359886683385,9.28288602700798,50.0
74,48.75495801024144,51.98445029493902,-0.9149715444284956,18.062346015362294,50.0
75,48.1421191849544,55.058942325425356,3.878447948646899,27.408849482109648,50.0
76,50.072351674127965,65.21366010469775,3.7245721489328227,19.254104612463586,50.0
77,55.517329693400654,41.72656365059688,9.40752338272609,32.185498406074814,50.0
78,47.021390804323566,43.0953793310833,18.163310842057452,0.4364044307370296,50.0
79,46.12267618026525,58.811564988149016,12.65457387992936,7.183539401869136,50.0
80,49.21908989471718,61.80967951140746,7.185621370478832,13.947223430482655,50.0
81,55.4846366359372,39.376739589630816,9.321691594204491,28.450387428339255,50.0
82,52.71838280840767,59.813335613270226,15.79242103044348,22.528750191249188,50.0
83,51.80374960285845,72.47188028964086,3.6068246062093414,27.748239081708178,50.0
84,47.3410660218259,34.883985540386504,0.3136870783114012,10.964590531949732,50.0
85,47.8534015213758,47.86980343935051,20.25431786156372,22.72905481012678,50.0
86,52.801423303647866,12.354160204217688,10.018016849389994,12.061384944183654,50.0
87,51.84398909438216,57.45549579124907,10.949868380355019,22.243385840772476,50.0
88,48.58974218027565,66.27085916848714,4.7086815243332705,11.133819083873124,50.0
89,51.51989334149894,80.6841459555319,4.578084303792906,18.982727633018573,50.0
90,54.96598773575094,41.07337998108738,14.055101245412608,2.837326862427707,50.0
91,53.11733411651408,76.60374711292818,11.465766809632349,16.131184676837737,50.0
92,48.883202159670574,63.66532398692684,3.6275721315295364,7.307325547900961,50.0
93,50.45268801517289,51.073752466364695,10.861868890834861,17.428954310843476,50.0
94,50.00524882140321,40.75311169019673,2.911519983689681,35.375165065546604,50.0
95,47.07659641642641,74.04071924331419,13.01268003941796,14.456136855018716,50.0
96,48.50286083983401,50.84129940828652,0.9599608997039606,19.952564163103876,50.0
97,47.457214119325144,46.26828438508413,6.160749135950225,17.791349564055714,50.0
98,49.26777327309667,38.98739275220256,10.825901327613185,2.0890221277069028,50.0
99,45.66884750073011,49.24133443529558,7.455602398778758,19.182288586163978,50.0
100,55.69023963532335,35.789480048654376,1.7450710622855934,24.666779034955763,50.0
101,50.38996907931094,57.305202292344134,15.25302958891063,14.773725385396672,50.0
102,49.5127594446036,55.11544276942725,10.28232714089903,3.999043533904068,50.0
103,55.89986241292465,58.21606187881932,6.559775063752093,11.02318820944332,50.0
104,46.098922646205914,51.50923460132377,5.880741711497019,43.7870392245494,50.0
105,45.95101574534893,55.570372240814436,3.9657862770326417,20.394460423318677,50.0
106,45.726835829795505,73.47356723126562,5.525713729632617,25.913805120472222,50.0
107,46.724690770137556,56.41967613519529,7.088566688250017,16.05490434553405,50.0
108,43.15068255438542,46.17920170181466,3.0935717283382207,12.827524508597804,50.0
109,45.982242685764135,50.21820247810375,1.1699793399057996,12.82317778155613,50.0
110,48.75009737550787,48.26350973794191,7.193993690415688,17.467812309245655,50.0
111,50.38244204769958,62.08747072819605,18.34263955526383,25.879618735654873,50.0
112,49.69837794262401,33.713316348477946,8.941326836889527,10.187326354611418,50.0
113,48.59575081141889,55.37438373626992,4.017888487945695,16.70318026092243,50.0
114,53.98672309265638,72.50395677319611,-4.3335306229555055,21.438803109758485,50.0
115,47.24965842962569,54.19406113112914,11.905083928523332,16.643343983358044,50.0
116,52.2937132751756,50.53403371856699,10.77695150632583,7.7976831101781325,50.0
117,47.64353770042323,63.6305531987147,9.089133820744324,24.03989583789506,50.0
118,47.90164918585548,20.320097018543137,11.046858111261797,25.39001371669726,50.0
119,50.148846454454315,51.258987869505575,0.12321389398764016,27.859513493777005,50.0
120,45.55530765831594,38.02100961004622,17.723309363985422,7.902619379285579,50.0
121,45.60028878341394,60.99897258613491,12.041620433428665,21.648482772794722,50.0
122,52.28443443794544,63.47703446265503,11.00217465802482,23.753011538544577,50.0
123,44.15846527618178,61.62576727567016,7.06089704886307,6.055949190788576,50.0
124,51.06337822636495,51.445293012480455,6.5412886638875145,17.592221331678427,50.0
125,49.68746308394035,73.04795806851499,2.5372864649815,27.63783119586315,50.0
126,50.84428501444557,37.181674817471205,2.6936047777517773,27.864245678553,50.0
127,50.472197658944005,45.97895558125139,-8.958383790824548,25.48398569770939,50.0
128,46.98182584360103,62.38570974227168,5.575955353217982,19.878448531932687,50.0
129,55.25615991207052,58.21067824762609,19.380132163314883,18.40378725630152,50.0
130,54.88270539814988,50.82876969367222,18.30047163455558,23.547135427636817,50.0
131,51.78509854570866,39.946959461160866,5.271223646574894,15.653972720078922,50.0
132,49.49441117318635,66.42213236387744,8.466214176980635,21.74159469730146,50.0
133,51.78165761820556,72.60681033723789,5.286441062164714,14.5110604290536,50.0
134,44.609820622063125,31.13797378687608,9.871015253747865,6.145563757192923,50.0
135,49.46248438276602,31.918592654910505,1.7472872858104198,5.062705252377086,50.0
136,53.15765207348735,57.65707853164423,15.901829857104719,23.23602055075996,50.0
137,52.18263926003255,67.02794938666716,8.183872402684242,8.777537965902765,50.0
138,51.86192666222869,58.55861923351608,9.01396950611074,14.781767995745708,50.0
139,46.856250407383286,31.610223678220564,4.0119799176817565,23.819603066886707,50.0
140,49.7400141070941,64.78334907686211,4.161939488735347,12.177500488814035,50.0
141,51.96412193357984,51.09148473367326,5.676358876276946,8.71127292668361,50.0
142,51.824481823975674,41.86802091060829,-0.6851140475565733,14.913870703877294,50.0
143,56.07305750778707,62.53431533922747,7.96925870673871,23.642790885937927,50.0
144,50.173900750945755,49.78048868002201,18.103881616255357,9.253829350339235,50.0
145,48.601761760399604,65.52124935835582,8.918574050342524,12.568005133658206,50.0
146,53.7522510316354,54.022526681271984,6.121482501878892,4.537290394675601,50.0
147,46.39634441367288,54.38069090825235,12.622921844095277,19.121845796256345,50.0
148,50.89708149026412,68.5075215892521,4.870484490311587,32.90789577188514,50.0
149,54.39650797818706,67.44186525404753,3.9492493007736194,13.74437807395435,50.0
150,53.31500841308121,32.393719740317415,18.018856023504306,9.155802849544607,50.0
151,47.30295685481911,29.08112680900948,-0.5472683381198689,28.26315968610364,50.0
152,49.869783342154165,61.024187192727325,8.517866409028196,17.47971507911544,50.0
153,52.61643055547203,42.96109615515712,0.6147670748267369,17.92465672205759,50.0
154,49.42402976193073,30.319940186677837,2.906367106822316,27.11672171506754,50.0
