unit_id,SoilPotassium,IrrigationRate,CropYield,TissueNutrientAssay
0,78.5106186498419,13.45864181366689,15.550454970538043,12.248492332773031
1,37.30952485660821,32.76237990817888,15.748872965573124,21.721540447017986
2,46.80789247132528,44.80168739919621,9.426903440096643,1.9956955435159394
3,45.01222808970531,24.12334107239542,18.520045699627598,31.157531959203652
4,29.053103964502814,60.12736719980988,-1.6532184624170068,27.57203250809572
5,52.90010631658592,46.9108996020619,14.131957464150407,8.370549844659575
6,62.68140763119357,57.448776898901656,4.185328736415125,25.272698801410147
7,57.85187256593922,55.89697561232207,2.98685300669691,35.88517362757617
8,54.09076011536127,56.66498699709694,0.8299850556068789,14.330679800615153
9,55.19701798642305,33.733874827304696,7.153084743387391,15.264523064477824
10,66.65545386965637,68.16973748546138,-16.0093920641661,36.354669682032544
11,48.34064532748205,34.87538509971003,13.302810477158353,6.9327637536451014
12,80.0154286733215,28.774257486818538,14.936086026192916,9.414735593820069
13,33.98137500182108,32.761830731129926,16.380869851439982,19.55292483715973
14,45.70410931067421,29.989244822995165,17.980514716535282,13.60354268935799
15,53.515985981811525,25.345227940977686,20.97617313773695,26.010119239438552
16,60.042401477591774,41.06065781120543,5.453390381411097,4.906777362303695
17,50.47083133547432,42.13866426859659,12.155806646356927,29.577004967342354
18,45.358068098334414,34.87932492297591,13.991375731216271,7.705097401454295
19,64.54872536531987,62.237230005195435,-1.3615271784512135,26.59787327720744
20,67.83837573487541,43.706871859391505,8.639035952986916,7.928122630445676
21,41.78410882357153,41.13482241454787,7.066046142934784,10.609726256366779
22,34.33575956014383,47.92888644735666,10.135967823715001,13.768664298808659
23,44.222028265379194,61.896526110983764,-0.5720261441895678,39.72037182603148
24,67.38309918195273,49.687260937093576,15.028362318745776,2.8794142041864017
25,47.455338384557045,36.885026062940035,17.958897376617944,5.451544980045659
26,57.96775611468447,17.589777308716695,8.940952723799386,14.95077126681151
27,47.087446454948214,48.07035319970906,12.737380284144356,14.316514972913275
28,47.9142238666826,14.684936309606028,14.800910641400238,9.993852946373071
29,51.21773647408929,49.03629229644715,10.97673824022332,16.897233654899694
30,46.74986953176625,58.793947529714146,-2.9616956300504826,15.157269593032863
31,77.57125136396036,43.77652443481586,5.833165619173919,12.217285545393825
32,35.86527086917218,49.788426189585316,11.770326996002597,13.62772884338986
33,55.89119238795351,24.912037372082388,11.522090991068879,8.59974895975077
34,44.50767214107827,44.55184471265598,1.8494314789181654,25.21329540549406
35,44.18685375613303,25.483840182068132,8.007249129513042,2.6488214771807037
36,62.77918242794294,26.229687236139284,7.9977445648220336,17.60775397913312
37,37.859744970143744,53.574452074717335,-1.0170902703249007,21.889868939564952
38,44.649445029753416,37.90947359513603,7.882205307211924,17.01149202021209
39,47.368532166633635,21.50267563377429,18.262418637122952,2.525078162895573
40,64.42705667847245,28.932084724755036,17.789707137223907,24.09989134666978
41,70.67434092103076,40.63721739745333,18.016784293622678,12.403814195449932
42,56.79587892399774,33.84648033065303,15.186549165596503,8.55736166892978
43,69.87240895886647,32.75135315919533,9.747520019024217,1.0895880395562063
44,42.04035692611217,60.422853398038185,-0.6446079101298443,30.939157073929657
45,61.65126789396783,30.6628123298097,15.087052166107426,12.91555910685636
46,43.451010890081555,29.99764762018486,18.43706022082053,5.675032581190573
47,61.748078585952285,21.724408843497105,17.244395977627363,5.72898140760706
48,63.4247833432144,42.729538686554164,24.447754749584547,19.07070917064235
49,51.59606017082067,54.65034165102602,9.960498367801103,15.583704169084767
