unit_id,ReadmissionRate,Sodium,HbA1c,Creatinine,do_diuretic_titration
0,67.53132923827718,44.72017242199336,46.94664414549945,29.815748993045805,75.0
1,36.21684091075403,40.92662435981748,57.329409396319946,47.915414450978545,75.0
2,72.05944700278677,47.970423779943246,52.38588308881283,25.941846342823883,75.0
3,53.70863269260565,52.82309378544046,59.465983334785044,36.126427863680604,75.0
4,41.659065995850824,44.04848521652402,59.271585274443595,23.943054366678243,75.0
5,37.04334655384045,53.062273137355355,77.05544438362065,59.51412641207153,75.0
6,36.82095929666439,27.812795585452353,27.452685292880407,33.041715486979946,75.0
7,43.06445016706906,78.79168026672339,25.984294930368836,58.738242289639004,75.0
8,50.91267175934325,37.948673799592406,44.59906614589613,69.77392342173735,75.0
9,29.86675865240807,38.88684467173671,48.955978922107974,65.54926304285384,75.0
10,33.08100865535452,46.768999087597834,54.38336317348801,55.374339643062825,75.0
11,50.80310999564943,67.27017858454401,59.913027885298604,53.065669718935276,75.0
12,70.45673215070082,54.052465341335235,41.53208954829319,40.26341701659427,75.0
13,53.132499228870124,48.07781815415958,54.68881652676557,52.63905081208294,75.0
14,55.13378959413332,60.227567388043894,28.94853910140339,68.53633814023074,75.0
15,79.17145392499575,35.78581148355391,51.36120216821595,57.692513498506635,75.0
16,51.13725968193087,24.99976797492367,44.81253733898538,48.05292354425652,75.0
17,37.378836253986414,77.26913093050334,58.28502436616313,52.16520791407235,75.0
18,63.659563086126425,45.35323376393429,47.26530528300804,49.8396240615782,75.0
19,61.72145016691363,47.369582458223356,19.177090291430083,51.305150698263965,75.0
20,96.04380811150817,49.193711246673,62.92230299064362,59.33672139394989,75.0
21,21.6878565680276,47.60281590384659,63.90713668645306,53.192061738816705,75.0
22,83.02974706355674,35.1419946912897,64.73836797989614,42.95966745803029,75.0
23,42.69519567129244,63.60317925974859,41.46435524860386,39.80415549238609,75.0
24,83.79973631406676,43.45453667246315,56.40312497359966,44.57750803047226,75.0
25,64.51590559012946,44.29991979684986,45.962604491111044,52.16385708946795,75.0
26,54.469623965055725,44.13442117151366,61.43356416080536,38.449107098173805,75.0
27,39.22638762407467,52.185983477052986,41.74765327160429,46.532875993793475,75.0
28,53.430089464759995,50.74362460503858,22.587562733516208,56.424777248076296,75.0
29,41.59856812733323,54.15799493501199,45.25461666971609,63.82340821444751,75.0
30,45.92256094180926,61.03167018453447,58.18961325634492,59.073241515268144,75.0
31,41.96698317953938,39.8613096616133,59.50834097478336,34.029581440345495,75.0
32,40.02931657496663,38.84777562320886,67.27651183484645,62.918923830036135,75.0
33,40.62363362322159,39.25710372309487,40.395062918228135,36.362903588573516,75.0
34,51.252019740149564,52.951262547421344,26.94356662973362,63.44391713890796,75.0
35,68.10018089146965,54.669289525871555,29.212711439976083,38.34525803009527,75.0
36,63.363982641580336,41.64140992298826,56.21765234845059,51.44972310883295,75.0
37,78.37598154531746,21.621656046259602,43.40920860968381,38.831813591350866,75.0
38,42.311452325217665,63.2561078043191,53.71522234293126,33.93976962984543,75.0
39,60.107843748850044,56.471241318492076,36.75531545344316,54.81309704351632,75.0
40,33.28826515529377,40.960867518852865,55.140593200860195,48.3274337047102,75.0
41,65.87796531965117,47.77906193092994,55.139900085569856,50.61138454641949,75.0
42,31.83844930650876,31.405903408668536,53.57335730212619,47.458008761633174,75.0
43,66.38769248649773,20.895004525854734,33.009217300992624,45.01794490288337,75.0
44,66.65417763464933,60.288964120205684,45.23529156891475,54.1448096446309,75.0
45,58.00000171726778,47.319241057751434,45.59442574885786,59.377191182483365,75.0
46,73.16394406785665,30.70739840153869,20.06904607039059,76.56669970690861,75.0
47,57.810593998731505,31.419815189367405,53.1053387417012,57.68716037906752,75.0
48,35.32378929120738,66.04406280480929,32.9826090324773,61.44618379805247,75.0
49,38.910321629777236,15.526637578253023,52.56236586348259,53.054356513617066,75.0
50,51.97344292822329,37.32824392705205,60.637581973295326,58.00139738842531,75.0
51,47.894369581931436,43.077634725561396,62.014695969684304,57.98216277999579,75.0
52,43.78552150958741,57.73160452195671,67.62167235588171,48.875749570785416,75.0
53,28.588380051335164,24.909034194901864,45.70374810742509,29.74603568088962,75.0
54,52.02163792847047,44.47118712414757,55.713582994779344,53.55381578514362,75.0
55,59.49585853273523,54.134722095066735,53.29465054582924,59.40009637294983,75.0
56,60.57961414599291,42.445901935239135,35.411536544231744,50.59358484743224,75.0
57,30.30657209191451,46.575575816221026,49.1284823599387,60.49107703546956,75.0
58,48.442507512961036,70.64588967474855,43.074808164161645,42.12311929040884,75.0
59,61.696431736602804,66.63953272875744,55.13772363193364,34.78211442030674,75.0
60,49.94628944835607,24.182620071222296,46.838500960768755,51.40937082746584,75.0
61,43.49144283002063,44.47232050805302,57.7008987869417,52.11635338455969,75.0
62,51.08117136663717,48.256002463600865,69.6827493358326,49.513246494638906,75.0
63,59.00052540147024,62.66275238572248,64.24146578986151,60.75586066746365,75.0
64,82.27875512343367,27.067902514918114,36.73231484079243,32.70469607185771,75.0
65,73.60770280799679,46.32668626324503,59.779399819854,64.92955569593484,75.0
66,42.25676454017162,44.64411630833743,39.165063288843115,60.35359154990481,75.0
67,52.03848152012829,22.46834566625227,46.2914250501634,63.46531655052755,75.0
68,48.47632021760853,54.59784572306373,56.42579783488374,50.62802603209542,75.0
69,48.35930671883968,64.96039528550965,59.273526225617054,56.86468475750135,75.0
70,55.837846727204536,49.832544295625326,69.66091157729926,33.412020587064404,75.0
71,54.624165559543,38.844993141925386,49.514787429829404,58.712951569125025,75.0
72,29.529553024704203,61.96143979032535,67.31857803800477,44.118135477883015,75.0
73,35.991219833915835,53.047946310602406,58.71492891393096,63.42103490984147,75.0
74,58.215221370305954,48.75609374750207,78.2959553449224,47.795110951286254,75.0
75,42.71837653403651,48.96501186442731,39.68577474465086,43.92487482296163,75.0
76,51.79591490260575,51.61995425007992,61.74123043877442,62.919448585960076,75.0
77,21.133047944201763,58.66845774307539,44.56305160341391,47.62508793812255,75.0
78,75.21550011701108,41.29177952923476,36.418078425439894,52.36360185374411,75.0
79,82.28188999323882,65.67925410725032,62.58159662518227,48.126163406111324,75.0
80,39.332505782818544,51.158629915135585,44.46138344103345,34.029300465449865,75.0
81,44.986894334570174,80.78700497029398,58.19444615049904,28.539551762883658,75.0
82,39.90988954599345,47.594545213738826,63.78536192402791,35.39618222306922,75.0
83,37.89106504014512,46.75920020311098,27.871012911314835,54.10799138910923,75.0
84,43.38632657742753,52.22309233989635,34.11006193256832,21.449432130053538,75.0
85,52.274916906927004,54.18606445956749,37.626853313827034,35.49065354148198,75.0
86,45.456213994165765,51.844472251599356,67.51887257587569,54.191798174673835,75.0
87,46.86381674327878,72.69619029215579,43.497172896884365,41.65983433606493,75.0
88,60.300469626259606,67.58680401815359,50.921590682380014,42.931720470519544,75.0
89,35.27679770364232,65.02801978061257,62.547974417599875,43.200279453227544,75.0
90,66.03314349105423,39.18076410698701,33.094374954914464,44.96698812875907,75.0
91,32.305568756399914,55.702186375131404,35.4562309529197,68.99920208206835,75.0
92,52.79955450535493,58.35980729768002,49.58844930127961,45.99408813115308,75.0
93,40.11717505661513,51.56753949856016,45.75260467536677,36.74326429758648,75.0
94,54.604421504873415,41.11499632441471,50.883579721545885,47.66403767781845,75.0
95,53.84720970189889,49.931053834710326,57.757703369984256,30.078507248016525,75.0
96,80.72337039379411,46.043328757614844,50.21600508224044,63.160061392923105,75.0
97,78.00818569151224,59.919624025281465,53.30432008017961,63.78347310047877,75.0
98,27.181011021199296,48.708428752725176,62.00217101819174,68.07388597172061,75.0
99,34.174450221161635,45.10446600573978,49.32791941532816,40.91580024436034,75.0
100,57.549420167619566,56.0467334003091,48.258845649408826,63.818656761151935,75.0
101,69.7700419005343,35.52060341667495,44.42955136671822,51.16683231056723,75.0
102,65.56757971871568,42.46025991792931,31.321701587758064,25.93841650705804,75.0
103,27.96750217467714,40.46473406268591,52.51680645606803,47.61439862887839,75.0
104,66.43082750539656,38.927472796307605,63.747573853629106,38.75441364092783,75.0
105,82.12458846504067,44.40370278309626,57.86656155062784,31.217098620558847,75.0
106,53.03736000266132,56.424229650161216,38.880287661386916,39.80296240577411,75.0
107,31.600237499912453,62.59216149061312,56.90684497864253,41.96692251177392,75.0
108,63.39370956539364,51.71818592976217,33.59361802847628,59.56458895310539,75.0
109,39.90100132306275,62.50094655181219,57.97509878116752,52.74020685927452,75.0
110,78.30575238455201,32.95556934630028,53.87745489524622,42.222210591880824,75.0
111,60.34495401879499,45.66165983282217,63.574300487043715,55.286559508341945,75.0
112,39.79962776210683,46.40217252835052,50.46680729410044,50.47606394010357,75.0
113,62.788946319651586,57.7923129327344,54.52782078766279,45.50618304202019,75.0
114,71.69549985043855,57.06703374262176,66.55253492192416,64.46542580082865,75.0
115,45.05818528347824,50.38960455911501,49.69621186299797,61.852952117116295,75.0
116,40.27178168264387,70.15405662280686,28.108192010618687,57.23507619834722,75.0
117,32.999398472644316,46.07068597652688,30.827775845354218,22.976821316239757,75.0
118,78.15995699220883,48.570817745145,36.458393366951896,47.99412351229493,75.0
119,48.09881059331209,52.582165497782206,37.26762130627542,30.420242485668556,75.0
120,66.29325164560994,51.66307191058927,34.53786940847556,78.30421205113498,75.0
121,89.78167082011063,41.753832376808205,57.222977430053604,55.08611301459359,75.0
122,43.473174986698474,67.09837161979249,58.395905935891534,56.19416763720883,75.0
123,38.58505084718888,42.57050767344981,39.365843754728694,35.772983477463136,75.0
124,20.905277851986774,45.00626956129095,36.184942875899125,34.277486726200245,75.0
125,45.33500321300092,44.204830136805775,61.53189092249756,65.1112873188117,75.0
126,38.355160497416364,58.909303895603344,42.907987388106996,50.506347433357206,75.0
127,75.73603676017292,58.8627322616209,40.72038140283844,64.4640355932793,75.0
128,40.06874081072836,30.47086796733582,51.42609924301314,41.783310498297524,75.0
