unit_id,CropYield,CanopyTemp,do_ChelatedMicronutrient
0,-11.989081933256003,95.70185057868707,90.0
1,-2.607419651475774,83.65754007873458,90.0
2,-2.8435961693325513,64.26856136915771,90.0
3,4.4399332642395155,83.54280912699552,90.0
4,3.515126651951556,90.15377260846617,90.0
5,-24.141931037872645,57.09043715617078,90.0
6,-13.987061362603386,71.58580986868957,90.0
7,12.241089666949694,87.9647709940541,90.0
8,8.200547432876395,93.74453787182046,90.0
9,-5.217232227823999,58.35327407960198,90.0
10,0.35843190818733506,63.93110375745631,90.0
11,-2.683955432218791,72.88622314066475,90.0
12,-11.04885430363596,81.44413629992424,90.0
13,-9.866570953657881,62.021721818960586,90.0
14,4.182726038520267,87.66380472364347,90.0
15,-3.5972054092333727,79.93979753617728,90.0
16,7.630273680721803,79.48269187871205,90.0
17,-7.160664860663426,69.96046375975126,90.0
18,0.42439693435618864,73.53735572612858,90.0
19,-3.0051667625703207,74.48810685975518,90.0
20,18.988855914088077,93.6831029628632,90.0
21,-13.42965268251429,77.13054424878891,90.0
22,-4.132292865461311,89.40449998625392,90.0
23,6.673148133789512,79.23649514537985,90.0
24,-0.9896348570174607,86.06007012538244,90.0
25,-1.0181130108614007,66.62062509868036,90.0
26,-11.560784801224333,95.89948572818173,90.0
27,-5.368965093449051,70.43655078998314,90.0
28,3.168300671567231,91.23737196660406,90.0
29,4.2916300441087065,69.25121336925926,90.0
30,-7.968493609616279,60.00008844112514,90.0
31,0.025150643723087507,94.5998733140128,90.0
32,5.006825503311916,72.06510108126301,90.0
33,-1.5881332546666727,85.91677751320937,90.0
34,-0.4970935684418203,94.44410186696692,90.0
35,-3.0847501369099244,68.83176282710988,90.0
36,3.2839535418446153,93.47908075724071,90.0
37,-1.716895078737302,73.86802533717949,90.0
38,6.489405413522727,82.01544873189012,90.0
39,-6.364264744850656,80.84470488922744,90.0
40,-3.237624136126036,68.75258727028977,90.0
41,-3.928166853387059,81.24308091718126,90.0
42,-10.171379100755232,79.0714647606036,90.0
43,3.824876157008632,77.53424586000838,90.0
44,-14.646865993408387,68.99796032377353,90.0
45,-1.1450266626166696,81.62580476202825,90.0
46,11.512377508487251,71.24938291670797,90.0
47,-1.862160441631255,71.25625040903616,90.0
48,-1.0050787886345012,64.72559599709412,90.0
49,-2.403370383462623,67.71677230105674,90.0
50,-3.9399667220942316,80.02617045218095,90.0
51,-7.769872063240504,57.3548215687729,90.0
52,-4.337122122759963,83.88492187472467,90.0
53,-13.47741871014214,83.74882490880638,90.0
54,0.9532727900461837,78.82007137364607,90.0
55,6.159521267986124,89.24512186957813,90.0
56,-13.869286085763589,76.00293010163833,90.0
57,-2.7412503819743455,75.60760383925827,90.0
58,-12.693328239175875,75.5365378763177,90.0
59,3.9726995840868224,70.72390642827655,90.0
60,-14.657759849547139,65.07056264740865,90.0
61,2.2066370403877222,92.4212548582841,90.0
62,8.673010192992395,84.46095486044528,90.0
63,-2.6340620097077023,54.550607340674446,90.0
64,-20.287278986365965,57.223300485212576,90.0
65,3.0841312900107654,81.141109986442,90.0
66,-21.62918383594363,85.77725990159895,90.0
67,-5.8318003275241175,73.68048451134212,90.0
68,-19.209160376868425,63.263125040830204,90.0
69,-11.409732480539926,82.19325541003316,90.0
70,7.984658128642174,90.26030544011847,90.0
71,-20.982547990955265,62.31479820057972,90.0
72,-18.6866796267193,78.2569317554975,90.0
73,-11.84603137137281,78.30881314964951,90.0
74,-0.59726447765693,86.09511800372215,90.0
75,8.247831150587343,92.81813091558048,90.0
76,-19.09848334074087,71.60782144198299,90.0
77,10.248801651081832,73.08613339032728,90.0
78,-7.136244311662322,64.53322558590735,90.0
79,9.784747445952931,87.54401493145116,90.0
80,-19.49351582329684,102.74273941872922,90.0
81,6.008403135871723,88.44566152336547,90.0
82,3.0014293310959212,55.76207499313682,90.0
83,11.147653962718584,83.30140818345502,90.0
84,-3.03987818533061,81.5254670580979,90.0
85,-4.074016334335969,67.46861609163993,90.0
86,6.5472755727842795,64.84981748246264,90.0
87,8.955967995330727,54.65852100660699,90.0
88,-2.2744445952852446,89.92499231920547,90.0
89,-2.5292170639838387,89.81976340856696,90.0
90,-3.1439458634968447,68.33151106865444,90.0
91,4.6022951050258065,86.72050991543843,90.0
92,7.128024067644374,88.49376146184805,90.0
93,4.572454109926308,103.95924186850536,90.0
94,-19.36448756779836,68.39798742928593,90.0
95,-10.658898744013255,78.99226820568681,90.0
96,-4.9287256238831745,86.73752207238894,90.0
97,-8.815222128176647,70.68942230208597,90.0
98,-12.280169152382964,63.51437826202084,90.0
99,-2.548994977943611,75.15736530910004,90.0
100,-4.676444001471329,73.9445422380654,90.0
