unit_id,CropYield,TissueNutrientAssay,CanopyTemp,do_ChelatedMicronutrient
0,-40.21462011844749,28.46172347458776,91.52900573859833,30.0
1,-22.382933151952827,25.95641194364528,78.4278638259555,30.0
2,-17.26570220348193,28.13101434453091,70.29137092815407,30.0
3,-33.975129120297545,41.43818716545489,77.5373543318154,30.0
4,-31.18713783518618,31.693420551293972,93.86990359916672,30.0
5,-20.080755121132164,28.946754267808167,83.36832271068428,30.0
6,-26.01378146406996,35.50702000889426,78.88971329696268,30.0
7,-40.834590957318085,52.06656370048557,85.61722803869819,30.0
8,-5.517428426218451,1.9731014602155064,74.31221602318193,30.0
9,-14.69852932347263,28.2337900051527,66.52708546560287,30.0
10,-39.276861088819,41.514389337121855,105.60329261584455,30.0
11,-10.17953862533594,9.313195561784159,83.70455075547804,30.0
12,-26.79646279104814,15.67372702493971,74.54939653691488,30.0
13,-3.0937525365440446,2.54921771099629,90.87644971294846,30.0
14,-5.222062486459493,18.040007730087513,73.00346906502871,30.0
15,-37.17558444279072,43.90843250472824,58.50072880204624,30.0
16,-17.270475978032728,37.31746421454253,105.87151074636688,30.0
17,-25.57083906484499,32.17076374854921,83.11955199140361,30.0
18,-26.449560533983846,43.84268123472209,76.69876627242765,30.0
19,-24.93635535576319,5.354896080862021,70.76559691946541,30.0
20,-27.40122706082086,23.236398965736207,86.6954551141553,30.0
21,-12.758899993215014,16.096073170210353,83.8903956910187,30.0
22,-18.05262243409163,7.9538736639369265,76.97663760805258,30.0
23,-39.55440134797096,37.57945138533568,76.55718634041312,30.0
24,-34.66609587704181,36.51900382643105,61.943980325871586,30.0
25,-22.69901063797142,28.057276874019806,72.5839538231899,30.0
26,-32.38896257844207,25.70574412589181,51.20208902259413,30.0
27,-29.652034433109094,34.51465195280066,86.93212888770425,30.0
28,-29.18743206104054,25.121019807602856,83.98828018205987,30.0
29,-15.196660855062053,13.210906483812854,87.72281864731562,30.0
30,-14.025916395490047,-5.936072164222654,81.59256356402513,30.0
31,-26.26254085572078,34.34637122696564,67.97623923920627,30.0
32,-26.722677907359465,39.94771042334466,77.08829330856565,30.0
33,-59.247233279391814,73.40834134175671,64.74116170437813,30.0
34,-29.914713295101954,32.31003035269001,71.10736433306985,30.0
35,-5.582481359996735,25.916666846011857,82.56422155582393,30.0
36,-4.22854223463904,26.607400561343812,76.24203710113125,30.0
37,-21.049532461503055,47.710406745489664,101.11471076234673,30.0
38,-52.66433115014833,50.462622324628114,73.93192328805168,30.0
39,-13.352711231177508,13.803963696736522,66.42163317894425,30.0
40,-16.298955417664416,16.906801344396587,78.22808902126641,30.0
41,5.045551075537039,18.910906843359705,73.30223182111052,30.0
42,-21.08832225624832,32.9231071439427,81.66601465881924,30.0
43,-26.86506944514033,46.10704359178378,73.52206393251772,30.0
44,-2.0272445529669207,28.259412251882633,81.64775389032326,30.0
45,-9.962280630420759,14.290841159578612,88.35137941633194,30.0
46,-36.42646808152199,47.077869606117105,50.9947817088588,30.0
47,-30.437088541295715,41.23100798912752,88.19932166512851,30.0
48,-32.73248690183274,38.0124405111471,71.28247803650977,30.0
49,-24.73181565618709,24.04582647821468,69.33912880007057,30.0
50,-11.230548122989504,22.632622806991833,86.72289360201134,30.0
51,-28.50830806747022,16.914527973726145,68.16667957494732,30.0
52,-32.95759354798505,40.95837072751201,78.88439925210685,30.0
53,-32.39225739608286,49.367364119861,79.0524259144089,30.0
54,-1.4448960551246208,9.595152791831383,85.31878764623505,30.0
55,-14.607670795542875,53.021017369862136,105.84774936312742,30.0
