unit_id,HarvestBiomass,GillHistologyScore,do_set_CalciumHardness
0,20.916272444299658,25.49584235773523,100.0
1,-2.086818739745973,48.84604927904068,100.0
2,22.285361281750287,56.033749241960834,100.0
3,12.734620062829984,45.28126646084587,100.0
4,-0.29918372273294214,54.90042580058096,100.0
5,18.491122509813522,40.30642541342737,100.0
6,4.423793203878847,54.2950741301503,100.0
7,-10.36748233102912,49.40166888375621,100.0
8,7.071552836363514,38.28103927017253,100.0
9,4.665958550166211,55.26651256975586,100.0
10,3.099732767648266,35.48606320753508,100.0
11,36.12056545886229,46.80476675593333,100.0
12,12.52513246943796,56.71007289627523,100.0
13,19.806268467452103,21.471341648481587,100.0
14,-0.9754353186994014,53.13405351373185,100.0
15,-10.495020892864396,55.55210314269033,100.0
16,-2.672654743239547,54.54299791021917,100.0
17,-5.777842793024324,27.315807197752868,100.0
18,-1.3719477206586275,57.9482687218681,100.0
19,4.482620480064682,43.177696908862,100.0
20,14.199189289739925,57.6944487686978,100.0
21,-7.027130066149872,53.70295437935263,100.0
22,39.0739994698337,17.85205361239199,100.0
23,0.6116488358325438,47.718342707441316,100.0
24,6.296087989788403,41.88354843597398,100.0
25,15.88158193716997,54.37927289081498,100.0
26,0.24612734379144577,51.88855262755338,100.0
27,11.120094041621376,49.029846025428434,100.0
28,5.040486179151767,49.04580297605963,100.0
29,13.175373114492391,55.92244296726362,100.0
30,-0.2533315682401671,49.855978256976634,100.0
31,30.33503448889408,29.428527101113797,100.0
32,7.598689579411282,55.681423302132195,100.0
33,-10.188019451774167,51.39604403171769,100.0
34,9.185760185373837,44.52265753057669,100.0
35,4.641508293223018,55.13848718227008,100.0
36,3.634881339311254,57.97267532086365,100.0
37,2.1777238986063407,44.47985741721366,100.0
38,13.71425867724712,55.81884879634936,100.0
39,4.127022323125665,38.20751843477415,100.0
40,6.932515592131095,48.93548826811193,100.0
41,7.819556840032758,55.38424353535697,100.0
42,18.929255165034444,47.803365642918706,100.0
43,-5.498861984695912,39.760026471521684,100.0
44,-0.12370999768058266,56.00423928833479,100.0
45,1.1443608946097021,54.336555399402165,100.0
46,9.724060834394585,39.895345268147004,100.0
47,23.112211861290024,43.1909820026659,100.0
48,4.452216721724728,57.97035757631684,100.0
49,10.93768042060073,24.462438797244644,100.0
50,14.625333535275287,52.14254573932674,100.0
