unit_id,JobThroughput,RackInletTemp
0,20.511099253159152,67.3763350082659
1,52.90035219681922,47.62325909184257
2,21.939507030746828,51.76439019798853
3,-3.001683502323627,72.5121998485751
4,18.988688413186267,51.759530445865195
5,4.637329748936546,70.69230418449847
6,1.421857622460272,59.738266812080504
7,4.1084464087445,69.38386677871694
8,25.421748497125733,52.064577850432784
9,27.509834456336506,43.20500701821494
10,37.10803344862007,35.184968078475436
11,38.12815043898581,46.17420510876676
12,39.2143727661116,44.21661962919733
13,34.628629309615434,41.55362431166432
14,33.76598160509669,46.58665180148912
15,15.715108789156977,46.83092964300526
16,22.418893524485778,47.2814279279481
17,32.46933100869178,48.110649052055024
18,9.499895517079626,68.11163079279719
19,28.155538578836058,68.71341052775519
20,38.425933848068354,51.115988494010125
21,-1.3425934669545754,72.2519355292322
22,12.22919219441292,48.19131358064681
23,20.97502316830694,48.977226313047325
24,12.776103666649611,50.745367276270045
25,7.2713443577756705,78.26742721591592
26,34.02348292171001,47.02048404881651
27,13.707865840593236,57.70166794205484
28,9.711485376902784,48.65618531833244
29,24.863096593027254,66.35005700967726
30,14.166517641958176,57.150226586668204
31,13.630947628328013,55.588949053472206
32,36.231452963162035,52.807735176069954
33,8.021905360446802,63.2124656804689
34,10.659692290865964,48.326055334206956
35,5.548825429683172,56.20732627255083
36,19.315747994699684,49.1145019105449
37,39.511626775697295,41.299342691009386
38,21.21464502551116,46.47867859955464
39,24.4834655309779,66.30957573227153
40,28.11889496354797,51.36257502546653
41,18.260982459422085,55.24290684759026
42,10.34791861159217,60.56096837035316
43,5.572834339644505,66.29795727956042
44,40.683979155087634,65.87172515586252
45,25.379277090129804,26.967533116715618
46,11.363296665912813,54.734827612375085
47,28.385327939818914,39.44019147376261
48,24.04486843819231,45.419521437879325
49,15.632165979863416,38.4682677851066
50,19.414888685921955,50.81202089666006
51,9.57187757414597,68.33599881899069
52,5.569470088093998,69.378309881435
53,4.772962139462087,65.3810703675337
54,51.57445863861524,43.83731775733733
55,16.75246682653043,48.28346486010478
56,20.189996548230617,56.1404280507026
57,3.9913945518135687,72.40363877040741
58,13.931975032262613,65.13542914594176
59,13.485339277605584,54.491398998351016
60,18.643934369947676,53.790360875919205
61,43.00939392849938,52.00715980168319
62,40.84458075071643,56.25249049757052
63,22.342776966802052,45.52395201854108
64,32.53647666817159,50.387212831409215
65,11.381201314146761,74.8284306974041
66,50.43789616290268,61.422274631799404
67,-1.7167047048190334,69.69273632044064
68,23.438867338457705,65.09818327191373
69,36.13888207244643,51.48572534349621
70,6.445488839328277,66.11094162321159
71,20.377288685871957,55.18023761684084
72,32.574029105116296,61.957930075719844
73,9.071625399453785,58.55911884258718
74,39.69955269204299,51.03017646580124
75,35.18454018237823,37.335796689303145
76,9.763400335319083,55.945435464561356
77,44.4910037430041,52.80370282747903
78,32.89218715846675,53.26568249981765
79,11.742810739565744,69.72728744904438
80,12.522846100722447,55.92454529270013
81,29.566248672873364,63.433911383635845
82,8.811076761986062,47.06792016837376
83,27.79861340509307,41.66923752619668
84,3.5547429703081175,53.37442352178825
85,23.918083586839483,43.96675193245822
86,31.287968948448768,55.586481366746646
87,22.190635572088155,59.94254446860407
88,15.986562998638277,62.32691021138476
89,12.700397053252017,67.28220946817846
90,43.52527869581826,55.079237289142284
91,12.082287169662436,60.1007481870294
