unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,PduLoad,JobQueueDepth,FanSpeed
0,3.291180654872349,67.87168808333934,45.929419594010774,61.6919299696095,43.639634068216424,52.16397302624317,59.39644172136971
1,14.502412365295353,60.24379389296641,58.352409999892515,44.95588663896483,39.788889859901765,53.14794940414216,59.70994331764036
2,9.893167932932108,41.56512244216587,53.01266639654162,41.33234237157089,36.46019783957224,40.06886566094983,67.72230702547047
3,0.29320028468366033,69.68758846169999,37.41690227638322,61.84468037306055,54.35198059391355,60.06601014926332,52.097149690904146
4,24.294442582069237,47.964846749837925,52.890781171567426,44.458655193811765,70.9933353179949,59.745351851080315,56.4744433840558
5,16.99066112925936,51.967155471152736,46.86002737934734,31.159315984535436,45.02335113576664,45.619545027600196,77.16785448843547
6,14.811540608078126,55.84392265050256,54.81921918001523,53.733354208764375,37.09809366406104,25.854332078898032,51.86578247399472
7,23.312597256083766,54.34329225963259,51.18266877161492,37.92988423064529,53.63267430804102,36.52373789397326,58.05746269170804
8,12.051931799271971,51.28471087754955,47.20232789247196,37.407417620104255,23.58703686161083,60.52362076635134,66.62945473626657
9,8.54061481978008,66.69862033941119,57.02077958301654,56.55449169335151,29.387355675370006,54.6419951091149,61.335077495175035
10,14.059748213875498,49.905461993512546,35.11851775415651,40.2881500215798,53.67320165174416,72.7309335664509,77.39469703403897
11,17.50882832670012,77.02999509578255,60.239034976032244,41.125756615837474,36.163482702640025,68.35241980044208,63.677481609734016
12,19.325057790629785,55.524262003546625,67.00924048678995,46.31655067873445,58.83499266447318,46.25885453451215,59.25315204075126
13,21.451223575071317,48.61633868164845,47.895893913728834,56.11925162425882,53.218584052403834,42.86444267388007,55.4041233131461
14,6.180722750683201,61.91687686409966,69.87566849069827,59.221982394841376,39.5975093040414,72.91556642750044,73.50088719448011
15,18.63681076842711,65.54221236205692,53.62519860633441,53.2004162966599,38.95373972864238,50.55958653923568,61.26194671471854
16,22.255378244857475,73.69207582225206,43.90799801472503,37.06497040763338,39.333476945546344,69.14262091845396,55.611637312365175
17,15.842337653402728,49.42682679756145,41.69708407624096,51.320896291759865,44.0019208265996,53.58914726128866,56.361777900448544
18,39.80000964542273,67.64739285555076,55.20374330115787,31.80163596488239,55.804017642268164,57.49944921818123,58.543861685852214
19,13.115638265803817,47.29698572412395,57.54762146170246,52.162556425715835,34.30294650934875,53.457490154488,62.84663101021645
20,16.713696861204365,50.64149507309586,63.66076758515952,36.97205489701602,32.984283448174246,42.18704255374928,59.79436002658193
21,14.210222052352574,53.25539205142135,29.170079328776456,42.18071025999626,53.40302587322086,56.0318064482997,62.42449472438213
22,51.98947720158012,55.446286020440695,52.03177126314987,51.19020618003878,34.43601332624125,28.903854845280705,38.23107823388097
23,18.960064631451534,70.0106527553718,55.34934740662622,41.85976274698591,51.82900905377401,24.902821650802732,63.72749983604514
24,11.297202638163185,50.7557007068435,44.29856805716242,62.91147521837113,38.31218096405853,60.68596361770447,67.66271088464244
25,2.5029498655775564,53.11022370080929,38.99559128744605,49.82381560588255,55.92802933371429,43.48477673635264,69.36692708192015
26,40.884357120514835,64.1428228824254,44.41829047800853,44.20663207894908,11.047483213032649,24.38839253738076,55.85450261695735
