unit_id,ProductTiter,DissolvedOxygen,Temperature
0,15.52993097318409,84.45696686026722,60.790802385922674
1,19.03490165769411,87.60303280324769,42.81903061027599
2,15.447924716629327,84.44536385312335,44.16389560486984
3,12.459946713702578,72.84667505074378,62.49812874072975
4,19.802449809482383,89.09058633503815,40.67955587774905
5,19.914702025348085,83.28531488365296,61.49227355002161
6,15.882697281386715,80.51616537500124,34.675182476131816
7,17.052064289661285,83.23607175477503,67.49064211124406
8,19.906861658024702,88.6819387448431,49.98084473365698
9,19.60178834162643,85.94554247447904,47.42618374311288
10,15.566017184850583,68.88124694907293,46.48184395080758
11,18.651326042867773,74.16975783654783,38.22179677605189
12,13.018740041269407,68.82854964092597,53.46431080211295
13,23.138139202395845,74.18147673512124,33.63010647564208
14,17.676605498591055,80.12603977649538,59.84618273727557
15,19.551760376982703,74.77527420435592,58.16981655739778
16,21.16258487048642,74.48970582147152,28.601010301991803
17,19.39939941632381,80.89368152986991,47.2350087325143
18,19.082432770929966,60.46371797189763,76.43475296250003
19,16.390816338192092,86.83903527956774,72.54552259183434
20,19.803409184666755,76.39237500734001,67.80264961224223
21,15.822012361039516,85.59247345821271,35.56390328081211
22,11.865482413078313,45.98777755978065,62.813330711090394
23,17.76351128733458,77.88134578509019,59.57704349213516
24,25.252973959358165,94.86161801998416,63.50831944035991
25,13.80785768835278,86.50523401316595,58.22950102494157
26,16.127110798135178,55.04604979150841,49.05029030845546
27,16.157995667104604,74.75822857640513,50.1852851586972
28,21.936646393540798,80.58647208734656,52.4470263071135
29,16.092645190659283,76.40587970927169,37.63350863624616
30,17.338371618569997,79.2218024026911,52.54753021513351
31,19.554327749718293,54.626290084309126,36.87692917954024
32,19.26612333938586,86.89002924576457,50.05616320435869
33,15.241261101810757,57.31758223924696,47.22042351963779
34,22.946393367953327,72.94020249502101,57.94267585990788
35,18.686356093859086,83.69935862797726,39.89949712532246
36,17.338559097545463,62.759895178675,37.588501269272214
37,16.520408671440126,67.30097945835601,52.37384864170756
38,18.935667826424794,86.31525578197643,64.39412598738744
39,15.998187723395727,81.99398688958499,64.28585059104073
40,14.292871768836804,82.81459508724754,63.313453081485
41,13.40881207768484,65.46666317570204,70.69317311041854
42,16.675708175764658,56.69279563155195,46.66132965862891
43,15.546525916191051,77.39300048783404,70.54826955036636
44,23.184498229619003,83.43219328399407,70.35713034449716
45,20.476559489006366,80.04770542583648,21.61728023860084
46,18.93877287362641,77.12033584964584,49.62106230678731
47,15.197928736933083,58.569454697154015,60.55335111329757
48,19.80362896632379,79.25018950146318,49.703506055852905
49,19.249203481947237,63.59135209278407,69.21231896162121
50,21.196879988467213,74.27353058802737,45.31671551641956
51,22.99116798461303,100.0788032786024,40.75082234390723
52,19.601880964077633,68.16395819312166,50.38118261920308
53,10.56562044314607,52.90234093794577,69.46584305948134
54,19.099779934342337,99.07227965105874,51.707477904654205
55,13.798258708512355,69.02435120544868,45.95800845971686
56,17.04167073439081,65.12957001747932,53.16347165867183
57,22.20374925185694,80.71411227422095,48.63993564818952
