unit_id,pH,Osmolality,LactateConc
0,38.957159527929214,65.76922997478358,49.985835978751744
1,41.98789286995854,45.91975545808875,47.50113117119018
2,38.12644058950461,79.04340832883648,31.004141066769805
3,49.45086580948126,79.45327061426343,46.48206192043654
4,74.75946925659774,60.605298873203765,78.2343512029711
5,44.48483269470166,24.899576765256548,42.303153338007704
6,34.70563200039149,57.166124692406385,42.748940057446546
7,86.8451206727098,32.038626003328126,41.85811161922236
8,62.45113294716746,47.99111456325387,46.21480422634054
9,54.75184114897803,42.371989827933135,49.903869598813905
10,56.874887167658024,56.60009856894064,52.433176022409235
11,36.65253445695214,62.87190593400643,60.94400496736998
12,62.870831635250696,40.39183421433903,42.18944113145989
13,28.579351234097786,50.30840277424302,45.59809870436614
14,51.47015628247482,71.85524275527527,55.814007189313415
15,52.14588032939434,35.13857735391612,65.81420401617783
16,53.5317658178399,33.974906919302065,53.22908481150979
17,61.97825298321421,51.66217906882999,39.557801003112885
18,37.04164196695778,36.73314158251064,75.83585815394852
19,46.539138300522445,46.116412228657175,58.95534188936717
20,29.389603140249196,51.5503130206031,62.11466088559716
21,47.00806465206061,48.01585633934397,55.691241395383216
22,68.45282318076744,41.95042385676021,34.75771568162075
23,24.733396281776496,50.80128344614967,56.446931020742106
24,50.54654346633389,44.002207330450254,53.130919813298604
25,66.4456722984102,25.076267201067303,55.951609561302796
26,43.85819928593983,51.10852609519145,64.30059543679484
27,53.59646997361585,40.50243354912281,59.516937746433676
28,60.66367708433638,39.29550590812953,29.456678236676698
29,38.228525389963785,65.82498974068307,48.71029728165311
30,53.458392765760166,70.13288631027996,46.35343804579987
31,32.55958077416091,69.79685342534677,28.766230614493214
32,48.31354551678408,28.02727863955209,56.74035173239009
33,40.261891382455254,20.485740469319026,56.08827862756513
34,61.07752112065189,40.87274265259243,51.56692327805151
35,42.83578627207616,22.422444229957918,66.29577312137165
36,27.663893894227378,38.53919451054819,35.92016872754168
37,13.154212735500863,39.663608001954756,52.654473771963495
38,56.20917951672275,56.56835201821468,36.9645239568074
39,44.18086066132863,32.008435520079786,38.23226248804611
40,52.21366428678368,62.31841412156954,40.33181198604704
41,66.07919264951354,41.061123584640605,28.65783898389355
42,45.90761539562127,68.16536483981568,30.22723384192903
43,66.93638318571094,51.749802626597614,49.20451908396945
44,45.200266740773266,74.02246536244095,42.01342174589619
45,40.34921452055909,44.76680932930759,44.538830700207356
46,50.56085527965085,44.31829532949436,50.62487046220211
47,45.6889674159229,57.34010214870011,59.03454070074779
48,15.891528716391255,47.84679885041746,32.72905487565684
49,42.7749133166882,64.25448279176206,48.830607938356984
50,19.844272511525777,40.587548359347785,38.54482996489994
51,50.42878281923064,34.35337071846472,50.127666719341036
52,73.09480527575658,52.72341116089455,47.94540521275485
53,33.309766246701074,43.16465768024156,56.6755629940638
54,61.22251942412919,38.89554213263036,31.810297031631134
55,52.86865729472062,23.226086730746676,64.71784444785911
56,45.16698032208111,54.71787807609144,45.14076365964182
57,60.1700959057554,47.33737458052389,44.14653679176122
58,46.24485287383046,66.9132216335161,55.248018233637424
59,40.83600287937494,40.75505640486152,48.75988756788996
60,57.47388148399782,55.16908311932809,64.3532479327795
61,51.89237808400188,54.35860300301389,53.216078544032534
62,64.49738503837499,44.61231112177572,63.71152643245953
63,63.25969524955229,44.528660460535484,55.358584272800364
64,45.24558655951407,43.62940423055671,63.616561131248176
65,64.41367984549875,58.817216570526895,48.210672427046056
66,40.442381344359774,36.82898879645322,17.566618738275455
67,37.528317842383764,41.732494386914425,24.636516014983048
68,26.281924645547864,67.7749161378278,54.50169749842678
69,61.040691516194094,36.79099191948763,68.22336959072547
70,57.98656499071266,46.47758357945708,45.069114803176255
71,53.08610682536771,53.99096448245613,33.163826996140465
72,62.11761065528543,44.610037525969524,43.02077317799955
73,39.440127049815324,79.52043851261725,46.156521572464435
74,22.90066375900568,79.77460340323287,54.20726569669914
75,60.543983830879554,50.40796087695809,63.01092688622256
76,43.635696109163504,57.98438961904801,26.545080702507796
77,53.00193200896384,46.252853648701624,42.09306379630949
78,51.57127113051156,54.19071085798255,68.89252235224944
79,52.8333874838741,44.733143996696676,50.806017089616134
80,71.03820997643783,52.12186374378686,25.10440139173778
81,42.34421481352513,49.964877398320866,35.787537890185504
82,69.62030982963879,61.41062330513784,36.12853321495793
83,40.33696634296306,42.16499745018728,45.7235958968862
84,54.19357313642117,56.64882284135519,42.46861165761475
85,61.32801225675631,43.723673168768826,47.48626279572788
86,50.878109877489194,41.66644066327171,49.64436158047131
87,35.82974587473247,67.89465704712075,43.82780574935774
88,50.13766918404533,58.98307598186359,51.814875175629176
89,62.47252956360204,82.54597109505512,72.97014205280979
90,53.72493755064775,27.241081915052135,59.00584612753905
91,54.95218736618693,49.88587504500717,41.7238786772123
92,34.2556656515255,56.08849603120355,40.412819174023916
93,50.31852810594943,21.892773533240412,37.03686033535413
94,62.16031148515976,45.25069916924321,54.87753834898705
95,36.91906409691174,21.829746622557806,50.521796957441474
96,45.23573460918804,40.81243466914884,41.04836082086256
97,47.398173785055654,44.25909718057177,46.604842957307284
98,52.01261807738417,34.34062188495074,61.497636200849456
99,24.69586209099385,63.8552057812085,54.56409299932987
100,32.061316889008644,45.917864358609634,34.19214882322099
101,52.53553120218601,55.63159657193986,70.71981381506932
102,54.986880235232306,54.82788800054695,48.67630776633679
103,68.58659427149867,63.556685626108745,61.90612862655624
104,74.97698828447496,41.49084072041796,62.115004956732015
105,45.619892629323424,59.588100971271984,52.51976620489759
106,22.57526347890172,26.601840198037824,70.97557125563914
107,50.894782109314164,55.15757538297493,61.65206171667484
108,32.07696132380153,50.37094039097974,64.20374740985136
109,32.6484489251023,50.52029345098493,53.633849962790855
110,65.55926988594365,51.86901272664341,61.774664043915955
111,49.82904955862439,75.53658581881477,61.70392196802391
112,36.636241424308956,58.566322695051475,57.82252277958083
113,41.000498078233434,31.42606297363982,46.749563171112925
114,65.9117555261338,47.63509715635077,37.99627026712146
115,38.16893008300875,25.405108546211423,34.90040111374489
116,52.01712742691815,34.73592408376371,39.400587326337195
117,70.09970277409006,32.73608749155454,47.519257219311214
118,70.49066477694065,60.4255853766362,36.68284315545366
119,48.18371697380803,48.819452358398,67.80342570860077
120,55.75581093440304,45.15801798543407,43.04652962150157
121,69.83375363644642,47.761319773036284,50.253481571564365
122,54.08645612353991,51.05386663477931,55.812487623650604
123,46.90949420655312,53.79935643092767,53.145624917794514
124,40.759544417330495,51.5337058339962,24.1369501676006
125,34.911171830870536,82.05216007405151,51.06474673172497
126,55.3136924826647,53.15733276729407,51.22189184298483
127,56.319372492567666,59.33402905368524,42.932875993051816
128,19.985734403448262,44.30082618525413,41.8434492002159
129,55.434365056793936,47.97989894164349,30.71262472019989
130,50.94707185698065,35.08952914123347,49.89539634295338
131,49.154957554974125,65.10361846410248,39.121651017193045
132,17.63885578232151,32.32463172112927,51.38716192350135
133,54.515928584143666,40.56183136607711,40.33098741548618
134,63.58816705978677,45.94318547083271,57.1245132645081
135,58.0917839686281,42.89974840533923,22.690410328132874
