unit_id,CapacityRetention,CoulombicEfficiency
0,-44.92327106236165,57.52494103008141
1,-33.75947767572819,60.67497393591594
2,-18.015294916257893,16.476607139129854
3,-16.442513994629035,29.432029092391296
4,-14.458424508746818,50.2303140090352
5,-46.4249132557411,46.64693452590565
6,-33.33292241377606,50.62379280607699
7,-36.0502505967563,60.636740135257654
8,-36.609064929263376,44.89447294041993
9,-37.882974940811856,59.50874381217068
10,-56.2926656640559,33.47426127347942
11,-55.268911276517024,56.734841200012085
12,-42.23048953430232,47.048198288944434
13,-31.24192289494383,36.821028354659035
14,-55.48970687069359,42.24522855626414
15,-48.58297000465608,53.830577554097864
16,-43.404797518733886,64.76446049159162
17,-29.492289156213154,38.73095678225633
18,-39.354361979683105,52.69141236367441
19,-20.854358409619838,36.26018958415337
20,-33.42680939953262,40.392916632576295
21,-37.92657471502701,54.98329187734062
22,-39.08024077671461,40.44077676326795
23,-49.255778701049636,61.17007527325973
24,-20.246091746962186,32.53040737124189
25,-38.422184504353886,34.983827394774124
26,-54.739049539984876,52.256221032565996
27,-21.230649930859126,43.66461083769929
28,-48.1462038996507,37.980211156037015
29,-22.43086714494556,21.070758596550263
30,-50.87366843741153,60.78299171167172
31,-45.678218525488006,36.22900071455008
32,-18.35496668284136,43.41477926578779
33,-57.291526272263525,46.522984252043784
34,-30.869010862868713,54.12094686670875
35,-25.991495576940505,20.371285907594757
36,-26.56330488562095,35.98104370612806
37,-39.509856817653166,57.10499201301421
38,-27.96265013091283,43.923398536232064
39,-40.7926972594134,60.54574127023705
40,-32.07360952603821,43.35708673585115
41,-41.1137199685935,48.75003666165132
42,-28.52542059781007,30.015774452973726
43,-18.295015630978845,44.60780335107571
44,-29.69900971381641,65.58538256138402
45,-41.478750813597266,58.08540302275528
46,-41.757516463740075,65.59201785005766
47,-50.269792144249756,38.4397991226461
48,-39.11734117393567,48.185916356851635
49,-46.39725777354609,43.46378876100399
50,-24.740816030193468,44.01575260926383
51,-26.194825142348698,73.20756256984963
52,-35.322231172670364,33.21090216325294
53,-50.17525978027835,33.45393159621662
54,-33.56033004939416,59.35964989356087
55,-31.76661526352751,42.3127175691731
56,-38.66972012441765,38.49918899401983
57,-40.73577176408906,51.575823711169875
58,-15.785012107291049,47.50022562916427
59,-8.68223021642593,1.8193304419835883
60,-43.43377488729198,48.76985433906208
61,-24.427203274544873,35.08561990090087
62,-76.47271227306726,56.27743767350885
63,-35.88335010282059,58.444264147194424
64,-26.712325456599697,36.194264871487256
65,-35.14621094908813,41.18613937007366
66,-25.486797743398025,26.818085463601008
67,-42.75339700064132,65.15696476105111
68,-49.77217709229018,53.68689175217187
69,-43.1691269916406,23.448160364228865
70,-27.496161921951263,14.774711967133992
71,-20.130906370580767,40.73399229304959
72,-44.413139623845645,54.46034208187898
73,-33.16167909315856,34.63884258116498
74,-24.94958263092498,39.714459336825335
75,-38.613393134431305,58.60933397686449
76,-50.09491623578915,62.725278534275425
77,-27.63476956384075,44.65396424369645
78,-20.147226002753893,43.57602277778652
79,-34.32101856072899,39.77187727915216
80,-72.97697039096477,46.73148133581882
81,-31.211016857650627,54.284240799190314
82,-36.44524214451832,45.330747232902354
83,-70.85816690853582,55.71891419920708
84,-28.50849722219279,49.14785732551406
85,-38.1938381897247,73.3421494508349
86,-68.94213467574758,46.59748946902347
87,-43.966182961754754,50.5951507264709
88,-26.968568270808635,52.89222736466443
89,-27.487801540497582,56.08380612079813
90,-50.241198133840676,39.63397578429049
91,-76.72559122292785,62.56407857005799
92,-15.447693223983372,28.140574065757356
93,-28.81894481876047,46.216400011066895
94,-46.24555053100926,55.877223418898666
95,-42.953106572873956,45.5720874994121
96,-10.706179544746043,36.326724547832555
97,-27.508930666894848,39.08813934781433
98,-45.866729982536384,65.04777612717866
99,-51.83870988860056,46.78144425774695
100,-39.41972356475187,37.881077748842486
101,-19.199256175253023,52.40330484096039
102,-20.002322472138243,50.30990543023553
103,-37.108777883083945,57.75387135131382
104,-35.809523313391196,38.35897921549979
105,-29.823276695641077,59.25186718306993
106,-37.58928757711219,57.164508466370265
107,-46.57791037544416,65.50611134851535
108,-34.63224058852995,50.949797223772514
109,-47.72930458239543,59.981782180624855
110,-41.37514010929768,55.316075573532345
111,-68.27591014617079,45.31775718665857
112,-56.97017534080858,36.81886932051985
113,-38.179802342755615,37.91718983143298
114,-19.390994130099145,46.68285344107803
115,-47.084046248074806,36.64791984406452
116,-18.008426855457873,46.53688502250733
117,-7.086920473675187,11.920143398877833
118,-11.15617247020469,23.79123158126057
119,-51.26667003699354,49.49993311077483
120,-35.90485315063119,43.30746757904057
121,-37.66374943990712,57.689225448406496
