unit_id,JobThroughput,RackInletTemp,FanSpeed,do_cooling_setpoint_controller
0,31.028160065557692,53.86162195655431,57.65929341387973,66.25
1,26.16007624384202,45.48127836494067,65.60894353642053,66.25
2,21.268795691761035,80.57952900526621,72.37010141897352,66.25
3,5.196529177109987,69.3913597533373,65.51755954937465,66.25
4,28.069556641031276,29.83941281961117,53.86915905211417,66.25
5,9.567980186517053,67.07233552090908,55.83946103841164,66.25
6,34.39711881119188,50.77197765328055,68.43921846472729,66.25
7,32.367296138435286,48.17746987247741,55.02123843493862,66.25
8,15.005335694546721,58.79132010016687,75.1961289071746,66.25
9,31.444158310718677,36.88517673433142,67.72232960085054,66.25
10,36.89138945695598,40.94309698177402,50.2301585241467,66.25
11,26.007474822370316,45.076833666555316,59.781688786056485,66.25
12,30.604974771771655,37.78021631360018,68.02857974754328,66.25
13,37.08045298251817,38.89797022920157,48.98920625701651,66.25
14,11.351550768891364,62.01516024239612,43.804396867547574,66.25
15,18.67651318916541,54.866993683528634,70.21128091038618,66.25
16,39.937913832450505,56.65180494745275,77.56022051666541,66.25
17,14.64683342569101,70.2077240087328,54.80365755221242,66.25
18,28.453560409124325,57.42959584898719,48.69075985249392,66.25
19,30.560149896526845,40.784396221217754,57.73587199944695,66.25
20,19.327138496586045,49.90807955556955,59.510164241454426,66.25
21,20.90216052922174,69.1939507070923,51.352315338026976,66.25
22,16.708536138935298,51.343903236848945,63.775468909171366,66.25
23,27.82283725343489,41.303555724103404,56.08420414647288,66.25
24,22.452405097449407,41.83196642556794,63.96360846763494,66.25
25,22.29175108586014,41.01609404373716,58.61161844570127,66.25
26,20.101676307863,54.92652139745501,41.42829001720723,66.25
27,25.94779103109887,35.35669397732774,60.60763465604965,66.25
28,46.01775087269228,52.09708634617177,65.18585931918854,66.25
29,30.070350229164298,43.41641424057269,71.96010291334831,66.25
30,9.743674771193056,61.35454883663171,44.64075694874212,66.25
31,37.422927824651694,35.18737667380299,66.67818511586967,66.25
32,17.593473334523345,69.87313666030465,57.57298036027678,66.25
33,39.671875343448804,36.47390293079918,80.39754628555428,66.25
34,17.514702465674638,72.77251373860197,56.23232324909293,66.25
35,25.346724589382482,51.872724225955665,55.16140111626446,66.25
36,41.574434115178484,63.90902545205398,60.937936749882354,66.25
37,43.23685702152331,39.772538384553606,64.21854728942697,66.25
38,30.701800729199643,47.1548808059545,59.620381900842226,66.25
39,36.17716150773697,46.64642593594303,65.63386545846366,66.25
40,31.737631503494757,63.04528759520589,70.33729913125475,66.25
41,7.881969282129215,61.440335078467065,41.22460997021612,66.25
42,26.532526574487207,45.1083846389226,50.66098693272075,66.25
43,15.014799497868506,44.759845723241135,67.66344539945284,66.25
