unit_id,JobThroughput,RackInletTemp,do_cooling_setpoint_controller
0,37.96423661379189,48.837670562074706,75.0
1,53.09973042784151,49.890716610529196,75.0
2,46.402032651533275,47.45714489648596,75.0
3,46.56767690766641,56.89165358330702,75.0
4,39.03833246021777,60.88788485204402,75.0
5,53.26338507148612,50.994348441050455,75.0
6,39.8860916963615,52.70619269124994,75.0
7,12.203608297781201,78.88977498639157,75.0
8,44.34042036978207,30.135831881831802,75.0
9,35.63628468142207,49.25595058074117,75.0
10,43.560969204153075,63.00883164267732,75.0
11,23.68178290109708,44.770173529205316,75.0
12,33.46375731166752,44.999084381823145,75.0
13,31.749401972745957,31.746183094014143,75.0
14,60.61320583726234,35.582323754967,75.0
15,47.08669106433434,65.63092477215544,75.0
16,33.016218286520555,71.78953519531962,75.0
17,34.518562618563976,54.339335118326204,75.0
18,45.7114244673417,53.463592401318465,75.0
19,51.557516968444205,35.58225672521576,75.0
20,29.73039239200555,49.21464543598995,75.0
21,44.54383513738414,52.528996075304946,75.0
22,28.253486359208633,33.370878783741816,75.0
23,28.07521311109417,62.31558759294843,75.0
24,41.26573418619356,52.16071413247715,75.0
25,16.050035330222848,64.12562192454672,75.0
26,39.89868863062943,59.1234115294383,75.0
27,42.64647322937326,59.931221908767,75.0
28,29.444912602431227,48.13559072596199,75.0
29,32.75021047268077,46.07430265749506,75.0
30,24.83375943877034,36.94384521896207,75.0
31,19.018627266042014,67.73636494224606,75.0
32,28.079697734648935,61.52528623512002,75.0
33,35.26472010057159,68.33870340962315,75.0
34,30.622706897432245,54.20571359492323,75.0
35,24.143554423264774,57.16576855607338,75.0
36,44.14319709865615,63.60487643968644,75.0
37,19.078616372441143,70.50750586715336,75.0
38,21.94096683214115,70.99417998141809,75.0
39,28.090765550047827,35.35554188156594,75.0
40,27.24271568140386,51.62338351713449,75.0
41,63.66348196488058,39.23113487640762,75.0
42,30.813380940845686,53.15285311222942,75.0
43,41.925099571204875,62.85757423803681,75.0
44,43.47915502192226,52.18717631514704,75.0
45,39.940539610848205,47.5256921532541,75.0
46,36.8755829821471,61.94100988326499,75.0
47,56.36403344611933,68.64721672643284,75.0
48,23.778770769850457,51.63288569120867,75.0
49,32.98024207543709,56.428421008211565,75.0
50,60.12050914558391,43.64165672167254,75.0
51,43.20245383890875,44.57822529841252,75.0
52,23.240975215980317,67.30724810918355,75.0
53,24.89434238567511,63.14397134348615,75.0
54,26.376408361599985,46.43944253215965,75.0
55,27.512556062477934,68.5853395146688,75.0
56,21.941042432778854,51.524991020566674,75.0
57,24.8357005539552,45.19325657477173,75.0
58,13.048629727116303,67.74365636680767,75.0
59,32.62335443966884,44.480100269108576,75.0
60,37.31818130839171,49.959343998655626,75.0
61,40.39048489218111,53.152380910607235,75.0
62,57.931800905141,63.76400803530582,75.0
63,19.856918370340775,59.34062154490548,75.0
64,31.90016513794277,60.58855413421858,75.0
65,29.050107781283966,56.70474878586303,75.0
66,25.457471127008287,64.94172397704911,75.0
67,25.38256094100056,49.4573181239886,75.0
68,38.51562783871877,50.36542484302502,75.0
69,40.22545276080665,51.031443817957964,75.0
70,40.3293789845705,66.10595684505122,75.0
71,39.174221748748366,41.01204305094113,75.0
72,18.25333101073061,51.603327467200096,75.0
73,30.422701179120065,60.7857515375282,75.0
74,32.23441447710159,52.1563799908636,75.0
75,58.16733670017909,21.91804967524954,75.0
76,39.85038506350379,50.768298215326254,75.0
77,27.33014730919014,67.90575689768461,75.0
78,13.4473964645779,68.59802320933422,75.0
79,46.892505676301134,37.146670633491155,75.0
80,44.38734540381581,46.95505677480601,75.0
81,51.55194723496508,46.63504017685241,75.0
82,50.51418701226146,35.56755028542391,75.0
83,32.007376440218394,66.48948626450859,75.0
84,36.50355859132756,57.93192162217411,75.0
85,27.209291386965642,59.76131053987026,75.0
86,58.60056634953982,54.7561173007085,75.0
87,34.50950950166268,51.596117609612165,75.0
88,43.92677018124841,47.50045430415388,75.0
89,45.038963996619756,56.624589381711,75.0
90,43.50934042511246,47.693212669687604,75.0
91,26.940458039363875,60.740159113840825,75.0
92,31.462491914082708,36.395565802912586,75.0
93,61.48708615892583,44.052163622258504,75.0
94,26.871587825313544,61.49795633431697,75.0
95,49.33140033862552,44.47938082585326,75.0
96,28.4068814381342,62.3341349103953,75.0
97,21.62141842314831,53.70747431402128,75.0
98,13.819067549568693,54.41743007952832,75.0
99,28.545562853588304,57.113857730700566,75.0
100,44.31795146055866,60.83658128057845,75.0
101,25.547433806260653,68.49623177880511,75.0
102,22.716740518979986,60.89784533263653,75.0
103,39.060042770781514,52.850484311593526,75.0
104,36.91819024622845,78.9416399421409,75.0
105,35.89515259581659,55.02887605702056,75.0
106,47.09974501093774,50.39582333160347,75.0
107,20.277586807245257,67.94316105601843,75.0
108,34.13584185711278,42.23880310497091,75.0
