unit_id,JobThroughput,RackInletTemp,FanSpeed,do_cooling_setpoint_controller
0,37.39337510592338,67.3763350082659,49.53243631489505,75.0
1,62.69631733761161,47.62325909184257,51.02305077667411,75.0
2,33.535699373851415,51.76439019798853,62.50336255887044,75.0
3,13.641970303567145,72.5121998485751,82.86295390369814,75.0
4,38.31343460106217,51.759530445865195,43.35923958778221,75.0
5,19.880293911877118,70.69230418449847,47.20003482041174,75.0
6,16.375616708658697,59.738266812080504,61.75548360357661,75.0
7,16.018977160825234,69.38386677871694,54.26210307605744,75.0
8,36.79420877791823,52.064577850432784,48.16919525174699,75.0
9,42.4175599166012,43.20500701821494,62.406325112347204,75.0
10,54.39108863750109,35.184968078475436,45.713063086947585,75.0
11,31.246507554998402,46.17420510876676,49.00511471402645,75.0
12,56.43523507584522,44.21661962919733,81.58604903041412,75.0
13,36.095272204611526,41.55362431166432,35.8106391785684,75.0
14,51.51018947545064,46.58665180148912,78.43124822300923,75.0
15,38.56094953355225,46.83092964300526,76.1207207664616,75.0
16,36.74794302231916,47.2814279279481,48.36082428456101,75.0
17,50.103475069180085,48.110649052055024,65.25501717677264,75.0
18,24.75350851356198,68.11163079279719,59.636086136689904,75.0
19,42.01349802330617,68.71341052775519,62.10129492707567,75.0
20,45.30469876475129,51.115988494010125,52.63693583879661,75.0
21,14.572223175908903,72.2519355292322,67.55873758869224,75.0
22,27.83332220279063,48.19131358064681,56.586475953596185,75.0
23,41.257046411679184,48.977226313047325,64.39030808364755,75.0
24,29.083342899830463,50.745367276270045,65.86569707988183,75.0
25,21.50069834434493,78.26742721591592,62.1538072029205,75.0
26,46.539088979713625,47.02048404881651,57.310661460295115,75.0
27,26.36126417545455,57.70166794205484,61.42096119593256,75.0
28,25.268537148242473,48.65618531833244,54.87690160259987,75.0
29,44.332476837402474,66.35005700967726,62.58882214261966,75.0
30,29.543486689449846,57.150226586668204,53.77601872951854,75.0
31,26.34836569912849,55.588949053472206,50.86725479124315,75.0
32,44.341287823766464,52.807735176069954,49.07328388105565,75.0
33,25.91215946157825,63.2124656804689,50.65929310973145,75.0
34,25.107937218572662,48.326055334206956,54.87220396289025,75.0
35,17.274659069481633,56.20732627255083,45.16272546666758,75.0
36,40.15380311837808,49.1145019105449,67.66656578141895,75.0
37,40.39252603546089,41.299342691009386,46.90559909603499,75.0
38,39.34904885116624,46.47867859955464,68.87399262391963,75.0
39,40.87197407262488,66.30957573227153,53.12508781791941,75.0
