unit_id,JobThroughput,RackInletTemp,CpuClock,do_cooling_setpoint_controller
0,25.9938217891199,55.60707536212539,42.340167365624914,66.25
1,39.85499400826893,42.93881104162395,42.93375729101819,66.25
2,34.63161045116125,65.53323421956375,41.67796673994081,66.25
3,40.24459095019259,57.60286462437442,48.193679003912976,66.25
4,33.68368450001313,48.307485442691075,67.98554523810046,66.25
5,8.61186746452141,64.86683207016002,50.19525029218377,66.25
6,15.886901230894349,62.0288018992841,36.4268014401224,66.25
7,47.59687855517938,29.285089502241,72.98151691963142,66.25
8,18.85234536175007,63.206703712110794,59.94028527168255,66.25
9,47.967501346744704,51.41322981177304,49.51328661157506,66.25
10,50.24444645494426,48.88691605274856,58.69444806287386,66.25
11,16.571155933893156,57.7979645006497,42.81550727166353,66.25
12,29.853702611788915,47.709900296648435,57.04325090977448,66.25
13,27.82838231336015,42.81571464151402,35.59477105624864,66.25
14,34.24877588278867,54.967095330035036,48.60614414196311,66.25
15,22.026712921064497,54.0930492365127,50.247462139468546,66.25
16,33.05854150173039,50.196796456237465,53.471674003885454,66.25
17,38.22559144454915,40.48544199765723,57.772837146015036,66.25
18,21.689184057319004,53.127242969032835,41.11951480145962,66.25
19,10.988045753405615,65.90979200284681,52.33716549965262,66.25
20,18.17218646794006,54.09190313905212,37.0098347461102,66.25
21,26.504068133034746,53.60771361500682,49.06661239889359,66.25
22,38.27014602649676,33.73338110806354,61.104484538529974,66.25
23,14.754651193400665,52.55410437705561,31.6520953946824,66.25
24,20.726103477850586,50.355436963201484,52.78715843396869,66.25
25,59.77559040938256,34.52608965388517,62.55582737332637,66.25
26,14.032669292385219,53.724925940845985,47.441704607528415,66.25
27,37.78857478842355,42.61372194236573,54.393758193408374,66.25
28,19.053055641146848,50.03935502771144,57.789910563156525,66.25
29,20.69219631046276,74.70431678382202,41.43323447577082,66.25
30,23.576491336338997,66.5969204099601,53.562401896649924,66.25
31,21.37791124616073,45.01042535478473,39.01796188232482,66.25
32,43.29528881777402,30.810484278176435,50.07498116111249,66.25
33,16.060003718173757,57.212933022241465,43.63878845885836,66.25
34,46.95989593853906,50.705658949106414,57.8982335418394,66.25
35,15.917745445928443,61.84051327158213,46.831662545958665,66.25
36,22.962640135714658,47.01051497647784,37.054924608942365,66.25
37,13.507579614009373,49.850602559347955,27.10141094480268,66.25
