unit_id,JobThroughput,RackInletTemp,FanSpeed,do_cooling_setpoint_controller
0,50.225736891651245,56.51059594729023,36.63178605616671,75.0
1,34.872630640061516,50.683913472573906,59.93929415205304,75.0
2,19.909253059705904,69.63155182835159,53.89356883783206,75.0
3,44.8270931801285,26.370987477638213,61.3094041142024,75.0
4,38.60905804447653,33.43001049406707,63.9572978446932,75.0
5,30.537847528661157,59.250425375990815,54.6825612569569,75.0
6,62.72351367762451,38.24901442744289,52.19819751386014,75.0
7,36.381784502132824,55.311825156111205,72.33018287161467,75.0
8,31.341140254067334,74.97904651256185,63.51127336927352,75.0
9,38.33724260754604,39.7855254387989,45.56567880645868,75.0
10,18.889467612537402,74.59471551447709,60.7469381564384,75.0
11,33.74274842383133,39.728299808833846,56.75733723550941,75.0
12,65.25090342610146,62.413300531171046,46.16590227621109,75.0
13,29.10259430347396,48.84253278597571,64.22476500009869,75.0
14,40.60533376943371,58.769952760578455,63.63029339650707,75.0
15,37.01964776703469,43.922746208276436,75.16871784581407,75.0
16,26.049889609673095,65.1157892229505,38.51430825602702,75.0
17,52.14707112941982,38.426278395915865,55.486990389475686,75.0
18,38.212419369205676,49.719651841687295,52.875647343266316,75.0
19,39.3797643425174,44.19343249147581,59.84523764761396,75.0
20,30.865577862517338,67.62418838046456,60.30706010557379,75.0
21,39.28053824098658,47.17220262163872,66.08770299349466,75.0
22,39.17066740839136,66.02433299456071,56.601647413028346,75.0
23,46.78462061074262,41.82631943691118,54.94497705226975,75.0
24,13.342024773200702,62.91715480939263,61.097122870428116,75.0
25,33.41945939317752,56.71119650492389,58.838492073306455,75.0
26,40.0980260823852,68.36827243751624,63.00677600464078,75.0
27,34.77656129834309,49.87139554099389,60.86727473039867,75.0
28,58.75835104607066,49.66000022564596,71.68053144104572,75.0
29,16.3790972498375,83.15536980985911,77.20383972491655,75.0
30,26.504974960759824,60.84151561917973,53.596183413541596,75.0
31,40.50512837377446,62.06791915877549,41.309677848832024,75.0
32,48.47895101449517,50.73564716147079,52.10541766688551,75.0
33,47.681776590121,56.78715233323258,66.74762657507922,75.0
34,60.62447226350578,46.398847107415435,60.39401274071568,75.0
35,38.146613989939176,38.60868471592681,73.17864923403563,75.0
36,42.19898991698235,48.97280026871483,62.81182126998473,75.0
37,36.9316829858423,40.24518001386661,66.10848079735146,75.0
38,32.8503149921617,52.954601761653855,60.43290653519681,75.0
39,36.21400688104663,55.47204408901291,65.87939783628237,75.0
40,29.959248801359358,50.82117250956304,51.87176810466461,75.0
41,42.47965722719357,48.68462485223014,60.56847445545883,75.0
42,28.185346734713576,59.4005780935125,64.69971378924723,75.0
43,34.252979156050685,63.443719733278144,56.25164599637293,75.0
44,33.601018943324604,54.27763543608222,64.31117521559125,75.0
45,42.586780368376324,56.70027844656104,51.409444669985255,75.0
46,37.14147260728929,40.297158723492394,44.644649829639405,75.0
47,54.44779701387106,23.965997959418115,55.4205379060637,75.0
48,32.03282232904484,49.3685970554785,53.85135804453295,75.0
49,43.96575677453405,43.61704249758793,79.15261867690059,75.0
50,34.02894004036826,49.16374703252919,62.76595311946891,75.0
51,36.90250010142752,49.168192417685766,56.804789480656325,75.0
52,53.38623051231739,39.03269176673309,44.26588168796004,75.0
53,23.59921033429551,51.060507562350416,65.55233062115785,75.0
54,26.189391987757823,63.54118895254707,73.58475435085111,75.0
55,26.536155145851748,45.375274233925964,43.64980083991646,75.0
56,22.93150433411659,52.68275492788257,50.28813205256806,75.0
57,49.150324421026546,48.812341253501074,54.37402718559551,75.0
58,65.34018996347098,49.88647937332686,69.26436461186493,75.0
59,28.33776207814289,74.3124586260847,53.368503143236836,75.0
60,27.071524626814302,60.581439360496056,68.97227874440462,75.0
61,19.434091073081344,51.95056522888047,45.62651320063685,75.0
62,53.514819361049746,39.46021776278258,72.97432737162075,75.0
63,38.486432103886216,37.796655631665644,65.5166604193505,75.0
64,33.4881818918704,60.2253567874364,81.60070653572238,75.0
65,32.288475085338575,56.137202471254554,61.815096702158016,75.0
66,22.194420060329065,52.89166236247486,55.6983192000928,75.0
67,34.1124956643946,48.76580510380846,59.63924700374137,75.0
68,38.19385618357684,61.76913477384169,66.09653467940717,75.0
69,43.80638191406748,61.745414211181256,67.8668983711851,75.0
70,34.89852543676264,55.997768914303094,53.40871148521587,75.0
71,25.121296579967737,58.47590670941322,80.9876061342363,75.0
72,43.34904637110928,46.96436781489563,45.872632291450614,75.0
73,28.073696020508496,60.00112141855207,67.296371495013,75.0
74,30.726083970608943,50.51447161464424,47.148143503618066,75.0
75,36.05049348217048,45.05220417972784,45.780533386800485,75.0
76,38.91766562056801,48.87244819956809,53.45187084045105,75.0
77,36.260533627655455,47.7354956262961,51.1403386584527,75.0
78,43.13282374185292,46.08670757127563,66.21339747864843,75.0
79,26.486871448883505,63.38363550660507,57.82779188097247,75.0
80,50.51303011747356,47.05778694012498,53.87351879746537,75.0
81,42.10236862461968,54.999180967454386,47.24664066120364,75.0
82,30.62922910832429,53.9793037727475,57.35683931097011,75.0
83,44.90183516679206,41.49764902884397,77.17279276713545,75.0
84,58.72248303178359,40.35944851750232,73.41721836253782,75.0
85,29.38859256783116,66.39613701858536,62.758212496266054,75.0
86,31.78595754972114,54.205243603041936,59.40435070671751,75.0
87,26.287412893894274,62.03303305663636,56.830334076541014,75.0
88,12.426312159948282,49.76914158572721,41.69388767701155,75.0
89,38.258056337049375,70.85416597866795,68.18226911240225,75.0
90,30.873335524844123,61.750786039145865,57.50866123567008,75.0
91,13.246766841318687,77.57350597275224,74.47445475289203,75.0
92,16.163996922406433,63.53449376135862,72.71650145620919,75.0
93,40.76549895278722,61.101067040681265,68.16329197696456,75.0
94,38.63116954044726,58.87398138673174,67.5094389780344,75.0
95,26.142756470255854,64.10675718660222,61.25545209638083,75.0
96,17.714765697028653,66.26171728075295,43.58571312376946,75.0
97,22.575302936539767,68.3067034047931,52.50869848111761,75.0
98,29.69161755935698,57.079823521691395,78.21113464724702,75.0
99,30.69535096564274,58.57986594569169,71.31803344228321,75.0
100,41.8850455976895,72.33989625914131,61.45050482354301,75.0
101,38.27591976065855,56.83427770683363,69.95871917009609,75.0
102,36.91973031128614,51.26981567610099,62.78468859118746,75.0
103,44.823154948235114,50.52862531984103,50.71223750620479,75.0
104,33.24834925449857,55.736920675629676,45.87136885770421,75.0
105,20.907125942404146,54.76703377278415,67.07238592332435,75.0
106,49.24098030114181,61.70446172969387,75.448616678445,75.0
107,49.34226675237034,45.995569319482605,63.968388931105146,75.0
