unit_id,DissolvedOxygen,Temperature,GlutamineConc,Osmolality
0,69.84607913035731,63.042717088356504,59.176342634854514,52.99876767940414
1,63.66093734927318,54.990860004860345,55.13405583113701,58.56755699647297
2,76.0975290413887,60.563068269347355,42.47766434070445,26.265322756171116
3,61.95475246134123,45.868074043068184,53.74661702699728,65.70456265147779
4,59.541606169648794,62.47895699608157,50.88041236265194,52.196827675071646
5,73.43210279765988,40.48874638227099,36.31778185817252,38.935162054270734
6,76.75435765137891,52.42064314738713,55.7235849380123,54.371409596476795
7,81.11012230933649,28.810110002109816,61.64709190415844,37.3602595875435
8,80.30317890777485,20.28419589045393,47.34680097484875,56.59090869396578
9,77.9747525562003,60.947547312034544,43.48360230251299,46.8701574378317
10,69.14984595361823,41.37232782599014,57.169432995749396,50.612191544387
11,95.80684249147298,54.89438095254187,62.56364858752881,65.17440390635119
12,72.40406928331312,45.53051377805249,28.23832695942669,39.77414288050405
13,71.79985890101307,38.518257661362426,31.835722727928555,55.21278433535081
14,72.60284031963883,48.37215289745984,50.02953198494547,33.87109427324638
15,71.1411365698199,50.83799860853137,62.118581788501984,31.93215259773418
16,101.2565718432461,51.51529751309633,65.64509537543258,48.01918319091345
17,79.8300119751656,52.38141094327222,69.54260048960033,34.81501876592376
18,90.6088043389297,42.83402914960572,35.52084337683515,62.371066073488045
19,76.95754533133307,39.388761484041936,52.19952189028674,54.521698853204505
20,84.39724522190056,43.06288960416356,54.20167224370858,28.008421830115907
21,75.24969632686557,73.14780250352197,57.57999961239957,44.650706993050704
22,81.81139695188801,31.880954019460045,47.746522631024334,45.66264878598403
23,72.97314002178696,53.06233968172398,53.34657354744013,71.18404292219297
24,69.86993685000913,49.57089352728451,23.39444749001806,44.62190508519841
25,80.20748242830365,34.07471252964204,49.097852644466215,72.37456623311571
26,64.54171225546689,40.79900273405867,50.890272774621245,47.24355777963984
27,86.4906301578564,33.97908268056453,64.53659435900069,60.790639033397625
28,81.13870894963452,47.12658176361476,43.06893733072443,53.84266358486874
29,95.27092107406561,65.5248877292705,61.25408972022697,61.778812798446246
30,64.36778327881825,41.228997815145384,43.631158390351544,50.27014933517152
31,96.60468960325535,63.893150081869855,47.50043854389345,75.58311020131796
32,57.53877950787661,57.10091291230278,40.704559204719956,68.85655168671283
33,81.9956787091494,35.90207961123606,37.253994987285004,17.914935828441465
34,92.3624706242086,44.57428960898432,66.32086496237696,22.554389121177834
35,62.29206432366949,39.882697268800875,55.6342964047293,49.244048082947145
36,90.75806207740517,64.06959825114848,59.257200808305285,53.78270188968747
37,81.35920000630634,27.848695622622728,50.497441687468786,54.76264931256414
38,43.133783675572346,39.07930897014934,58.47085335631555,38.6354177295
39,65.20513097735692,55.49566371502708,48.564279423976146,44.44124213457096
40,73.87087328263866,58.885839100489726,27.39861021736333,40.12667182376556
41,73.88001709380008,60.58864271843077,63.97949210689375,32.16588888001209
42,80.50273149235899,59.96443287207712,52.67749587195688,42.643473500099056
43,66.43589297366145,64.2710437659045,41.64128206769405,38.966837835852225
44,80.5773599428025,46.35522967982136,40.584078726638566,56.50950621641593
45,60.8814417220771,72.74208727578237,45.025443572421686,55.84121913552734
46,96.40591523326468,67.09933222764798,65.9713139933015,76.13894278528315
47,64.93884094112015,24.962385563119597,43.39884323485714,41.923755294709345
48,84.19035118120493,20.46470710030124,43.93498867897079,48.37928630464196
49,76.71797584853657,49.659799387970516,50.2633867457866,55.6822717639405
50,68.89762636802642,50.71119337356919,68.88568102010197,65.75330101269887
51,84.36104352724064,64.46385334792782,56.026563894126944,43.87267099963798
52,71.81775373615872,57.6059328232474,48.52661137324462,41.98300174723077
53,85.16612431816156,38.00927532432234,52.92373122909903,29.930695081762043
54,72.15755684075293,60.99115037922412,43.86334092184737,38.487891052138174
55,60.777528570697534,61.76268567305523,56.156055584116906,29.234024243915155
56,79.59543189270389,60.473235335026885,29.657013307004647,50.118897973162035
57,66.44859500162295,65.96768329628405,55.383362025778275,70.0677861924497
58,68.88400932146249,45.74982827548992,51.250906676474095,43.91223396728752
59,66.50937279589137,49.445346382721,53.30480107479992,57.086774078045536
60,68.31044778672158,54.605570712627944,35.35191719289109,45.77176740622926
61,82.3515463860627,48.63523612269876,61.06044125106443,35.66311712617313
62,84.25952426747914,71.4772949346037,54.47789276706568,49.69355706796544
63,73.54242101121334,83.34686518485458,63.9140420615713,37.95155675433393
64,72.383878171602,53.59229470339663,44.79975353546035,50.32019360989835
65,66.48372122880656,53.178398774243476,41.26640030076729,41.43518482739812
66,77.65254965258855,57.24015217982273,47.29031277079037,16.298903657384685
67,61.75431431235837,54.114885242321485,50.24491295303578,47.289614507570434
