unit_id,ReadmissionRate,Sodium,MedAdherence,BloodPressure,Creatinine,LengthOfStay,do_diuretic_titration
0,33.30590622094619,50.28090987183671,42.852713981785215,68.79032867164486,41.676656473424806,34.594634598806074,50.0
1,67.04086199266082,56.24081384904292,48.73014234338112,44.74932577997623,42.99285309629759,40.19030888831126,50.0
2,39.36970040864396,38.89202496054021,59.5147983519556,79.75344134134642,41.41587446824794,36.571715132767295,50.0
3,34.89076890671162,46.560405026675475,30.087675268635518,76.50987989069765,50.68720553519982,36.98868034304082,50.0
4,56.93470313789846,56.09633657965748,71.1645084136103,57.11259939433229,71.04665623041807,35.57538545335987,50.0
5,43.51119601213334,49.288263207831264,66.17397102895754,27.857754154084937,45.199194978479916,54.25534737729737,50.0
6,44.87975513149564,45.248424418857084,14.075322223171291,52.683860371900494,27.761832586996597,43.79313870030599,50.0
7,61.82230803647796,36.43357924462769,33.7842407934308,44.02824595241654,89.87345499922884,39.00454889901193,50.0
8,36.54737913419761,59.854846880521755,64.4671764046642,54.75547535613996,65.21536859229693,43.668369895756165,50.0
9,46.483330519279576,69.92424847656949,50.0760466701302,40.17960397708081,55.870450185815855,28.94856094168822,50.0
10,40.295026456315895,29.946979632710498,79.52836470683432,50.6979564607266,57.35550644536335,25.832899892849753,50.0
11,33.1942921962937,39.650409436493355,44.08688451997825,71.94216306941442,41.46708539305582,39.08044839751736,50.0
12,51.92477477063406,49.872740235338,58.76800431080686,43.80044633101541,64.05757567255085,38.22743312425179,50.0
13,67.33478401213681,39.378191648156715,46.709456589058696,47.03799835649029,28.879809626884168,42.20507791668809,50.0
14,51.20412770920997,58.913401591717374,46.88010245672226,66.94495386005244,48.190948676180106,41.369190304034845,50.0
15,55.188365428327124,46.06832430116634,40.24877972008254,30.77916924040093,47.65827780834011,52.518135542403485,50.0
16,34.194113053573105,56.559318460084086,66.82985594496459,37.67482592489905,51.30070644215508,32.85302490667366,50.0
17,50.420884428692716,40.72610214013347,54.033980228517635,51.042095311344795,63.00315353685093,31.398890870054583,50.0
18,34.13833242601631,62.38469689034309,23.149884878572884,42.66973327023417,40.91167995524,42.434251576712946,50.0
19,34.159614925187576,74.38443492710122,37.58803826451123,40.561537988904966,51.34248338930246,52.27851444683051,50.0
20,41.37628743531269,64.8721761102121,46.4494650109783,55.28416346303796,30.438859544067704,46.199831161745095,50.0
21,35.52951765707823,50.24057414552412,52.454876756944635,49.18472878151275,44.979610291006814,36.494656957324835,50.0
22,87.7630836304086,59.21025046808489,45.75762789675348,39.252319190576635,65.18963859839754,43.201523530399,50.0
23,41.6768793421881,47.51524449914586,54.83074394970603,57.993512045003236,25.266489741646083,39.27669670587966,50.0
24,57.34824401280516,65.74152494763422,42.17765002638843,39.81945734271186,58.948401117799555,39.49963568983591,50.0
25,54.686124071927324,38.07977079343341,45.32086617302778,28.054535607366553,69.81992473679094,23.855350031746823,50.0
26,51.39068200404512,31.419691531552623,35.33098201241562,48.12229076595439,43.80079845328751,55.12449422972846,50.0
27,67.146560896056,77.69958752545618,61.569330600249785,36.71980000371375,51.57945075635214,40.60828134774109,50.0
28,40.00713746022161,33.736549069845985,83.49572779692845,40.95162647707622,53.79339382288988,48.46536888368467,50.0
29,53.04974209825267,56.84495399389476,55.54578484939715,62.986469944517,36.57281157433696,37.29581712366483,50.0
30,38.543376647111685,64.25436670978762,34.271634038171534,66.47363747557007,57.364214022015865,30.498093800928586,50.0
31,43.85267765830686,63.8117679308391,42.458455787666864,76.03303192596789,35.42000181481372,35.75048147699823,50.0
32,61.69433713295465,42.475449247679194,58.76243360012422,35.827249151302475,45.18317798886072,30.652918381223344,50.0
33,38.88919461100721,49.691984602337776,49.99099133051685,19.688129947357343,41.474058817822254,49.698752285800865,50.0
34,37.36519095395052,46.881281150968086,44.46252813770338,36.813144327215355,62.08794026383353,24.486887009048495,50.0
35,35.67147444612285,40.453121693225704,61.389288249467704,27.64974897074382,45.89455546229717,47.40901995832745,50.0
36,53.44995025165145,41.84374354715881,44.678442747562556,41.12031742523953,32.51264893058093,45.49065492090251,50.0
37,54.940463429938674,62.745885843602714,19.641395734710436,39.14883103741315,20.953762638753453,52.91982649296637,50.0
38,34.89103342782032,53.79887095373213,29.25552640782637,60.960821426907415,56.24455591603158,15.54949518120713,50.0
39,46.92711305524828,40.57021227350373,36.509441845045565,36.85784085749945,52.029152495064004,49.33948155377023,50.0
40,39.82910183967356,57.07342388723159,30.713349889483897,62.11636226733525,53.53338590188251,43.99535941669332,50.0
41,35.96849385211715,40.194030530620005,65.74427585625904,37.7287315339129,64.24480402184436,18.444431707151303,50.0
42,43.67961285738675,61.755004980925136,39.596897434258885,64.72717257320001,40.11426320534474,40.79503457350555,50.0
43,50.23507961157051,72.0231788393999,34.87228721314998,56.255650321509776,66.398591055881,34.69634507266097,50.0
44,25.091861261263325,63.55101861586615,50.628305188454426,70.13896844057355,41.19499910567835,26.218428135185526,50.0
45,44.8212700706562,49.29897314221029,50.53093362895818,43.5863117257466,48.35717840746911,35.94661705276279,50.0
46,37.44949282065859,59.4342437392664,64.10341640890518,36.13598524822356,50.95760534592856,42.88733909960671,50.0
47,39.108794630574394,49.74671823354978,61.621590557268995,60.99037346609053,45.123327366856074,25.83488641912141,50.0
48,32.1423642305083,59.096609309198215,21.621809707263868,56.68756812545769,22.76095507400423,47.109713698115584,50.0
49,33.60715453185878,44.06359812292954,39.0890601815203,60.316558313744636,41.2235192944314,38.97244725115528,50.0
50,50.00715738325056,50.18890346362875,67.35770973430485,31.881192604551856,23.19582613718456,48.978280924611596,50.0
51,31.190035446892843,44.481817545886706,58.46618837004241,37.598150290869626,50.093887599684685,26.599101893550493,50.0
52,53.28548305303798,48.784901931954046,60.97924605435149,48.93446256691162,74.88190535843506,39.41751241781955,50.0
53,55.596001355987156,67.49823057632176,50.21012832826661,31.63931637768016,42.01967457656563,37.643178322226966,50.0
54,30.92257043657095,47.9614696289201,55.35752651326038,44.71235961250156,67.28929917202979,43.505889094637666,50.0
55,57.584866864663745,57.792727202939545,41.838615431282925,22.016813560156976,54.25163822694172,44.64461404910438,50.0
56,36.27490974390855,46.25856746376576,59.625444677345975,56.92146234026687,43.164722738713714,28.875822710258525,50.0
57,31.050156120069577,68.84067869248165,68.50766609428591,46.54197908163723,54.88066313815867,29.793038079090262,50.0
58,58.03315241608911,51.08192654920532,47.582411012284055,65.99603400579288,40.032987050922216,53.71407017229179,50.0
59,52.09994911059915,51.441760700259124,59.00083252178328,37.37484790897705,48.12794992247658,47.21360946489571,50.0
60,35.73563718272167,28.02813594182154,43.92115483755012,60.46126188645437,61.83513925662272,40.24839457920191,50.0
61,30.714789000479296,56.1495776030979,53.07324797975599,60.744873704153456,51.90927730630053,24.25842477887098,50.0
62,68.49737729045,58.693648358250655,38.740305747915265,38.98602258271883,61.992273689332706,33.667550246407686,50.0
63,40.46942634932116,45.79948624916315,42.291680941719235,41.1348006416763,61.92160392072908,52.641582317573835,50.0
64,34.491499170188646,51.36140180134529,53.239834917375774,44.91008142394131,46.265660559559755,38.343277750837046,50.0
65,18.676132175225156,50.885645680563826,54.97085706845949,58.37443327901467,68.26458115123178,19.9077564050401,50.0
66,26.69983345381871,46.05525907301769,11.331944716983871,38.64024160032203,42.48808430797382,29.23566674548716,50.0
67,65.35750226540357,57.13146721971771,39.88169728543952,47.9644032383148,40.32153608263772,45.84706778220094,50.0
68,40.82205836356871,41.67567122936191,38.455544502305244,69.23749118380584,32.310343887964855,45.81051140216514,50.0
69,54.791310471228435,32.90981114148566,71.37537578390445,45.77413977745933,57.656073901176285,43.46509971881805,50.0
70,35.70462168177364,60.258228144343335,42.4571817599196,44.73896421272754,61.13659030524933,39.494048159541414,50.0
71,26.307619491680448,62.72642339159819,36.04054000058908,48.231027484073,49.46681719121408,17.93632066053764,50.0
72,57.985782097287114,41.035039468318416,58.96580833039881,47.43360065849271,60.455541345888506,31.63955967074766,50.0
73,42.839789346332,22.397410913066395,56.15140999952793,84.14508930740041,44.151272347881125,27.891496326081864,50.0
74,58.06007355688181,49.41146434518201,53.11869489534247,81.03939988466787,24.967156673627283,43.946896471204326,50.0
75,46.49710219643211,43.783090302415815,55.97022413904995,53.51259033008281,56.46795523705288,41.89523554677636,50.0
76,41.82193609233712,53.624815354458704,49.811363748200776,52.91803672699047,42.434722569930614,39.72761071558833,50.0
77,38.144446107807155,52.78419347314787,33.39696635411289,45.21550496257951,60.01751409797167,34.07981575234556,50.0
78,38.13681266175737,38.50066394907233,45.70564584832715,50.351513288648036,50.78767476169632,47.47559123222607,50.0
79,25.92899881046027,57.5371516197619,46.90942952642112,42.33235917274685,56.94948543116542,39.42473011581813,50.0
80,35.82056444926277,61.27145417020398,55.91862445828722,55.524821224449425,69.53211913239015,39.51760415244267,50.0
81,43.13299087227913,45.43071899275541,51.84422011099814,51.06055825042054,31.850496669143602,40.67349545454394,50.0
82,44.85681042238381,53.766591551148544,59.10244803052912,68.64221307755936,62.82511606173284,50.21525769425776,50.0
83,39.38420915741306,53.53694800617869,69.78436723211392,45.711167772323364,34.40848847244271,36.70533957947219,50.0
84,35.14941776344954,50.84547431378856,49.6967678306593,64.0953483770423,58.662865661223584,33.45007054358013,50.0
85,48.04750692358195,56.72808460056635,56.87632106932234,36.97986096450076,64.83195488231414,28.587425022529672,50.0
86,55.90377305100155,49.988355145520835,39.68842648377071,44.30718473816629,53.14597117872313,38.795317239643246,50.0
87,40.8187971936065,52.00721448440777,41.34637362959063,69.00408891124144,50.45895255144444,49.72698442415614,50.0
88,28.279338517143252,54.138927436855454,32.075507107940076,58.79247983297445,59.91810466448427,27.357954641255898,50.0
89,26.697615567074713,37.468709952431894,43.0037449962139,77.89964640360601,62.79756795667984,29.123873056100276,50.0
90,32.37044382721394,69.18452047167557,52.31555748302546,24.472018162998314,50.86810183612046,23.909388916969984,50.0
91,45.02817570621629,29.161088429265824,73.82523081489133,51.15353866047204,53.75543576598075,46.024569988795726,50.0
92,77.18670723491049,53.71856065435007,44.252238704445986,62.55243300820677,31.775901399669532,55.518119320364704,50.0
93,50.907148935881324,43.04179265262276,40.93119244592043,24.30395725318492,46.727076331919925,31.87706604472668,50.0
94,38.86662892997792,27.926691337954907,57.83404763729198,47.61993628154571,61.683298612360446,40.266354209372516,50.0
95,70.28501589231533,71.97521709274342,46.21895173805542,23.999277666267787,38.34001621187209,62.49403952481914,50.0
96,40.84218401083866,46.78029585069409,64.26549129078259,41.15577781936241,49.1778391806623,32.572914266327764,50.0
