unit_id,ConversionEfficiency,EffluentByproduct,do_InletTemperature
0,32.644005684633434,9.571403323400405,2.0
1,40.287472207520686,11.085658783053312,2.0
2,32.77382901761638,10.652340123241181,2.0
3,36.68829984255251,10.175760442552013,2.0
4,45.482577164995206,10.503424291303402,2.0
5,61.891942030663614,11.07716115851389,2.0
6,35.53546774468729,10.571343784569953,2.0
7,29.766195717727808,12.316856173301097,2.0
8,40.254357822477125,10.314892036651802,2.0
9,47.38090774089386,10.46488957687532,2.0
10,51.22806093408191,10.677900807609019,2.0
11,32.85751352339327,10.564003244752232,2.0
12,26.42274540581371,11.060674040382693,2.0
13,34.303154978060235,10.592391835902175,2.0
14,37.85795397207647,10.252489318989094,2.0
15,42.99084321361691,9.901424763347936,2.0
16,36.638764955998596,10.355386802017355,2.0
17,33.163804706092414,9.397312978104111,2.0
18,34.8320866339655,11.120575361387658,2.0
19,16.174288056494415,9.526377569212409,2.0
20,42.38969203692805,9.990925526758499,2.0
21,39.430699818854436,10.831191057986496,2.0
22,39.574045645757884,9.660186105945069,2.0
23,37.270246921055566,11.151699966402818,2.0
24,64.30704982901416,10.54804467776788,2.0
25,38.05469389038412,11.477884677942061,2.0
26,47.31465616805838,9.338992119390252,2.0
27,30.48572103595301,12.36794386235964,2.0
28,40.04993987572737,10.554266781049712,2.0
29,29.622418435594344,11.505046561238508,2.0
30,52.716487482083,9.655061663988239,2.0
31,51.220463747320316,10.040297014968374,2.0
32,48.12069801518303,10.99193306660523,2.0
33,45.144371234778326,10.181860936832816,2.0
34,42.2426098921874,10.643157754537341,2.0
35,50.52743220448141,10.775694661248249,2.0
36,58.76615897861065,9.480408494160383,2.0
37,56.08422248818747,10.01809224420004,2.0
38,38.555418316111464,10.546546105416567,2.0
39,51.630697981668916,9.693875606615714,2.0
40,49.94523470866788,11.023897547995837,2.0
41,48.13063054486662,10.628112734720588,2.0
42,41.92426415663143,9.306358711275031,2.0
43,61.52655233628239,9.15263503675102,2.0
44,51.96428282878758,10.69109637314232,2.0
45,39.19891376630505,10.23661078340062,2.0
46,30.828421719655605,10.487126695417196,2.0
47,48.92670965039495,9.838166582368393,2.0
48,52.591465414322265,9.512802674000195,2.0
49,49.65218620602623,11.214200708878552,2.0
50,33.43961392602843,10.445265972606503,2.0
51,50.63966009370818,9.669413495603216,2.0
52,43.090921776813765,9.92418104424555,2.0
53,36.36044736867106,9.82991456914966,2.0
54,57.568441248848885,9.686789571989362,2.0
55,46.006229383381495,10.124435785031572,2.0
56,40.2163226288112,10.85953830828781,2.0
57,49.58101804816442,10.724555539732068,2.0
58,46.55427031188467,10.468075463170244,2.0
59,45.996465502282774,9.607641377069243,2.0
60,49.223901777272516,10.70144917097077,2.0
61,41.990703157159395,9.84768508001839,2.0
62,23.737756837851087,11.500352837784183,2.0
63,56.71745413120105,10.812172865396812,2.0
64,49.370127914012855,11.032550172878102,2.0
65,47.79156906803817,10.309340829524512,2.0
66,35.839484580286836,10.260676580834945,2.0
67,37.166959156992476,11.321050178009063,2.0
68,27.47972206812085,9.65152812198507,2.0
69,45.63995638488602,10.510838715971108,2.0
70,47.50107805483476,10.153673191204977,2.0
71,70.61169821309512,10.425144127401236,2.0
72,52.51959587410458,11.055866626673879,2.0
73,39.69098185242325,10.438123919187086,2.0
74,37.338955126819805,11.154318643449082,2.0
75,44.643034135418546,11.524730624328393,2.0
76,43.76808151212878,10.101892223883468,2.0
77,46.2721626534779,9.881622841402242,2.0
78,53.10625086174258,10.246117005365154,2.0
79,47.29453158225192,9.484280116581164,2.0
80,8.53085498706568,9.491877361432358,2.0
81,49.80225425240548,9.370339575666298,2.0
82,45.97991188426927,9.981701110188673,2.0
83,46.71991413136697,11.212285400040766,2.0
84,43.901108156562785,11.319352338145022,2.0
85,48.26799758229068,9.719939408259448,2.0
86,25.06438646576056,10.47023066870055,2.0
87,59.24067496493043,10.234184708792242,2.0
88,57.085636540034656,9.994067044461715,2.0
89,31.770348351113714,10.583502068940255,2.0
90,33.828703729902664,9.546770960401329,2.0
91,53.778497095825415,10.236287705558041,2.0
92,50.17307543869126,9.890898715007403,2.0
93,36.57009333881404,10.04103060231382,2.0
94,47.41328708023409,11.497175947191137,2.0
95,49.0717118938325,10.543609445471738,2.0
96,32.87182334488712,11.899366367903303,2.0
97,33.77563319908904,10.683115969772684,2.0
98,39.8559093788851,10.210903819558794,2.0
99,52.17552660788688,11.095692864121554,2.0
100,52.555406559222604,10.78955132797837,2.0
101,38.215290903556706,9.783190335058267,2.0
102,53.540669481123466,9.998073254782692,2.0
103,27.535864848294427,11.525671593292245,2.0
104,33.52356329455194,10.984837265043073,2.0
105,45.104588687191125,11.22704259680113,2.0
106,31.936301072478628,11.129382314334201,2.0
107,58.528185791625546,10.374238387585303,2.0
108,40.741740914165625,10.78797628042323,2.0
109,44.41466975243809,10.352089296118407,2.0
110,43.85539396262563,10.191398866196678,2.0
111,33.07239854787455,10.540015556846026,2.0
112,56.49457811091977,10.177536342896403,2.0
113,57.99015292360191,10.883210842518352,2.0
114,36.35250536237911,11.095411308292606,2.0
115,38.709192719003944,9.629316362000282,2.0
116,48.05491683385209,10.572830651084683,2.0
117,25.96972018512721,10.639465741162777,2.0
118,46.2635396437542,10.579345455940402,2.0
119,36.820552238530134,11.292816160843223,2.0
120,46.160403324941676,10.245125186871286,2.0
121,54.18982192865821,10.208041371620407,2.0
122,47.33714618620312,10.48313844285269,2.0
123,25.99118001681324,10.673248773756638,2.0
124,38.52810708007118,9.491861565545188,2.0
125,50.69954309254182,10.972062634663043,2.0
126,51.964938604244146,11.335755921045653,2.0
127,42.40813701763662,12.199606258423968,2.0
128,36.802688491753464,11.231711400145679,2.0
129,52.41851226402413,11.017350736004794,2.0
130,56.184837403866204,10.93934905410714,2.0
131,36.960636355769715,10.489679104009356,2.0
132,24.048157872021502,11.333990478258336,2.0
133,44.9669287262605,10.603419283846518,2.0
134,58.42847012694179,9.45968876310684,2.0
135,42.16165140524407,11.578587507957785,2.0
136,37.817443661981116,10.315157278251085,2.0
137,51.146910283714924,9.873503607952966,2.0
138,54.462904042600556,10.781052648645316,2.0
139,60.46649048559232,10.138300203871362,2.0
140,35.11453016573338,10.428938590030228,2.0
141,45.24083567833405,10.575092875165339,2.0
142,26.095093339042702,11.387723691732813,2.0
143,20.47636588591694,10.056119422863512,2.0
144,52.810968169752684,8.729980908715852,2.0
145,46.66066453559798,11.184989579326755,2.0
146,25.135290098390595,10.336126202953126,2.0
147,47.58942432321906,10.276899791048779,2.0
148,60.79602385716636,10.686429619600885,2.0
149,42.423411624928875,9.675317464012357,2.0
150,42.10373713025352,9.789131430113656,2.0
151,34.61799716460977,11.12068243711546,2.0
152,39.85449427009397,10.129250101607704,2.0
153,54.09294216884538,10.867174133136395,2.0
154,35.25151769315115,10.7833268708977,2.0
155,34.6194641673825,10.521917865775658,2.0
156,60.902734926960576,9.819990915316907,2.0
157,33.39571524446808,10.148647169618819,2.0
158,40.65930496710479,10.80059939257074,2.0
159,44.86079823759472,10.139883594521454,2.0
160,45.02286241922509,11.047123829874826,2.0
161,52.34179287905872,11.40693242841979,2.0
162,42.703297323934756,10.000754242616786,2.0
163,35.282152112125694,10.84342023395809,2.0
164,41.281863358848994,10.410588897846543,2.0
165,51.708072245213984,11.935630869660248,2.0
166,53.981247377702815,10.678282670598653,2.0
167,40.68474766583756,11.75228892822294,2.0
168,51.501712752130786,11.091222260609586,2.0
169,48.518514306014865,10.140575926164356,2.0
170,43.61745776055878,11.208510273132912,2.0
171,26.019814790357135,9.07936569784765,2.0
172,37.98370392996382,10.175691650512968,2.0
173,33.42325591808174,10.856402666756987,2.0
174,31.796858400911468,9.934922561882825,2.0
175,31.459957123025617,9.359598184143659,2.0
176,47.716276982860556,8.864265695630843,2.0
177,36.99816582680288,10.627792029195975,2.0
178,53.875033668793996,9.075459623466783,2.0
179,49.05001566652262,10.288986860806398,2.0
180,40.75048422817106,10.14552796123631,2.0
181,25.611709614476535,10.74619849569894,2.0
182,51.54363986961874,10.818598807384118,2.0
183,36.225131902160854,8.852681048604632,2.0
184,42.67567671791905,11.620685795598854,2.0
185,46.39591795168586,10.366564728372339,2.0
186,45.971059585753466,9.337741631014628,2.0
187,34.68032331641726,10.286951770077605,2.0
188,54.18173552764423,9.909648489251332,2.0
189,37.86832703150674,9.60446744889198,2.0
190,31.47717703289463,11.889656868495042,2.0
191,41.181131405063496,10.471085764566332,2.0
192,41.727656726046085,10.883897950269098,2.0
193,46.88016991398138,11.040959832298798,2.0
194,28.938645002489373,10.953452975002913,2.0
195,41.76215236494974,9.120526901646095,2.0
196,40.946817682822086,9.771675994758457,2.0
197,33.34006098522782,10.301951979377522,2.0
198,37.48963885368907,11.276761056034701,2.0
199,15.876972716733844,9.575821521481929,2.0
200,32.69693809990885,11.40041833009328,2.0
201,14.548934470403358,10.893947383561688,2.0
202,43.41149587239224,10.460252768712111,2.0
203,44.69878848558595,9.404577569934338,2.0
204,49.620121527057755,9.314004142936717,2.0
205,52.996116566720104,11.554657748703507,2.0
206,34.40376426951697,11.045990209090887,2.0
