unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,do_InletTemperature
0,16.60337989341086,55.02328315750646,42.852713981785215,75.0
1,10.801165989708283,41.86345514060231,48.73014234338112,75.0
2,-5.40211682870156,56.728862165888735,59.5147983519556,75.0
3,17.48955035017873,55.23858196049664,30.087675268635518,75.0
4,4.126197679176303,48.603470142414,71.1645084136103,75.0
5,13.972699858360802,56.68089977502937,66.17397102895754,75.0
6,-8.506589737904768,56.33896854893844,14.075322223171291,75.0
7,1.3968413387487177,43.0588149875767,33.7842407934308,75.0
8,-4.136080090574303,56.47942806943867,64.4671764046642,75.0
9,-12.981471988905568,52.64833810353376,50.0760466701302,75.0
10,-5.398226402406108,50.303452284904445,79.52836470683432,75.0
11,12.79363222010441,55.77622232367569,44.08688451997825,75.0
12,12.021850043503035,51.614725334537354,58.76800431080686,75.0
13,9.266099600463827,44.43588670961716,46.709456589058696,75.0
14,5.600322984869792,53.12281290377548,46.88010245672226,75.0
15,4.683018688841508,53.6139429822378,40.24877972008254,75.0
16,-4.815103174532961,54.11415620552656,66.82985594496459,75.0
17,-6.078216257820478,50.30048971273576,54.033980228517635,75.0
18,3.433677824856952,54.83093212827946,23.149884878572884,75.0
19,-12.873515569391149,56.53997965040446,37.58803826451123,75.0
20,-3.041480317882827,54.600323316302365,46.4494650109783,75.0
21,12.381301594389692,54.53582182686954,52.454876756944635,75.0
22,34.311171616282884,13.081001597187914,45.75762789675348,75.0
23,10.545311287868572,54.75402255918426,54.83074394970603,75.0
24,1.077740632775276,50.14507763265483,42.17765002638843,75.0
25,-2.9706459706783637,40.40526657885859,45.32086617302778,75.0
26,-3.4051536934887103,54.263634671533076,35.33098201241562,75.0
27,24.505411470553963,40.123941217610756,61.569330600249785,75.0
28,-10.64890651800155,54.34705857772815,83.49572779692845,75.0
29,-11.646031628031825,57.69961308387142,55.54578484939715,75.0
30,-8.098262532038493,56.896901327446535,34.271634038171534,75.0
31,-1.5811829330394378,52.671005815987456,42.458455787666864,75.0
32,3.589179115314156,44.229008864025595,58.76243360012422,75.0
33,26.639667519750507,55.26845100687986,49.99099133051685,75.0
34,25.855369196595728,53.34359396731622,44.46252813770338,75.0
35,-5.079133350868433,56.3006447474896,61.389288249467704,75.0
36,5.946645237598245,50.83916424758555,44.678442747562556,75.0
37,18.973684393139038,51.81468333311435,19.641395734710436,75.0
38,10.488908755722248,52.10001098767416,29.25552640782637,75.0
39,19.36909307129097,56.57051840445445,36.509441845045565,75.0
40,-11.547467817520428,57.29229758844231,30.713349889483897,75.0
41,-14.170939035351564,54.18752473426074,65.74427585625904,75.0
42,20.228100916969836,56.192940518192174,39.596897434258885,75.0
43,8.743442297676449,52.37824610218923,34.87228721314998,75.0
44,13.166564214307867,55.645197659948494,50.628305188454426,75.0
45,-4.608321447999693,48.71352822752832,50.53093362895818,75.0
46,12.05912764373041,56.76605240095074,64.10341640890518,75.0
47,3.0563353833753633,53.33529965078619,61.621590557268995,75.0
48,12.290012815667813,55.147147365905695,21.621809707263868,75.0
49,-7.769465955216078,54.13271552048174,39.0890601815203,75.0
50,-9.802043282475905,53.725331215713574,67.35770973430485,75.0
51,3.8764929393777936,56.370073204627595,58.46618837004241,75.0
52,-6.397991276791888,51.79546284527716,60.97924605435149,75.0
53,4.551217785789142,43.526472315880234,50.21012832826661,75.0
54,-10.324042346193309,54.72497194262554,55.35752651326038,75.0
55,8.80052700742101,50.7741229682167,41.838615431282925,75.0
56,-16.563312248272457,52.71923995677144,59.625444677345975,75.0
57,13.763438777493834,55.95631415791612,68.50766609428591,75.0
58,-4.399045410603369,52.396241297766316,47.582411012284055,75.0
59,17.483893940268135,52.61673022008324,59.00083252178328,75.0
60,3.274305418241082,54.69075916747351,43.92115483755012,75.0
61,3.883939145525016,55.66635855498241,53.07324797975599,75.0
62,16.505103809873212,43.65884192643763,38.740305747915265,75.0
63,-4.212284979191939,56.28461996729066,42.291680941719235,75.0
64,-4.786866580727356,56.43857490306852,53.239834917375774,75.0
65,-6.4335453949733195,55.95922086022526,54.97085706845949,75.0
