unit_id,ConversionEfficiency,PressureDropBed,EffluentByproduct
0,-2.6831762988263392,43.81381939816197,55.68451449624889
1,5.360301106309021,41.165316197137884,51.650449611105884
2,8.933226343413656,27.36992148873817,26.6044665491175
3,-5.208422610582936,50.037731196502946,29.317313261448454
4,18.5875944380861,77.66329707357333,38.93431600466249
5,9.138608695860396,43.27710971185804,51.78454161332073
6,8.011050600342635,37.29134174353746,55.10730762419195
7,11.338345089900809,50.283288210282024,52.46205040298342
8,8.79807222480238,25.780459339872614,52.265451297094565
9,0.6722649315572783,25.959873248496194,52.28820848555716
10,0.3983382483918203,52.58638841245799,51.84838986184693
11,16.263908975242742,35.41474938699291,58.18621420554533
12,-5.379780708628385,62.75033972027747,48.73352677342171
13,14.038832926892308,55.8689605725109,54.14568920947942
14,8.912052140895252,37.64338558957741,57.626209417650095
15,10.89635374373037,42.33077393018743,57.88834709191677
16,9.179010950469902,33.019778465320485,57.18970499395532
17,8.880193725677417,43.13131580164864,51.82658578369342
18,-6.9950745409202,53.24160958155075,46.55144264932432
19,7.237490800152023,31.18583515322062,37.81090820575746
20,4.35635676824236,30.330269071528157,50.42574297472118
21,5.604818931717599,50.604509719075644,51.03360503848675
22,-6.8992403610363695,35.06021250199057,54.7758662590031
23,10.298208880885685,51.44711779923177,57.11486039270115
24,9.043670439516706,44.78399874322224,44.57566979840273
25,-3.7967401845908233,58.64916741523383,45.0777907383052
26,4.022293471184719,16.037662151088206,57.373207089431666
27,3.7959200383100398,56.41649557247233,47.565913034813555
28,4.779591567640255,34.58029461601829,56.039052374848616
29,20.417104979775544,67.21672039091074,31.867712234238898
30,9.267644395012901,45.96179592206821,54.382934866958756
31,8.377607372141295,44.268367499831704,54.68336848989757
32,11.005725792896854,46.38175926074709,54.153240428451795
33,17.83612129815897,52.60242200299646,55.835164027426565
34,17.123559067788413,58.74619957834034,50.13406704478122
35,23.768027863384663,52.659028683837626,26.697995934103666
36,6.473774455230375,29.838408261542583,48.97202354912916
37,14.024536028431749,49.64586935645226,57.50866391937948
38,-1.6471507597063826,53.94264017769393,49.314573566466905
39,5.059461704278612,56.25093496008639,58.34147029759272
40,-5.664737734241559,38.81255530759613,52.39074616743808
41,-14.846349188413186,38.010161039033115,51.285528594555004
42,1.6049342996940958,34.42472668409459,42.12740411496126
43,5.378121318435896,52.06284499097368,45.61478034377973
44,17.773724422483852,51.41701336648001,54.53762554699149
45,-0.04327493694466744,44.95505786449814,50.317212698146044
46,15.712428043321317,44.43325926925727,55.17710194706725
47,-1.317406466942644,32.17181421588451,51.11876007864008
48,13.033961126113688,57.937846344582965,56.468946311992234
49,5.052651846886934,63.52484503354168,51.17993625653835
50,-3.6151842799349074,67.25212056561305,54.21911637209877
51,21.594306229755986,47.26926495794482,57.16987780313103
52,-1.764356061613097,62.727370476764435,51.877245025692666
53,-2.4743586175409202,69.0477780753618,46.82067760440775
54,18.44139475281726,30.797016458670257,56.63569694889934
55,-5.60111828177657,29.428041765806086,34.49787281582953
56,-8.335950628840928,58.78669395550849,50.64834334917073
57,16.030907540779673,39.15682312136615,54.31479272884895
58,1.8127297299256497,47.969130363140394,52.845234301954136
59,35.44251845475076,55.89745975666892,14.861037054010033
60,9.566886391654236,33.774013114826836,53.759290875160325
61,-4.192622183458022,52.271607604247926,36.19879805541226
62,19.524844716678462,31.32971508625953,57.44933356705502
63,9.877761771537799,79.0385908596098,53.16865963425612
64,-6.160157485724099,22.347294535469587,45.70984085335126
65,17.943020820527558,42.22208129091143,55.15395445380264
66,2.827449124358645,47.08107070764996,46.20800962630026
67,20.312569969307035,57.89602640713049,56.88725162980436
68,11.777836848649176,46.90661717291016,56.786857962895006
69,-2.2934221959385512,57.32058464352587,52.0274099531296
70,6.9972352786161895,47.085727618533774,44.861631157030985
71,-2.7233466993259148,48.94591596670226,38.142186081477035
72,11.057736296724684,63.44167474406055,52.87511569288939
73,-2.6897711645736284,26.87020178712404,52.15537081779714
74,11.229323454913441,73.4664631832276,49.184140561907974
75,-4.3482909418026665,51.680530402497965,50.77521934469647
76,8.176124233181257,52.26844415309912,54.35841489698292
77,5.3861264407927525,40.79811304716054,49.57729407437579
78,13.013325324135447,52.33503776183912,54.40762722644004
79,-4.4547324514299955,43.05603198208996,50.02607693242552
80,-3.109231777995582,72.32744364354838,54.41943863322752
81,8.766300470818646,45.55278080304833,44.106817909408505
82,4.407081508545357,56.091235358211165,52.05537471468065
83,-4.181282135717032,38.827407671114514,56.605539870365206
84,1.6930365075523928,48.32199454923315,51.45596506983207
85,5.5950764520549265,57.04679349368456,55.78127659168387
86,10.796440498605572,58.38586528693594,55.0378638741682
87,-1.0269140774090353,38.05899749077034,52.24156986247454
88,8.578147873558432,52.28708591521227,55.21302727406906
89,18.273125375041484,47.2548177732823,58.89628626151514
90,1.3168766547392121,57.130062080278464,50.02730072775763
91,2.7187541363391405,43.731606545165924,55.367595501867164
92,17.921033683460625,46.47171468114293,45.41649492301115
93,18.054455156576562,53.342103420416045,55.273004282837164
94,-8.42896053559145,42.17281942075113,46.68720005895471
95,-7.2500933222838135,59.02330716701946,52.32882206613068
96,14.880337365913135,41.440638441989655,46.33103567009136
