unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,do_InletTemperature
0,33.33790928967054,14.505510952709498,44.659841732893874,10.0
1,26.587018116205858,13.22667702866154,42.128885814318785,10.0
2,29.768143061632827,18.92088034085913,62.580346726999345,10.0
3,11.87566000913056,22.66595850776432,57.278487382327754,10.0
4,22.20796797538558,21.966425595965934,55.309924181060936,10.0
5,29.97687686287623,19.118893242270957,66.87172467884179,10.0
6,37.68393279155661,12.548217235769037,50.80627275858539,10.0
7,27.799535585469947,25.602636207657604,80.00238438296519,10.0
8,30.262688950528478,10.7213088754369,53.80431440004537,10.0
9,44.29545564166843,14.782818226888338,63.07068799209232,10.0
10,27.498739522338944,16.596416621257042,55.22252350270847,10.0
11,27.24474597340976,28.575041257766067,45.17590638805108,10.0
12,26.11059484017162,21.520951864546973,37.896207646467744,10.0
13,25.597317980516465,21.40178040843148,53.219679360221306,10.0
14,7.190394835196753,28.794975985381985,57.42402753720971,10.0
15,22.62311735761427,26.129395626213277,65.93156173386674,10.0
16,39.643895161243634,23.30392507294426,39.93396683313257,10.0
17,37.36755820800055,15.08684085417173,54.619469637961906,10.0
18,29.19733634581144,21.2788031748684,41.02015804638123,10.0
19,26.844368717403768,12.509941214896092,51.35234034999968,10.0
20,48.664977094328854,18.179550881325692,49.801060513005794,10.0
21,20.92804138745543,19.03567611845357,42.43100443065946,10.0
22,44.082968971995996,11.109446925766068,50.56266311285451,10.0
23,9.174207330650196,17.77692727618022,56.99632649214606,10.0
24,37.093637971674255,14.75037896322478,56.015808144709716,10.0
25,45.30102978546313,18.18780400306961,38.48026731923252,10.0
26,22.553897689101913,19.105607633854806,52.194512416893524,10.0
27,25.749411133852302,15.227890810063242,66.3432724595924,10.0
28,37.644495051747214,14.740339950294402,52.82834962324073,10.0
29,40.51200799219869,21.681975459292836,38.60464850343929,10.0
30,23.85966485173468,16.3608770795835,54.36637393694412,10.0
31,28.681037524173938,23.668350753356624,48.87645376741523,10.0
32,36.36632577303659,19.441142249206326,46.188375538346875,10.0
33,52.72150840513978,29.500645141810434,53.75257012563291,10.0
34,32.702942366710396,10.765957666607724,66.18247496504371,10.0
35,40.27495536022299,14.586108034955721,57.34153938745228,10.0
36,41.211612844607494,19.58960361819786,54.50503604252796,10.0
37,54.63734817705733,11.15013857066173,50.17928000664655,10.0
38,36.923833138496725,19.321170927803507,65.07714352447563,10.0
39,24.328301318700227,27.20135090687688,42.16244771719235,10.0
40,26.81834329335119,31.32451088359861,56.004120400155216,10.0
41,38.08176802626192,16.926819930882775,45.44828642190253,10.0
42,24.569309460179742,19.970407639815615,50.37893528773073,10.0
43,29.95476112404794,20.699039770186285,61.24770244196837,10.0
44,28.678362853692143,23.163775428099584,41.29727865627041,10.0
45,40.64964923651302,17.703779757071704,37.11670795877994,10.0
46,34.55581560802617,12.386971613502583,58.3246307847006,10.0
47,23.243709800601422,23.47374728224729,48.33725938320539,10.0
48,31.30084531596555,21.848299073569915,41.66981341299052,10.0
49,44.39677879256119,19.08104681640629,42.62504765215468,10.0
50,21.377166234621548,14.710104972781565,63.84452499057178,10.0
51,28.403553830273857,26.224076777329763,36.524795190374455,10.0
52,36.96577095677426,12.900402350933517,36.01494263596178,10.0
