unit_id,JobThroughput,DiskIoWait
0,9.806956761676288,53.769701644609555
1,15.633610797053391,55.42400547959747
2,14.22432968904532,66.21927835999858
3,8.565181278636318,29.83860872647222
4,17.521126969778383,64.76436729907206
5,17.447216157157378,37.6086646029165
6,6.137929302569985,59.90781845400347
7,8.809571691574003,66.42224069869815
8,16.35653200725597,62.728206793232
9,14.141675972497772,29.79517020593055
10,10.819663478581433,56.475057739917965
11,-20.720819744162842,47.71579067010306
12,7.654248227085983,45.65337060599051
13,13.492695278176795,37.70690710612159
14,1.546305017530213,70.17404722017446
15,0.2609228743220191,49.46582871662583
16,5.533698994560856,38.757880399377726
17,18.03420192938891,64.558759856806
18,12.076140050378553,65.96114717744935
19,14.51647200197419,52.96113341746475
20,14.895305680709036,69.66062257038084
21,10.779557642126218,57.2613286306801
22,3.539176533817449,21.557343600533198
23,-1.956504241887873,63.65630310487505
24,22.957934995824814,52.97157512273301
25,11.368488799791127,38.503856801396154
26,-7.776185465770584,57.63910309545203
27,12.808151794016432,72.76406120796571
28,18.051096111209922,45.79513549289286
29,14.040832112185837,46.558511473576026
30,7.461235235099079,45.180936853953256
31,7.242926323329581,32.707563841099656
32,12.483150196676135,59.60238337836177
33,-15.064002127880894,47.0182166610609
34,15.826271773303185,67.82631768611097
35,17.466917395032183,51.69446689033011
36,12.120341141420077,49.23603874557463
37,-12.775028081448044,50.826598776614205
38,15.897313109399272,61.137817884474245
39,-2.1625514444892397,41.696160231419704
40,10.891069409785944,64.73599839817686
41,6.631089365321411,65.34202858640926
42,11.804779924942466,25.844529199939103
43,12.838781084502866,46.86106201672755
44,9.806430819788307,62.18073402259992
45,16.08422608498832,67.8019272857873
46,2.473425974650356,80.27595258028357
47,9.24274200754488,43.217569537279246
48,1.9680571717089048,39.477869993911966
49,14.678288207992573,41.49731067073771
50,12.352300874906163,38.85957206869124
51,-1.9914615045564266,51.188946534653056
52,14.105843544142253,47.241189760728695
53,5.367396303261886,50.18446508161141
54,-3.7592594407508466,27.033898971401943
55,9.190555962934665,51.046797773351464
56,11.963481816555563,41.894809792117584
57,14.573594928770477,55.322970928425086
58,20.270414987273146,42.92694788806511
59,15.4063629163989,43.121494722632285
60,11.709813068152812,50.43336891896554
61,13.757626799408897,48.65160054715144
62,-22.274729837527985,57.40792113620084
63,17.334741221848937,58.1511121619104
64,15.282326464924061,45.8283993983564
65,5.544300189236615,34.630992687315754
66,13.88968748363194,65.21974366072475
67,-3.5426948396148723,48.24459969953936
68,-9.746222533762936,46.02646876697604
69,11.34946148765994,25.929776011748636
70,17.825699972873103,48.6018286631101
71,9.855464448299465,25.545329000296466
72,9.106934774241545,57.69900265498293
73,16.06343131533707,49.13211546010011
74,18.774430145390557,72.91716218312416
75,6.781945754608103,64.07830888130164
76,16.256258799081646,51.13711245614584
77,20.57746590886873,68.50048251586006
78,22.046036303918427,60.437022501623716
79,9.511402029151123,40.03885116194743
80,6.485802276322435,57.73522394111055
81,13.628390277070942,44.158544033658536
82,13.931135837791313,52.63360929679009
83,-11.789214818596301,59.78105256819898
84,17.484981240516216,77.22922804279197
85,13.902482086178352,72.35665364219604
86,-1.8319321073801245,50.353935481881656
87,10.746123168681532,61.940530270956394
88,9.090893117659625,45.32902585580981
89,-14.84282952429543,47.33868875135043
90,10.10053100968309,50.48585666348447
91,8.387123750479153,59.44859041272656
92,20.741258614741653,53.40933591991259
93,-0.8431495147481589,43.414603067863254
94,8.62229789102243,61.17964429037765
95,5.5035012854151155,34.76242606044656
96,23.80896812033236,49.47165833790606
97,10.357338017543396,48.2097426687439
98,7.841984244423637,63.17229184336443
99,7.206457671834254,55.37470845095409
100,13.520250964886007,53.89469408425519
101,17.448076160572036,67.35067028134632
102,20.392535466730795,47.56389031831314
103,-2.86476651841079,58.409666441376224
104,9.22200251194373,60.94110046771319
105,19.062354214056537,58.24833019178038
106,-3.015246210817531,56.14223251114118
107,9.674955649747746,66.6870295802097
108,8.568090691556376,46.80374999728005
109,7.39140722122794,54.07598959390606
110,2.1619683638416607,53.39497937465748
111,-2.830880676498219,55.19523509700959
112,7.428389703735106,34.067765946008635
113,7.467791959397471,32.381615469352035
114,25.61391892218304,49.90407821656237
115,12.3446398618154,48.71638992102478
116,20.33424859260049,68.73171819193658
117,17.958863802544073,51.46257201419762
118,12.44622561541203,49.762122748218545
119,8.189129771169787,48.58037616194735
120,8.763118405535089,39.06962618429665
121,11.580686831128444,74.67997785284373
122,9.68301076244692,37.52768105266566
123,18.172712295612108,37.313114215330934
124,11.725700201794929,71.46486554392041
125,13.630473157132144,48.6499808999594
126,12.86224357833331,42.25659177554367
127,18.18696262340166,79.81146021408479
128,13.533941006579349,26.97245907928318
129,4.36487771375074,49.739273897105285
130,16.898361935692662,55.57855092665542
