unit_id,JobThroughput,DiskIoWait,PduLoad,MemoryUtilization
0,7.465898343781237,56.46275700554584,72.22644299224184,50.564875437425265
1,10.383277448740404,61.43842843054756,61.265596811157096,42.63370700470127
2,8.269298409027211,59.23001067855325,61.55101720042849,35.55257053340848
3,13.109685544494852,61.88563179096611,62.89954990031229,41.28478790049344
4,-3.1906044932361795,49.120697731720085,73.20442205623777,67.21578146806557
5,8.819902437587709,25.784909983701535,56.28191299061915,41.35813518327389
6,18.082622986608044,51.16693477877844,70.2540204724062,60.04921529569946
7,-7.580998791282071,67.05883730938655,80.75833810259904,47.9894659151328
8,22.468092722944682,59.06618470428412,86.52200203695068,66.12458308440242
9,16.364394315678805,43.39601157371561,73.71772206737994,34.49018869472225
10,-18.727921111645365,67.61557435812054,66.72307977428703,53.28444753389793
11,22.068570543443478,56.72140687314206,94.15606238068237,39.72007869601121
12,12.97562273638449,42.073583407696376,74.83433971360283,43.545678346186165
13,17.422381508197187,61.23158424063548,88.75717540570085,63.76664557092495
14,4.39846402852241,40.49661945239518,56.581617245455455,45.596689069853845
15,2.889967740191535,38.77750918740889,52.28944266382436,47.65070717888004
16,-22.582417597780598,35.68144318809578,68.62285264657827,44.90405078796938
17,9.838367164379015,63.99337791700352,70.49456469919315,64.2574146876616
18,11.234379583511384,41.86158333190569,73.28935701335591,54.38626154008002
19,14.67384207095612,47.700458715018705,66.79979083626493,53.16941350250725
20,10.92484738704401,63.278910677418544,77.03087231538268,45.35240538801055
21,5.2843721731638995,51.77097241022602,76.05343213921537,40.04667393693815
22,20.48078935661371,62.69304040240477,82.59362914628765,52.125228454004045
23,12.972215749343441,59.5140864525007,77.5652676085362,72.3584262699215
24,14.575343939216337,75.60624203084183,78.6640233787513,49.15751930527006
25,14.868918723277385,28.8907324147913,89.00565162534242,58.22649329139111
26,10.599203874846937,46.77535348448427,69.06138886318536,56.88116760239628
27,-0.016455599936359366,21.845492986676255,69.41427339502316,76.52352816408455
28,21.42282950644394,58.51422348263792,85.56077585819988,46.712599666287105
29,13.166561201293339,61.49019369727819,75.49935186971764,43.8056882228625
30,23.661124283743906,35.48953649906889,103.48524644214116,74.60896328929601
31,16.74525017130543,26.1104900104154,84.28439941808809,48.36792640130974
32,16.74595973964987,38.03793682341076,80.45888922505917,33.43784384398125
33,14.141387005177412,57.01917630876059,72.53826843822482,57.053193829927125
34,13.676864983708661,35.39400734285516,79.7956169111094,42.96732281245024
35,15.442834429929963,58.045530660857594,87.72578144434146,49.88297590667579
36,9.944780017066808,41.36946850476385,64.97604907203687,51.57800963136414
37,-12.824132876849813,22.59355534109082,78.39058439292418,56.714165698317764
38,6.968928920919462,47.28816874446439,77.78165747829247,66.18245099620566
39,19.010143111634275,53.62276570722013,98.89855566980279,42.8342500702922
40,21.417859313836054,49.95738881762539,89.72865368409072,69.34991923739102
41,13.12643333669858,39.26197886343,63.36275345576095,48.688638231330096
42,16.24307603820448,53.974111135638246,83.50130148874925,47.27219293274354
43,11.4246190246871,54.33215521081962,61.90079527246038,47.33618303340136
44,9.444944280531692,62.51167323757717,68.02785877740531,38.582074441795044
45,8.880459865134055,39.21121608909664,71.81998493472437,36.636022275852575
46,16.85729900667076,44.08332617512022,64.08670828455884,30.901393217208042
47,-9.369350459639623,30.651346452638624,48.03938299174165,70.32279573011989
48,17.174568975045304,47.533390837563346,86.4376235416348,43.34555821384744
49,9.532977736022573,47.169014804897714,65.72161494310427,37.245800079952026
50,7.815545168177306,65.90581248794092,50.54069157886145,64.56152070264508
