unit_id,JobThroughput,PduLoad,CoolingAggressiveness,DiskIoWait
0,12.642851759906168,73.86147960710898,30.043999015920075,46.26666302663622
1,8.524757937488378,68.26088687798405,40.4629909367535,65.05803282311068
2,12.556294202240242,66.95331143958691,27.77391747895063,30.65698476767028
3,16.61258214255921,68.27013534501513,33.47029185443389,24.111684377905355
4,6.1000246751284575,70.19010464375208,53.35505213823873,46.63230321161207
5,-12.850936170909975,68.68506693079603,63.115072968342645,62.16289318652987
6,10.73685186251238,76.12377490902236,31.6704477471932,57.95890432831543
7,7.444763506535956,70.23047131807425,34.2489141314836,39.14629620229797
8,14.597759771300314,66.32192684396885,38.97314104058411,32.6808825335129
9,14.027292312110164,79.65261526528468,51.16267656577417,53.00369575641713
10,-1.5159847905590935,80.37123377146138,57.18774950579844,61.32609634026384
11,17.45818474234039,67.36593599515435,24.502399561199542,55.8173930607223
12,16.348910435255362,92.7314466639849,20.230053043259577,45.67754698786008
13,11.223962872133583,63.73397302360159,34.33124665592194,44.099219678744966
14,11.408017508717288,80.1407687606823,35.55715623527102,58.08675485144027
15,10.14458571358699,61.718825346874,49.46063992925678,32.67404495937821
16,16.295397736615186,80.1057547618002,34.57303384002802,44.87894774777659
17,13.396565222537204,63.52650799440406,37.608028857144966,34.4457786775283
18,9.694891296545125,63.41609280670464,33.64036568942896,51.0660223487988
19,9.395257426722814,63.7597431926835,13.614866486711136,47.96336494919806
20,19.23904859182911,96.28516623810795,38.82421621354145,64.52658006993333
21,14.637666721412483,84.04386706978961,29.111136374588956,50.9875161234664
22,11.620081847530786,66.78820012454113,39.98844841383807,26.478733885104674
23,14.890794225924108,71.03022182307706,34.32023976563615,58.06598246158588
24,20.615131631439066,101.53545878853186,50.84478603112063,48.57361698052518
25,9.574189851849717,67.66673414408658,44.43354825663039,47.7387898212018
26,4.277345443957358,73.29849089718482,53.34183369226498,78.52761939735564
27,10.181176218770181,74.900220861524,30.221947443593418,54.91703845246099
28,10.12761286889079,64.98195113365948,37.27131016657849,45.039986131586694
29,13.425124957767597,72.1681521022048,22.559329179617897,55.541888760571034
30,21.755815725828327,98.41305191694212,46.6681604220778,57.14890412978463
31,11.648029512137631,85.57879425700034,49.74493607799699,47.738885313132464
32,14.235057721513515,81.33640802274212,43.40770865656959,61.8754225949265
33,14.471825273675195,99.66734281788051,42.39647334469943,44.93617268821957
34,1.1464985017541602,67.85569946196718,48.582923904455185,48.5179029289819
35,-5.677760585138568,75.46194842396962,49.72956867600433,50.450717445108054
36,8.371016816365259,93.65953381796905,65.64119626957904,50.81560407367207
37,-8.970272763108479,76.13043869667742,63.1638680399633,71.73098354339209
38,6.451759778221041,56.25204367316415,41.430300877925895,72.07670210903424
39,17.558189541957837,92.23586492258214,42.90198844353932,25.621391573382255
40,-9.95427009757436,66.71367330285138,53.83110698054839,40.36168874945167
41,5.892201034632187,88.37369855452108,45.47909172288982,53.142428167508534
42,7.146253518541556,66.0029010938593,47.22765155338302,47.29910843970158
43,20.557789211272024,80.28258404144609,60.334676670428784,42.25758525866642
44,5.461267855418442,62.887206964793094,45.86477762801305,53.76838169576618
45,13.159416784630553,64.53330641384305,35.215643100233045,46.61510613711452
46,18.40992905531827,86.17998649950917,16.69154063771059,55.95466339454359
47,7.990784845373243,70.80452404493131,53.40075755084093,59.60282213285119
48,17.971542211158607,88.65697143609584,50.12645089729418,55.97068305220806
49,10.237699634541931,93.90698651485945,41.2367989089067,48.62929942039647
50,14.14442654240581,71.14730780931598,30.24163127387819,45.41619068689973
51,18.443055791525747,67.69419600332931,47.94723549673615,41.79359370146832
52,15.578762162630785,83.8089843133313,39.899973582108615,74.11889735506048
53,14.895529658643225,77.10962925132074,29.665733578610176,47.167738073121974
54,16.283428300604612,81.56796225218517,53.97089929834176,61.97563897268302
55,11.10054393595206,84.65227249174919,50.79565485165496,48.51905166636694
