unit_id,JobThroughput,PduLoad,AmbientRoomHumidity,do_CoolingAggressiveness
0,13.44090273111793,76.01265764105717,65.4795419634955,20.0
1,14.922205173887528,96.9044675724123,56.848865503735894,20.0
2,18.772126262007596,91.93472852796268,65.7827467232644,20.0
3,11.311680066956331,59.38418358232299,68.4316653476147,20.0
4,19.09502710704422,105.1721468766472,48.79406493366383,20.0
5,11.613526935109267,55.05590938287382,55.827139302063244,20.0
6,15.175990980212928,75.18371264316906,53.798477213317156,20.0
7,8.928877764471316,72.26702196115909,35.90719665123874,20.0
8,9.724084204805308,81.01245257456779,52.008950443073786,20.0
9,12.56847902369686,90.3540880734494,49.842539159376905,20.0
10,7.684383412023372,51.15458940066323,40.77574231383059,20.0
11,13.282535070710857,85.9124193480496,47.167602436466424,20.0
12,14.069165460432668,63.77026966219504,54.00494393400129,20.0
13,8.198166760129167,55.8744632123737,44.005638742735606,20.0
14,10.229035378275292,71.78315997233204,33.04540295363268,20.0
15,17.447802071102505,65.7710824818743,68.54762291508267,20.0
16,18.512914201118345,94.53100765842063,59.627218567252754,20.0
17,21.72987006432657,93.37640003065695,32.666441493193126,20.0
18,12.634768603267817,60.7107864158292,37.53444508444299,20.0
19,12.622104101143224,68.60705445875428,50.841526969442825,20.0
20,11.224080887869684,60.11043353450237,39.64953592262413,20.0
21,17.666220248521892,77.49603772176515,57.882936496394876,20.0
22,12.023385485629788,86.45069336550318,29.982624466468785,20.0
23,19.435366540893437,82.68957540018783,62.01699331259606,20.0
24,19.477046399587792,76.17755882633054,55.60646489513457,20.0
25,17.691921000823736,89.40568969237626,33.361085039346825,20.0
26,18.23259219071867,99.26752297907474,41.285060474643416,20.0
27,12.655240941790813,72.41049118110612,49.88743277477115,20.0
28,15.792209567217611,92.31827961456602,57.81606324000499,20.0
29,18.265400938793167,83.26922871889573,62.29655383001328,20.0
30,16.787139974486017,75.6909643336732,49.853541106575015,20.0
31,18.666271251876324,83.2027609426773,34.565751306028204,20.0
32,18.85902563907886,86.51529520332306,49.714545386350906,20.0
33,13.179908086608965,77.84523990892036,57.16403666976075,20.0
34,18.941946803709637,80.37420706323026,37.62963484351646,20.0
35,14.155273243281686,73.87040004169049,29.79501649388771,20.0
36,19.508046000414822,77.40070331044187,65.44208233786843,20.0
37,11.803871102408403,67.47141266507064,55.65670944972749,20.0
38,12.298949361174685,90.67794603859576,37.47160742783032,20.0
39,16.821709695704918,86.46684989547138,47.824260420025944,20.0
40,11.19719985201994,77.78678268573574,61.104411726066985,20.0
41,6.484966562234004,54.10757687567053,67.94055839439271,20.0
42,16.166913988052194,87.87077256072271,42.4599203405002,20.0
43,9.557992073064515,57.81263852289156,53.01034810063436,20.0
44,19.180438140062805,75.5738100604764,60.21738992234012,20.0
45,12.166550423313117,81.5351610960657,49.90150579712707,20.0
46,10.715172877435444,82.83693267453863,45.23893195152526,20.0
47,12.487359027177902,73.04721558867249,64.36364243725436,20.0
48,16.480467864378685,83.3762030107541,38.653834515273346,20.0
49,22.244788828049526,95.50304201051647,61.49533887917455,20.0
50,19.564430150394067,87.35942954669474,48.84332943015653,20.0
51,7.2082279684535315,52.63649974624128,44.51744614499628,20.0
52,12.662183657114177,70.58667079573738,45.61693137664837,20.0
53,7.670209942370551,62.3671361619563,53.46272602300017,20.0
54,8.705410408499615,69.11336272641326,40.3454774182879,20.0
55,24.622109925817043,100.87830284959928,52.133517474469286,20.0
56,15.705833030114121,68.65043226454557,44.546348892418024,20.0
57,12.871355269819409,70.47193876680119,52.068304214395184,20.0
58,13.471751672081393,80.54140485279149,58.43962417395739,20.0
59,7.955707117955198,63.96688953331912,46.277120176930445,20.0
60,10.55268900356808,75.20959564952867,53.34854491515577,20.0
61,15.5569915107226,79.96044896437418,49.06744194983185,20.0
62,12.157310406607285,67.14177847741877,78.6865729261928,20.0
63,10.168841427427639,67.51224640577134,70.78508219798822,20.0
64,13.520422755799082,81.60247767074127,54.48922548053399,20.0
65,17.81663096661819,78.43551404036512,55.58263630511634,20.0
66,19.702694093613335,95.37975066108895,48.59497255933066,20.0
67,10.207869428488284,78.19875217522102,35.799942312179525,20.0
68,12.850834655279815,75.24964428842227,52.06870707204598,20.0
69,10.743334495333869,65.59999209867021,45.20973292384265,20.0
70,7.018685625583906,66.88836964550238,58.27595882413602,20.0
71,15.531368262958036,66.00446531508297,63.986777686113115,20.0
72,11.127362663572134,80.62026510874747,24.0041437429712,20.0
73,11.631906546975493,72.7152894792506,40.92477893300208,20.0
74,14.107412914645083,84.62853434754872,41.42471689070094,20.0
75,18.539142282406722,80.25509058123583,48.10454506511312,20.0
76,19.745806288541043,83.38388833589677,53.99582257318866,20.0
77,12.529459476299413,63.163262863646,58.14412413730472,20.0
78,8.826114148821869,73.34784340975428,56.710739705185574,20.0
79,8.77816086175001,76.44243481801693,37.008276514974845,20.0
80,22.84075862351895,96.6528048480468,46.90667335541917,20.0
81,18.8140049418494,84.98796744261307,64.38450725249923,20.0
82,18.58662843585598,89.97544088696135,41.650689227459665,20.0
83,8.988559127256249,80.49464864619074,53.911312845354544,20.0
84,14.029922135388826,83.3357155542805,33.88149354166754,20.0
85,16.755531085423165,80.81119125348003,48.30802722814158,20.0
86,9.337399406028553,64.14406329924297,55.91215228873277,20.0
87,10.529694677762942,70.42355209271567,63.714013545960746,20.0
88,8.08260690473083,65.40100208365834,69.68123950076973,20.0
