unit_id,FanSpeed,PduLoad,MemoryUtilization,JobQueueDepth,JobThroughput
0,49.42402840021509,71.74197405534547,49.985835978751744,42.8351396964121,-5.863995929532899
1,54.432012448316904,77.14543216292998,47.50113117119018,42.62626459257204,16.793596638475073
2,42.9756211472741,58.584874010854094,31.004141066769805,34.75287741528067,12.45439161990401
3,49.35481082432322,66.67330013504656,46.48206192043654,43.71306928826771,-1.179472803636111
4,51.25947237980799,78.58521095891913,78.2343512029711,76.10363397757575,8.298165057918865
5,47.46704947031038,80.92703964959397,42.303153338007704,49.26422382105094,-12.717934029352309
6,49.464503191376544,78.46344042880659,42.748940057446546,26.00728890736614,9.194120991116995
7,47.81303731909114,55.38515614481661,41.85811161922236,87.45528254733476,17.958404470032974
8,59.393833890606956,68.16133857568354,46.21480422634054,69.67650672996834,8.06519812331838
9,72.45977668576869,65.67770915802919,49.903869598813905,50.02392708892652,16.96053968674879
10,22.23769755776442,61.05741424797745,52.433176022409235,58.68202713439006,5.876645338832633
11,40.598246627532006,71.87164416000702,60.94400496736998,44.774954401321494,-5.674552499701512
12,50.21357533170857,75.96785672632099,42.18944113145989,65.93860865555651,12.735839936301945
13,36.218534419614286,85.49475227717782,45.59809870436614,28.46860404488749,16.72608241774697
14,57.80282277567642,79.45594473292985,55.814007189313415,47.67044620329294,14.272117756010415
15,45.75814363448576,90.82699276442811,65.81420401617783,48.09665288255973,16.738127824466623
16,59.513764734299,63.25433173461052,53.22908481150979,54.27723854922196,8.49526052504473
17,46.85447674092843,62.82600462882701,39.557801003112885,55.22979462493405,14.167402824542453
18,64.22560359863687,72.41818150624125,75.83585815394852,41.13732694638754,17.749010350448717
19,63.92441748436395,93.59887728243409,58.95534188936717,51.44428150350751,16.586959631495375
20,63.598713157937425,81.99088169196772,62.11466088559716,34.39691653495873,15.94667317935162
21,49.26950943159066,71.30478464026899,55.691241395383216,49.14800180816285,-6.226694250452729
22,56.2201660204196,85.77091328234258,34.75771568162075,68.74480296224915,15.966379345002526
23,50.48055004905823,83.66809271801763,56.446931020742106,28.960319330717684,13.353591737119899
24,57.22176603364828,90.27480697768816,53.130919813298604,54.88355239258142,20.87446856151135
25,39.111912954897875,52.429383638088055,55.951609561302796,68.391798543245,12.092273538617926
26,30.054629529367286,94.82737199632261,64.30059543679484,42.237025958888104,19.195657569074694
27,73.58165542547725,78.4705632827578,59.516937746433676,53.931768528185714,11.284709237650285
28,38.46467383303524,75.93073138711532,29.456678236676698,57.59167289009381,8.918915284273558
29,58.19183619033922,72.63455109797447,48.71029728165311,34.04312339735327,12.010311910204301
30,64.09383105037146,68.7388413225719,46.35343804579987,49.95967959046645,15.477682149782442
31,65.28628807571577,72.79428430334683,28.766230614493214,37.321239129905344,13.18286885996102
32,52.89373312202425,58.87761852037377,56.74035173239009,45.69523215418941,13.394031592065119
33,47.39776533248639,84.66019418190199,56.08827862756513,41.758500130344956,-13.031772439021331
34,47.89968604907701,60.01691880922431,51.56692327805151,55.99951789716589,-14.785531543823478
35,39.55665711158811,75.85841466458676,66.29577312137165,48.959555594499655,14.010441644034042
36,38.11124468289902,81.71834445895215,35.92016872754168,33.9775156731785,18.0632892054675
37,54.9623537254685,94.33920915822353,52.654473771963495,20.422967889093474,7.976826540527606
38,55.5420696458105,47.6408842396841,36.9645239568074,58.85845023333711,-4.391207293267291
39,41.4340439306494,83.25292238108146,38.23226248804611,48.16643434160262,-4.979540922367049
40,50.95954233644692,83.31512724215014,40.33181198604704,58.12549398333406,10.382477892151394
41,39.17593415851532,64.77305579464095,28.65783898389355,63.764896970890526,11.084925889278388
42,66.62292732492062,82.39929382878219,30.22723384192903,37.6015007850101,-4.956004390619704
43,79.36208555407835,66.89173049641913,49.20451908396945,64.10332416594466,17.33857767490688
44,62.728255057935,60.846211443135644,42.01342174589619,42.13953337683702,-14.20379934638703
45,44.49678260197378,64.69242280003725,44.538830700207356,43.9709074572346,13.792541448808523
46,54.60743619347288,83.76564908918465,50.62487046220211,47.20535274417357,10.617021959457226
47,50.75484849885747,66.64928220109476,59.03454070074779,48.33110846800563,11.240724493390296
48,57.604909141413565,76.76568735784403,32.72905487565684,26.22399815921614,0.9335341527108856
