unit_id,JobThroughput,FanSpeed,AmbientRoomHumidity,PduLoad,CoolingAggressiveness
0,16.365665140952373,42.51259995420786,52.83076757479114,84.95243927464549,31.66150174430314
1,16.756137943197327,65.6820562837685,60.27932860643032,75.39601566603586,29.976478823372787
2,-1.5340787825346869,63.505651056863805,39.47423623131604,78.55039288168017,62.22035962856464
3,16.757976262292253,52.154648923598174,44.42120481807171,70.78128865189322,39.93008643676918
4,12.792214817636406,55.11713348496847,48.14022070322834,79.57896935247113,38.184522005579524
5,18.039591387608642,58.85372765522333,42.1131456932057,78.9653435004552,44.51374049427678
6,12.132287436686928,46.376530278725596,32.60007276909972,70.1828484079946,46.333850530559005
7,10.349113986931217,37.01581410370251,35.90107594831514,74.56252553933122,19.478147238322396
8,13.227732512285957,57.8866955284658,50.58263843166613,69.7135382737996,36.4192483521936
9,9.309464753646093,72.77701023897781,58.21804668026884,55.430005625722174,42.24966298921008
10,16.11225611217118,37.392239121997505,36.33650972600573,67.89453400750752,20.480135333523993
11,17.73952400699266,37.25234181235718,52.19825292776249,83.01895974748615,53.41582354194842
12,-0.18485113120200536,52.44395626351091,63.071071336843076,78.03470581986724,55.75268626165136
13,17.5095463906905,31.27511188141917,55.37507842185251,79.78537297363553,20.81619883741574
14,9.198691967229921,25.653739838408494,36.2966695889337,69.66369920538585,40.05813710653081
15,4.327340746460434,43.89600703711664,38.85414437886124,60.9876021399693,35.16465509277751
16,8.215727238397218,56.56362365280843,53.99030172678214,79.64412063957998,41.43311816647966
17,6.348789897327386,26.499367917927053,70.42372055328548,65.45774081832312,13.961615670434108
18,6.68384084615173,67.10831117700069,56.86264681253409,54.97435622529634,45.06199757423182
19,17.721030021770304,45.90739450773387,47.92183979210698,98.0572605366279,27.879160437568093
20,-7.63745077356997,65.21538786367991,57.30532260628456,91.79118786678964,55.285525464888075
21,5.917902162264903,27.30623497279828,66.83332172294052,65.49354388146584,36.877083033893186
22,16.722380633881144,56.436592034089436,42.45808332136329,84.86052136135581,43.305405843980644
23,13.218066508286249,51.783808387981026,43.17923886557693,63.53180441508351,32.34647822140387
24,13.635178320435118,60.80148907974507,55.8644751978636,73.88073823538126,33.6204357858542
25,-0.591965283866162,51.335101374608584,75.85143671858988,77.71977019110544,62.49381000511746
26,14.184217457556258,41.80596461928286,33.288918017535735,75.94506641810266,30.172459830989624
27,18.155108561113863,52.075553907546684,90.04568649101606,87.05778403377369,40.55875851411982
28,9.968311360307421,54.12097085798795,42.74852149580316,66.21810180936617,44.38171242540877
29,4.3150376171599305,57.633686751655645,42.37364378481558,90.31393431792138,51.38063936882575
30,17.540338567041907,41.99445434051579,42.260629055921065,77.30033557819831,29.721874370109894
31,20.575470272233623,54.26525143171775,33.57467121284036,72.08881076154003,43.31070514173058
32,13.26595305267697,61.971803993840915,56.20439971076527,76.34119769188005,46.77109326621007
33,8.604533656925401,48.0730561156935,50.27530939898795,66.80174926559643,28.887370531743322
34,18.092027156819434,54.62416131477558,49.66022159717983,84.19450319283202,40.52703621774903
35,8.55649675100944,52.975818626670275,57.738257923540324,70.24664757720913,44.75440204757217
36,-11.285813367675896,32.438088904890094,23.145670661343992,56.375105287194394,51.591960057012855
37,17.81558342285138,42.18741485938793,40.471199055125076,79.79689465446226,18.18870535674829
38,8.839959226561003,56.444686137970386,51.161848615826074,81.32242138884776,54.747716961349006
39,14.982624640387929,47.87671655633632,40.442269088688384,75.55696106945491,20.728510064854895
40,15.90178356227677,27.530982221618146,34.781941771422176,75.53813316533443,39.34269436261783
41,16.62268799535325,65.72468201036682,38.39837411384347,88.55294484411334,42.42360615326665
42,13.889420699631263,40.883551531097126,51.00790602077158,89.18423599646455,49.27953898951426
43,10.60603852190845,47.06001134142273,35.07759501938787,80.76947720894992,16.667927228419835
44,6.483881276375927,29.26170287683548,58.216507254469455,60.832004316963015,48.408062909617186
45,13.82481649556313,54.02068060640021,21.21373920537299,86.12370531078773,39.35999148086702
46,17.3771376136378,58.23222610701339,63.46968955097182,93.10329285024835,32.894579837730525
47,22.141345542089216,52.13953269490299,33.241362767326216,105.36732173774428,38.7645378499914
48,-13.0043761244753,44.94160451846878,39.52899060335528,70.26643158820933,50.053067773946026
49,9.742668835651529,48.301667275938996,73.77084657541357,47.55723731801781,26.147494666354017
50,15.953943180934045,46.262325521040225,71.67545619823582,77.08437865781032,49.980668105033956
