unit_id,CapacityRetention,CoulombicEfficiency,AmbientHumidityBatt,do_DryRoomControl,do_ChargeRate
0,23.70962329292395,19.00848101499617,41.47267802168993,50.0,0.2
1,19.966496522443435,7.448785964255927,45.002221624607124,50.0,0.2
2,28.61476109037701,-4.560078926893983,40.84002482838687,50.0,0.2
3,17.84442181608564,5.5001059430387755,50.52987256274973,50.0,0.2
4,17.316356617455586,20.570729602826578,48.70791506987268,50.0,0.2
5,25.272338588914053,-13.929749910771397,34.720449745825135,50.0,0.2
6,28.45427529022009,-6.300786079252802,36.252617311899854,50.0,0.2
7,30.312334641394543,10.85075726563132,42.49709388560951,50.0,0.2
8,30.859028762525714,3.5424120147989626,55.9527972732309,50.0,0.2
9,27.238024769322067,-11.291034052554277,55.1267605215462,50.0,0.2
10,22.85529552163738,19.798458663746125,65.06561433634428,50.0,0.2
11,38.156980862529394,15.479004685477422,59.628727983701225,50.0,0.2
12,24.409752541507796,3.307533958782887,28.866869118308813,50.0,0.2
13,23.549505859040668,15.724204364956814,31.522190008590577,50.0,0.2
14,25.10183600872578,26.271783860943096,45.65658466768091,50.0,0.2
15,22.824535446999867,13.461377151292268,47.19758563511918,50.0,0.2
16,41.54950801495748,33.94103653297755,36.772851257270545,50.0,0.2
17,28.849226051581216,9.548680397372028,35.51446152687255,50.0,0.2
18,35.40488390080324,-1.8669755414767657,34.98602803725115,50.0,0.2
19,27.01350996798699,26.287464169250125,63.809397306326446,50.0,0.2
20,31.989715891972715,1.9362364384238209,15.998395038589143,50.0,0.2
21,25.389615451381324,22.362259803847053,28.16802854332254,50.0,0.2
22,30.615243247242052,-9.896669677092145,53.3155074454081,50.0,0.2
23,25.284032048509847,9.59517202241602,41.775192394260856,50.0,0.2
24,24.028158323751327,25.232131318108202,54.65348366240858,50.0,0.2
25,29.46860687586337,7.762414503264557,47.95568243153571,50.0,0.2
26,20.05832494907972,11.774654128898398,61.161332741280184,50.0,0.2
27,33.389419526905456,13.897938515783654,38.95349761520868,50.0,0.2
28,30.199407080966413,7.147246077051022,59.384768221036154,50.0,0.2
29,37.739209643439416,8.039809691661437,69.5756136153833,50.0,0.2
30,20.690809982706515,1.3410123278860118,54.799947506859056,50.0,0.2
31,39.22187568191906,41.302622799719636,59.108725250540566,50.0,0.2
32,16.027279303893042,11.144944616844196,51.82454418156828,50.0,0.2
33,30.621706048948244,-8.374628442650339,34.54256596550271,50.0,0.2
34,37.49976117242269,9.821894849455054,39.792198483845205,50.0,0.2
35,18.907085952701614,-12.251839952420946,56.80364874202764,50.0,0.2
36,36.7476426838928,17.70674540284322,76.0316238270258,50.0,0.2
37,29.862936053924994,0.49050901010126147,42.88928374012594,50.0,0.2
38,7.122867725404722,25.28541326026183,54.07097407579156,50.0,0.2
39,19.981737128439214,8.751340897785445,57.34990560340793,50.0,0.2
40,27.112828155749813,17.888579218497455,33.32656880196061,50.0,0.2
41,25.768020421981987,20.47979137513581,39.49158018336846,50.0,0.2
42,30.20130346045838,26.85950501724002,45.35771496802308,50.0,0.2
43,21.01150826059201,24.020507387482304,54.515049010425535,50.0,0.2
44,29.760139794037308,-2.118773386395313,55.12112111056974,50.0,0.2
45,17.210266042885443,6.98485166128093,45.87379587037466,50.0,0.2
46,39.56639246028409,9.059079307923843,42.97912299715337,50.0,0.2
47,19.373507685200792,31.521514137121805,51.208990871696074,50.0,0.2
48,31.557761233431034,1.6548435905754815,31.88412586316374,50.0,0.2
49,27.64562749762751,14.95427051983063,42.80245215227175,50.0,0.2
50,22.648544871688003,-0.6685785275505154,48.283652834093765,50.0,0.2
51,30.812148728191595,17.213766080887023,55.581835519364404,50.0,0.2
52,24.38704748972075,28.637077758725372,57.638424719818794,50.0,0.2
53,31.911816140319175,-1.521041330277269,69.5505213219017,50.0,0.2
54,26.860396030395922,9.09294577236492,39.939033216173485,50.0,0.2
55,17.27620338677617,16.849130270478547,69.07671537054152,50.0,0.2
56,29.445958139862427,7.355193713662548,53.86078209848727,50.0,0.2
57,21.048411036019466,16.613263089655245,41.08011588851511,50.0,0.2
58,22.82066434451315,16.885934099156017,45.061119830446955,50.0,0.2
59,21.39122797150339,32.20326553619909,37.63640516348056,50.0,0.2
60,22.40531437053901,22.21649944704903,58.92456602727871,50.0,0.2
61,30.779071876371663,-7.035532360934486,69.03728211182327,50.0,0.2
62,32.42467738775055,14.534599975440997,63.84344844502792,50.0,0.2
63,26.001197785695048,21.105358215609577,64.92371366050284,50.0,0.2
64,23.749851394982475,6.954498336552007,56.39688254305937,50.0,0.2
65,20.373188071771274,-3.703504073420657,42.858325635901174,50.0,0.2
66,27.68131653947113,10.304354940361197,46.441054357493094,50.0,0.2
67,18.89914986580944,22.107975534294418,54.37595586631701,50.0,0.2
68,14.527219963833492,4.545539355421396,51.555388790525484,50.0,0.2
69,30.40845929259485,12.751924354416584,48.85863043096037,50.0,0.2
70,25.862880280769854,16.363445053942808,63.13512854218789,50.0,0.2
71,20.604495157403832,17.788621299857816,27.426425822866175,50.0,0.2
72,14.313183268734782,6.3218131802729065,60.18131236810085,50.0,0.2
73,26.55360781722827,19.345550872342248,43.435360147855256,50.0,0.2
74,23.41397332502688,24.500894309692825,48.75156962110678,50.0,0.2
75,20.425066996718417,20.35750160387885,50.29342587520196,50.0,0.2
76,39.21022886181056,-9.961555347734674,51.42182671184701,50.0,0.2
77,33.20602997715922,19.190986248767985,34.98311627676922,50.0,0.2
78,29.270967089497727,15.546710268014273,67.65780406259915,50.0,0.2
79,30.614865076448986,24.27244507976917,28.58628130700932,50.0,0.2
80,27.799479416296688,6.342212812533811,72.21961247301118,50.0,0.2
81,27.7285951385336,-8.706612246007417,51.800901611358526,50.0,0.2
82,31.31529517662993,9.76440524128142,45.969317156502676,50.0,0.2
83,20.2141845536565,6.610334413057338,55.749551387887415,50.0,0.2
84,25.05937598365839,1.7692222572451293,58.89942984382823,50.0,0.2
85,13.386502948582017,41.63131618383457,52.117178281764026,50.0,0.2
86,30.689192305414988,27.842238854098476,44.39583281597932,50.0,0.2
87,14.149083684765118,7.430410151664168,60.06214723040502,50.0,0.2
88,21.92318212960004,-0.5961161630023728,61.52868182560536,50.0,0.2
89,22.224889753914947,1.6090852220137428,53.924874141870944,50.0,0.2
90,26.887908030840137,-0.0007349227978821204,18.788433739283963,50.0,0.2
91,21.25899535446017,12.001560133935142,49.919171119817165,50.0,0.2
92,29.38363995327163,15.899419955831291,45.47972605128047,50.0,0.2
93,28.9778435928279,6.18831639901243,34.11744397306477,50.0,0.2
94,22.55828467366368,16.593937163766174,42.1901756504676,50.0,0.2
95,31.40011439474143,19.44418384127185,65.89220609299998,50.0,0.2
96,31.62681469367326,11.88905032461545,50.58670970766681,50.0,0.2
97,18.05312665805763,27.650715921036994,68.26183562713986,50.0,0.2
98,32.32675497194356,13.206604372638921,47.169577261097274,50.0,0.2
99,31.9616388751343,16.078738189332324,71.25836080146706,50.0,0.2
100,37.71230112748237,6.758127227808316,58.827917325372226,50.0,0.2
101,11.921377511171912,6.606367341756807,80.17510005350906,50.0,0.2
102,9.229496332602878,14.304495641777795,53.06740341746864,50.0,0.2
103,27.558408534392825,-2.928753997529496,36.180432549679246,50.0,0.2
104,30.016809561151124,10.561682331821803,56.89986001589212,50.0,0.2
105,17.895438687455105,2.9123609730975595,79.44774955223652,50.0,0.2
106,27.33930849088076,1.044349054424491,36.84877218358872,50.0,0.2
107,25.269630022106863,5.686142931239159,62.87212144298513,50.0,0.2
108,12.300830125900076,18.944881654836674,59.03441226558373,50.0,0.2
109,25.05311791223313,17.149345161503888,74.03471075249061,50.0,0.2
110,27.57768251534738,27.058099407461004,39.56692794801156,50.0,0.2
111,32.09661880902765,19.151838267774245,47.24542224054323,50.0,0.2
112,10.536875040227828,11.198804339368396,52.66351782093425,50.0,0.2
113,33.1260966082862,2.5168568820748005,56.97193110744532,50.0,0.2
114,32.390380082321,20.70665360268631,54.324128274618566,50.0,0.2
115,26.454879381444172,15.300399133251512,47.90709166473349,50.0,0.2
116,27.110466157473844,16.290806888799235,41.15061937924388,50.0,0.2
117,25.297370243918646,40.84604445952789,70.22200756775818,50.0,0.2
118,18.45140779175543,1.2592283822781996,63.52706225987026,50.0,0.2
119,28.446524835616483,5.5786574427742295,60.650559456217536,50.0,0.2
120,23.258403491877598,8.873775613896985,45.23009450048897,50.0,0.2
121,21.331790614053673,5.385201955183179,18.147014257678617,50.0,0.2
122,37.385759986165596,41.990719267321836,42.18504564434279,50.0,0.2
123,30.053163021882987,4.9625930971787815,49.24559102404042,50.0,0.2
124,32.194180348222346,-5.400886917322161,33.205488737929535,50.0,0.2
125,41.92403301676418,9.42675634984,23.835333754218517,50.0,0.2
126,24.293777394971936,9.618410502520653,54.52285903151946,50.0,0.2
127,29.033785747610743,8.636421881011964,34.61348110729312,50.0,0.2
128,24.65380319107425,-1.3180004670408145,65.3268589947555,50.0,0.2
129,15.883048748829527,-1.9033650862341887,31.56394755938339,50.0,0.2
130,30.65861372047626,18.752456342961842,63.527134276386796,50.0,0.2
131,34.74735842011813,-0.9232914357794488,58.84735352805298,50.0,0.2
132,29.16342749767545,24.374039790267595,43.33059466135614,50.0,0.2
133,40.98964563556428,10.272943270287191,34.253607373840396,50.0,0.2
134,26.379267146944468,34.69552410851976,33.525691213358925,50.0,0.2
135,36.36117544968237,15.213302258710566,67.303558073909,50.0,0.2
136,36.75534582440591,-15.806895509381466,35.89870918853666,50.0,0.2
137,25.01520265479141,8.95991724897843,53.14461414148024,50.0,0.2
138,18.298537365487874,23.71227441550287,37.82643220402261,50.0,0.2
139,18.04608600046423,16.672809114286927,76.22759295165345,50.0,0.2
140,29.01544448427035,10.360568559959017,59.67058250467782,50.0,0.2
141,33.461587610216775,-1.0752496237896985,70.28038782824184,50.0,0.2
142,19.856631904646385,-2.773482265501581,53.84049400645443,50.0,0.2
143,27.040738998951667,21.18505616479108,34.14049491490109,50.0,0.2
144,19.063916640355323,-3.0171119259380745,37.03082647921722,50.0,0.2
145,25.3235492803951,22.559410729244984,63.901675289120895,50.0,0.2
146,27.081525325345275,-8.445660217100077,66.66261770587805,50.0,0.2
147,46.78299902380296,5.382856651554603,46.81717483273015,50.0,0.2
148,33.37527441814241,-8.426796435768493,37.22079671499855,50.0,0.2
149,20.055216144508705,19.717510040898148,70.66820893129938,50.0,0.2
150,26.756118632806306,11.375856683090301,30.494786399367285,50.0,0.2
151,33.26997118075473,14.949337068122848,33.94543271800486,50.0,0.2
152,29.326180820745776,-0.7175800436933173,30.258787640363785,50.0,0.2
153,26.848390993236645,-10.720881832558021,53.44586890327967,50.0,0.2
154,22.297496414403543,-1.9237749757158369,55.763704144863425,50.0,0.2
155,18.727110590029966,12.558235984788142,46.69321601431366,50.0,0.2
156,41.740787034489585,-8.47340710065101,57.50049441925655,50.0,0.2
157,35.9542593320762,14.585568858301059,67.1125247593091,50.0,0.2
158,21.807747983362663,4.257784344164138,62.31884221975374,50.0,0.2
159,22.60469622829778,6.090972052549233,36.53538127764976,50.0,0.2
160,25.212076793333022,6.461816503013299,68.31861829383713,50.0,0.2
161,30.627959411385795,19.19383633538641,43.53612359130135,50.0,0.2
162,27.74894405062419,25.522881805803614,31.467153241928486,50.0,0.2
163,24.235870144506674,13.157117535828082,48.47664200814841,50.0,0.2
164,29.008941954906454,10.645437652317996,45.163435807617674,50.0,0.2
165,18.865741590859056,2.1278555371045487,69.42605266612416,50.0,0.2
166,16.063944542150153,-0.2978714295324245,39.69908955616032,50.0,0.2
167,23.295634314051625,5.42011972991755,63.86476532560524,50.0,0.2
168,13.549714169022415,9.043766817559062,46.940016077763076,50.0,0.2
169,28.947570924293093,20.176740187502034,29.37940682458499,50.0,0.2
170,36.49727340196903,23.585190880959974,70.28176917000307,50.0,0.2
171,32.090092563328376,7.044652689444376,46.28927104809992,50.0,0.2
172,36.946492539194,13.571827944258041,49.77542735987827,50.0,0.2
173,25.50039679261777,6.275420730349355,50.880554515667036,50.0,0.2
174,24.312550194337206,16.650232902643047,45.26992195981875,50.0,0.2
175,19.393041273772475,-0.45055240114387907,26.68517762517204,50.0,0.2
176,26.034438027894325,20.05396343410201,51.10370928476602,50.0,0.2
177,38.592264869761124,20.65281247843501,48.634940185322165,50.0,0.2
178,18.158036005940016,5.197848280362448,45.5915648718901,50.0,0.2
179,23.68045123422907,7.213627412875593,23.978082944207085,50.0,0.2
180,14.792957842463082,5.74034404459851,42.527881602273595,50.0,0.2
181,17.981065608803974,23.17540158518578,53.09225048426171,50.0,0.2
182,14.706843264142439,22.523020526132882,57.312143871516724,50.0,0.2
183,27.911924645420235,14.567128562187033,55.33893663429533,50.0,0.2
184,16.820888189408155,25.11151870468618,30.264927950746177,50.0,0.2
185,15.564385155523283,-0.572840762695833,54.88247381081323,50.0,0.2
186,20.34569865252347,18.37019216892226,51.852140563291954,50.0,0.2
187,29.359150456124567,22.383180230448385,73.41490916429682,50.0,0.2
188,18.51168071569747,1.2020600736705518,74.54471071389858,50.0,0.2
189,27.730923780206982,15.02164126337906,41.060715178143845,50.0,0.2
190,45.645305880022946,2.8796736143364408,39.519829264044155,50.0,0.2
191,28.14493027876128,11.260343416892523,46.315422936553944,50.0,0.2
192,31.937975338916253,12.08066555202053,45.55214025819881,50.0,0.2
193,29.213016536387844,-8.972267394957477,50.46857064319294,50.0,0.2
194,23.18880186679636,14.554068911867454,47.00409220150465,50.0,0.2
195,18.008422803397057,2.9554401055462245,64.68567815796578,50.0,0.2
196,30.292453087847125,13.860407299746688,55.682931293722135,50.0,0.2
197,27.35880799663203,5.286815460082256,63.15129129885966,50.0,0.2
198,15.868309276517245,-2.607629424950227,59.21309126010037,50.0,0.2
199,39.238008048631116,1.388134908095024,26.512723844064865,50.0,0.2
200,31.536999236513967,27.828129335763514,46.44253383053138,50.0,0.2
201,21.294232320558784,1.3509992991939983,44.71463371739675,50.0,0.2
202,19.48266504529866,6.663860853459554,62.17983328272053,50.0,0.2
203,26.57506656019368,-5.04870793619698,41.700119633910234,50.0,0.2
204,14.121415592217183,-16.584962535888714,49.145715020577555,50.0,0.2
205,26.158639374313452,12.169790272526502,42.575803383555034,50.0,0.2
206,27.82354916781222,7.052538606049619,71.15890398168438,50.0,0.2
207,15.818888804055277,8.27435373585319,48.57414831882824,50.0,0.2
208,16.643386463588143,7.959623116715722,38.102403552063706,50.0,0.2
209,27.42382843476867,4.563261448143957,56.308291548731916,50.0,0.2
210,23.999224067344823,14.631048189467966,47.78056458153966,50.0,0.2
211,43.74276011514638,4.259095401237006,56.30142181548552,50.0,0.2
212,28.681189158979297,0.02858319472948523,70.95624131430097,50.0,0.2
213,23.065209804444358,-8.567322935411473,58.28311500746891,50.0,0.2
214,21.638258221447707,13.393127939817777,52.86606500934543,50.0,0.2
215,36.43388953690535,12.957875371279979,66.21949954661913,50.0,0.2
216,25.196061712378636,-6.663761502972481,45.874686302683386,50.0,0.2
217,40.51587489148825,-7.4954202081711365,66.97833513824105,50.0,0.2
218,32.59766536209381,-10.824367085160326,62.31684439006587,50.0,0.2
219,27.21898653057108,9.886587436408519,48.12123886602188,50.0,0.2
220,15.63316858875469,-0.5142697926888786,78.39416115402003,50.0,0.2
221,27.39602237739573,25.8922673300778,34.912664648054786,50.0,0.2
222,22.84505479990815,-7.294173604388039,44.13402732865481,50.0,0.2
223,33.60066166902781,19.040662549367678,65.08700740061559,50.0,0.2
224,24.246019509889294,1.5805581805287492,26.89975708324787,50.0,0.2
225,15.004811378751128,10.510719790787634,30.717335255543887,50.0,0.2
226,24.271337444224827,37.75441785268916,65.88313973982349,50.0,0.2
227,16.783370746265934,-3.7091272591127087,68.2200878160542,50.0,0.2
228,40.291431408240136,23.243949543920152,43.16053683614486,50.0,0.2
229,16.91065122800658,-1.328325490869501,59.387311095573054,50.0,0.2
230,43.31313267422202,12.269021647712773,32.548474831011745,50.0,0.2
231,21.082966846266217,6.871636297587999,71.69319578565508,50.0,0.2
232,40.69316574558993,16.270685152624015,33.578687780084294,50.0,0.2
233,31.99737025193914,5.857531132863542,58.64113879192315,50.0,0.2
234,27.180052398163237,-19.262331800479636,55.91238123540532,50.0,0.2
235,39.578061837603734,16.0488349857283,63.73232518580073,50.0,0.2
236,15.578529865669376,24.67718280088922,56.17276760227107,50.0,0.2
237,17.391282307482086,17.46261118379347,61.280659952171995,50.0,0.2
238,22.121068690220483,-6.3398393309578385,77.0861844532028,50.0,0.2
239,35.30513363084953,22.18824366287912,50.77699217022654,50.0,0.2
240,32.15037233854161,17.153128225716983,59.59745956325927,50.0,0.2
241,17.24879153446564,19.452773947657363,37.68908209341009,50.0,0.2
242,24.014998981885686,-10.058413175595847,44.57959228979282,50.0,0.2
243,21.143781154039484,8.141714478547334,37.70136649751474,50.0,0.2
244,24.436586671926097,-17.976075127467368,45.71626599137188,50.0,0.2
245,20.043663140001403,4.915323214141299,44.14639976074172,50.0,0.2
246,37.25543858397076,17.8628610469278,61.22549056107028,50.0,0.2
247,40.963394958541684,6.379968278566819,64.3295734270533,50.0,0.2
