unit_id,CapacityRetention,CoulombicEfficiency,AmbientHumidityBatt,do_DryRoomControl
0,19.127175364302403,12.769399584630369,61.308285239903434,75.0
1,19.705987545798305,-0.25737775859798084,61.6140754628843,75.0
2,17.05285484166991,4.7288316723738895,56.26651750921496,75.0
3,9.822125557611606,19.23239312021129,56.6732133568781,75.0
4,24.379859711233994,-5.031317890406429,54.37646437914093,75.0
5,21.876544509434083,16.478927241817114,30.116649058058684,75.0
6,21.82970463636756,18.225249521357203,56.545273594590896,75.0
7,20.403168992267037,18.41691971791429,62.62529235456607,75.0
8,29.438498623134787,-1.9405460079170282,64.95471849517173,75.0
9,21.851979797547923,11.684371316991358,47.9817505261266,75.0
10,16.659047249493266,7.005145544848498,66.80273399339507,75.0
11,38.00763109996143,-4.9106012852456296,58.22853314507272,75.0
12,23.448422114833132,-5.001802824701503,43.14477483536198,75.0
13,30.420482921452468,-5.042025792593275,62.50146274735869,75.0
14,19.35705185451593,10.967110060788487,36.86380006190822,75.0
15,11.271866030074923,4.99821319102094,35.29839888556478,75.0
16,21.80656938838989,7.414130304797497,34.989761438178704,75.0
17,17.682513029697024,-1.7525375130800267,68.44635903647908,75.0
18,16.866640403047764,26.428773225106504,42.03958349332405,75.0
19,18.772039390622172,-0.3548895606377638,43.373362302260965,75.0
20,26.180715907959918,-2.002121367803497,60.85665661776402,75.0
21,17.376215678406588,-5.931742036336802,49.11976199970221,75.0
22,22.96372028795902,4.123328229057109,58.152299066706334,75.0
23,23.05561509387103,16.239773591901546,63.65982344251324,75.0
24,24.316031001551316,14.810861666373214,77.8299474957546,75.0
25,33.73212225536096,-7.272708022002156,25.536274854847107,75.0
26,16.54649394965265,5.030784180800213,46.56645843361779,75.0
27,19.42093646090723,1.4471690001852453,22.89272531148729,75.0
28,29.465455313634408,-4.271223200368361,69.6733889602942,75.0
29,19.241431864236297,0.7207023156537602,61.904416959511956,75.0
30,34.27286895237384,-16.990795371769238,37.06759564285652,75.0
31,32.20426724943994,5.29299593105945,27.64016018984003,75.0
32,28.069320313899212,10.170080839039633,37.655417789212215,75.0
33,22.51308311224033,46.694967588104035,59.527608195104726,75.0
34,18.29608518712871,10.972364191279226,36.52054774365351,75.0
35,32.535182566387796,20.21951215845987,52.71287627441685,75.0
36,24.70612578043925,3.0880073401423687,34.930363643829345,75.0
37,25.79745034461139,13.698922006785711,26.416030002524877,75.0
38,19.837550526319173,9.069470526441295,48.480935776970625,75.0
39,39.77846007689552,5.040294770493601,55.46542635632888,75.0
40,28.480871535395018,-7.550233198130364,46.05943938226796,75.0
41,22.809644158405135,16.848388266655626,40.28664968646524,75.0
42,24.807675343467242,8.564367248800027,59.0557267972047,75.0
43,20.212841479369466,15.161888594537206,54.09591933173106,75.0
44,23.323410246134422,9.330934517726702,61.448038080460535,75.0
45,30.150580080242612,-8.163617606034851,44.31832319371943,75.0
46,11.901592072348668,15.61998790602406,42.31540110230571,75.0
47,6.441624373799255,8.795352569741812,36.64523209247512,75.0
48,30.624931208120394,10.392821002887697,44.78234948929463,75.0
49,19.53096628795438,-9.746232278310703,42.08602720768589,75.0
50,16.645837900243663,9.538049154589913,64.3265153777287,75.0
51,12.930023454389332,-0.9298751165602575,57.04449642228155,75.0
52,24.86635932330736,16.313081355291903,42.19630861733477,75.0
53,31.567595798306474,11.23563407230947,25.563826802632356,75.0
54,33.89147666013641,-2.1882444775113754,64.09679008065478,75.0
55,27.982674020433823,25.47162078416641,29.748567857443774,75.0
56,31.360816123055827,21.189167090797444,57.83518534468419,75.0
57,24.492499679146064,2.092442360585082,32.7456256263645,75.0
58,35.882396546433576,11.754130068289973,50.01978174360842,75.0
59,24.12747841316606,3.0928986304222548,41.9092019250456,75.0
60,23.4767101922032,14.17257109101402,53.17269487831331,75.0
61,25.591943204659547,13.145400318584368,45.82276478186344,75.0
62,10.40800837516408,21.416019715726474,52.89432734212917,75.0
63,32.005289167759415,15.614563613362273,69.08457686094599,75.0
64,26.82803717392486,4.968218822391937,55.405637374700774,75.0
65,29.453813941475183,-1.3494547370091308,51.492177066989754,75.0
66,32.997608525281635,3.8043603485256936,28.10953850254842,75.0
67,37.47637032489887,13.708415674218429,52.33500204231079,75.0
68,21.14869297540115,2.2358957315569636,55.07133482709311,75.0
69,26.833124689363956,10.769962012369923,49.227742905121765,75.0
70,21.84274181055561,25.289247452332496,50.65641585921369,75.0
71,21.7357810453032,-1.6458952789198875,65.30097800227288,75.0
72,32.637739562826035,-6.513389838812801,64.81328643955223,75.0
73,20.78718263891716,18.97166396787871,56.66275955655041,75.0
74,26.543046715203783,10.411917228338151,35.91716336709624,75.0
75,25.167901416558422,12.396778903057701,53.17997143352416,75.0
76,31.000190234339712,21.954749707894145,39.300389228290655,75.0
77,15.961380825200436,-4.996806720344987,54.55961112123339,75.0
78,34.995585714206754,37.60723996313865,60.51981000194319,75.0
79,15.0103472155258,-4.3710737693021855,38.18805667111266,75.0
80,18.876031431652113,12.562932525390876,51.87786374484385,75.0
81,15.66259125796354,17.85276570986975,53.179830456518154,75.0
82,16.518788307213217,7.6243261400826245,47.45663780301434,75.0
83,27.961560579500315,12.414907182358863,68.7284738460186,75.0
84,24.466662547373637,18.379308211690216,58.02559875820507,75.0
85,27.464551916345005,20.051256847685785,40.6980567564127,75.0
86,15.188839192364103,10.103289853397827,63.257395710207646,75.0
87,26.492024082185353,10.528180369999442,60.181530328910966,75.0
88,19.386863407320607,7.843193705196953,28.39069142846494,75.0
89,21.075495885937002,5.176262687096328,34.57613797243779,75.0
90,19.878378990530376,20.6944508882856,48.86535734101286,75.0
91,26.831505371246518,9.931798863155514,77.94783995631981,75.0
92,34.438309818532495,18.479097566087837,48.17031622238412,75.0
93,12.697337783802634,1.6198532703243798,67.45311168088526,75.0
94,29.89611346312218,0.5007307008750388,47.71333604956973,75.0
95,13.637457715648324,-0.02002606865400125,66.52876629311547,75.0
96,22.60698303608621,17.386976098332333,38.71750919197524,75.0
97,20.472180878622257,12.589078843987096,69.14284332313142,75.0
98,26.128945170499986,2.402741302406243,17.162369591277237,75.0
99,29.115356569842014,13.316916759059506,35.92538475583089,75.0
100,20.46238340208873,17.62802319256891,53.3160068532243,75.0
101,15.081204514487116,26.798509629648766,48.87231113539106,75.0
102,31.49259962370465,11.597326464488946,54.03785332146141,75.0
103,28.549249294462978,-2.782232943643132,50.21104671978328,75.0
104,24.842402370560325,44.29960048700169,39.68742772420892,75.0
105,18.000838956089634,10.236274795524126,39.967532835398885,75.0
106,22.432770924867715,17.93925861451725,49.024378272624105,75.0
107,36.30717670180878,12.382068298574257,50.28869878888349,75.0
108,22.44547383776096,3.652341556220838,56.681979173819116,75.0
109,18.55411693334553,18.2330534079791,35.5018809488652,75.0
110,21.81688443063194,2.0691081626783996,40.61700913922946,75.0
111,32.81664565408191,9.819610585108585,29.830717800093943,75.0
112,12.426062533058984,20.194273484282867,38.57200749835553,75.0
113,25.84888701575125,15.810119196514208,52.5395712206068,75.0
114,12.99698876446131,8.107842468550366,30.890108585995183,75.0
115,21.043252176936694,-7.0255385655369835,46.393561039542405,75.0
116,32.063413402115785,9.982063609618374,57.427780508790946,75.0
117,27.05029684369019,11.260404527607763,38.31160748526173,75.0
118,15.591830177167246,21.860854631409552,40.61519743185683,75.0
119,17.38171260388529,13.15482485896912,40.03113744082309,75.0
120,24.288795890917488,14.609636633488396,53.58010913240611,75.0
121,27.16810701446219,2.6848164123954037,59.52962733337257,75.0
122,22.72326507793454,15.47473712428325,47.77857625406779,75.0
123,29.286894928235117,15.498040503291277,43.10327512245867,75.0
124,25.1079557851198,2.828578104115512,55.805248147932154,75.0
125,25.364615582368728,23.90002391134052,42.905026066502884,75.0
126,21.3940209090049,22.540852539303337,63.76334676269767,75.0
127,28.58342039305039,18.70962512641017,43.63855546506852,75.0
128,25.467468929426694,8.133116578656333,45.46684509842614,75.0
129,14.768265758142025,0.8985703235701656,56.90487065143966,75.0
130,28.70249747677394,3.570930911693214,51.32353394270419,75.0
131,25.364971155167687,1.7397467515623255,49.8887228292727,75.0
132,24.251797846005907,16.247596505364147,47.33449935674414,75.0
133,26.757944489023366,27.06100100167235,46.0331474977152,75.0
134,15.263491340970539,16.421256447491302,44.597399491648225,75.0
135,18.850212879254244,10.89298792955281,50.293503058436656,75.0
136,29.13167228603097,-4.371660676526348,41.02367226009425,75.0
137,14.656897654497513,31.998418534693766,54.657714518707856,75.0
138,7.561909141972897,-3.9080492401959646,48.433153388921475,75.0
139,25.084980399293283,6.94573665142971,51.59004612032841,75.0
140,25.46684789553024,2.1349722143879477,47.23636489471699,75.0
141,30.481285471500826,22.16689866717695,71.89143514378914,75.0
142,14.84001571848286,10.052680156094457,54.18328945228158,75.0
143,25.939584576115315,7.7629315219859585,52.23612885307967,75.0
144,33.328099509810926,9.356538684838569,24.287312331660445,75.0
145,30.27599941796269,10.755361771397308,46.120058506758284,75.0
146,31.097576152342864,19.874926447262276,32.32279792590777,75.0
147,25.47190249107909,-9.166314849637995,44.252919579137725,75.0
148,18.922244284272477,10.70645934630028,44.12051974128023,75.0
149,37.070862750925684,-4.036269049556964,33.83698647523641,75.0
150,34.112119292937734,-13.90438920114186,39.30678836853772,75.0
151,30.305779893580983,2.4774899389338207,63.07362280429005,75.0
152,21.883540488871834,-4.800181385604699,26.71030412786948,75.0
153,19.95475697906845,14.567371548177924,56.333526381865795,75.0
154,31.13453583794677,0.8207619696703023,47.90818995078418,75.0
155,27.792166864333115,9.244296714760505,52.62880287310337,75.0
156,20.049567498020977,12.681039683909534,48.07336780379795,75.0
157,23.543643694420908,5.285714884581509,30.891633450519162,75.0
158,21.530708862793244,19.22401972973556,47.90556752182966,75.0
159,39.8832138086412,0.8602615651185914,21.239111820114584,75.0
160,13.100320997777825,9.2359970204391,60.71760225086439,75.0
161,23.09261712687409,3.7056759615873087,53.10577395952823,75.0
162,16.74489044343118,8.368810865852105,72.71866883295229,75.0
163,24.464439852352236,3.1880478934530343,52.496276745352404,75.0
164,34.194723257588315,3.7388181078584255,67.72054078860204,75.0
165,22.986627721841117,7.200964919164566,61.70425338837169,75.0
166,23.567618779376055,8.91199851082805,64.02616360187675,75.0
167,29.645879525216547,18.922936201654235,55.474426059339976,75.0
