unit_id,CapacityRetention,CoulombicEfficiency,do_DryRoomControl
0,23.29884065341728,5.012085596744235,75.0
1,7.844918669779841,5.309912559479906,75.0
2,20.73352132246002,-0.19108636616337904,75.0
3,20.465266013437773,-9.972473226362062,75.0
4,14.508311733480527,22.863884882898915,75.0
5,24.625363491112772,19.305796939150028,75.0
6,24.414857447145828,24.283216162859933,75.0
7,26.777520613006395,6.9912120376182205,75.0
8,34.425187237656736,18.36129702220168,75.0
9,8.95038162535998,2.1934464921590093,75.0
10,14.406759613324091,14.928152328349281,75.0
11,19.585054740800736,8.31702084369829,75.0
12,24.33332933677,17.45066707679822,75.0
13,36.76845247190288,-5.524991316874866,75.0
14,34.05835301154771,16.899698151014924,75.0
15,15.36461229497582,-8.883851142937012,75.0
16,14.738129261827233,-0.5421066094714604,75.0
17,19.0478991375491,9.624574522773703,75.0
18,24.924057123724218,16.069458116269484,75.0
19,15.34119787680524,1.0169114599316842,75.0
20,39.69700191499577,16.009510397612956,75.0
21,7.7360595300526045,-4.840699177047778,75.0
22,21.666041011568485,16.136844424729308,75.0
23,30.13344210425663,33.93698436581725,75.0
24,20.505368930707622,-3.1913594241903347,75.0
25,15.298545883799232,-12.19369110064385,75.0
26,29.86336843985137,-8.189629220712664,75.0
27,14.300262390603963,17.189438291336295,75.0
28,22.468760142339953,20.01839145110972,75.0
29,22.645717962692753,3.9232344947923865,75.0
30,26.83687878433969,21.462376528376645,75.0
31,15.146633880430095,3.741600243441817,75.0
32,24.519806857444628,-7.621986317760232,75.0
33,28.193159080658248,3.9929643865575892,75.0
34,18.47073561947193,12.95045645065548,75.0
35,20.158233255422555,11.918372543208932,75.0
36,27.50071876647238,-4.5235691942756535,75.0
37,22.806794802593647,0.4679851959880317,75.0
38,18.690089927478283,21.708731634446053,75.0
39,30.50231040515391,3.3418303314268076,75.0
40,16.76928086959014,1.6823881849441324,75.0
41,20.13260278816169,13.743418711994035,75.0
42,22.032198815179555,-6.588539807029759,75.0
43,25.033552563175846,8.907693349710156,75.0
44,23.963603941316794,16.875094987811266,75.0
45,17.381727891637016,6.98480842013131,75.0
46,33.90487263465343,16.71511883852411,75.0
47,30.71669955771378,-10.483537923498805,75.0
48,22.243613517732722,0.24998710311489702,75.0
49,20.68138213599137,-3.147482266775837,75.0
50,24.542194478733634,24.143251017655217,75.0
51,27.814169294893762,13.322240606127702,75.0
52,25.43709817681099,11.743009236082411,75.0
53,20.529125773989055,-28.433523088480293,75.0
54,18.514912698923563,-1.256175825303453,75.0
55,22.50827594403395,11.85781965130603,75.0
56,25.644754908115946,3.2564832893562325,75.0
57,23.17133199552906,17.596763848682897,75.0
58,30.953235456444165,25.749975980124116,75.0
59,30.038843511233008,17.31761072493446,75.0
60,16.819344756430095,13.134762948793522,75.0
61,18.54564588193861,17.186575240065466,75.0
62,28.15629472888771,7.046327606577654,75.0
63,25.06159796285391,9.236507267357212,75.0
64,30.40773632274985,-4.4506747323125,75.0
65,25.009667798651183,7.659112138119787,75.0
66,33.77925354086413,-0.39468184089419367,75.0
67,32.85415410315789,-12.345386586600046,75.0
68,17.256259567275904,6.093016815837293,75.0
69,27.779394080338687,-15.781306230023706,75.0
70,20.637533480160357,20.152203266367465,75.0
71,24.27799341226386,25.99680264913786,75.0
72,21.194327374089255,11.887527447363766,75.0
73,18.78784262995761,22.841649569714832,75.0
74,22.809931845354615,8.596247677677654,75.0
75,23.123630432085637,2.0501853145689974,75.0
76,17.08851602032287,22.21797280382105,75.0
77,4.190562384141942,17.181105877165407,75.0
78,27.772309070078403,-9.198699525005054,75.0
79,27.046420550322804,0.86448797499642,75.0
80,26.434898580463404,1.2889032137217162,75.0
81,18.625526905361664,23.96267153037243,75.0
82,8.91264916573467,12.756571753696035,75.0
83,15.634962788198097,24.880601050295084,75.0
84,20.618567540313883,0.32026995823416904,75.0
85,19.494413624191054,20.12759049120755,75.0
