unit_id,CapacityRetention,AmbientHumidityBatt,ElectrolyteFillVolume,CoulombicEfficiency
0,22.031325798752455,56.509768432751564,68.06869261077983,5.355418067343959
1,4.727236235673563,43.81834611197495,59.47048003848265,19.04548792142998
2,27.790822760628487,30.22184106901432,51.814526147522365,-11.008629642022061
3,3.0293905164273145,41.25922532640592,29.28425473258648,16.697843206396012
4,13.414818339030633,41.99203577073421,63.421941187596644,32.97257084796167
5,8.922709468855539,42.38984155140194,46.05225007038115,24.774431445415356
6,-12.273732958955861,63.01612266766019,45.628473549821926,55.41447043446352
7,25.500089636426363,30.051045187089763,62.07364794101821,15.43028483400708
8,15.253621607792267,57.669816465566434,43.46419997296187,41.62437874245704
9,27.08095404016025,45.29895011262957,33.345345011555786,-3.54783329361382
10,18.87733843177781,79.05559964571643,50.870405194842405,14.926694506136657
11,33.78061663952218,60.335911251693595,34.50616101148599,14.041262504095492
12,25.4105064698598,34.992207680421544,27.196728252017202,22.028368749118272
13,33.57170642985836,36.416474365386236,36.1536896995664,19.997331596959825
14,18.699104934828487,62.731658359448744,66.8733314243609,24.68428152524238
15,15.99080371694653,64.39477246246835,78.17484798287543,19.662107039825223
16,13.596957974998759,50.499623264653856,54.43787034643652,18.162476796646736
17,17.935225541887707,52.25802607607255,49.651501221292,5.554382254979188
18,31.511891705969166,41.90246781499292,32.75509463470708,9.231538083763075
19,17.237056473783547,44.927559107174936,24.654770925507442,6.255428366120924
20,21.493578092024293,51.651858516025875,70.51862854966902,2.3242247222365773
21,30.527768128275792,70.97915870701598,52.45014375011701,4.6075581308484255
22,21.44108659175803,32.116142780454915,42.426362721861466,25.87485829432675
23,16.291458112090872,50.46934952339958,28.11192025076245,15.673506047821437
24,-13.662842256299633,54.834563225998906,64.3461137541868,45.94456154307191
25,8.251078021692408,43.3081951227768,58.33430984635085,41.05398437418771
26,8.689902932168447,46.36218228327536,47.80626176464404,17.342317277271825
27,27.206827166181633,48.372670737572406,48.86766647167032,26.596042797422975
28,33.50629356816584,38.63026775155041,47.57208965508905,24.267981393690086
29,33.94741168220679,58.786050224228546,53.69210516249214,3.1295063332897746
30,26.90552604585122,61.186831899340945,55.85395199490874,8.959161907423201
31,23.077705486302538,62.865744423553934,20.783417454757558,6.878876608447537
32,7.851934119833637,31.328675897670685,63.40004792357602,16.943624172376385
33,4.205121695063671,50.36023628178247,31.369282292429215,29.82679083636561
34,23.298173276647688,65.51481972109472,29.398867286922783,18.106028461402715
35,25.304402921323963,42.34854257979944,73.26810936556363,15.283651002569323
36,24.82981272005333,47.117941015550485,59.4432022936326,17.905583461915896
37,12.4778482265424,44.647982844655694,69.47398861307948,29.9635577205454
38,8.367809064329803,43.21892424847386,77.51856112328338,34.67410415399412
39,12.168748346247895,36.451595864784174,39.057026080552866,22.351533409431468
40,14.68457502347287,46.218418830308885,50.968028810778,2.779027477577669
41,2.0792253004050663,73.67155771535275,57.73766194422146,19.315274570708027
42,27.66880877296726,80.93510846293135,55.319753203245945,36.81782638138391
43,33.24598062043435,44.823903874876386,66.298105243195,7.537413574938646
44,13.85420127175656,51.44647925017284,64.98179528657764,12.683122438943998
45,27.25107019430817,53.86224411793359,34.011667925233354,34.82726595765638
46,19.81449744303731,57.57150286033265,52.550947572397206,18.70062934987731
47,4.003376389754815,50.631510201361024,38.7990703921974,50.225390894643574
48,3.155701879334911,48.89998140779283,34.338663879806845,21.064660417692973
49,17.28384723509257,58.571982986757,67.97816036684392,38.092834669605665
50,18.073535337105508,63.97676827338552,67.07988017429675,-0.8806033960912334
51,14.45116749181419,63.02083751884791,48.928650565723984,21.10797113707327
52,15.955820268599709,53.87029718991883,52.20966479077147,15.332181263104696
53,4.84584047424085,5.516412887070447,37.901426353400126,47.93227121944731
54,-16.90215248553527,59.66191433614154,41.63865512997324,58.82296882353616
55,18.190063737959488,45.11717340229805,47.067764849332605,15.910411534731134
56,-7.121641194067359,47.430925182719236,66.1065511328672,62.558646869895014
57,21.210123484305,63.68042099220074,45.72880238871936,2.4039190768302383
58,28.542035901855765,78.1370258199059,68.24538533462223,7.323219899242382
59,21.685155940737154,46.84698130117445,47.157237097170466,1.6549042784992558
60,31.08585698877489,46.14182443949242,44.13036506431144,16.73233992410187
61,15.154957065639977,50.32394436490656,44.52716165689456,9.062277590294496
62,0.9212272458675161,43.90007340606625,44.80711153859278,38.36774622629651
63,9.253012690615643,43.96248564282795,41.350579037300264,14.683975801566572
64,34.49243283222803,61.30149569779886,37.58208884746111,1.4166951296012318
65,27.406224086850965,30.789679354113538,56.328241276947445,-6.291709902851036
66,2.8659274389839995,32.01821230512188,57.69154394021257,30.439429176120022
67,10.272562458642676,21.63593003976414,39.27984658586326,23.01762925548156
68,-4.700182354753456,47.587878249163026,45.41026800462471,31.309483900729155
69,-11.951444574811642,29.924012293839944,43.80475945302367,29.909348950009882
70,6.080707597862268,24.000477402204467,64.05550910613672,19.301719758004726
71,13.678257289138564,64.33964087059931,37.89065182721611,30.921112067138264
72,1.9115069544381482,45.95845025489805,40.63316642390221,71.69208765421149
73,27.334546129795594,56.00807803630099,59.33289521160236,12.127421035172905
74,24.55586213751217,59.69073609471627,18.25129262391132,23.56925459401664
75,-9.99067973862719,49.305835862497034,50.69651694566135,36.012367049494635
76,23.365644694788656,34.22073766138002,58.946335037592085,-3.0909844833787083
77,23.505011167009812,66.15195276709339,41.52903690172762,6.5535962446052585
78,25.338906703702115,65.39395273450754,58.05634749114509,10.486233274157106
79,14.983321994981049,63.60142582263321,39.032795147151184,20.852475702681506
80,8.670889083579066,49.08586886542247,51.636954046940204,33.385735104466875
81,23.475476507896637,59.58000612896046,52.030278375063496,2.584912675721295
82,27.30933378296646,54.472787901233396,43.97197217353805,27.72925289491974
83,22.948636437834182,79.09288771803713,42.56899434035909,8.69485258743061
84,34.15523107552599,35.06869101868475,62.13770074583341,9.957799681552244
85,30.567752785423462,58.630685354868355,59.66251550556223,15.770261710167558
86,3.6944880441420924,54.68202895411475,59.323431698223395,18.2337396491327
87,13.11960276805383,49.897367665905094,58.78681801657761,10.879426684587369
88,17.248644975955273,60.68663736051519,53.74318083301755,9.663776471522585
89,28.602347086170255,54.01284448223007,46.837096393900936,19.12374474096014
90,23.662078641849842,49.20697287002739,63.25078223780865,7.868365119373201
91,15.517935328890882,57.820711900520635,31.773768336934182,25.965234771961182
92,27.758446004005386,51.97567303010882,48.255401805663844,1.9173478871902976
93,13.044841905787871,55.56780701276536,48.16021678119886,22.383950603476215
94,28.740216932322078,35.61033449749404,56.868649368987406,5.4046233439616795
95,13.895274739306437,57.77799255874424,49.92070895360734,46.85125736666218
96,7.624684790233421,48.20749559748488,53.163057503445245,34.0568773230731
97,21.410733167597385,68.2060830404314,50.0127552316153,18.159832420948362
98,23.427773059996753,39.195959455259406,58.620601866774045,17.568807108223282
99,-1.892422942412523,60.99759964788099,68.12353511184267,43.10722247907881
100,22.923438137067205,53.47056098915449,46.45556515447304,28.00460300043943
101,34.30624143761545,60.99085392383729,36.618674052487535,21.34638402908866
102,17.647086402353654,57.89844305128729,47.96523396665487,21.524165877128265
103,21.684553032346624,40.91768091936099,24.569224778110065,5.273041323611878
104,14.058453062144618,44.564461398784836,52.49276686788948,5.625499780848495
105,35.49288050978134,52.245921259411304,65.52252676617583,10.632499539847554
106,18.113692843763076,49.39549577139459,43.699299097437105,27.662237099388477
107,5.74880977414669,59.319861856012864,34.19194456317812,41.51406669099133
108,28.147266088851612,18.220978127353096,62.45688758237082,9.914506791890114
109,-11.957070772807976,32.007564100234106,38.45088639103463,34.14461520630942
110,14.816665501974855,64.8742611687113,55.92257845444639,63.34856998663504
111,27.70639067398212,59.42993735318994,60.86585603803424,19.43788773754838
112,16.623076308984178,39.29158530277541,41.69661877698402,23.721898912886633
113,28.548519876736343,59.74884498916488,49.92538779795339,16.60026482899608
114,37.981407254193684,55.557032920911425,36.23885348901697,12.724494359735864
115,6.48223244965266,41.00854368662844,55.08565730381616,9.488734822275163
116,21.521581491587018,60.54575165665277,69.69010043753609,31.991388678955712
117,1.1634445698902471,69.86098380436229,55.40909387522561,51.08719393460594
118,17.21332449117821,50.59915906298654,48.2920501605174,-4.96373438847057
119,23.500009265741326,47.11264487610832,34.707082694259434,10.31622280347145
120,19.838601663996986,40.63303474278206,39.379023722670205,1.4825198594246736
121,12.856253442406283,71.37276229083606,37.452267627480424,31.626409884567913
122,-11.533018942562034,63.77606017156442,49.69057962367963,55.90128621826873
123,23.404731549115596,69.17185748884603,46.646573769141256,14.275113738463963
124,6.264543832619324,50.902459086227296,52.1182351632815,21.112102390034998
125,12.819660903718958,39.158154902213305,25.136731457378474,17.41440237190711
126,18.725022726466136,26.25507522754376,38.120889588976425,10.97834641367629
127,3.2714108882192052,70.53978203810084,32.151026853615804,27.04147251885815
128,-5.817131351856295,22.8564554033797,50.40707341735381,34.672142741077806
129,7.656262158528527,57.984562854058886,49.67926364553418,39.28003371339842
130,30.61423874930037,45.46655930301629,51.351762679845194,9.17605846313672
131,5.03421712340864,45.15757063031586,35.861809066507966,27.39194372969134
132,10.407485916038752,52.52298319297865,64.01812313168983,32.20362897218292
133,4.505390471601593,43.6832101167897,31.923836020098243,26.625949808262632
134,18.144891169063133,48.67662493299897,37.667861361845176,21.078260939998863
135,21.93828023376177,43.51597827435536,70.20841629247177,37.664807365704256
136,14.536208527361211,67.35055421846455,60.36441556785485,10.732952329074578
137,6.503698736735759,76.13800575630967,66.6011576230268,29.723754052768463
138,28.859213697700167,37.38945437546744,29.056587364245377,9.313555604438177
139,14.19961834953231,58.0915069445485,39.05808441941964,22.461905038823048
140,22.062296323515206,43.81253516673195,38.83939108782053,-1.4270864992442913
141,-6.184878037889523,59.49641252124453,44.12572170925414,29.75172213669093
142,-4.158830696127573,54.40901221202911,42.1993507697289,45.18791279818865
143,27.068359502793133,61.977488974962846,53.450173728448476,11.276438035175184
