unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,do_io_scheduler
0,7.511603485383434,53.30094639136921,48.063424990744466,50.8285130148602,75.0
1,16.000979902776436,68.2956946527429,55.48769151950738,70.02226286782567,75.0
2,14.995437015902503,61.86352120526235,47.50735773571637,35.636767145534485,75.0
3,16.039462357580515,52.929305199726095,50.340805675989785,71.67415103703958,75.0
4,16.15999966524121,60.47369920925272,50.424929307764806,34.514063164150414,75.0
5,28.39886378204999,67.98883792151193,61.374113171127824,51.70926404161067,75.0
6,4.156601760815774,61.62002851218983,56.47391126387158,48.395012753543604,75.0
7,-0.2082119997419798,84.84051312747732,63.742507478081706,48.49335763919872,75.0
8,25.947656301338828,51.89755708258377,43.86150693675483,50.836204890522126,75.0
9,11.007049136172528,54.77315762035271,53.01310175691963,45.243486181954985,75.0
10,10.485850795290608,63.50073261425461,53.10601323122826,54.1996151937411,75.0
11,20.030361845310406,60.87891719469439,54.79420716166255,41.040781950746855,75.0
12,7.0231724889024205,59.82236204071723,41.743553065268934,73.18884444408616,75.0
13,41.868091383999904,54.00300958785653,56.89916454255507,53.956089234084594,75.0
14,7.8004112513846575,54.72555673310744,51.212896113931556,57.78132919860146,75.0
15,27.51335007689472,50.679195216665605,37.86691330533618,69.19660650757923,75.0
16,10.152914376882972,56.53396925011056,50.19429621154452,42.62381897002186,75.0
17,24.865570319075296,35.25004596396163,64.23211472383272,55.14309807788105,75.0
18,14.020417992270719,62.67101807923134,44.368388696733795,49.190003604945254,75.0
19,14.914785472451904,38.727761780547716,40.255415917945555,49.10702590723738,75.0
20,11.787224842068133,50.57166464335942,59.82397990264073,38.50228360108536,75.0
21,10.765501618602151,60.07538324012623,61.11598658071436,53.22043896986727,75.0
22,26.058927944948035,43.30883971810809,56.12560002468801,66.07455410351827,75.0
23,20.688412271419278,57.618458439913326,50.947814175255914,44.23697219900971,75.0
24,18.42581889115516,49.8501724431145,42.3941644921547,61.608608824238665,75.0
25,8.545903604888,69.06272693692071,40.988244346540924,61.80803582379703,75.0
26,21.968802971097386,40.18529597347931,65.14028503294227,49.01329747158518,75.0
27,3.6226212149693326,79.20037941929765,60.81748664414557,46.91686636922392,75.0
28,15.448177421949826,57.50955855721051,47.29432898264715,57.1842978203736,75.0
29,6.533218509844897,74.0119642336312,58.5874418504257,45.554591890129245,75.0
30,16.323429031705505,41.07713635592323,54.48951461038243,52.17215186470793,75.0
31,9.376647130095458,55.998886960451294,51.07148804208795,51.237653364514586,75.0
32,12.2947645896492,57.499685148302916,44.908835219368164,43.71319469472916,75.0
33,9.74298833623049,47.243825754838525,55.925456237182246,44.24290269273662,75.0
34,10.982342055175952,63.96978218996011,46.34376512697633,37.735594250075316,75.0
35,21.767610543330797,58.883672391490784,42.71170019166015,56.108212067635606,75.0
36,21.92021993520287,38.55497865746002,56.0607913220219,59.27093957627723,75.0
37,15.769383824700013,55.74958707544744,61.63771965480823,69.79511319486734,75.0
38,25.2750722101632,59.97506205473512,52.085755820878184,25.15102398559038,75.0
39,19.08575632580162,38.86037342775261,50.87388652447625,42.50255913602274,75.0
