unit_id,FanSpeed
0,70.98719548260019
1,75.18679071057377
2,56.842555713651414
3,65.6725167867624
4,61.10572662163142
5,55.53981391637606
6,63.65734948994766
7,64.75080548049013
8,43.23710403876177
9,61.6135980125305
10,87.33388033973877
11,74.16705976814245
12,64.88900148811817
13,65.10898222690547
14,63.86718834011743
15,59.16262148555787
16,52.27748600650057
17,49.32375334763427
18,52.44727113544974
19,63.90995662999216
20,54.727994866177305
21,57.602786387676105
22,54.77176537008672
23,61.44335639186995
24,68.91219226305616
25,62.66010388130981
26,73.33618484332236
27,65.77144513843076
28,56.31582952257105
29,48.22154542154218
30,45.27833637866196
31,50.08662395036258
32,64.73023460363918
33,48.27848684943531
34,67.63835818649831
35,71.9413420022077
36,51.861119145533515
37,63.32060291023045
38,56.18195469431479
39,67.51667359097185
40,70.38572691588163
41,68.93556289740795
42,59.40157539246212
43,53.74752308856304
44,62.86976871067116
45,55.827226173495546
46,75.77705966980282
47,63.06058968764549
48,67.48563187666454
49,70.04660276601702
50,48.58997847294858
51,57.05910650002112
52,72.35156729562391
53,71.16787839363052
54,54.05401856211102
55,63.139506744719505
56,64.90376140416093
57,55.07340371033223
58,53.36347748111299
59,58.39699949502097
60,64.27251830794363
61,68.01299548965129
62,59.94482810341271
63,58.97059234260782
64,70.31194096711782
65,58.434985932388315
66,71.37862255686545
67,56.45039580896549
68,50.720936878394475
69,72.41913791977593
70,63.635588587789734
71,67.26345803462728
72,68.20252708841599
73,80.86545695557936
74,61.9370409641846
75,51.959320110805926
76,67.70727837365168
77,65.07678180301859
78,54.57727895641948
79,61.731880404166034
80,63.699068000615995
81,56.92565242699118
82,47.74657081136936
83,71.02164878363665
84,61.789982713708234
85,66.90917001307012
86,58.864340776940125
87,54.321413740328275
88,65.22152250229733
89,60.75640888558112
90,64.86891183985058
91,59.89481421928036
92,55.52577767829349
93,66.87173232557252
94,57.24575369345803
95,45.13196712287504
96,51.60944387655262
97,60.99676642003864
98,60.27311529886789
99,64.22013747952371
100,51.38176361275116
101,51.61832154733172
102,54.700851625392914
103,58.22453151288874
104,58.405881234505706
105,65.92167259782782
106,61.340663748752554
107,72.37249022631352
108,59.55163119345063
109,60.31905037329189
110,41.817744258374034
111,41.34555404213375
112,59.19962637929134
113,50.19044985010248
114,59.84764754453374
115,62.94507501451779
116,63.433097709871824
117,54.98249958730348
118,57.696843207944326
119,58.16272907775501
120,53.71672814105434
121,78.00186829373787
122,49.03961641231253
123,68.88471507326115
124,45.99323930827626
125,60.554339084381084
126,58.59535859983825
127,64.9633048716219
128,62.30298234001453
129,40.74485135652265
130,82.6173010036167
131,31.766306794195238
132,72.67208299708972
133,59.65372900553542
134,62.04915697569508
135,53.85382384074143
136,80.01256694525507
137,58.04470409796225
138,62.931031293451696
139,67.14306468366505
140,71.1410761898871
141,48.9876925009052
142,65.08480258324478
143,49.39881572607285
144,58.16363358902197
145,50.665331308203704
146,70.0388555148503
147,48.603325171100416
148,51.46024744652915
149,69.88335941867136
150,60.567884215079154
151,59.790031663568136
152,66.71479650666711
153,58.11082833374124
154,64.97101285175542
155,51.51781144728523
156,58.12047523446265
157,41.74041248885245
158,51.52535977297398
159,54.57738313597759
160,60.0837842844466
161,45.58178002502085
162,58.29923991023432
163,44.80897525839295
164,44.75269606279384
165,51.615010750919915
166,65.2157493534094
167,65.08001776670856
168,65.9538882487245
169,51.0600248120339
170,62.78165515697374
171,53.05610503615678
172,57.60516902961962
173,79.3622202142784
174,67.95599992271418
175,66.22495741910414
176,54.37441557265644
177,64.23422098597092
178,78.04278959826398
179,66.93649842334176
180,75.26262016343073
181,57.19087792080455
182,59.592247713653876
183,69.38766025767639
184,55.187975676413124
185,73.96691036671437
186,60.336655640705814
187,60.31024636358038
188,64.28453279036422
189,74.40104344104307
190,68.36563840628688
191,70.41682321654665
192,66.34251474023958
193,50.01750096074119
194,64.5175527396599
195,51.07819983478495
196,68.58630501253776
197,55.482682959194705
198,62.394954878100506
199,58.02843099362922
200,65.54075658011523
201,62.638718449503635
202,52.851904709416075
203,41.26341422187182
204,78.35989204798382
205,42.3874632685309
206,68.94721458279649
207,75.65403709612804
208,72.30318968042063
209,48.472574774077806
210,62.31714117367375
211,46.831915436607126
212,50.715932434247996
213,55.6755417401468
214,49.073522230370045
215,68.34634080471994
216,53.73022949134502
217,66.24506843282286
218,70.62401123514877
219,80.85626509016703
220,74.51208576776239
221,67.48214376574423
222,54.52660789077027
223,46.635571914362345
224,69.36728683995844
225,46.00054389479813
226,50.62407072421596
227,72.0023653917964
228,41.269143323585816
229,51.781774101614324
230,45.29232482563741
231,60.59952856463435
232,68.25454557006773
233,56.80973463609552
234,72.56146080563862
235,64.75114256635189
236,61.6109738175406
237,71.51469298759206
238,73.19916923141582
239,63.413127507629724
240,62.32266711205941
241,53.44907379998039
242,62.66942338536018
243,60.09728169048578
244,66.49024939175615
245,40.706675363414874
246,64.89625396636555
247,57.652629360302676
248,55.77812026682169
249,60.404875101211786
250,61.118438924390176
251,60.016324390152036
252,53.376393703577484
253,65.10098431511027
254,39.50278930716214
255,57.30542829537493
256,52.6474643264341
257,54.92302971600008
258,60.11409963085143
259,55.192213340973176
260,59.49993289254483
261,69.59344810422722
262,62.899763306789815
263,81.00267114740191
264,49.79411448901085
265,65.31360703039662
266,51.38266183927373
267,76.47217359491
268,71.69976702569829
269,56.752315848921455
270,63.12862750722034
271,45.51952832543615
272,56.79100310976515
273,72.26567159509091
274,43.77716676155943
275,52.50999592906994
276,41.918696588560486
277,73.17495992972867
278,74.20559264944188
279,71.66867038107229
280,57.245462068357305
281,54.702955762264814
282,50.23024173287056
283,52.225330697491344
284,59.37216679611196
285,58.11689692470533
286,55.41406528656387
287,61.929637310506784
288,68.4096402705342
289,64.75242831632922
290,65.85464295276186
291,57.85172843254395
292,67.89048710043693
293,54.05150034331594
294,37.96207000493675
295,59.90181543017395
296,60.749853756978446
297,65.0121730814879
298,59.74051593784966
299,41.06347455165377
300,38.07920759693728
301,67.40133913151429
302,62.54330085214185
303,52.7379698014609
304,63.40880123565482
305,43.92547540268489
306,59.84225181925657
307,76.3694528128769
308,63.41146964329543
309,59.420162395355156
310,73.35612786192587
311,56.281055633381285
312,55.128291488792215
313,64.64449767120128
314,53.56601365292995
315,58.411821907456456
316,65.27656235054076
317,69.08241891102746
318,63.34553707948424
319,58.99059713505151
320,54.31197798762539
321,47.27904089715219
322,66.90361441753753
323,44.59021956086231
324,49.47698427045122
325,51.33261477526483
326,48.91371338324143
327,62.60841532014522
328,67.13621980745256
329,53.23089011931837
330,57.030757810707435
331,58.28192622412243
332,87.10200341338172
333,79.14000481276001
334,49.66660299102255
335,44.207813091833664
336,58.64064612444291
337,54.45435050682359
338,44.14703333023194
339,57.177303299781116
340,28.33862201338039
341,41.383052544511074
342,49.57471615835987
343,51.41383470071512
344,56.21481431048329
345,55.900276281377934
346,52.12803759220861
347,57.79112728196391
348,68.7377001664664
349,36.16499094012736
350,42.0398758090288
351,55.689113538030526
352,62.042593106059186
353,62.01213477455472
354,52.9597571352708
355,59.4983705955357
356,64.92429361437985
357,57.126625679455074
358,79.67088187479014
359,52.66872151402445
360,69.08571650669278
361,65.99087898845836
362,49.43948874488427
363,61.961002971939884
364,64.07702495184284
365,60.12255273970946
366,56.540482710613425
367,52.40993925310272
368,54.41062965678005
369,57.20604494174183
370,55.27031585502937
371,61.10491849027178
372,76.97481565393855
373,69.24545954408711
374,73.68474047234875
375,54.96523961115741
376,73.09957681081825
377,65.78317597310387
378,75.49500504302667
379,66.32191477216173
380,70.37467560428894
381,66.748470138422
382,62.00936921167449
383,44.34729543416147
384,85.17042736363669
385,49.513821621695065
386,72.11886131612751
387,41.98672821177833
388,61.30531749322871
389,59.629036727072496
390,63.96241419155642
391,60.27543092071004
392,50.31941464484232
393,60.29266668944815
394,64.23519330608413
395,79.42091215856614
396,53.47176742054929
397,68.66180858423515
398,69.84527809980666
399,54.176884769145566
