unit_id,JobThroughput,RackInletTemp,NetworkTopologyHops,do_cooling_setpoint_controller
0,14.124388154310353,42.89190960984439,65.0612224258883,45.0
1,32.42489722954593,52.45723361600512,47.92226948348396,45.0
2,20.931645925377357,36.8596240009832,43.4064335174798,45.0
3,13.5903947021888,44.26295138677018,59.168645286885635,45.0
4,22.902390705253282,59.25981019674808,47.84190210458319,45.0
5,1.3126435977468804,74.17760050659625,54.166440164466,45.0
6,-0.20478613388341205,75.89280267163367,43.97859722253453,45.0
7,2.173638921976318,60.24879491475403,57.962785683454214,45.0
8,6.633524595335694,64.0634311060902,45.99803261055854,45.0
9,30.80793075025584,55.82678215193898,43.168559295201106,45.0
10,6.569315879176199,61.57088793249712,58.33000836536058,45.0
11,11.616414821397584,51.7997784315175,30.1881374685719,45.0
12,18.72736478451979,46.067814803454674,62.102347508031436,45.0
13,0.92188851401718,67.93981797859338,33.596136304290155,45.0
14,12.394580392856831,60.82055706116904,51.528029555657945,45.0
15,27.936503979780127,26.405745922879728,38.49575208493003,45.0
16,11.133676276977909,45.64335406329148,31.071959742337853,45.0
17,13.276500604186005,59.940556676677545,40.25906657124714,45.0
18,20.274055943083713,49.99743992641649,74.95753755116507,45.0
19,19.588840956499215,40.22816011228882,47.16115473954318,45.0
20,25.1418764184248,39.46995515423126,69.02065764849185,45.0
21,25.355782913063596,57.54782681988455,43.78569640462231,45.0
22,20.380292000018493,36.520978525630156,41.6002308578913,45.0
23,4.2417742028755,71.79499769673407,66.93095273130041,45.0
24,18.481684328950035,28.68120371748618,62.99198819593915,45.0
25,22.974579065663626,33.96442486513206,45.17753155299701,45.0
26,10.617890664446335,50.032674422049595,70.35023043102272,45.0
27,6.893975933599409,58.62352732222889,39.95134943650292,45.0
28,10.764391074852151,56.00185595412659,63.22971749458039,45.0
29,8.44522964352102,57.59674698927199,51.01994407146799,45.0
30,4.144265321562964,63.58640790797056,38.861460530915245,45.0
31,15.478848643821014,52.84021930644669,36.75384079991917,45.0
32,11.312814843337824,55.656126502619045,24.744298588514006,45.0
33,13.201232322811354,61.51206498130956,45.37410384366499,45.0
34,28.18277566330285,52.4704352172376,51.60087164490387,45.0
35,13.780318153285922,43.0685987288579,19.256325015669404,45.0
36,24.30658947792694,44.58537845805674,62.85677449766516,45.0
37,20.834715957180883,34.556185469908684,59.31346440504798,45.0
38,14.036624092644143,60.96570629142122,60.02346294355212,45.0
39,10.802374014017108,51.04027513602258,37.23701170359351,45.0
40,19.09703991747638,58.27338990062402,46.57995322220096,45.0
41,17.12944016255401,45.010565297913004,59.4578180380808,45.0
42,2.832905725978997,59.41623305750416,53.58433663371067,45.0
43,15.80846857902365,45.95706741470777,59.70742179787844,45.0
44,19.933646625719117,47.9166495568831,63.49369106387264,45.0
45,24.70587118706543,45.73072033177779,42.03350927432416,45.0
46,14.210754426181749,49.90849754084367,79.65953430569085,45.0
47,5.651782748878093,47.75483162420844,35.028240378968675,45.0
48,8.773927235676307,59.82931128438058,50.296144093249225,45.0
49,4.045748255226043,55.58201071810737,42.769657924296084,45.0
50,5.721561325968972,59.53515715852013,56.0058508404789,45.0
51,-6.902812679209602,76.6783749287906,55.058183950593666,45.0
52,6.35786849042834,60.663146951123586,64.09805038399631,45.0
53,5.205840029060886,55.05842668073323,58.33625314520695,45.0
54,14.420238560041906,47.12185393174069,57.9579698978953,45.0
55,6.334915448035385,49.58292077321575,52.60722916206789,45.0
56,5.394312353468689,47.8313159075042,42.40726644929222,45.0
57,4.815887393725336,69.3783507591224,44.96965310310911,45.0
58,0.7585006736090945,79.43290515502495,41.22476091809442,45.0
59,7.524782334673933,54.65194801942434,44.20131563295436,45.0
60,34.121533189325675,52.32799113758793,29.93616124790569,45.0
61,37.99764793767457,58.61080068094533,45.917561293063045,45.0
62,11.843261787575205,56.30772716072781,51.17226503463527,45.0
63,13.341871495585107,50.49469221415292,49.58191548248821,45.0
64,19.632408096230456,35.06052039172204,65.45705729100244,45.0
65,17.173429198919614,41.20339043866617,34.72092934833077,45.0
66,0.7591498015954347,62.35215040748419,58.70077352765822,45.0
67,2.4339230386395347,51.82936911386978,52.33230317917566,45.0
68,19.593245180296243,51.02903046406874,35.53268938359793,45.0
69,4.463568753132471,49.80787612724657,46.415931489752936,45.0
70,10.946664167398831,53.519218347092476,50.00529684372866,45.0
71,16.9013177968718,58.43750752625907,56.53504681483365,45.0
72,5.215697921317282,69.17498929383282,72.92133811037627,45.0
73,-1.594713850262505,78.25600156655186,44.181379414015794,45.0
74,11.594012375741336,49.39833081339411,53.33783442685137,45.0
75,8.798235981112132,56.56568380529874,42.23361023821718,45.0
76,9.280453144848591,54.528085723977206,47.549061634989144,45.0
77,50.9119467039589,76.14169034598392,19.76342363214761,45.0
78,21.993931949695128,36.05920702344958,64.17020351535184,45.0
79,23.930640527120772,34.89247637060888,32.3046323782546,45.0
80,-0.3288779995306488,60.29771657765877,31.180355362021004,45.0
81,12.145732214348072,60.11095419737383,45.399498265665066,45.0
82,27.277246030909197,53.46769136375623,46.44237911901904,45.0
83,14.444933532225837,62.87774075278903,52.24003321646873,45.0
84,12.89186629366875,54.07410650526321,43.51165923064296,45.0
85,24.019384645540228,54.95433844232917,34.140022818993394,45.0
86,15.813909021130463,48.823682557648326,61.660234543984245,45.0
87,23.816888257246713,57.99993455482035,46.92724905240566,45.0
88,7.44350482158408,47.67042258686577,54.69778928139948,45.0
89,1.9254716240870478,62.04300422057279,72.57789935168036,45.0
90,12.555771043000446,51.73167782515441,53.24542258392485,45.0
91,13.77469792022052,62.650546329470956,40.74078998701985,45.0
92,9.207275122177837,60.866691853538015,55.844203892769684,45.0
93,8.830632168971935,55.54174075403536,75.37242546106033,45.0
94,9.6369353488598,56.581094053359294,54.92814113846829,45.0
95,19.794132256252492,48.64556244778509,21.003567258281375,45.0
96,17.842652197476607,32.809906435422555,56.56035572961675,45.0
97,22.218908168257876,31.786695864682205,67.54067273654245,45.0
98,-1.4578064226709202,63.799764965483895,64.60072153901648,45.0
99,4.411638804447549,74.43465448995798,56.84092195583124,45.0
100,18.062372778211635,51.71945050056098,53.12687767452306,45.0
101,12.71154086628641,45.17224521957381,72.13475706226103,45.0
102,23.70949784956592,38.68416584013627,57.625014772837496,45.0
103,17.414799464080527,59.223398889819705,40.64476144384622,45.0
104,19.073550597397045,45.84990975164953,67.4665948299418,45.0
105,17.17948676713085,37.8328725048043,56.086110432075394,45.0
106,9.45690192678524,52.07946330422773,61.294038710866246,45.0
107,11.858329277300019,60.606253764082105,61.95567035918411,45.0
108,4.026900086076589,53.631572361820304,50.743855772982485,45.0
109,10.878268580455035,58.72694645508457,48.27743906943337,45.0
110,26.70876884241257,40.49237089133849,39.63808801157604,45.0
111,31.40576151289872,43.48940819477178,55.41610650202794,45.0
112,6.45049051103974,54.2580768876171,50.89318356995425,45.0
113,23.48780529689978,35.91016299070951,44.10564147741798,45.0
114,14.117365934210987,52.52500836438474,56.209868796937286,45.0
