unit_id,JobThroughput,RackInletTemp,NetworkTopologyHops,do_cooling_setpoint_controller
0,14.484287953929758,55.60707536212539,40.834649849408514,57.5
1,28.27734591454958,42.93881104162395,56.06591503907174,57.5
2,20.38730001297064,65.53323421956375,61.902103548542016,57.5
3,26.40258664547605,57.60286462437442,80.91621074033205,57.5
4,22.41944432507056,48.30748544269107,18.273199111957926,57.5
5,0.9329013399925055,64.86683207016002,58.4452898713014,57.5
6,7.744645901266768,62.0288018992841,41.03886418544735,57.5
7,33.976617332424915,29.285089502241,52.71441285239182,57.5
8,7.103244817162075,63.206703712110794,27.614452433805717,57.5
9,33.7847136202485,51.41322981177304,42.607587950912674,57.5
10,37.08980097703074,48.88691605274856,39.27903445949703,57.5
11,6.725635136987055,57.7979645006497,43.15743536392228,57.5
12,19.554799189483543,47.709900296648435,47.48027785440851,57.5
13,19.840908902287104,42.81571464151402,46.975953197083705,57.5
14,23.065839083569518,54.967095330035036,71.93713032191283,57.5
15,15.48142357207838,54.0930492365127,63.33341654860288,57.5
16,19.936579122607313,50.196796456237465,64.41578206720133,57.5
17,25.48451826063398,40.48544199765723,56.222273285395985,57.5
18,11.704007680057705,53.127242969032835,40.77216767940486,57.5
19,4.1110633392706,65.90979200284681,50.98187088157741,57.5
20,10.260482275750059,54.09190313905212,64.17445369841215,57.5
21,14.98514606112756,53.60771361500682,59.16520150384268,57.5
22,29.508449912359094,33.73338110806354,54.993208004142225,57.5
23,8.499040948542085,52.55410437705561,48.53928498786157,57.5
24,13.337499943905263,50.35543696320149,42.4348536128542,57.5
25,47.45455108745433,34.52608965388517,35.10806740320777,57.5
26,9.201106279597656,53.724925940845985,47.67014079094038,57.5
27,26.478929964187497,42.61372194236573,40.2192717680606,57.5
28,11.048923945688415,50.03935502771144,54.12124907699556,57.5
29,8.837065813243509,74.70431678382202,37.14909271139208,57.5
30,11.00563497022577,66.5969204099601,70.5852962685741,57.5
31,12.243875442064445,45.01042535478473,32.26642985258809,57.5
32,30.49205116784197,30.810484278176435,57.06330475166336,57.5
33,8.601072765215331,57.212933022241465,42.1143194933446,57.5
34,32.787929913404916,50.705658949106414,68.22494464148878,57.5
35,6.368556033888697,61.84051327158213,59.63385604570969,57.5
36,14.469433214615501,47.01051497647784,62.76301800694198,57.5
37,8.112597537551181,49.850602559347955,41.665791331533796,57.5
38,61.19367420546127,47.41159985423437,53.17886035541346,57.5
39,2.4859416946788553,63.95331705035085,38.192525733367425,57.5
40,2.8718384660187395,69.6713409514443,58.00612955486931,57.5
41,27.610700506796054,54.36392096689141,57.52658629937733,57.5
42,10.514429037117194,61.13840491090439,46.1057298514285,57.5
