unit_id,JobThroughput,DiskIoWait,RackInletTemp,CpuClock,do_io_scheduler
0,13.977026278689337,102.38729384682208,38.828825316231224,63.67556187482954,100.0
1,12.322832180764337,101.06020485574531,60.96803212638896,64.21599980641686,100.0
2,27.000078640780558,100.05759893541146,52.959394174485965,50.801377694698054,100.0
3,34.32272064375246,98.42888151836816,45.30455030683014,36.83437785043256,100.0
4,8.161617938776761,106.29720277056968,59.31077250436425,45.393549527076075,100.0
5,24.8767278151767,101.50487014968614,39.08306428650777,41.5665528807202,100.0
6,13.272934259125075,94.82827447003972,52.32915074514014,55.17071474289732,100.0
7,2.147215417457205,100.16473895358989,67.88831783782597,27.202432574732,100.0
8,17.408779212873206,103.19623190364912,49.17400997508887,53.98713991903887,100.0
9,29.515265429185618,102.02561519280349,47.851798049777145,53.95559058409395,100.0
10,14.202261147900776,100.00374824066095,50.700643175803215,47.82520326561591,100.0
11,35.59469850170889,98.1295394336339,45.27563011198476,32.98588208752129,100.0
12,16.888238754992834,103.32966938689196,58.44104102033739,46.66893266349772,100.0
13,20.21185609420935,93.91238199384325,42.22318431438324,58.21461303410027,100.0
14,16.40868365886811,97.3575723446176,56.36387230761789,57.719480752835835,100.0
15,12.560896318834896,98.65251680938086,73.94473930347685,56.68453472066526,100.0
16,3.8928848829039397,97.3012671100892,64.43726114818735,57.585543623431434,100.0
17,0.5990806882659427,100.51726425856158,61.35864447767541,64.1035396411494,100.0
18,27.88960922407205,105.64533550119066,74.6798947231854,35.21237716798061,100.0
19,9.676411911157752,97.18582503637835,47.53609752073682,52.408746818932094,100.0
20,3.265711118607145,98.494817665779,77.92800070418315,57.417011877496655,100.0
21,17.074787739429752,102.48513738544578,59.287843061220414,41.31966283152147,100.0
22,24.884207055963316,98.48229058262069,30.70649994229449,49.33324141500068,100.0
23,18.374723460501105,99.51719338949603,53.17916948453559,45.93933273406084,100.0
24,18.930565328495764,103.8004307522497,49.96928102371672,58.351708266590315,100.0
25,23.878379854929918,98.72560674915782,54.282310106653256,34.2276440511064,100.0
26,13.003148358181523,101.99120251162142,56.54409151384577,50.39214677622036,100.0
27,17.61864322397441,101.55965131355904,60.10558220133758,52.28783347095486,100.0
28,19.838845788779565,102.08279038631787,42.05744193689545,43.156365418641926,100.0
29,7.982604789819312,100.84356736371443,61.06412578800358,54.545255210642416,100.0
30,9.813624999786526,102.14237180067838,56.5787019830031,61.19716938904632,100.0
31,35.69217933694033,100.98722951365842,30.89745408964918,71.43730507206864,100.0
32,13.017371998353617,101.7936377417047,58.70927086619602,58.758690410760984,100.0
33,8.923371011208967,102.33081404905302,68.01129272407465,45.70051113171982,100.0
34,13.97013297197214,99.17834799071886,52.568054779861384,46.212984106663995,100.0
35,12.587359927064837,93.17093677860768,58.871840851203174,42.59345005333047,100.0
36,26.400732850363795,101.14675741002749,65.64384511655076,56.04329404321905,100.0
37,10.069063162110512,96.68556767251623,60.26576279255121,62.387064488960824,100.0
38,18.45112710492029,103.50276463022708,49.61871479503974,51.79683603514887,100.0
39,16.904465964149054,102.35834401304571,47.2890108396642,59.25607780545358,100.0
40,18.293476651228335,98.52862726525868,47.97475105005201,41.97435260499966,100.0
41,8.066712846483101,103.57631216862748,63.58469649697638,45.52781010156761,100.0
42,18.739579150600456,96.37822949365929,50.186506035753894,43.15553928378452,100.0
43,0.4245205587488723,95.92894322972086,60.3131359859908,47.459450301266266,100.0
44,31.836303013145415,99.95501022108702,58.786937561628974,59.19684497057173,100.0
45,3.7961724131563073,96.72594147613219,69.34204230169013,51.26485267347114,100.0
46,11.58145218376739,106.09902154161482,45.85144496935049,36.06415637121849,100.0
47,17.26686573533731,103.05010931005847,29.83905784183666,55.06845197590788,100.0
48,15.177975803658637,101.30101771086208,70.67372034360565,58.91715288245836,100.0
49,36.468741215688176,102.2744393249825,31.690303955271567,52.96723561535753,100.0
50,20.322589226582302,98.98171427052638,52.13877338703695,40.274213870745605,100.0
51,27.071603010494165,103.00545856629454,46.73676338463365,43.33158111442143,100.0
52,29.664276526960865,103.22370186104067,54.598630336845545,38.75847323463381,100.0
53,10.968016143054545,98.70229078483533,45.184922602289284,60.1440201120796,100.0
54,21.241571378752653,97.2868300392176,47.07869648561895,59.92306316259434,100.0
55,12.295360393676962,101.87358617086505,57.25563626619361,62.55414846789137,100.0
56,20.19854558530781,103.59139264750591,41.210701311505886,52.316530783677756,100.0
57,30.46277864846246,101.60069684176963,43.611571463792416,50.30979970444667,100.0
58,22.959128516538392,97.26064224079778,35.47004536451501,44.187653548968754,100.0
59,13.691325349001001,99.50888723829921,46.88786257281636,48.615995325481684,100.0
60,21.708294362682835,100.52732794514496,51.322799343792305,52.5042966971365,100.0
61,21.43813623554106,99.94800386823002,51.444567326535626,63.03296144804531,100.0
62,14.082732618804389,95.3013576236095,60.10195958426297,44.22881316913598,100.0
63,19.65987399611645,96.03829861830069,54.76470498908463,46.393992631257966,100.0
64,16.68331630822228,100.04283296437472,48.709076106297985,47.67408059936556,100.0
65,20.152485867240152,103.36024176935182,64.61615716328988,60.096918419035724,100.0
66,18.788752409221576,98.1159568074086,53.91861305469323,39.6877547865346,100.0
67,14.633925871841505,104.7133962746645,60.95941600703288,46.60570652012389,100.0
68,5.017529689047273,96.26418404329115,60.85552324329724,52.93519880212929,100.0
69,19.743946428089053,98.71305307308786,65.00997847922537,48.31311921487411,100.0
70,19.177355474146218,93.51563072853125,56.0680842587142,64.76436344029662,100.0
71,2.149207742047285,97.08328867500242,66.52257608120412,53.47053154232743,100.0
72,11.212241050495066,101.00587285638993,69.19239262622263,51.359859846055684,100.0
73,13.302759441334736,96.91989589865807,66.41465053049427,62.41126512125022,100.0
74,31.124148876994937,95.23750054510862,38.88758185556083,37.48686784990571,100.0
75,5.8861150869715955,106.99028018217741,55.70701180442255,55.04687507117825,100.0
76,6.970807216127408,98.61920783853654,62.71112760196396,56.72754638513921,100.0
77,37.84207384040832,98.2154206909947,57.707439250090346,62.93085940890661,100.0
78,22.84336835775673,96.19356831447857,41.44129000305088,56.99435595946659,100.0
79,21.614007682310017,89.90594392928233,48.92065949730454,45.70498560225397,100.0
80,25.99889428633806,101.94824914177524,45.766174161554744,46.07639990365794,100.0
81,9.03838257573785,98.44977216750075,65.2375940964437,46.15187060109034,100.0
82,7.924478505575104,103.93870925739411,57.145879215133476,41.974171678296855,100.0
83,15.65942665862549,99.18660568886393,60.99031964911404,47.13851991610707,100.0
84,42.38388085158913,103.35977243549024,49.548946582525666,69.89814011474716,100.0
85,8.814399913710744,101.60734197183407,65.74355241456153,55.41151324745733,100.0
86,15.86303537061316,102.14854351882941,46.99198340386744,49.31906297718951,100.0
87,45.83992148709809,96.80542962524022,48.713986154376364,51.97091846913709,100.0
88,7.69639078191281,101.84402536626217,63.49364432711584,51.00127766487159,100.0
89,8.32307990410161,103.89156255495217,57.26067487863924,54.25138011338261,100.0
90,23.609414862478136,102.73401433250251,49.92917211226414,45.126303577075745,100.0
91,29.981569451902192,99.10292561338667,46.89278519809866,52.62424913627059,100.0
92,17.571702419146174,102.82555795261777,57.26896908030765,54.128987460651075,100.0
93,14.73303495925932,102.95104306675266,47.9692300639955,69.04888413339428,100.0
94,15.92063843525041,99.44842886784849,52.66957602572226,48.29590551280578,100.0
95,17.35838017967325,98.11166255364695,57.671006150971586,46.60089738109984,100.0
96,13.576064335068889,100.87296633913844,52.55092247791593,43.3503148665041,100.0
97,26.44245333021796,98.89843171736374,44.76309918610558,49.14610025891357,100.0
98,16.751446001463115,96.01047885617452,59.32390346327224,54.71316609755991,100.0
99,26.666421495295527,95.62065295141663,60.86772992295782,56.060276949487005,100.0
100,14.175271616494198,106.837810486098,61.8520220603518,59.68196175144025,100.0
101,12.004796968656612,102.41814397219832,47.84534166353243,43.67738048795483,100.0
102,0.002307931830909382,100.99117868847779,73.83754664770628,51.65052266845876,100.0
103,17.770199512013292,101.0344547838979,64.99687351878268,55.93837881498604,100.0
104,9.217399914539804,97.37343281704413,61.51020147325909,58.93248467302755,100.0
105,13.01776438796725,99.36766330614896,64.57868912284306,48.94311167402826,100.0
106,17.96848749303779,100.67192520966671,55.694150729227246,56.26399356851842,100.0
107,35.4329425291389,96.5981605177058,39.663609911316634,40.929812245360445,100.0
108,-0.9623093522491013,101.46560284752782,70.3102955629079,42.61681811774225,100.0
109,37.356839876199935,96.342527831561,47.747306592573885,59.155110096033006,100.0
110,10.427882173178453,97.38049378377188,55.554374866818264,37.03540461404082,100.0
111,3.4105347066272733,94.78380787787061,53.86572533664527,58.83295879491134,100.0
112,22.109316063888674,97.57096046954635,43.61430803173657,37.230402172532955,100.0
113,7.8676887732282905,96.11437046296116,64.25338244826325,42.92297908357109,100.0
114,11.825109223057773,99.60768983663469,54.73389166213755,63.4803049770871,100.0
115,61.822762518988576,99.2280963878349,21.953388578942818,48.09991850784186,100.0
116,5.030703069064296,100.02708030668565,69.0224702818461,47.27346142854855,100.0
117,8.536054181783342,98.81004902515932,53.1439771003902,52.71394864539758,100.0
118,-1.2867069098171502,104.17558757911777,64.80726748820412,61.37183113822587,100.0
119,10.008424659044874,99.78195417042308,59.676448252816584,47.63572160317436,100.0
120,18.232731951199693,105.94580512339425,45.191341908068296,46.96482647022412,100.0
121,17.83080071699447,101.84219984238243,53.66808274197011,51.782933638524014,100.0
122,20.47208903708835,99.17560600985294,47.11394191166541,57.19810271988113,100.0
123,13.909162057136394,94.41224217892675,60.53429444917235,58.28817676073959,100.0
124,5.449118348201157,96.95844773255828,51.49996179386957,49.58919481970408,100.0
125,16.511609426723652,98.10114522376111,55.18638287289577,60.766714334275704,100.0
126,22.673332711008126,100.45823125518041,42.89437393080862,55.824310191164585,100.0
127,16.64413822013676,98.73549443191476,49.51028614930284,46.850277240220684,100.0
128,18.114618455660818,101.3954239420325,46.43374599076303,54.41119114514564,100.0
129,15.550535000268614,104.0400002148144,57.50545687457955,48.620001183264485,100.0
