unit_id,JobThroughput,RackInletTemp,CpuClock,PduLoad,DiskIoWait,do_pdu_balancer
0,31.20353669742976,56.51059594729022,41.12397418657055,63.47127553424802,54.95281283220988,60.0
1,18.846431913018744,50.683913472573906,45.72685489343399,59.686697985650504,43.72829911536731,60.0
2,4.117029847097213,69.63155182835159,47.103421443745205,53.44854225739911,56.761712064913894,60.0
3,24.520196173403985,26.370987477638213,33.31134595456402,61.622878598508514,52.77492166534921,60.0
4,24.42061911661539,33.43001049406707,50.15888289267588,55.15058340091056,46.50682053167516,60.0
5,16.615684928013682,59.250425375990815,66.76684173101309,60.13723950726577,27.27520315900969,60.0
6,40.28616341503505,38.24901442744289,53.35736271640889,61.93842625957021,48.24702133787401,60.0
7,15.105121684715755,55.311825156111205,37.41452720568193,63.03731215230085,66.89527356196429,60.0
8,6.395014268849983,74.97904651256185,55.792106315209494,61.6027974670818,44.341417153188274,60.0
9,14.848287881045422,39.7855254387989,56.53704735578394,62.418963196274795,42.46348250960112,60.0
10,1.0078447355378097,74.59471551447709,60.883280183859775,60.735458040325014,53.99199332060239,60.0
11,17.754971436686716,39.728299808833846,49.50059687554955,57.703649619402874,51.03808464605067,60.0
12,65.57563140905351,62.41330053117104,40.69283901239417,62.69141960321002,50.660607235567845,60.0
13,15.992039296317078,48.84253278597571,50.85895709470381,63.550174480488515,72.21613698455145,60.0
14,32.92562579209516,58.769952760578455,38.280233222091574,63.106816292696074,14.318684250694343,60.0
15,18.988489143169,43.922746208276436,60.7344995927106,55.53671868807687,60.99467696376328,60.0
16,7.135770461528935,65.1157892229505,42.50445114270675,61.20031815886615,52.55243919062002,60.0
17,28.415686719750894,38.426278395915865,47.777887409623716,64.3331305998606,49.05138736536006,60.0
18,14.856160801089027,49.719651841687295,37.44705537915214,66.17709922572882,61.18606283465184,60.0
19,20.91449891957757,44.19343249147581,46.15552101454633,58.366780488669335,64.43031727001176,60.0
20,12.130169915605546,67.62418838046456,59.17354593429876,65.24750776813951,38.446131622063476,60.0
21,17.65240247617188,47.17220262163872,47.975151312653026,63.39253749315474,38.270878848059326,60.0
22,15.314407878778066,66.02433299456071,38.612665796363586,58.13734671842071,43.531127377809675,60.0
23,24.413595311622462,41.82631943691118,61.329966455320424,56.802619214655856,37.720214540707076,60.0
24,-2.8219242307754193,62.91715480939263,53.70229237650394,59.59319321325462,43.60343122708744,60.0
25,17.2361406132061,56.71119650492389,58.9179100719656,63.75662130596901,42.6993404106537,60.0
26,14.052643155802228,68.36827243751624,50.12481929507032,59.926161176234814,54.618984553747076,60.0
27,13.394190386574454,49.87139554099389,37.898677475546975,59.11270465010898,54.59036337252836,60.0
28,47.389835705700264,49.66000022564596,45.684161842509845,60.10125743148639,47.03240619112571,60.0
29,-4.009620591035997,83.15536980985911,52.00718730306337,63.09525086810103,44.03375671804013,60.0
30,8.326017872160223,60.84151561917973,56.651843598768664,61.16545692163258,39.70789592771756,60.0
31,20.378603576019497,62.06791915877549,54.390957529480985,57.033073153288875,62.91926389359684,60.0
32,31.616936859115473,50.73564716147079,38.58996995660581,57.65635128590789,45.559737423347194,60.0
33,24.500020931428427,56.78715233323258,41.53451379167515,54.26516040835524,44.50940606127615,60.0
34,44.12681506170192,46.398847107415435,45.53715739124953,59.19847309021045,52.09091929497617,60.0
35,19.067932006433875,38.60868471592682,61.192810351382676,60.03972334865637,53.839653726361014,60.0
36,20.873180345071216,48.97280026871483,46.77873521414684,64.10202213264459,48.556768759612076,60.0
37,17.744028500780708,40.24518001386661,62.384453276015414,54.839810279284166,69.25682286730327,60.0
38,13.158338183431907,52.954601761653855,56.90576336955892,64.72104452993543,51.664849778164,60.0
39,14.702375731808115,55.47204408901291,52.92324808425085,58.60761531863561,49.98844891221239,60.0
40,20.294544299544924,50.82117250956304,54.05520256255308,62.51311364416421,38.83854976210419,60.0
41,28.485688428795218,48.68462485223014,51.084446221697505,58.23197071387129,21.628572520582672,60.0
42,9.24675988365518,59.4005780935125,52.90114784551835,60.56424384835186,23.790368095855705,60.0
43,10.937325188391089,63.443719733278144,38.59517221935854,60.585856221227175,46.35778465864178,60.0
44,14.369485050809898,54.27763543608222,59.40598693818641,64.31250883221855,46.57230167722291,60.0
45,16.763578530306898,56.70027844656104,58.8645482036432,64.23159239654856,59.439223999390386,60.0
46,22.20632996434746,40.297158723492394,51.82834765524754,57.67657771575895,34.5809310413705,60.0
47,30.411614187452717,23.965997959418115,59.7907914105564,66.31072728168238,56.14133471354899,60.0
48,15.073190180235127,49.3685970554785,37.907377882510026,57.662896717794425,48.027186730539576,60.0
49,21.727080779768567,43.61704249758793,37.80896653635525,60.373993582886015,69.30870204209423,60.0
50,13.139789831519977,49.16374703252919,46.40602658026271,59.26833941165105,66.96983723932206,60.0
51,19.326318059320048,49.168192417685766,56.3483302024665,65.70853911929403,57.01467298313498,60.0
52,38.959591896880355,39.03269176673309,48.20307841269206,59.398007819083816,43.390025967987945,60.0
53,9.891236137424134,51.060507562350416,56.38228112706139,62.1605548004883,40.478548664228,60.0
54,15.331018079678685,63.54118895254707,58.70445042548206,60.36709009299391,50.50129046355278,60.0
55,16.26490862126749,45.375274233925964,54.16971004924495,65.14179852065564,63.03292187257274,60.0
56,14.017360014595946,52.68275492788257,47.75026757704462,59.65234402378907,52.54819601046941,60.0
57,26.89827766045587,48.812341253501074,48.6682468261277,62.36740258360555,52.90773169842124,60.0
58,64.90581038860795,49.88647937332686,53.456096250794815,54.960269829098216,75.21575316771037,60.0
59,6.764639495107733,74.3124586260847,51.000310949781834,61.842608935949634,52.4109380524536,60.0
60,4.72420347044722,60.581439360496056,43.69809401679725,60.734943457037076,57.67758611294627,60.0
61,6.542550388247616,51.95056522888047,53.28241101852012,66.32641149106345,50.599494979354716,60.0
62,31.545211542681336,39.46021776278258,47.49823137359552,59.72180390164279,39.32091895485897,60.0
63,22.803741627689995,37.796655631665644,62.408294730082304,63.08976560238929,41.23472285734141,60.0
64,11.916413426421359,60.2253567874364,38.50238110036166,56.36106191932576,38.59483484945599,60.0
65,10.065088433414738,56.137202471254554,56.46303207822706,55.04814221735066,60.927943902312784,60.0
66,8.888372226621827,52.89166236247486,60.178753302504724,62.78036841312724,51.84752085891539,60.0
67,21.047099400441905,48.76580510380846,46.020092711226916,62.24177200208911,67.24640688501428,60.0
68,21.426953480117298,61.76913477384169,60.48247259527101,59.79376265573357,39.211945017970386,60.0
69,14.015406893167633,61.745414211181256,47.72820426230049,62.160605185893466,55.1005051661191,60.0
70,8.261325929915376,55.997768914303094,44.71531402840264,57.77249272593395,36.88923567910302,60.0
71,8.902131561765305,58.47590670941322,48.75682070838929,53.028645534041836,55.326908422989675,60.0
72,14.513315552194069,46.96436781489563,44.42543380536418,58.83966881321278,62.132450404247194,60.0
73,10.428364759830654,60.00112141855207,45.06119906836674,51.45577160949237,55.3077994068169,60.0
74,15.371849572210367,50.51447161464424,56.03770265481869,59.320098310002535,58.00632712422815,60.0
75,20.600425271495354,45.05220417972784,50.02027762652777,64.54953183614798,64.53750659633884,60.0
76,17.545851465661805,48.87244819956809,53.85702218920553,57.85369658267751,66.2069438493779,60.0
77,18.492229808494503,47.7354956262961,50.60714508718998,57.70387809160259,65.61971427287124,60.0
78,26.045644902012153,46.08670757127563,40.07739385616471,65.06618890687453,47.00572517303172,60.0
79,8.58921223338826,63.38363550660507,43.45782221902823,61.778753729313195,41.25667785276499,60.0
80,27.00498856876193,47.05778694012498,40.52607161727923,56.33966799284597,51.11880217591919,60.0
81,17.405405858335858,54.999180967454386,70.45335290507525,59.276827395588086,56.087488429036284,60.0
82,9.944680674606108,53.9793037727475,55.77066862292953,59.87858308158753,62.15177407254202,60.0
83,21.695418441306273,41.49764902884397,55.99448198029564,60.381356119154475,51.96753431653928,60.0
