unit_id,HarvestBiomass,NitriteLevel,AmmoniaLevel,do_StockingDensity
0,5.757688582868717,59.6225364321725,29.164606033769235,25.0
1,22.913707461561422,90.2951838866142,47.157360774029954,25.0
2,7.959267996153038,72.55870490550431,69.26105756765365,25.0
3,12.210628087107754,72.93766101605448,58.09827386516162,25.0
4,10.742916063472544,51.83770783565162,55.94499605853672,25.0
5,6.064879012052207,52.47068976847864,71.53921271307438,25.0
6,11.450363162269236,78.4295408361045,67.43103524067936,25.0
7,22.92904176422515,88.14960405056769,52.996505918627754,25.0
8,14.386945278071668,65.850154613788,69.53739882507261,25.0
9,7.296606001958333,59.56633871253931,72.87836678529544,25.0
10,9.88302763364913,72.53160853726735,41.396004509193965,25.0
11,16.840704728551405,80.63528742204879,32.03543272597587,25.0
12,13.018606150936453,66.03978894592969,57.94719586814521,25.0
13,12.615013116609212,76.50714936087567,54.68970296342631,25.0
14,12.798586555043713,80.86353622617199,51.04829202329397,25.0
15,9.163220625011023,62.326346857279425,43.42368386035015,25.0
16,12.026112583910562,63.50363991291475,55.406113367122124,25.0
17,14.960649695006987,88.1141295137866,41.66890378539138,25.0
18,12.089349723781742,82.97277076009973,47.72272176467789,25.0
19,12.143858361549013,69.81496617351344,46.7970613799071,25.0
20,17.582486860302183,73.96523638177446,61.699096412028354,25.0
21,12.675549304653698,70.76075872051257,60.22083825088113,25.0
22,12.048029564241137,76.12261350554992,55.13523455189183,25.0
23,18.964753532827793,63.92818227772314,52.567323700583614,25.0
24,17.99009231045506,95.98300859570136,47.444567759900174,25.0
25,17.147066518846266,76.79864286204868,77.22260288710324,25.0
26,15.090879471740763,77.33027571709243,25.170214124642477,25.0
27,16.395025286030652,92.77275693351656,59.08685889778824,25.0
28,8.491340679492824,63.25886329211195,69.27748646274884,25.0
29,18.214382853747097,84.68892629272297,36.16051188062831,25.0
30,19.511348427201526,90.22312247169074,46.34297906311799,25.0
31,18.34834174211094,85.53881277608953,47.5289053924015,25.0
32,18.039610570018603,73.57155379389417,67.66015721396323,25.0
33,6.757575989285371,76.22012468706497,51.15704376927308,25.0
34,9.073160803097842,72.0542696300321,22.338201601850365,25.0
35,18.138255224631994,75.98382588570458,39.136227151695444,25.0
36,18.5536645863112,88.76542626021947,47.97091437772608,25.0
37,12.128649367513813,81.4733365607714,34.44361745083234,25.0
38,15.387275661895588,77.41201153574978,49.27208630256727,25.0
39,18.85161293961433,71.09533008702007,33.82079284655785,25.0
40,14.865195663389967,83.2016646745983,58.804417436159795,25.0
41,18.62145579623901,88.13624817986091,28.627837894590755,25.0
42,15.612967195646647,94.42032483391043,45.71841481419313,25.0
43,10.506425095502001,59.16602354064707,49.217144180117316,25.0
44,15.414428162881903,81.89831577664748,22.860531801432376,25.0
45,17.693059880515204,85.30903983651882,65.63332513413972,25.0
46,19.434217279999515,84.52640167518898,60.34170128982078,25.0
47,11.665765929049119,64.14756305790912,52.12354817243428,25.0
48,16.811778189037714,80.23741280685208,37.214121556729005,25.0
49,15.346342807046241,74.12840135933348,43.23061997474489,25.0
50,18.618110566539507,83.48297120401092,40.765666914362434,25.0
51,22.043604871960497,90.48952842165338,21.625081729485643,25.0
52,13.44789258599837,62.08904696935601,49.07286480713636,25.0
53,12.684551132532574,75.21382377782447,53.252448587337945,25.0
54,11.951678108413795,68.26823421574959,54.91034065206264,25.0
55,14.18873448725778,68.72240822254466,27.07797367091337,25.0
56,7.255063600624388,63.37495370244893,34.76831538423861,25.0
57,10.176201129390982,56.79997354219085,67.96627680641261,25.0
58,7.560296741933305,72.2176991529041,47.26270712878422,25.0
59,15.91693566654063,77.56585091050904,49.95090225989491,25.0
60,16.382848374194317,67.21247240763087,69.80188206386377,25.0
61,17.112585100117098,89.73860381566035,54.642524962626155,25.0
62,22.74032418698782,93.60850532044458,41.44074477605359,25.0
63,15.881186144756565,82.15030513381713,42.01261754155195,25.0
64,13.380554987803427,77.50175345025056,54.35889296644964,25.0
65,11.670010142566987,69.82035538893014,50.76477900470654,25.0
66,10.574452423066244,80.14640782052378,32.083519642873064,25.0
67,17.160460742214678,89.74083012812369,71.6268387754768,25.0
68,7.835771328828848,62.450189830306996,60.517410327529824,25.0
69,1.2121557498952553,55.08632701330161,37.30946881719243,25.0
70,16.350949105775047,72.28614236232083,34.86512409522396,25.0
71,9.792462843048177,61.621622162316164,58.50831983076461,25.0
72,6.330885821680739,68.17669646181474,27.684727620522413,25.0
73,10.103280235596632,84.83685755680096,60.23529740969239,25.0
74,16.957921364005536,77.9850021468826,67.45982732988848,25.0
75,20.47125209045746,90.4659153825577,51.30850586325282,25.0
76,10.390728967986583,67.81532563693175,76.60699460628834,25.0
77,10.49963747292801,77.66613881705352,56.37043244371542,25.0
78,8.232270285881796,55.75851936972801,54.489088026141644,25.0
79,18.207058196982246,75.91307994678967,55.78028852684373,25.0
80,7.423442006648112,65.78522984522637,34.133424434235515,25.0
81,17.009082769095265,78.20736316683427,41.468342149160584,25.0
82,15.727834336600864,63.13590566910574,46.387215773163405,25.0
83,14.044785130443392,76.73085401693818,40.8881380393299,25.0
84,17.10739039071243,86.62079951360005,42.69341808663374,25.0
85,13.44035642117536,66.01755507699022,48.138796765953714,25.0
86,22.3547169730866,101.85830276217469,46.38321530404549,25.0
87,21.910479070811814,67.10057530316212,52.027452431800754,25.0
88,9.282159349338924,62.74118261712151,46.3086663949874,25.0
89,15.669886349229156,88.45258003364982,76.05720661967561,25.0
90,10.251384072059178,70.12287969247119,47.81402176259671,25.0
91,19.805943970193006,103.18321153256781,58.51128689458847,25.0
92,15.05267720640625,73.03561474988138,32.804506621319305,25.0
93,15.190922085004694,73.98007700314972,39.97149651313077,25.0
94,19.77370021469358,89.40404465259334,46.700568484187094,25.0
95,9.607426845787828,69.14635144527293,34.73407062030985,25.0
96,13.050835468927435,67.91915461305258,51.42569911158934,25.0
97,13.490002832210882,63.59322004143373,54.68305921244861,25.0
98,16.23854021381114,84.31767417283602,59.44343902750245,25.0
99,13.01991784711149,80.31692876408786,35.909330375455085,25.0
100,20.173296895509203,89.1105781797758,57.112607637147256,25.0
101,12.430266872709957,60.354957516224054,55.771733074669,25.0
102,10.649810888059307,61.20903385128452,28.832839819824912,25.0
103,4.0140114167525685,64.82065304344843,51.587675220837,25.0
104,18.242577466590024,82.42254475120053,66.76905437290215,25.0
105,11.810120749315342,72.03243055477047,38.9801306648432,25.0
106,25.13487670204524,81.01213441950402,60.56864755945191,25.0
107,10.55330332356511,53.704890881436654,57.86484440360058,25.0
108,8.403755538258558,76.00377918341702,52.75147795944525,25.0
109,13.13429212947963,61.42474965774904,40.992226954561694,25.0
110,15.320721850387713,72.7927220639331,52.62672539196226,25.0
111,16.55128221035018,84.5142519467049,69.28187927776969,25.0
112,9.38420250777438,68.28782702276705,50.83061265298059,25.0
113,9.903133634889777,62.38546975958532,29.562751656626304,25.0
114,14.32962796239048,99.39675479847723,39.6695644596557,25.0
115,18.707221761851986,95.66164562169249,56.260380280605425,25.0
116,13.257625852428843,62.80046377650092,50.4119568531712,25.0
117,14.32742814861561,84.98409584587534,53.2345785392179,25.0
118,15.361935395099671,69.60805048903156,31.096244258856395,25.0
119,14.035408340039355,81.91572045727267,66.34526904893364,25.0
120,19.245261060533345,87.90274124459256,75.74725864434195,25.0
121,8.373267781373432,64.8096649465632,36.24682059964046,25.0
122,13.766513018262252,73.15666312283531,65.5280355480735,25.0
123,15.852035171280328,81.89781836915277,42.68333652166463,25.0
124,22.11006576796269,79.90517138448108,62.31192555967809,25.0
125,14.717657018309161,85.88862758622977,42.19954821458811,25.0
126,10.614883500821378,86.41338552516342,56.450422868014876,25.0
127,10.731938361551117,83.70316318732364,52.33659829784986,25.0
128,15.051306056533369,74.33316942854482,53.91082067007762,25.0
129,12.820886320086833,59.49546134993609,56.08395627712147,25.0
130,16.301532594399845,79.36049224723686,54.49619939497575,25.0
131,21.482623090843642,92.2623496216435,56.224414780349036,25.0
132,6.450981426041447,59.28367992767498,39.03002466094457,25.0
133,11.875258657018833,69.21839299839888,65.63813084690862,25.0
134,8.93415917213707,76.59653486705365,40.698494566033766,25.0
135,13.718279222102133,86.68399076987836,36.93728069286948,25.0
136,9.004505711388383,72.18655589593949,46.17480546264707,25.0
137,7.442695969392659,65.71684892429467,60.79509664145497,25.0
138,18.518219082826764,71.95833146649277,50.32909273492188,25.0
139,14.15550385734226,71.75529752521626,34.108040303158425,25.0
140,13.448631591022444,77.87502867727798,33.133321277883766,25.0
141,19.279936050751182,92.43961190612274,43.11422233489091,25.0
142,6.254784028891292,53.602920203028056,37.64786055646439,25.0
143,18.683034592983947,76.37495157126783,53.51907844210277,25.0
144,16.739827520267973,77.6226083286657,62.89000119650139,25.0
145,17.25044764841142,93.86131183129191,47.158093104753995,25.0
146,14.596941744846767,78.75881371607399,45.16576491090356,25.0
147,9.291061244860526,64.44015042227176,38.37834340633439,25.0
148,13.099576562353896,71.28353250253689,57.23318420083141,25.0
149,9.153661230541754,70.9421013230383,56.409327517590874,25.0
150,13.858189481059426,73.88250269784062,34.350736837592024,25.0
151,12.273956653061699,61.52365970547708,52.2643696180297,25.0
152,16.870435465748116,66.04770824528973,41.5360014067344,25.0
153,20.298100784835306,100.5328943314122,27.354965283649985,25.0
154,20.89325308193567,99.82388491862031,61.80665738087548,25.0
155,10.87611528345413,72.84694254982766,56.21948762467972,25.0
156,17.385285848033785,86.13679897266823,63.48512853803188,25.0
157,5.727076801426813,71.14036513009381,73.26186883809955,25.0
158,15.871792085062197,73.8171038351438,62.47912293896256,25.0
159,16.3575574972376,82.88251819318464,52.7909881235369,25.0
160,9.100986043165264,49.06575165174362,36.89077652651039,25.0
161,19.368557682398546,92.14550612693039,44.73834569576565,25.0
162,7.490848331642935,53.82804302898276,49.40595124965985,25.0
163,18.079107478124417,73.69165567008483,52.41013522366548,25.0
164,13.074156895353653,77.56286932674116,37.2730984766982,25.0
165,16.127105262753304,90.92228019658569,60.749784017489105,25.0
166,21.822956733134642,83.20354381056677,36.113203254087,25.0
167,16.412715909987856,104.88690079252758,37.18298668587907,25.0
168,14.849474526965817,62.55032764669906,61.72903419472857,25.0
169,13.147425132387461,57.84612920680695,31.610069034058277,25.0
170,12.9569863787159,77.800446508222,47.77038714405673,25.0
171,7.579900830689997,61.82291301514083,53.22450461541631,25.0
172,12.875343114427949,70.02901286470723,43.649396127248586,25.0
173,14.483611070649737,103.10423197389412,45.415093047148304,25.0
174,10.007688633758573,69.72045983706349,57.845898198778414,25.0
175,3.678764130376843,58.21259151618117,63.08906180579002,25.0
176,15.968134479294491,80.53547366187381,53.89333869284133,25.0
177,7.489593953488077,61.01259303302199,51.68317736691117,25.0
178,13.655557203707243,76.99085337844033,35.1911831114994,25.0
179,25.11971018187904,100.69582608692832,35.14048418400241,25.0
180,18.481844058821576,87.1156435414465,44.71570473759437,25.0
181,13.175134875524819,54.54034209869142,60.66227327422557,25.0
182,10.098664448058278,77.40517452291375,56.36305674526999,25.0
183,19.751167215687836,90.03255437608516,72.42943365751286,25.0
184,6.433937579027416,61.98437267080321,63.0368916947569,25.0
185,19.381781456505916,87.18140037444435,41.25584622346265,25.0
186,14.347687646950588,84.58718528640964,40.6244663769778,25.0
187,18.79554410674981,72.51489948268787,35.38013177510356,25.0
188,17.23587597960438,82.9208158365354,60.85368301868681,25.0
189,11.606379862893178,64.94305572346357,54.167553104423575,25.0
190,19.057126709224523,80.99667903994647,61.991189107278004,25.0
191,16.91766766032838,82.74347084393149,29.227977830841922,25.0
192,16.513734317440367,92.9119360967835,42.84257424041669,25.0
193,12.08569879595934,60.57041591722448,56.013431832559675,25.0
194,12.333084392953648,76.15030903278141,52.57680208129672,25.0
195,16.301946157006924,75.78605675627833,56.733253120287706,25.0
196,17.040587626913776,60.40640407898934,38.55768348157448,25.0
197,14.186456086662714,83.90954225705225,52.900422487867274,25.0
198,12.350458464448497,69.04867743116762,60.39368928822985,25.0
199,13.311263805500301,71.09696894213316,31.466201481270552,25.0
200,18.30697797077884,84.09117062745456,63.48739844942005,25.0
201,15.401911250019932,77.59311402133946,40.481213576139446,25.0
202,23.311160554842296,87.71851224140808,55.927765874291936,25.0
203,12.008517093464702,57.569730990319236,31.937592143873587,25.0
204,15.552761880378771,70.01353066077884,25.681265884967107,25.0
205,12.990534108980139,78.05194324325521,44.178470593030696,25.0
206,8.692241367151789,59.01713569103406,38.02028103024289,25.0
207,7.495089444248708,55.976930154231994,30.16371332208827,25.0
208,13.574585449441418,71.84545617776112,30.47361975949287,25.0
209,18.749365275960447,88.13715579269123,37.03747248242525,25.0
210,15.141205772127051,83.14978842308538,22.186218329676635,25.0
211,11.381505155661193,64.10774136033884,43.241995029604624,25.0
212,13.341771705011611,72.11488505841646,58.46570845924911,25.0
213,13.731149192606374,81.10621541113518,76.76786592603597,25.0
214,9.859639018906188,55.63172763005155,72.34744741900529,25.0
215,8.252386667273015,61.24464642079597,68.68907110605302,25.0
216,13.618441964350525,73.67459736359939,44.330512126375936,25.0
217,25.0757964311486,80.73849218160854,59.295502554723654,25.0
218,21.6007296419006,95.44564351306606,64.72752259478406,25.0
219,11.039414376588796,78.93770380295564,57.388612040490735,25.0
220,14.412244122170318,76.79118487230691,36.87661267509172,25.0
221,19.94631258663606,68.28114842417317,46.95434167882833,25.0
222,5.518891193100828,64.02083693339965,64.52058592650405,25.0
223,15.523577884280567,65.21285040368062,58.40033273245539,25.0
224,11.356298961012117,77.99580891031714,63.307503353216745,25.0
225,11.094519644755094,59.8754899040531,48.56235801112319,25.0
226,20.673039050123016,87.14700748922606,66.04317787757829,25.0
227,10.251919954484237,56.056317082688395,51.407261911368366,25.0
228,6.941807420257604,55.814807794610395,32.23559725744909,25.0
229,12.475530698884675,86.12536718859191,37.29974376154619,25.0
230,10.882861998231093,67.72371022265118,43.19847027505085,25.0
231,21.91940158145925,91.93254238274457,50.31540282041831,25.0
232,16.197833638265475,98.42127448173024,55.93431801691656,25.0
233,11.240008061075068,71.27130179980409,52.95804926283733,25.0
234,16.06141274239686,100.62638653543168,54.37956272059207,25.0
235,14.63856257884081,76.92067900043973,42.13809973201531,25.0
236,21.828122921805644,98.02777996425549,51.1516720304361,25.0
237,10.215422284999946,73.3555044288561,29.72001325953447,25.0
