unit_id,ProductTiter,ViableCellDensity,Temperature,pH,do_FixDissolvedMetal
0,-20.273683713127447,75.27152833759408,52.422434668419854,42.453323569095886,30.0
1,-10.184529907943325,83.09629060846298,63.49250700501638,51.60691396735333,30.0
2,-51.50574737793754,64.1799789630793,62.47590029311208,56.90600308776169,30.0
3,-22.710493249451,89.95525717514661,64.79674443504754,44.26665076049375,30.0
4,26.992489945285783,92.42666180799888,66.22512051520663,57.3821745526258,30.0
5,-18.32401037620965,93.67342936777082,61.048920938562034,46.06025090297883,30.0
6,-21.6473497768916,71.20757808419017,43.35142733459241,44.7331898161606,30.0
7,-22.312260813718467,65.95939723083724,63.70390659304749,52.18414060027578,30.0
8,-25.900688732505714,86.02566514779794,57.30508019846329,51.56351862705842,30.0
9,-14.750031407241227,74.30502800056873,53.4514680876468,39.64748858428676,30.0
10,6.9526977361188536,74.6225346616269,40.581186361877414,49.780535826339666,30.0
11,-14.080451567745708,80.21790952575404,27.76134288087156,44.2561772276341,30.0
12,-15.096167522901233,70.66267365427247,46.04750407834143,64.48804906726896,30.0
13,17.240523448499296,83.03833183726158,64.1330245780362,34.37929478199388,30.0
14,-19.68067164684352,72.63373478482293,38.78170554525523,37.42314089198096,30.0
15,-14.300857698068578,87.09255374326555,62.23000228400421,63.444748578433135,30.0
16,-37.12099221327279,59.79273383599202,49.951451333746235,46.30101348463437,30.0
17,-33.450861319288556,80.63952188872997,44.858733387075155,37.675617048400824,30.0
18,-14.03064213609534,72.81619800870158,51.27284270123611,43.193880549019866,30.0
19,-16.06346317509968,73.53675861686706,64.79805749588846,82.38275290791195,30.0
20,-15.268415725564918,84.87380763631876,51.44830428975054,32.92412814136201,30.0
21,-32.39668175266623,69.09425322973733,33.44059803746879,56.96549471165279,30.0
22,-9.868630824206331,91.28844302832411,53.022613058691014,51.83698129788037,30.0
23,2.7368782953297863,81.86688453517645,37.96401648148739,34.97315606761288,30.0
24,-7.725045315270845,84.51402697968076,67.74018163663902,60.126978725740884,30.0
25,-1.0271927654961157,88.06458318480809,57.85208304840735,68.41044860624193,30.0
26,9.493813196524322,83.799045824564,47.64294344432998,63.59018681638992,30.0
27,-19.018746428647447,67.91176229284335,74.74644255684315,53.91770453674546,30.0
28,-23.024195267249844,58.07944590979477,48.73276363521286,42.22038817768035,30.0
29,-24.037790780270136,73.31682967961713,42.26657203882271,51.27728603358961,30.0
30,-7.8342390871013,93.63395699565298,83.53326545805247,73.27107582194486,30.0
31,-0.9989743768865356,64.23848840050249,56.10299013410455,62.0637014582657,30.0
32,-20.67787536302145,84.204610643385,46.142622237119525,64.87174175137278,30.0
33,-23.333068742465727,62.73428228824444,56.74860701258873,42.5632397692294,30.0
34,-35.15776741227128,66.96056332463856,61.13208131644744,58.465941278909916,30.0
35,5.782953617287244,95.02094967971676,58.6610347608554,56.295552529462945,30.0
36,-28.2619190345252,69.98176587065386,62.29460853269216,39.28675863225919,30.0
37,-3.198501765022602,68.82150981520115,55.686651077878615,36.658197176053186,30.0
38,-27.40168928291017,75.17626096575864,42.89418564411417,40.93829145785904,30.0
