unit_id,ViableCellDensity
0,68.1578939266165
1,66.44981253714847
2,63.78061877069163
3,52.80159151139814
4,74.25681220253989
5,69.9756306981132
6,71.70882559903109
7,71.61015982871564
8,83.78295780801976
9,72.49645603880941
10,62.44518555385474
11,99.2736924155768
12,75.09003114576038
13,87.35694173174544
14,66.32518289102251
15,53.79400054478891
16,70.78057367048486
17,65.64274258534022
18,63.71953149873157
19,66.39578434298352
20,79.5149649399665
21,63.82764168288628
22,76.79723275763361
23,74.45270877161867
24,75.13515317079637
25,91.78630631781677
26,63.02214248475122
27,66.71267013775606
28,84.56012303612287
29,69.00405075895928
30,93.65627169633221
31,88.93674050842203
32,81.845701614064
33,72.92143263473429
34,67.51939510947625
35,90.2155913889589
36,74.03435208166253
37,79.21479313871542
38,69.6139603340852
39,102.76698464428736
40,82.98973558531809
41,70.85860595907336
42,77.23828346291965
43,68.11734513012546
44,73.17857703975322
45,83.72896100158569
46,56.67403481668437
47,44.764705573453064
48,87.60146705251749
49,68.19578287805378
50,61.755108626107486
51,58.229224070668025
52,77.4978123229697
53,87.57355281035889
54,92.1943117162188
55,81.64021376996136
56,89.595871170169
57,78.40921971555066
58,96.13534381041192
59,76.56520333230151
60,74.667939846866
61,77.02617859311071
62,51.540873692912896
63,89.84321856477919
64,79.27498633354206
65,83.84486708450144
66,89.18092745360804
67,98.28247524457711
68,70.6326443726988
69,79.0121030552587
70,70.7591214784681
71,72.09521250723861
72,91.17619315383007
73,70.92040976808967
74,79.76299561695727
75,76.38476536812828
76,85.69167730785782
77,62.931517975073774
78,95.7322427308859
79,61.27160471079779
80,67.0016657073682
81,61.45486710632297
82,63.44369494852232
83,80.64810629483817
84,75.68894602970394
85,81.60322906053553
86,58.96412453765942
87,79.36178048755482
88,67.64396540462411
89,69.17641066730906
90,68.7794505621694
91,80.24715786700608
92,94.07045001279323
93,55.509046124664096
94,84.47751101853214
95,58.47108678525943
96,73.76364762540354
97,72.38400789996867
98,82.08474826719782
99,83.89319844253563
100,68.38128499644047
101,62.750000292735685
102,88.13260397050394
103,81.17027818670421
104,75.16156489659011
105,66.19994582525928
106,71.7356370867892
107,95.2304678164482
108,74.01866567488167
109,65.7407058329605
110,71.84493594696939
111,91.03954678267694
112,56.87131341198362
113,78.19177377558688
114,57.39618938712214
115,70.59304556725083
116,89.22249424472918
117,81.11782102394368
118,61.785176111980654
119,64.8925609698231
120,76.46747263519656
