unit_id,ProductTiter,ViableCellDensity,do_FixDissolvedMetal
0,-4.770622036992019,71.91556919108082,60.0
1,-4.766570702188902,63.005291711565874,60.0
2,19.970033730264987,62.464121375052386,60.0
3,-22.53624613647364,66.8438011459594,60.0
4,-23.94107769858298,64.74387396509914,60.0
5,0.9737349245881227,66.57564504351556,60.0
6,15.303768522499682,65.6377425030433,60.0
7,-6.791529037062283,78.99287127234658,60.0
8,32.84739825275744,70.66856112768528,60.0
9,-6.2940782091044465,75.44268082718202,60.0
10,11.863778244893432,74.03705652763459,60.0
11,-4.030694350165796,98.28822844771558,60.0
12,-20.810563213781236,73.02799666960064,60.0
13,-16.675231363374504,79.61755937698483,60.0
14,-24.51305366722364,78.07998984587621,60.0
15,-8.051516529547207,79.85369920031904,60.0
16,10.145676945590422,108.69347042993634,60.0
17,-8.083396780034992,81.68851929759802,60.0
18,-4.413280029639538,86.21954291745851,60.0
19,10.832266025873857,85.98222718762207,60.0
20,-3.695982390564129,80.18403147015853,60.0
21,-11.29458028477061,86.35805944448634,60.0
22,6.91097721349839,73.4716992342687,60.0
23,-3.248410432482463,73.18032809202563,60.0
24,-5.377935130966435,72.3288583551107,60.0
25,-5.988212321411567,78.79969308152675,60.0
26,-16.424456539334905,67.49868078981842,60.0
27,0.11554963066039114,86.00321257144047,60.0
28,-3.2136923944396525,78.84140012617453,60.0
29,-0.2524274817543972,95.85352895572684,60.0
30,-21.288342028988748,59.73056724121071,60.0
31,-8.387153139574119,105.01329662699325,60.0
32,-24.11717416747582,59.988710120117226,60.0
33,-6.796257496121765,72.77036955933043,60.0
34,25.248758867773248,86.30864609288061,60.0
35,7.5224045072686625,55.94077396380664,60.0
36,-3.4145707331304704,86.02651718973901,60.0
37,22.406924451419933,79.13075915663352,60.0
38,-26.293272660694342,54.08267512283494,60.0
39,-26.799679518477458,69.04095498304338,60.0
40,-6.984063785031521,68.5375162831769,60.0
41,-8.797610467746543,77.61905140104025,60.0
42,-6.3175616466372215,83.04727038941498,60.0
43,-24.65290659739869,74.11538621204387,60.0
44,-12.554434143335072,75.43897407421402,60.0
45,-11.975694713785622,65.91008792435035,60.0
46,24.708200530126362,91.40575573874484,60.0
47,-11.07529525430116,79.55741067759236,60.0
48,-9.225523367205621,81.88400741990613,60.0
49,-6.817462530570721,76.8088712285214,60.0
50,-3.8821474893588745,67.18775244351545,60.0
51,-15.588353779352538,91.92132431712552,60.0
52,4.628178765133129,79.75725053343221,60.0
53,-13.104755935564112,83.10080508952059,60.0
54,0.9229820728390692,59.942448917980734,60.0
55,1.4538490035570053,68.78153247712554,60.0
56,-7.3487461076764475,75.91542202817355,60.0
57,-7.378970479100732,71.47447110292663,60.0
58,-22.50493978381781,71.52548951772818,60.0
59,15.956878879080278,75.10626875078486,60.0
