unit_id,JobThroughput,InterfaceErrorCounter,RackInletTemp,do_fan_controller
0,34.080095408506274,16.598602459100093,62.85188113749337,25.0
1,23.05459805156664,66.08435247962456,36.04205034362705,25.0
2,-0.2923484505960854,58.96842125951228,60.023931542476035,25.0
3,11.072421435226506,69.4625658409607,74.86437692687923,25.0
4,48.274150378959135,10.237665727834447,58.18387054043953,25.0
5,20.56336111963515,27.111954829845146,71.76259269855446,25.0
6,9.905760341054494,77.1483689443089,54.51513231345618,25.0
7,23.60252235233533,50.02265750374727,33.88487874557734,25.0
8,33.420655264742585,30.019885823636503,58.59257593878099,25.0
9,5.106809008993805,34.4320692292948,72.21034232330581,25.0
10,-2.07327387174598,47.607316767059075,65.39680117696601,25.0
11,10.40077355254013,51.43688859674947,53.086052558704345,25.0
12,27.633574765774487,28.50805524185859,36.28750997382596,25.0
13,-1.3472677117174416,54.663068345883815,68.38348966046964,25.0
14,13.317161079450727,48.01590440833756,45.862476496996926,25.0
15,21.020914957213535,27.268896832208654,54.69831595035226,25.0
16,34.01746553194976,51.355443093989784,54.547262040332555,25.0
17,3.5157639464696673,79.42743548618589,52.334148922068174,25.0
18,1.7520931102180626,75.55479228815945,61.38559560938692,25.0
19,18.892720344836487,55.67993033840459,43.476834543175585,25.0
20,26.33452539613054,47.84832728642249,54.93061619025563,25.0
21,17.500041396177167,54.209123087423166,48.48010663421406,25.0
22,8.558889464418128,51.39552760707777,69.47752756287842,25.0
23,45.49930278875421,44.631531828354625,32.35233922071938,25.0
24,5.126309585870352,66.75368295445422,63.03212350864521,25.0
25,9.311892542155169,51.17544274216434,59.54989642472347,25.0
26,26.82570489463448,61.70086403026221,46.94941714952222,25.0
27,-0.9238562629153144,72.78427576287984,55.58022224330334,25.0
28,34.301245013999655,41.53195689232355,45.330754885483664,25.0
29,8.90084296806068,52.4780246449759,47.38920092242626,25.0
30,6.875750188981166,52.97644918517443,43.19620356880769,25.0
31,20.289228957349295,48.590624024212836,42.74502402179767,25.0
32,14.580970026217543,39.18433474950023,54.320603409102354,25.0
33,12.83204675517954,71.89217494812934,57.575708768723835,25.0
34,21.356747240497796,48.775881039598104,64.00702912626639,25.0
35,16.39997785799123,49.72302131545934,38.96680080173071,25.0
36,13.757374976590933,48.23118803679615,54.00096333304169,25.0
37,5.0808376052357005,65.3416629542843,46.0217675796709,25.0
38,20.640857492454455,67.43811379538407,45.10688930777947,25.0
39,20.99313530966205,29.98187887904678,55.167315119331136,25.0
40,5.618008435802069,68.81712420872516,57.85704381625902,25.0
41,7.4948295845289,58.06547595101068,57.68653790984442,25.0
42,2.048196147492163,74.72031445055066,57.410089196241415,25.0
43,23.911636642853455,24.824849240567126,60.68497062810739,25.0
44,7.894277873459067,63.397979967046474,46.595700033197254,25.0
45,9.591527031443697,77.66477024140323,60.10194411401049,25.0
46,3.84949295511401,59.024409912539355,64.83409695598286,25.0
47,17.498562746826597,31.353580060136416,57.59432576711599,25.0
48,1.5471770286309672,36.73872878752267,66.41658603020193,25.0
49,19.609740090452934,66.78499415572759,39.87636782010734,25.0
50,13.978241871481908,72.2533489935475,63.73427083701412,25.0
51,8.015893079461835,54.649320710180405,44.40222125114616,25.0
52,26.309636756375,23.046325756461698,52.65689753066411,25.0
53,20.675048924391316,57.92210768496443,41.875021284801434,25.0
54,18.30229724877499,43.3055067641612,55.27277766215434,25.0
55,20.409205438835862,33.84755808144076,74.4951248890477,25.0
56,16.215629504879473,47.98763819625367,70.85313145182785,25.0
57,32.759480538940345,37.616148105689184,66.76400396705291,25.0
58,10.936451235100053,59.62247461186686,54.885217120348784,25.0
59,10.760150423823356,46.106870322583674,56.24418141408003,25.0
60,3.2611341562716785,30.185548702671294,74.7640153289189,25.0
61,11.829826392014944,57.80299792857513,48.8947447550186,25.0
62,12.113331029063412,60.27593171840539,53.79604615061114,25.0
63,2.286989231728252,37.85168038126423,51.35215997710175,25.0
64,-0.5113879784938591,50.17649695686634,58.84602827738711,25.0
65,11.817520209838131,47.88942161759747,68.32090863866681,25.0
66,12.897416463715382,69.35883826922662,48.77222549827347,25.0
67,2.765295411148582,71.21885185199918,59.81866466275684,25.0
68,9.440493110450415,41.143049476723476,67.34556723306022,25.0
69,40.05296665987803,28.509636949286836,69.99957166633332,25.0
70,22.624037329613504,41.13110744097265,60.4043824219155,25.0
71,21.600193095512523,50.7788043377207,47.728611413754706,25.0
72,24.78909555191961,63.784259872154124,50.071371602055315,25.0
73,4.259626568755878,67.42220781730097,47.214109023133474,25.0
74,8.893970080772531,54.863536456656334,75.71475255273103,25.0
75,19.79886468436281,68.6287683564811,34.496524036373856,25.0
76,20.389324473792023,61.03448842632201,53.723344111329155,25.0
77,5.35964426506664,41.0914899949162,47.67526707035439,25.0
78,19.7761978200164,21.428930588273335,52.802604962712586,25.0
79,33.17338918419211,55.85406667993241,35.882939866907975,25.0
80,41.38261302789177,31.052646423729236,46.1317234882368,25.0
81,13.568441874740355,56.042718207703984,64.7875596539492,25.0
82,7.6645345032982375,22.230889363039815,65.97296928530156,25.0
83,9.259732458121837,37.93890792982417,53.17762851704971,25.0
84,12.361835170040314,66.25434933522735,45.28030962693227,25.0
85,28.832115392782047,63.37808660721599,48.648861965161984,25.0
86,8.89944845142626,60.97259963994928,38.17417619708127,25.0
87,25.801747258415705,18.374558216237183,26.173883421002227,25.0
88,51.39998669677464,53.832165152836794,47.37160738400707,25.0
89,9.623602941932269,45.12875590409769,51.1278879860675,25.0
90,23.98531505855905,71.12864500817737,41.63486458991268,25.0
91,8.354292120635968,70.15567653201863,48.93212393130015,25.0
92,34.84006497348959,69.43974489429574,41.94568064630445,25.0
93,35.639609142721405,48.306694401631994,58.17574080013611,25.0
94,8.748944406891932,33.92895020529886,44.982669572646635,25.0
95,21.82512886811039,58.40013018379341,52.13706169183654,25.0
96,26.131140962969752,34.45817932652897,41.06487974095911,25.0
97,19.11238716079063,34.2024039007773,54.62642876912034,25.0
98,12.849172298028735,80.95256291060304,42.137616258938095,25.0
99,6.970301785194017,44.900798478067266,51.205638302068934,25.0
100,0.7669801822103883,57.81514104424608,66.85167625894374,25.0
101,23.55879515005316,40.88537228624897,46.266993906312756,25.0
102,45.45492593893939,42.7675509047498,40.70440489313653,25.0
103,-4.65113193988307,44.119585762795694,66.18418271527307,25.0
104,11.857067435595937,75.35085978529514,55.39232986620417,25.0
105,15.914712178567996,47.666347129086034,35.83621402873658,25.0
106,17.74251949050791,54.380311522940815,59.38355352916213,25.0
107,53.187679516642675,24.895132459628602,37.603554102952586,25.0
108,5.154310350414428,45.18923172880762,77.6052379026491,25.0
109,36.96159681468862,45.34636592714954,38.517898631363686,25.0
110,16.462011766626084,61.37366998807381,57.40077666493995,25.0
111,10.449359456228871,60.224130885011185,52.22531417697048,25.0
112,13.030379379729908,35.516741363377974,61.079124121052075,25.0
113,39.57580279832717,30.6402247289025,54.874482088428394,25.0
114,-0.46525262962972613,92.07688211391161,63.61235537888851,25.0
115,5.257839327101115,83.67598517646834,47.90540600789951,25.0
116,21.92722169639447,45.8611381030734,45.933520159101306,25.0
117,6.134003778397506,65.12456700941826,47.84272568380998,25.0
118,24.700549644133268,37.83978651041694,63.79405752929366,25.0
119,3.6888406288756097,84.63105003333125,68.8741146200289,25.0
120,2.0504617363613313,67.86935484481178,68.96489072853474,25.0
121,39.94729336584416,40.75199756406029,41.99061758872868,25.0
122,20.496091588110385,50.03917204166824,59.29043224559385,25.0
123,7.159446943595536,48.22134465861109,50.59732217367099,25.0
124,4.078317421988623,33.30805800228863,62.08318043899845,25.0
125,18.875935430728696,68.11372771107403,38.09066728634226,25.0
126,-3.1337351176194774,68.8130374929188,59.2453400323126,25.0
127,2.124564842163757,67.58005554939639,56.39497275702882,25.0
128,6.294231144762971,35.013423604059206,57.18733109610038,25.0
129,29.255397808094685,15.678091154851188,46.93712041093848,25.0
130,15.822758758042623,54.06009949458211,41.297760635817106,25.0
131,12.442074231156873,67.19274402323735,46.20121194597299,25.0
132,37.31746363208662,33.608928156050276,51.14030755074569,25.0
133,23.899860023246962,28.30998103297909,59.136616129296556,25.0
134,-0.11375813537511625,68.69351169304075,55.032146854368904,25.0
135,-1.8106306191134562,63.34899266308954,58.39595589870565,25.0
136,-11.121000919640526,44.94793136906249,80.99048113818262,25.0
137,-2.310045602513652,29.23490827828435,70.0387446922448,25.0
138,24.07973648676296,47.869419205040295,38.23100685818209,25.0
139,12.7783390253324,55.30923462590059,55.979020192863075,25.0
140,14.828263786684932,44.24315800050286,38.45553780575097,25.0
141,2.313972913478259,65.71255123424628,60.48693566559259,25.0
142,49.385551677563676,14.869193290750921,63.68842189387695,25.0
143,19.992374095326774,32.18149947882572,42.82486706405304,25.0
144,16.269557741663306,56.6764631668574,64.84414451399894,25.0
145,11.578359686246358,62.881888523239176,32.149055901870376,25.0
146,16.951344588449913,66.62468314172628,41.69291080308557,25.0
147,40.815612147826634,44.15830922361667,53.309115495802935,25.0
148,20.624679081359755,49.93794934372548,39.634776932122854,25.0
149,-0.4054431410348749,32.54745810685761,70.10646330392115,25.0
150,16.47905339774625,50.05275379402547,64.15833568924309,25.0
151,22.345883141536024,41.01765612317566,49.23011601740406,25.0
152,16.25933489442081,29.579491094267382,49.38500569073407,25.0
153,8.41113747462661,64.58711069178825,52.96083727559403,25.0
154,-2.158069668174095,89.10936461623183,77.40512058922009,25.0
155,9.955851498630196,50.08215739675319,63.38531403322649,25.0
156,2.836168076186884,50.319529567755254,49.29104167758733,25.0
157,-11.93147063175255,27.258217414410236,82.58587576170356,25.0
158,18.353195822443883,65.57263628727745,45.49627303005507,25.0
159,6.122919983892701,47.99907883224189,48.643743659716804,25.0
160,52.514958043369724,9.199994388162,53.80751797009374,25.0
161,7.410457452968567,81.59884226554071,54.408330492538184,25.0
