unit_id,JobThroughput,RackInletTemp,CpuClock,InterfaceErrorCounter,GpuTemp
0,-1.9747944119243073,67.87168808333934,45.929419594010774,49.557910927639796,61.51774463966395
1,9.06283893235548,60.24379389296641,58.352409999892515,55.886249235491285,43.57946030172871
2,5.384276142314704,41.56512244216587,53.01266639654162,33.86082501048911,50.422618722404955
3,-5.0156556384764635,69.68758846169999,37.41690227638322,48.51436824408702,66.15892977047116
4,18.77992594629567,47.964846749837925,52.890781171567426,73.81056961532829,37.78869343823334
5,11.484471317323015,51.967155471152736,46.86002737934734,52.122673601640685,32.90555740844403
6,8.820059302175167,55.84392265050256,54.81921918001523,66.24779633148466,53.540106129287956
7,17.148125680710695,54.34329225963259,51.18266877161492,49.66756942982297,41.27927032840429
8,7.04978866700364,51.28471087754955,47.20232789247196,83.4283877880334,35.21399514184247
9,3.3546258839439305,66.69862033941119,57.02077958301654,37.07860493173883,59.98197412022532
10,8.203872175518374,49.905461993512546,35.11851775415651,57.16997048120149,41.37496326086596
11,11.067788595610459,77.02999509578255,60.239034976032244,44.7928994494152,41.8744899314846
12,13.072450475091252,55.524262003546625,67.00924048678995,63.527274042947184,42.401203622930154
13,15.622467054792175,48.61633868164845,47.895893913728834,64.80675258109065,53.468875104151756
14,0.5288571375313529,61.91687686409966,69.87566849069827,65.03219614179275,61.176106109305366
15,12.283201281569347,65.54221236205692,53.62519860633441,57.846984887336156,49.82338209511485
16,15.770713630318319,73.69207582225206,43.90799801472503,30.66102979623216,43.37866888785924
17,10.292551856983321,49.42682679756145,41.69708407624096,48.47074047301157,52.19150131671083
18,33.7924450068527,67.64739285555076,55.20374330115787,24.24792908689477,34.3640440255998
19,8.245837272675942,47.29698572412395,57.54762146170246,54.95113542771331,55.27966778184397
20,11.285775460891234,50.64149507309586,63.66076758515952,39.22386321334176,39.62606927366211
21,8.729721177466555,53.25539205142135,29.170079328776456,49.493719662810214,44.97922641414148
22,49.359916416985975,55.446286020440695,52.03177126314987,24.867350520283516,50.56600700428946
23,12.388252820615538,70.0106527553718,55.34934740662622,38.9951162598244,42.24165400152815
24,7.024238473835504,50.7557007068435,44.29856805716242,72.73780797828302,56.439657439207416
25,-2.1114267170153544,53.11022370080929,38.99559128744605,75.59880283560742,47.10267752436301
26,35.9893019614163,64.1428228824254,44.41829047800853,21.10420079330522,39.21645314089352
27,14.43471947246109,50.014769916986445,38.50006733009286,65.97911674977567,45.33548711594827
28,0.33322196882206034,62.61795791336178,60.36709827911548,74.49721690564476,59.60200809345596
29,18.522188468831963,34.88376221473046,38.068787492005875,44.09027645279073,47.055517440716564
30,17.27776806769977,57.57175971393616,40.49547609886929,43.22467890912754,42.41038712128938
31,35.833968568245886,49.190672841001714,48.887352911946195,25.793781616342933,41.13594382359802
32,6.7766551215991635,50.70657315057915,59.20331561975302,53.50738335839135,78.7504724497528
33,48.267311540114385,47.901083842328575,70.16367283210273,25.509651301108722,47.47623057669206
34,33.97052073363761,50.631677141974805,37.66834351825649,35.265560270587244,39.347110215622095
35,16.575640243004845,35.46099450598155,58.27201478136558,58.178460851463974,55.200901709315396
36,27.597128886813046,44.176779423144374,54.69319448932141,48.97909708823234,70.72302991355394
37,30.81431307965827,61.29925692069754,55.54567292400307,48.97856541327181,56.486650845194355
38,0.8881532580345054,60.755742501940574,43.50369665048558,66.48180111395206,40.76590816593669
39,-2.082254242753744,76.64453815281769,45.86592112933494,60.919700926649796,47.29527462457746
40,-4.239514549689652,61.30239638573383,45.09547165571163,49.00820702017079,52.51943192283795
41,2.6536232556887986,73.7745946028264,45.79144530055233,42.73249295921549,42.56941229479432
42,35.71202368110385,45.92680108299487,51.796177671781,62.84493504550658,47.84674869426699
43,14.916640428935668,49.418643600543525,41.75659749547688,47.5286862980368,34.94083349064154
44,22.467323451625113,60.131498093995596,48.9172592797785,36.359365395860024,34.209266832648595
45,8.996527039472374,65.80469333579771,64.33518828984025,77.7063450406111,56.46130314830565
46,29.74173657668715,59.06780663574812,60.11197692529216,46.49714456348066,41.08538671392761
47,26.698165063066085,50.00346608212576,40.75051287632077,50.94494059402201,49.005765708038744
48,8.246997769225619,62.928359502713775,39.260878721597486,50.31260191461045,51.82126092372735
49,29.861299793140212,51.02163175757067,59.166578700951156,62.258695603204316,50.07770205217983
50,-0.03987921640135905,69.05297821156606,59.4962306678868,43.309468250857975,55.84113345988779
51,8.238559570641321,71.22084622113594,44.694193531751466,55.44596649706524,30.92131214911921
52,7.358695993799883,55.67628121527923,46.84381964115374,58.278694908249605,65.76720387790053
53,42.89211202128178,44.791835518549455,38.26398645976071,30.61426035566766,53.80795988050127
54,3.225373805346581,62.62082979245921,53.188396832442734,72.13709807751408,27.537832418876892
55,11.646608163681444,64.69921152694157,47.570585412803354,35.93121295661403,36.02493189024609
