unit_id,JobThroughput,InterfaceErrorCounter,RackInletTemp,do_cooling_setpoint_controller
0,12.531656857542053,26.55158812670019,56.759175384143205,48.75
1,17.48360182869645,39.09328472223148,59.20194669408963,48.75
2,14.269217930129077,36.633455838521094,59.156280179287734,48.75
3,10.70563934921659,30.953626030343607,58.34749714323324,48.75
4,-0.7587266863289486,73.49437624294589,75.65538766014535,48.75
5,-5.398620645006565,76.97523035004977,68.214156616999,48.75
6,14.961126390462086,53.97411474951071,60.43246647032602,48.75
7,18.96761596864853,58.409369553940365,52.45887488452229,48.75
8,1.6338584696380298,49.14751814874457,66.95564073774302,48.75
9,33.50193488520898,36.847106569182785,40.93546036156237,48.75
10,-1.8512357887478692,37.65525973787284,54.222967824136056,48.75
11,30.636139608480992,27.113931626372015,48.11326211430347,48.75
12,4.849535052161829,51.53470648213843,60.87905445093609,48.75
13,8.69324379969809,33.28354967192084,50.62006681808896,48.75
14,5.346024463248971,54.262265674979815,62.8719100908793,48.75
15,10.188608427423553,77.44815802908391,55.00572405545824,48.75
16,14.604604145914598,39.85928407913549,47.3574688322393,48.75
17,-2.656939030904232,35.37543577247422,71.27890741913598,48.75
18,4.911431241341659,77.42704604425853,53.98458722629662,48.75
19,14.772648160543433,59.10246058955848,60.57799918969628,48.75
20,15.233252577475454,51.19724761920178,51.10843547785789,48.75
21,23.912003527945764,63.25425551529724,50.86468074756959,48.75
22,63.39397113382208,-0.0842572504489052,36.82707567071368,48.75
23,-5.310772329822214,57.92584365687151,57.321963645367795,48.75
24,3.3984117868633588,83.75996208408763,63.11705437107995,48.75
25,2.881040138224635,60.79718946285149,66.135376717445,48.75
26,-2.799596465666977,58.58714421425019,59.3249140080942,48.75
27,21.596395868955074,47.89391484000557,31.54498843369114,48.75
28,0.194242388490248,65.4780860599024,65.55520931444643,48.75
29,3.6783128413830886,64.91572845684406,55.702828678376854,48.75
30,39.78769149510047,39.89348683303734,49.727429681686054,48.75
31,23.22227924001168,46.4244230769886,59.21399537990194,48.75
32,-2.5065753587816957,68.87101620034719,71.03419170887882,48.75
33,7.7621018966890425,41.51566625864245,65.75403330517743,48.75
34,54.18360347349967,-10.278328182036454,61.508734885843715,48.75
35,41.17823489817967,20.830601415828575,62.52802481776489,48.75
36,11.993936615180168,30.472802504319453,47.70722422957621,48.75
37,6.689848701132666,49.47983187916588,66.55843334455946,48.75
38,5.332787071776054,41.38182868538417,60.34951492126331,48.75
39,15.90758228502407,43.54562686673977,50.5720133856516,48.75
40,14.19665198398722,44.92828651655476,49.181661895160055,48.75
41,14.762702704532414,75.19571998820089,61.982032112354275,48.75
42,16.81500434045193,86.80706523586397,34.768245684814445,48.75
43,2.120275656706528,51.929885161593866,70.61829154843028,48.75
44,9.972489250441997,66.86955957872419,50.2494975418471,48.75
45,21.660318374312073,51.43729772905563,47.98635839654933,48.75
46,10.437423219226256,58.70490249591569,51.72549957579055,48.75
47,7.29276916597073,65.16661647820568,44.97473377066976,48.75
48,0.04577567599257937,64.91801075937789,61.83268195518864,48.75
49,5.404182529219185,98.13669798696014,44.762205741277995,48.75
50,17.060185982842082,55.136610005646006,47.484141426457306,48.75
51,11.068017892573819,43.02084840854391,71.17915242841856,48.75
52,29.808743561721535,61.36303849918802,32.075381360687,48.75
53,10.792144474456814,34.988159837426025,64.88977106568306,48.75
54,-8.518891342182494,63.04752310362529,75.75775904011364,48.75
55,-0.33578017978345565,90.82187786958696,70.93843079277784,48.75
56,13.362465637436959,59.832973374133715,39.296530893295774,48.75
57,20.755879272964762,35.33608173833842,46.840626217810865,48.75
58,4.178678507552729,31.90965378090459,52.089252485709466,48.75
59,3.777838734463789,72.78251205960574,61.71340394066321,48.75
60,23.941342628414187,57.9672591090914,43.066415443917364,48.75
61,19.544119341611086,34.167943717718174,66.79156222076179,48.75
62,7.292470680572041,48.65372220836192,50.40111442766633,48.75
63,22.463859614829516,16.6750556766194,62.93536440986802,48.75
64,12.309961984176496,42.40295863923376,60.48547229246532,48.75
65,2.347806940177488,63.77882216460682,70.20149611752164,48.75
66,7.765913886836481,41.5631255609859,48.30028971278128,48.75
67,8.912698012963169,43.305057267319576,56.17964364476223,48.75
68,9.634494786542724,52.693442729577995,47.25740454245602,48.75
69,8.052231584225547,55.961776821011775,58.68574217239212,48.75
70,-5.3732360625895215,66.67326849115727,67.33962447375518,48.75
71,8.007291963802599,65.1704931281354,52.83221858969118,48.75
72,35.55018566160908,26.60722422850399,56.253874114958776,48.75
73,15.445347526181997,61.983667401119135,61.75891863469062,48.75
74,19.747966804748188,27.3042603700302,70.44366564263198,48.75
75,14.2292754346925,59.02259084599358,44.529543544929574,48.75
76,12.248510730437307,42.01420996899696,42.49003415726557,48.75
77,-6.401961777995131,33.95445503944367,61.166388301666345,48.75
78,7.669655846625569,61.862576555043695,43.4421791772358,48.75
79,14.383840868166336,44.52054295466988,45.0532388712169,48.75
80,19.276556731244405,53.35380606394175,52.04127899644827,48.75
81,10.299088619173867,57.241352939706175,64.65872398318525,48.75
82,14.282297847787666,59.604615386251616,51.4928265231016,48.75
83,16.06930095288771,75.20009309245998,55.35233984414768,48.75
84,5.44832363404797,62.7192224165782,54.31875095331789,48.75
85,19.751150435373898,23.806710770373634,47.55607894752247,48.75
86,2.9552319616653246,44.59320028904014,67.73005778342764,48.75
87,7.865016476525689,59.08137526934442,54.68853305800196,48.75
88,24.10905101887317,62.43817640317745,40.17518778849968,48.75
89,9.381600422931747,67.26943870270115,48.333540594268655,48.75
90,21.64108215205728,54.055836726513824,43.33015904285628,48.75
91,8.135976860548126,48.06238180868111,54.617323298400066,48.75
92,4.894922392939405,41.93280102561689,47.17285492337519,48.75
93,47.55493020987782,32.18747608055444,51.812567110888985,48.75
94,-4.384768841261792,64.08827755188703,75.74881269601487,48.75
95,7.741603373306867,51.53230725611338,66.29517663391216,48.75
96,2.268961948330716,72.46282292519443,55.43955141588117,48.75
97,22.319825466146305,66.35612256848465,64.50783324628996,48.75
98,24.490880793308765,60.285296485948585,54.4761237305052,48.75
