unit_id,JobThroughput,RackInletTemp,CpuClock,do_cooling_setpoint_controller,do_fan_controller
0,12.531656857542053,47.02811449821783,56.30365037904769,48.75,75.0
1,17.48360182869645,50.44736901532999,57.54328869392163,48.75,75.0
2,14.269217930129077,54.32236088537111,47.31668149663927,48.75,75.0
3,10.70563934921659,48.33518134056914,39.105546494588,48.75,75.0
4,-0.7587266863289486,72.81369141915293,55.548411338391624,48.75,75.0
5,-5.398620645006565,74.8016295123794,43.114520553751866,48.75,75.0
6,14.961126390462086,56.401197878799046,37.49346467012499,48.75,75.0
7,18.96761596864853,54.42966429154237,49.499241681267065,48.75,75.0
8,1.6338584696380298,58.58724716171811,48.84903537801372,48.75,75.0
9,33.50193488520898,43.734551303728,56.54268043718269,48.75,75.0
10,-1.8512357887478692,51.779077721968925,55.13899174699007,48.75,75.0
11,30.636139608480992,41.2660692837419,45.243931110541574,48.75,75.0
12,4.849535052161829,58.97541816939441,48.19367442185286,48.75,75.0
13,8.69324379969809,44.357976955168326,50.248478862252036,48.75,75.0
14,5.346024463248971,59.28409156190527,45.083341471494535,48.75,75.0
15,10.188608427423553,55.5233853566858,45.25018013704793,48.75,75.0
16,14.604604145914598,51.3667808095913,54.376727369002445,48.75,75.0
17,-2.656939030904232,62.54128049416877,52.622529852013756,48.75,75.0
18,4.911431241341659,63.66267283610058,49.61697071233588,48.75,75.0
19,14.772648160543433,56.92043243898235,54.163464417661814,48.75,75.0
20,15.233252577475454,54.93563420125382,48.55439203661795,48.75,75.0
21,23.912003527945764,59.75334376094571,50.597976126219585,48.75,75.0
22,63.39397113382208,29.720556388313266,43.81439725724223,48.75,75.0
23,-5.310772329822214,58.1987697110747,43.91912301082243,48.75,75.0
24,3.3984117868633588,67.99492614967014,47.13440185077792,48.75,75.0
25,2.881040138224635,65.69259321427967,43.53901056172902,48.75,75.0
26,-2.799596465666977,67.19637048268105,42.33460955304042,48.75,75.0
27,21.596395868955074,33.39697458844969,38.41809002603428,48.75,75.0
28,0.194242388490248,67.86689783566698,39.42500691624494,48.75,75.0
29,3.6783128413830886,60.81993106083768,36.02447367537813,48.75,75.0
30,39.78769149510047,52.8152115550453,50.898939391818,48.75,75.0
31,23.22227924001168,60.542658074211445,67.59323021624046,48.75,75.0
32,-2.5065753587816957,71.85974801776413,43.01516972007996,48.75,75.0
33,7.7621018966890425,60.41920095185422,64.73602235153326,48.75,75.0
34,54.18360347349967,54.99864083223664,44.866323869685694,48.75,75.0
35,41.17823489817967,60.372971672948474,49.41064717284858,48.75,75.0
36,11.993936615180168,44.606686381969304,72.36176102978101,48.75,75.0
37,6.689848701132666,65.80507296224033,35.13018094396491,48.75,75.0
38,5.332787071776054,61.47522577667675,48.95086242257351,48.75,75.0
39,15.90758228502407,43.71163405230642,55.5146774971405,48.75,75.0
40,14.19665198398722,43.96550102919775,36.18267852925584,48.75,75.0
41,14.762702704532414,60.89083862848444,48.82047590535962,48.75,75.0
42,16.81500434045193,45.82716887979047,50.90852628722538,48.75,75.0
43,2.120275656706528,71.99564019603235,46.02316729237611,48.75,75.0
44,9.972489250441997,55.055601298400404,55.94221280585421,48.75,75.0
45,21.660318374312073,44.765583666371995,54.78588102263526,48.75,75.0
46,10.437423219226256,48.98529673949046,44.46206523501642,48.75,75.0
47,7.29276916597073,49.37219085926927,43.65506051993844,48.75,75.0
48,0.04577567599257937,57.888488933672825,38.67461763728204,48.75,75.0
49,5.404182529219185,62.56374648064204,51.26913257255303,48.75,75.0
50,17.060185982842082,48.010025351524305,45.51345323272411,48.75,75.0
51,11.068017892573819,69.11416577040862,46.71974286223994,48.75,75.0
52,29.808743561721535,43.663707064824564,59.38840246510732,48.75,75.0
53,10.792144474456814,62.322787555550214,62.58733878260356,48.75,75.0
54,-8.518891342182494,75.73244300493768,50.05908246206424,48.75,75.0
55,-0.33578017978345565,83.67049768748016,41.86172155258799,48.75,75.0
56,13.362465637436959,37.4741260574807,50.237780224889406,48.75,75.0
57,20.755879272964762,37.74760062985696,45.46673749302104,48.75,75.0
58,4.178678507552729,46.67201453079656,38.9374539684475,48.75,75.0
59,3.777838734463789,66.26287632672131,53.26962021479264,48.75,75.0
60,23.941342628414187,47.555323505558675,37.49952695524964,48.75,75.0
61,19.544119341611086,61.980011920089794,54.948794766827085,48.75,75.0
62,7.292470680572041,49.7611267662375,57.63038822050975,48.75,75.0
63,22.463859614829516,59.35183815066493,61.35289820525105,48.75,75.0
64,12.309961984176496,50.333473103499095,48.00769512255263,48.75,75.0
65,2.347806940177488,78.65575115855842,43.63742450856475,48.75,75.0
66,7.765913886836481,46.08002488202401,56.598561734404136,48.75,75.0
67,8.912698012963169,52.27930280790338,51.29198595581924,48.75,75.0
68,9.634494786542724,48.20622263859172,46.73980781808338,48.75,75.0
69,8.052231584225547,58.69529043997198,54.797891919324584,48.75,75.0
70,-5.3732360625895215,70.59269460204449,51.63855750164078,48.75,75.0
71,8.007291963802599,54.980207932381724,30.07972590314247,48.75,75.0
72,35.55018566160908,49.25683542922726,57.84418436503527,48.75,75.0
73,15.445347526181997,64.7945569006196,47.40384581219966,48.75,75.0
74,19.747966804748188,55.112001226823494,50.63594355266495,48.75,75.0
75,14.2292754346925,49.447862000124275,53.73424328978773,48.75,75.0
76,12.248510730437307,37.401318501416085,42.039320317217424,48.75,75.0
77,-6.401961777995131,49.140694888675746,63.028807307153905,48.75,75.0
78,7.669655846625569,44.56454601851966,56.841667201567724,48.75,75.0
79,14.383840868166336,45.165229230330894,52.67526161447562,48.75,75.0
80,19.276556731244405,50.93093550261492,52.059799030014,48.75,75.0
