unit_id,JobThroughput,DiskIoWait,RackInletTemp,do_fan_controller
0,12.545177979570504,33.615995163576095,45.56812873949394,25.0
1,11.518783680733035,39.97602302311477,45.058063066695944,25.0
2,5.27428367156488,62.010612566210945,78.16857225342028,25.0
3,-3.307625880810597,55.51548447085399,73.74724846609676,25.0
4,32.82931604378225,62.96060819582776,33.69622433388952,25.0
5,-1.256529533844402,58.61943114710649,69.20117919169002,25.0
6,18.671719655590387,49.2548106478602,53.141723961422144,25.0
7,13.854709150784032,40.21201772879959,54.25471121031986,25.0
8,7.703762432194657,50.21477959247301,63.00387631982098,25.0
9,13.842649074569927,46.49241608268086,34.25402684437068,25.0
10,23.611805812776186,56.36293668972231,42.132191029771484,25.0
11,9.718453494578963,42.129309997740776,51.37657465945406,25.0
12,14.014881794151297,43.76383910307901,44.68510359748368,25.0
13,21.84125053011741,51.22682207578294,37.21545950225836,25.0
14,1.6088553861265709,56.044252625085164,58.956069411278264,25.0
15,5.402282362069573,52.501259165223054,60.09993762414827,25.0
16,14.17805423305663,60.23239721122109,50.873204870198954,25.0
17,1.303416212448578,53.30017806765571,65.42381943635104,25.0
18,13.858519770235608,44.622978982728526,51.1994403525625,25.0
19,17.412163987685062,38.06099083595394,41.71924968450919,25.0
20,6.399660065381732,31.134921023779302,43.17288364814478,25.0
21,5.236256661526097,53.43984891824467,66.11670333845032,25.0
22,4.995085605962741,39.2348348189225,55.87832654982978,25.0
23,15.701321749882432,29.364466325530554,29.39443757204735,25.0
24,9.552871306229967,54.85831840045062,38.21177899797581,25.0
25,10.640091039604252,55.90104309056005,38.923768779053844,25.0
26,6.5028646640096746,44.87911601744014,56.70828114892025,25.0
27,10.180562710790223,31.42601765268393,50.61617965517888,25.0
28,24.85062142419029,48.27028662695274,53.882829824139165,25.0
29,12.354014058469971,55.37752669074686,39.93676942714306,25.0
30,0.03515646335903644,47.05663470037956,63.37802672413401,25.0
31,33.368567141023036,28.966342244235378,42.52900458805534,25.0
32,7.626926631040979,74.37463596683537,55.961286632944905,25.0
33,24.895333670631466,37.30043741143746,41.4773101931845,25.0
34,-0.208652234266836,48.63457844449785,76.97092056427263,25.0
35,15.622354165434963,46.311543451054334,53.830052010336736,25.0
36,22.792876949434785,34.98457240488048,53.91293201492399,25.0
37,25.86458466464674,59.57775657593142,41.28340345759423,25.0
38,11.419983739764751,48.798014142716475,45.605653852999474,25.0
39,15.886120896158914,52.82359996656119,42.90385626169569,25.0
40,20.732005588716223,68.98693339673437,62.47238027750293,25.0
41,-2.62913071496627,60.65251911314036,67.16350739251642,25.0
42,16.66822060737789,80.18881981409223,45.72092327802384,25.0
43,1.5101778668670005,44.23993852744125,48.12970906654152,25.0
44,33.2113960439568,53.284924362404674,54.31415208533746,25.0
45,7.85466818297665,60.0139264145145,51.448343088292695,25.0
46,18.698506340038566,58.45297554441089,57.200357650386984,25.0
47,13.131150583377082,76.38107038986709,50.63140335575701,25.0
48,15.22275862378132,43.536096963061155,40.23674170084297,25.0
49,30.517234561029802,40.02245293520459,39.78120147637489,25.0
50,25.614416292384707,45.97110239196999,40.71700717915581,25.0
51,-0.9415360673635842,43.88042879213501,53.09037725850211,25.0
52,10.33074101413199,44.44621065198473,48.38848719327268,25.0
53,8.773643262536202,46.476735089913824,72.40891548188027,25.0
54,18.80084823950216,38.62352378817733,48.589178363129356,25.0
55,18.772582524225864,47.77628277437585,39.83791721440879,25.0
56,20.847895959944353,42.87631560179022,42.31701923206743,25.0
57,2.8919581978636106,35.53003326852391,58.543355657102985,25.0
58,4.274338167816778,69.05996048103,42.682133825329444,25.0
59,18.202772689051187,53.974323509404215,43.398706926860456,25.0
60,10.173709637268455,28.361326526226545,50.00944746662533,25.0
61,22.079577932800866,39.244189970933114,51.81647938387909,25.0
62,52.439406684463584,40.935907261670835,53.16115741063516,25.0
63,10.509450010908377,60.949417413574515,55.325094905290435,25.0
64,9.552454252429708,78.72547663615133,62.93875535277013,25.0
65,35.6924382578845,51.027485276872696,36.94575011530451,25.0
66,8.033505472614864,56.08035058640847,61.59143917554682,25.0
67,40.19649296131435,43.27602974727273,43.059198140327794,25.0
68,3.076288702477898,55.52185790098081,62.29384412343381,25.0
69,13.713931941133069,62.11899748608408,65.52324570589788,25.0
70,28.61866744592079,62.42538644156915,45.089156591416184,25.0
71,15.489135971518838,32.507307133948295,51.65706708436777,25.0
72,40.60208970265139,51.252659380171,40.136907016119444,25.0
73,11.631168749700661,48.538120397662226,52.19240297820009,25.0
74,4.790491434965678,72.177773357234,46.54339677759171,25.0
75,19.37023843197134,54.93606471230929,39.335380159276404,25.0
76,23.395011011955553,33.95421786850526,64.83827121904623,25.0
