unit_id,JobThroughput,RackInletTemp,CpuClock,do_fan_controller
0,34.080095408506274,65.40165306728785,42.67887620022252,25.0
1,23.05459805156664,36.768150640698046,41.859017138366966,25.0
2,-0.2923484505960854,65.37842753642508,48.860515634965935,25.0
3,11.072421435226506,80.48947250884905,46.033693517306745,25.0
4,48.274150378959135,59.2633522976139,53.632186840396855,25.0
5,20.56336111963515,67.84374395782714,44.97290988953755,25.0
6,9.905760341054494,56.66782754875307,59.05345008030333,25.0
7,23.60252235233533,34.92155040535502,58.29751716408275,25.0
8,33.420655264742585,49.19435952638203,63.37761441506591,25.0
9,5.106809008993805,65.95972411289625,43.693488511593706,25.0
10,-2.07327387174598,67.60955042337696,50.52780954484415,25.0
11,10.40077355254013,50.33931299943539,45.33332274960855,25.0
12,27.633574765774487,33.787000568956636,44.32506972893784,25.0
13,-1.3472677117174416,66.87909157009466,63.260406883893765,25.0
14,13.317161079450727,46.551259023585104,54.1341404740063,25.0
15,21.020914957213535,53.35130066701509,43.74569571455595,25.0
16,34.01746553194976,55.02272590052386,53.04914978205559,25.0
17,3.5157639464696673,61.95259904346265,37.78697145672581,25.0
18,1.7520931102180626,67.46908458625003,51.32940895471328,25.0
19,18.892720344836487,51.11967477408194,33.606232149643844,25.0
20,26.33452539613054,54.76456408920083,42.405864411244174,25.0
21,17.500041396177167,52.07380676004147,37.64211446942306,25.0
22,8.558889464418128,70.16219439438,35.54434397440662,25.0
23,45.49930278875421,32.54233464689564,28.352494506249734,25.0
24,5.126309585870352,57.71532488021552,66.0443158533494,25.0
25,9.311892542155169,52.79131292728054,51.43309233173402,25.0
26,26.82570489463448,58.17044890880472,47.3053401586495,25.0
27,-0.9238562629153144,64.75665028667628,35.86579978235239,25.0
28,34.301245013999655,50.06862056156515,46.624375173604676,25.0
29,8.90084296806068,48.18056695168325,50.548388968859484,25.0
30,6.875750188981166,45.16570220059006,43.68847953356467,25.0
31,20.289228957349295,45.04443248467436,59.86388783907711,25.0
32,14.580970026217543,46.848101932775904,46.29167841866115,25.0
33,12.83204675517954,60.06571156306939,41.55783036765684,25.0
34,21.356747240497796,67.34069250425243,51.48085159888421,25.0
35,16.39997785799123,44.083605968474416,51.81761486112616,25.0
36,13.757374976590933,51.59723549632825,48.27590722481411,25.0
37,5.0808376052357005,57.91284238734585,60.176565880723345,25.0
38,20.640857492454455,49.52875791841317,42.65036641564328,25.0
39,20.99313530966205,49.18037305333354,42.62578572813485,25.0
40,5.618008435802069,57.61547541861868,47.507829548261434,25.0
41,7.4948295845289,58.12658638614638,60.96320622143539,25.0
42,2.048196147492163,60.26924480313704,40.667675145243486,25.0
43,23.911636642853455,57.50609965578128,57.443527982479125,25.0
44,7.894277873459067,54.680609129465154,57.65913351598155,25.0
45,9.591527031443697,64.38787216136707,53.1003520466328,25.0
46,3.84949295511401,65.02981474410117,51.78140503407055,25.0
47,17.498562746826597,47.52420683127266,47.98365700268118,25.0
48,1.5471770286309672,56.50627928841181,47.05543683726401,25.0
49,19.609740090452934,46.45062344360452,48.94811841170364,25.0
50,13.978241871481908,58.637306188922054,43.06986382176903,25.0
51,8.015893079461835,48.271225084100685,63.81150428624685,25.0
52,26.309636756375,53.75370816518315,48.52557300892977,25.0
53,20.675048924391316,44.82656644972432,37.2552530833725,25.0
54,18.30229724877499,51.8873060713856,58.126763759703884,25.0
55,20.409205438835862,69.55829724973232,59.55200427868869,25.0
56,16.215629504879473,76.95720241928768,42.28977180581991,25.0
57,32.759480538940345,70.16402715347353,43.65970605452275,25.0
58,10.936451235100053,55.56700861089552,52.978233502316776,25.0
59,10.760150423823356,47.46428368795264,42.08358534629186,25.0
60,3.2611341562716785,68.96111971584524,51.3678085692352,25.0
61,11.829826392014944,52.29099693694519,52.48787871086959,25.0
62,12.113331029063412,52.26438932083028,40.625950676679864,25.0
63,2.286989231728252,46.68579986751151,55.4982066656649,25.0
64,-0.5113879784938591,60.06376057500962,53.102624181835765,25.0
65,11.817520209838131,67.568357919356,47.32809515557126,25.0
66,12.897416463715382,56.194347105468054,40.496682517982435,25.0
67,2.765295411148582,62.4920081247832,52.83664763544059,25.0
68,9.440493110450415,61.2213984012786,49.40015460480012,25.0
69,40.05296665987803,71.62575676073841,41.53903312415057,25.0
70,22.624037329613504,60.35444659545434,41.66458829198757,25.0
71,21.600193095512523,55.39645962543934,46.77763784454924,25.0
72,24.78909555191961,57.120891319285185,49.771245703490074,25.0
73,4.259626568755878,52.655025164883284,43.007402849650035,25.0
74,8.893970080772531,71.19389024497731,56.61810797481089,25.0
75,19.79886468436281,46.56613503295674,43.58421027593373,25.0
76,20.389324473792023,50.40818186001908,44.23027556683765,25.0
77,5.35964426506664,45.484066763632754,57.313291487827435,25.0
78,19.7761978200164,50.60812542565512,39.04349281313689,25.0
79,33.17338918419211,33.228713573444765,38.30020438850569,25.0
80,41.38261302789177,52.44184469229488,68.6376145931008,25.0
81,13.568441874740355,67.69612070637773,55.683221820045475,25.0
82,7.6645345032982375,56.631665570666215,48.732774598268655,25.0
83,9.259732458121837,56.2775808542128,70.80803190122761,25.0
84,12.361835170040314,50.44705192655501,53.917596583123824,25.0
85,28.832115392782047,52.57222783680646,54.37152361554293,25.0
86,8.89944845142626,41.36032783669239,56.639048979478694,25.0
87,25.801747258415705,20.58458818138631,55.262518971274396,25.0
88,51.39998669677464,56.07214554020969,47.064615296958664,25.0
89,9.623602941932269,46.465265323289955,57.33745334778106,25.0
90,23.98531505855905,45.756647620987884,55.060195994589584,25.0
91,8.354292120635968,47.79182865231917,43.501893099600274,25.0
92,34.84006497348959,50.93595475838347,41.49906427940008,25.0
93,35.639609142721405,60.95345587846708,59.6202896378423,25.0
94,8.748944406891932,36.97961386504295,38.818586604035836,25.0
95,21.82512886811039,55.64052807698909,51.75035679570796,25.0
96,26.131140962969752,44.72408088076359,51.67316167779908,25.0
97,19.11238716079063,50.63288641562461,35.97411481357768,25.0
98,12.849172298028735,48.27621898601796,48.51475613606611,25.0
99,6.970301785194017,48.06755970496124,44.559442498262584,25.0
100,0.7669801822103883,68.10798339760342,55.56444106084026,25.0
101,23.55879515005316,44.88081268561766,56.43990462057504,25.0
102,45.45492593893939,49.68629759340043,46.62507122881438,25.0
103,-4.65113193988307,69.8965789561209,62.10223936646377,25.0
104,11.857067435595937,60.16186230286302,49.03999384679676,25.0
105,15.914712178567996,35.654534425551475,63.50311862496249,25.0
106,17.74251949050791,46.414874077160846,45.19904623966195,25.0
107,53.187679516642675,29.736019989382143,49.760017920944314,25.0
108,5.154310350414428,73.16468983750585,55.44248493898302,25.0
109,36.96159681468862,38.48153909832441,52.139491027286795,25.0
110,16.462011766626084,56.777027879047274,60.834573100619245,25.0
111,10.449359456228871,46.99753381932927,46.23593147349368,25.0
112,13.030379379729908,57.208527547978925,34.39075613213422,25.0
113,39.57580279832717,54.70214903463558,53.883625541408165,25.0
114,-0.46525262962972613,69.24594360596865,56.85599670512301,25.0
