unit_id,JobThroughput,RackInletTemp,do_cooling_setpoint_controller
0,43.22817773710553,56.51059594729023,75.0
1,27.131113237635883,50.683913472573906,75.0
2,12.49367148328168,69.63155182835159,75.0
3,37.14604425481999,26.370987477638213,75.0
4,31.180435401230806,33.43001049406707,75.0
5,22.79850835901775,59.250425375990815,75.0
6,56.428276015157536,38.24901442744289,75.0
7,28.7806047937329,55.311825156111205,75.0
8,24.142916445576944,74.97904651256185,75.0
9,30.6732731935398,39.7855254387989,75.0
10,11.147942589069466,74.59471551447709,75.0
11,26.118373524068673,39.728299808833846,75.0
12,65.01678281269504,62.413300531171046,75.0
13,21.550765137528966,48.84253278597571,75.0
14,33.39540073223746,58.769952760578455,75.0
15,29.2903133620397,43.922746208276436,75.0
16,18.32290650160229,65.1157892229505,75.0
17,45.14600298182513,38.426278395915865,75.0
18,30.64087449947716,49.719651841687295,75.0
19,31.64591959535819,44.19343249147581,75.0
20,23.555888900949828,67.62418838046456,75.0
21,31.54051156989106,47.17220262163872,75.0
22,32.01023487656274,66.02433299456071,75.0
23,39.9484048548454,41.82631943691118,75.0
24,5.861054000066918,62.91715480939263,75.0
25,25.692741140947486,56.71119650492389,75.0
26,34.13228344655316,68.36827243751624,75.0
27,27.14728966258296,49.87139554099389,75.0
28,55.444581133243986,49.66000022564596,75.0
29,8.64171611947988,83.15536980985911,75.0
30,18.763471808725306,60.84151561917973,75.0
31,33.16886267926496,62.06791915877549,75.0
32,42.544445369411534,50.73564716147079,75.0
33,41.61091785246516,56.78715233323258,75.0
34,58.158504848463224,46.398847107415435,75.0
35,30.536159642400964,38.60868471592681,75.0
36,34.55607875321961,48.97280026871483,75.0
37,29.332852384699187,40.24518001386661,75.0
38,25.175292240575445,52.954601761653855,75.0
39,28.473748924199644,55.47204408901291,75.0
40,22.401612305080448,50.82117250956304,75.0
41,35.0883727630517,48.68462485223014,75.0
42,20.449987055525234,59.4005780935125,75.0
43,26.728392106972276,63.443719733278144,75.0
44,25.966439610431614,54.27763543608222,75.0
45,36.142922016534854,56.70027844656104,75.0
46,29.483489542405195,40.297158723492394,75.0
