unit_id,GpuTemp,CoolingSetpoint
0,37.865744187954114,72.03161556613365
1,43.280260476699894,52.73941159387586
2,54.93578814844547,51.98585107175401
3,68.66679496746501,70.31667556644561
4,35.81809855503825,54.57999422437743
5,38.84816281280636,69.84888573563694
6,43.62021836045864,43.031797771822006
7,55.806752636052266,42.40006350981304
8,44.88880863781562,54.75746799985029
9,37.48671446552786,38.894694676868994
10,43.28810636950203,54.911363852907776
11,75.57364524640174,68.4849948554174
12,42.79108663373472,62.03779165452192
13,58.3576510331919,53.02892705148346
14,53.62934059899042,55.95454764091015
15,33.70690897798512,52.32716139441453
16,43.13942453978501,50.34629384330101
17,54.04479772273394,43.29376875395668
18,29.285642467240464,57.3623127190275
19,29.867690712134355,45.87947326554949
20,31.48208889832185,50.297697974047615
21,35.4190297943565,67.88199932703986
22,25.25355756100956,48.649204765559716
23,37.75032724225105,60.11496866216273
24,49.837503521458444,53.19755838550345
25,52.225163282088346,44.56418868670311
26,60.355780064202904,45.878175827980805
27,47.66330489126595,66.10757712192031
28,67.66052349139531,40.25840046946446
29,54.191377871564306,44.275397013690906
30,57.596548130180274,50.04455166771748
31,56.39999537456198,51.45208560521787
32,72.58905943586615,45.29251469513258
33,33.05166221796364,79.39136660624176
34,62.45227216074629,80.79079012369391
35,58.04430072705508,51.51228484674784
36,47.69605460994537,57.67141809885884
37,30.220592079964888,71.03887423353214
38,46.018256856852844,67.85211359680697
39,52.35863003652969,71.89991111020117
40,41.27434472106175,47.615626832118416
41,44.08763722272903,43.001056629045365
42,63.671693740995906,68.38765738924054
43,61.955705067874376,55.887994266084
44,49.286222090853165,71.61249815020807
45,55.84450626674577,52.874218969456216
46,52.81901529848625,66.11035746171498
47,51.0145446078014,57.828729737095365
48,66.35935982834526,67.8849096782677
49,33.92253974918282,50.134051658543015
50,59.349604771519175,41.41969572103949
51,63.110398640615735,64.11087405031493
52,54.836238620995296,42.39991391733637
53,51.11034129019878,58.648262445554664
54,34.01269402164287,44.4771506618263
55,55.367709307359895,57.87879943187753
56,31.998724536662092,40.43002597637081
57,51.37225889479381,67.32052966608632
58,45.37174977171841,42.819446919549456
59,53.51075819406597,70.58860690940467
60,45.06742660272316,59.88584632336165
61,43.75499045451133,64.95534963236534
62,22.29761472400039,57.735868582298764
63,30.137882902378752,46.083551975378676
64,51.13602285553658,47.496922783121974
65,50.27477216541614,56.93033162468724
66,41.51429600746464,42.09647167991381
67,36.91821881965958,66.61649106103299
68,49.09094462784747,46.63275828146977
69,41.38720937178883,59.777830075200896
70,51.42854862917187,67.24016988565504
71,56.040028362544085,42.511742853523224
72,51.672172051641724,45.68851874399058
73,40.703420411505626,49.3161476100291
74,43.09704703038846,64.56694606063995
75,66.19233378901737,61.09922725810321
76,53.11694217568998,41.41490895114139
77,57.051130216391826,49.49940308748693
78,46.150301701712685,50.8901577157778
79,14.61824031865879,49.77929715972471
80,44.598238123161025,50.475229116786636
81,55.38168003545441,58.02634822527782
82,47.13714673827315,55.379137587374956
83,62.04293300203353,40.64600267369889
84,84.6560275122342,62.73854245520231
85,45.69185157212087,66.60211461553007
86,54.240463185299774,61.46632897015446
87,31.43650570212717,58.24888774808701
88,38.04489328551435,48.41219874061114
89,35.60655391506723,55.67191211201119
90,41.826556243892846,48.51174146581755
91,39.5609531685558,74.44056018958891
92,37.66768714096295,41.077973248110865
93,46.126294179546434,62.85166073324674
94,56.531814325662666,61.99758928085188
95,42.840308450538274,70.75697725475878
96,72.64169644286777,57.24170806999352
97,66.2716071416764,57.07686649291226
98,44.18427597424048,59.68901987813251
99,54.3021152637408,65.4810941834459
100,55.320669200822216,70.33543362674136
101,54.00112680901474,62.53617129370606
102,46.750642964891135,34.188657665494674
103,32.72209634920583,57.96228106139345
104,41.24070592554292,57.77646164172327
105,47.28443492219211,55.91712904186162
106,54.87980498983187,51.12492065914722
107,48.60398001005507,60.67131253640352
108,55.28926032929946,59.160578743878546
109,43.69664599041085,60.390887500628565
110,46.973270315745054,73.01850211867576
111,41.197067415096804,51.839517203286064
112,50.446975130284,54.36057758689714
113,36.797187682501544,44.94096308857641
114,41.6301672825249,53.93519603225822
115,62.15669844757358,49.3092802013506
116,57.513480864809864,54.1438028728687
117,76.81837732804827,54.33290565415906
118,53.57267958339219,64.41710729438705
119,51.48498941514519,64.93373467887439
120,46.76802159740232,36.13380883692256
121,63.67030120405326,55.34191734078607
122,41.720586120180684,45.464645495514894
123,48.91752771534276,39.451439827386125
124,57.855366500513945,54.534298145423094
125,33.363040303043256,59.57112154862092
126,39.20262413449555,55.38898726590478
127,35.49530402146187,51.79102882402263
128,45.70826089077157,45.957150431053435
129,51.431649379353594,48.72201293092363
130,53.56149751153685,52.39738644425851
131,49.32134035750102,42.59153128291667
132,37.07145190740851,41.73465505805975
133,60.05598221256794,54.21375035499696
134,27.887918359005894,58.07779157224842
135,45.176906465637636,47.43475400619678
136,50.56176758367628,55.06558966597154
137,39.83854969234082,62.87025334421955
138,58.148451961242195,59.94739222919748
139,67.12023739892108,58.966795731119646
140,51.02421691253231,46.20483651698539
141,45.99142345419485,55.43379165326087
142,55.45924839595878,49.83312740488622
143,65.76202387724118,54.962705853786154
144,47.184277746751086,72.8655562592286
145,34.9598857369897,51.624759390788874
146,56.49713856779893,65.1664305727336
147,90.55228190154571,49.044006113419826
148,73.73477855954312,55.43724231860369
149,36.04441331683139,50.41904780717212
150,49.11463065120823,33.759502732151425
151,47.79485258621496,49.556212439692985
152,43.72353494890695,63.004044718096786
153,64.64558087489523,62.50616486857016
154,59.95925637191884,53.54361239582173
155,39.940685211211246,51.11716667284038
156,49.35820021136745,63.92958638238313
157,44.00405842812362,54.692293068696344
158,51.62204536715889,64.02746250511282
159,33.60408647590528,68.17869759512708
160,52.18209914509873,62.41062555732315
161,47.779844852644466,47.63084542549752
162,53.24210938078277,54.635636375552934
163,44.912931807475466,46.85349807488407
164,37.36407415886526,63.514192353246514
165,52.08594812236753,36.82325274161502
166,67.48780871078228,59.8526219505546
167,42.964451157371194,46.89245509921628
168,56.804308103383036,41.49618685605278
169,41.496917838186484,44.77581294967818
170,59.945542896196,48.378386982965566
171,62.548535021835804,52.56048946576002
172,76.9501355896927,49.27706112477022
173,42.15619689012345,61.882320622736465
174,59.33319248254644,63.47121932912203
175,40.94366317231402,60.2658325890313
176,71.72648263545473,64.85542109052496
177,59.32313275767421,44.05115909246177
178,23.198217858324703,43.21525087916107
179,50.05545812527617,59.28435903900493
180,31.60615007902834,76.18678900786927
181,62.38601505676902,48.48093041832243
182,48.24913275196206,67.60398494816815
183,59.88558400501223,64.01078427581024
184,63.7074982048246,56.68744766604956
185,43.73283767305501,41.53759805113283
186,44.24675500214802,56.12990171616249
187,60.38661771800007,53.64526653836754
188,51.117630198665594,49.45254380920388
189,43.349625918166886,70.84138079887697
190,54.72603517660497,44.865441152146126
191,72.96020876847236,71.51251749438651
192,61.35394154250482,50.75011837387982
193,27.075492652314985,69.060786265557
194,52.735725493586195,52.06238708431842
195,72.48361971579432,52.56791628335265
196,48.43457932482097,55.2840955978445
197,46.49608495515456,54.21243496716032
198,66.74238820279703,40.55283504601405
199,54.15105363599297,42.92398074417095
200,51.72028400033013,82.42586880783315
201,37.895662027615764,59.98019720797613
202,25.769947992416803,57.6964450756992
203,50.14284075713746,61.94216770642042
204,59.31353562293322,73.6843401171055
205,65.45978933877527,50.90735077250692
206,44.14408932557394,52.76252677506948
207,61.22982687520581,51.15952377186027
208,52.60076766559803,54.985588052722235
209,56.16855147902645,68.71083655802451
210,41.30084165089625,55.81718894185791
211,45.99392064799685,61.07929660833997
212,55.530371680260345,38.59108206142228
213,64.10313457766377,65.14803837639933
214,41.88565821909519,72.04030210443953
215,45.59580144715589,63.1768903479089
216,47.62096942765051,36.72142710341212
217,38.831404159594015,50.97589697879011
218,53.80999281795707,34.80895822573155
219,34.97473844914917,41.582219142239026
220,49.95463930382763,59.976554795077895
221,62.41232526134904,64.3694108985349
222,58.27161407004233,39.72346988195751
223,57.67164874551659,49.9673572875367
224,23.134852739071505,54.92955668987675
225,37.643410006294545,46.477651945927256
226,31.34799738397597,46.956700736920695
227,32.595289229963406,57.32625235409476
228,58.86041216076309,43.16070015055439
229,37.74354268325082,66.7184001986153
230,49.977710264745845,50.39423928374307
231,49.19291068054257,49.00595991832702
232,22.87265896754109,59.244871679776274
233,55.888436649081754,64.86437609575853
234,27.741558790899955,68.32296205903413
235,63.0719044283707,45.475637545473475
236,32.908076949243494,45.297191958613176
