unit_id,RackInletTemp,GpuTemp,CpuClock,JobThroughput
0,41.40984127058779,62.152080433560734,55.20343700340337,40.202672825562374
1,48.477649544261,41.299267978650555,50.18866726246215,40.73304362407678
2,39.19088429490349,38.35481231286734,56.16412248729431,38.77482651169902
3,48.984964772688855,57.01530608076985,35.378083650998185,29.279057640474775
4,53.61249573191799,53.65010465586967,46.153207690301144,45.183210242152235
5,70.30535111718122,53.27023761007758,67.92613311295565,10.690002678645694
6,68.88072679502014,60.97411294676327,34.913872329042135,12.973433556253656
7,57.13481338559108,32.86383168978735,49.25721310253404,24.73811141643157
8,63.80674528826014,37.74886584517396,58.754835038153544,19.374934635753718
9,54.358092066379164,50.10640134688815,50.34936384833506,45.076339247844324
10,52.24178322961559,17.909090588183357,44.83792854975972,28.747111411017496
11,48.73018367503607,26.18009772334131,46.631220381490905,25.375136470699825
12,44.10356693690284,61.943810013799705,57.32923168876302,26.786556830864157
13,77.86012248710682,25.785656584746025,49.915593505845806,0.9055153830106959
14,65.29300961057953,48.34430997388702,62.256656369823034,19.209758158713726
15,29.36229033734747,22.606522117161887,47.896634338793795,41.65116508478912
16,40.96571465648073,69.54227097743059,48.98318552094125,35.597777793051975
17,59.90799475249169,43.656820305611696,52.76374178426059,19.49540948344949
18,51.90291819791831,48.20290101051329,41.075111022112466,25.36152214610341
19,38.48417072296257,50.1580891324118,44.68655706270153,40.82148711871249
20,46.676403306501605,57.32737944892427,46.52989065195964,24.19839541378056
21,56.45729012321079,52.64946730331737,53.895745360313875,35.48445963118192
22,30.74759418130676,54.481679588016824,59.26321771890914,43.679724336654076
23,63.81369536350619,53.93313246955301,50.77056505413791,23.456292305170283
24,26.87767249454658,38.86790470906551,58.192325628358056,32.319907098005054
25,38.01676105859387,58.63747832464097,41.06716504494986,51.93704304755343
26,58.773387956299985,44.3413141610991,51.958988873077054,12.816057383867532
27,47.29807042198658,41.580604489312336,41.19563227723732,24.32668169739485
28,49.9112148621725,51.001844500565014,47.24572496628852,26.81504012729765
29,58.58917841560348,53.91755035357114,62.67467042516453,13.372087615982268
30,56.50469547152659,46.63384884768206,54.81852703625974,26.514332553606252
31,51.31959929843296,37.99026778272702,58.3380107242802,34.1405242894131
32,64.76572314142808,40.046082430158386,48.54547523441017,23.95741499788577
33,70.96386859672455,45.114373047979235,50.17228987205208,16.922513312013315
34,55.317505985251145,44.812472229622564,52.6043080628093,48.106411061919616
35,36.31741342464369,43.212274494684095,54.10073750740586,27.367430209077284
36,58.685968122173485,46.44151183532386,43.71862990033418,32.45741205306239
37,36.760076098560454,38.805066519399276,31.874175368964835,34.52334427570666
38,55.88690397186545,53.06003794235238,44.65705809146174,24.82883931102113
39,54.52251398438909,54.396830859281735,42.10507974165962,19.05977611256569
40,62.04969589098093,56.84410503070247,40.97053076834835,34.898346043271275
41,40.802775730302514,56.16714780403144,58.329869176262704,37.61185449322005
42,61.71659291237923,42.434037342915076,50.14012729756022,25.32950282365054
43,46.24198126537195,66.64966722595435,62.25904723627945,31.01369876652974
44,47.74379282761897,57.92154394571963,54.15659479444089,32.91151482675045
45,47.137940949808126,63.75283546816519,62.46463895914215,35.97923228319783
46,49.8866488872403,53.226823336801026,49.97855437239425,13.810221995817471
47,51.570897245334706,31.359318709535643,58.30395518124321,6.841243303530089
48,63.582960242053474,38.58063661080813,55.84404914298335,25.28426436450736
49,54.634294816924836,41.47096383806547,54.54641470283348,11.753138583190186
50,49.47433507821693,48.263836406383824,50.14189915262832,12.576543129048723
51,70.7129156752601,53.70872654192071,54.71968874301432,-0.7501975045500746
52,58.74361928593108,48.94427715711193,49.251469128338655,18.703663888868665
53,67.20489442552804,54.91131255822353,48.471422169683706,16.829675100627785
54,48.04850482043625,48.371934273561145,48.92286521489623,18.495097178813012
55,40.46467167433067,70.6042653169701,33.70194160081035,25.234621995250635
56,42.427586667861966,49.888701735791564,41.02952472680929,17.769831538423087
57,66.24181982724976,9.439030777517385,44.46308059208693,19.646224003097167
58,77.0509617410696,64.60316682835688,46.324013017321896,1.378119548182752
59,49.021883307717275,48.27845129775675,48.798462245312734,9.446231960890751
60,55.335829901713375,54.17288330107135,55.492201180491364,40.68257102411926
61,63.842027593549055,51.380337844982485,50.91372143426036,52.1519039981834
62,60.70774089159289,45.22340173887493,29.073402150247944,18.864723389306146
63,50.73147485362622,42.30046537547,53.63638126445298,36.98932356813776
64,42.43570441255277,44.738992517456396,47.98731187496275,32.280707400235144
65,40.955083772209775,65.26425994296663,19.062924288040122,29.429554909616773
66,64.98462731468675,56.2553061831896,54.74691559984665,30.590069482198885
67,56.18313526916312,28.099769048973954,55.30328379465944,11.086286503696147
68,51.75221328755799,65.61677281284176,39.640489655284476,29.69309745535528
69,55.731318692786616,53.257999966866585,60.086244423402654,15.980211683799121
70,45.403126907305605,60.39068174033205,44.452792432245964,20.86652759669418
71,56.1399789916209,76.96612460974737,47.991172299940935,24.749519299412142
72,67.87288398429006,64.61276480303886,64.53594465702761,15.753484045057164
73,68.97580231009174,57.40246787769576,45.7630264856119,26.28226162400758
74,46.857753968156715,45.548814795740746,53.893606447251166,15.615883635903261
75,58.57432354857306,37.94749701861987,43.185720590054146,36.01532153392533
76,42.56153796522747,62.796544789234865,41.99518302448114,34.404894202327554
77,70.2513507648,83.4358274925119,43.77533317544589,49.630783794212924
78,47.40070237680891,45.78055921275224,49.384947238605044,36.828506071295266
79,41.78903908995803,53.018712147962354,34.316123827413264,25.341862288318847
80,57.67152251964922,28.86700971790753,50.96004443291439,7.266503255104385
81,52.49142931835662,45.796118266520885,44.15356602402976,23.88230152246528
82,46.5645511961623,39.66646960478819,31.956710204177863,52.90206613037529
83,54.71020034718351,53.040558046634146,60.0975396345908,35.92978208362913
84,57.27874725285659,38.06729934780689,55.24024420453921,26.17798218167261
85,54.57384865240718,52.0327457150587,65.76082759805156,35.6676906281738
86,50.44878833565113,47.648668778372254,46.19844854041177,25.774873401214233
87,51.9655938644799,41.04028084402448,58.57427337316163,36.93350200302832
88,49.767564217075716,69.9725177173822,45.846345010169216,14.584944511590614
89,68.17394280216179,46.78960872334499,49.7946084109255,6.655078540322776
90,38.58505906167627,47.7209424415199,41.38376808965972,27.87861785006345
91,59.624180084331286,57.947257436628796,49.52109036668722,33.68468695009935
92,52.5037173446048,82.04905969630036,50.680518633267376,18.221309869715085
93,52.02544601428605,60.88639502400529,44.1774651573912,17.789594157862272
94,53.213931160721536,72.60772580858412,55.909202545151416,16.67356348304632
95,39.90147460971273,40.62441343743965,46.05808663036358,29.722199896312315
96,33.05945744042325,69.11217692145505,51.64593732146535,31.31077295939081
97,33.555855100083235,43.78896341207227,48.64348681960033,35.69238635404346
98,54.511305587122344,47.589703358364574,66.10192628551638,13.704013366140263
99,69.64637464246272,53.2203316334847,55.17568771361334,17.906627601116128
100,54.5596786562634,45.61371239155865,51.692984887816706,21.287678198789997
101,45.48729199830472,50.16377615128404,42.702407271355135,20.413567706198105
102,32.57981548165674,38.27314322742792,57.49577166900251,48.04085515758337
103,59.161357637608695,45.18035836977396,62.42051523906129,38.44834914849168
104,47.29349970655785,27.830883225605984,40.68292345810589,20.74071379768877
105,38.90301362505653,14.209951402287473,46.61273992979864,29.35409992845577
106,50.0387209142991,47.33889427110303,49.3283662201919,24.659106528951288
107,53.48703045820297,82.52042531328692,42.90052988726613,37.60145518170019
108,42.66017851210482,26.598485512197993,51.1252662100712,12.85849334111965
109,62.83449375502044,47.17794563284557,59.17603895910091,37.385951887804026
110,42.720502322629706,55.28617281826985,49.223763276215166,33.33863430730827
111,41.04294389689646,60.372316057801406,43.566240412239594,54.07071692420582
112,56.23554312756961,43.74184231087117,50.41831936364594,22.337733485299943
113,38.444648853946944,60.04982385717774,41.24860935519161,38.260183349405025
114,48.24953689764984,42.851298281638066,44.15146354999015,11.31392139436678
115,51.95640988842366,33.20580062685481,34.929434132236906,45.114946645116284
116,55.70358892162809,69.95440489036723,49.815536551056034,34.276285887968015
117,69.77189142440656,25.724603974093753,58.64472942066467,13.011248881741839
118,59.462518447060205,45.45475347601438,54.73193978942121,18.653065158303917
