unit_id,JobThroughput,RackInletTemp,GpuTemp,CpuClock,do_cooling_setpoint_controller
0,34.084269919300716,53.30094639136921,49.13597425034023,51.44697136863642,75.0
1,39.57327928184397,68.2956946527429,76.19596313653582,59.34353488650638,75.0
2,44.33139730840415,61.86352120526235,38.823229666131915,53.89117884914255,75.0
3,42.551698548057395,52.929305199726095,65.77127264052149,41.035247946140856,75.0
4,36.871635836950084,60.47369920925272,30.458896420485484,52.8760027493081,75.0
5,42.84401285462438,67.98883792151193,52.428002509053364,47.53990568201682,75.0
6,27.76713340209961,61.62002851218983,48.63440319174586,49.04402471269563,75.0
7,28.304861686700338,84.84051312747732,46.665800129663076,39.27303991805222,75.0
8,53.30800413902613,51.89755708258377,49.97138378803221,50.76183039535742,75.0
9,29.47820504911124,54.77315762035271,36.72949752332238,65.79122370386523,75.0
10,30.125183056173082,63.50073261425461,52.34029614646322,52.660993252799415,75.0
11,50.14711587127189,60.87891719469439,44.51716239712008,48.356447594250014,75.0
12,28.55778698365287,59.82236204071723,76.50500944474159,44.57680215504134,75.0
13,64.45281184184621,54.00300958785653,59.98027613572541,51.21009099381683,75.0
14,30.33520989411172,54.72555673310744,58.50598305151023,42.76469978955961,75.0
15,48.84306524482285,50.679195216665605,64.60669804631522,49.973255538226056,75.0
16,33.75821023171698,56.53396925011056,38.590487453387524,57.61704368264537,75.0
17,53.03527865237393,35.25004596396163,45.02480380020871,45.507845867479475,75.0
18,41.59777580128457,62.67101807923134,47.7069091366803,68.91625390288787,75.0
19,46.008369073027765,38.727761780547716,45.04509834613421,30.665175644097094,75.0
20,30.595441794016534,50.57166464335942,38.12783677280731,55.21021410644382,75.0
21,34.03739008665016,60.07538324012623,60.1443089891727,39.54187951773644,75.0
22,51.49103159697505,43.30883971810809,68.00960629180962,56.32447586825776,75.0
23,48.63114371613649,57.618458439913326,43.97205584451513,54.5056466039992,75.0
24,29.495170726045735,49.8501724431145,62.96407103019346,54.435641257939885,75.0
25,33.7036290092174,69.06272693692071,53.30612458849886,51.41769386451501,75.0
26,42.43393010374523,40.18529597347931,49.559371599580096,52.00063761321763,75.0
27,30.998800117945446,79.20037941929765,48.360162954479556,62.31048349297218,75.0
28,40.57763762864023,57.50955855721051,58.23359605964182,49.406117930902305,75.0
