unit_id,JobThroughput,RackInletTemp,GpuTemp,CpuClock,do_cooling_setpoint_controller
0,51.39405415776648,47.16313865295189,36.874750238905165,42.2050405875566,75.0
1,56.74831175089091,41.092402952156974,47.72729016118926,62.070654630896954,75.0
2,51.15641403096273,51.63203579056355,45.79495812404609,56.41331094571288,75.0
3,34.85832491338412,62.275613499937215,47.63601356524029,55.65466168653292,75.0
4,47.855016652940805,64.56447884296146,40.836165710416935,40.500233124287995,75.0
5,35.712961248030595,49.69476936773754,46.529518240391475,40.53588212250323,75.0
6,53.56790677082416,36.101370249740974,50.04965605916062,52.92140028176524,75.0
7,28.52218041119302,70.03518528553309,25.848118289116922,60.16213982400917,75.0
8,57.545483808885436,32.38421880317572,41.47968039453494,37.55323033399128,75.0
9,32.33690087632456,40.59966495994292,38.22537213974297,45.51342189924037,75.0
10,44.75248303306252,52.48008224185707,48.01471050447929,41.88398721885675,75.0
11,11.280802725518669,77.93915638918949,41.9343019461788,53.06253001350503,75.0
12,32.087792502032286,59.23957952185525,78.98444187849759,68.22890382217949,75.0
13,28.72936138186685,62.11966671850601,53.101262973885575,38.39302854785159,75.0
14,29.142812862971834,81.11471900844269,58.12558513400372,27.89625603039282,75.0
15,20.57481286624813,71.85657933208626,53.94179321986574,69.83509212039706,75.0
16,18.25773958298181,70.82298094712131,52.342356801094475,38.93889062277899,75.0
17,36.0212415999955,46.377920962334116,62.05290013787463,60.09303637370232,75.0
18,23.505556993888348,57.41348492772253,40.29976656109219,61.35199490079576,75.0
19,41.38382054949471,43.06482626198386,49.239521125447006,65.23650982702333,75.0
20,33.20615200269731,51.61682921877515,38.353042538365216,47.84856877298272,75.0
21,27.76578881065727,58.64774239799241,50.81404136965768,44.82148598879996,75.0
22,44.6851687039939,31.067112188670965,38.884365017730126,55.08253550614273,75.0
23,40.946633280767585,52.667105923094226,53.12095409823608,51.25284760250853,75.0
24,54.53254019370655,49.25138718464988,54.82318381409724,38.9790571870638,75.0
25,35.53808316089542,53.09645875050921,54.07196658114912,57.79228755998543,75.0
26,44.244071833608416,56.143197731472824,45.076563174631985,52.30934402387622,75.0
27,36.96119220239224,47.77779877348437,33.64280596147888,42.54705418176074,75.0
28,40.42777957299097,44.950920982223145,54.871946974486434,66.2187866130873,75.0
29,19.049916120513128,60.77405983470854,15.454529234610199,54.03991990206085,75.0
30,54.55529419479982,47.40159173590769,22.160198045346334,48.60518373176855,75.0
31,22.341226786692104,73.48125287583768,40.508238846067236,66.1822990100534,75.0
32,51.61992476569476,56.70033529148651,47.42894753748696,51.40832696153913,75.0
33,22.075523614706196,74.3126099869672,42.39129414941466,45.773655540180506,75.0
34,46.173057291438944,33.677128848954226,52.95305735159827,45.46573786991231,75.0
35,52.89779262198902,39.89775117961461,50.91063521299874,43.94040690821533,75.0
36,36.52273608531787,58.68672960686299,36.20087341771263,66.82844762203035,75.0
37,41.9583937457458,33.31297231253129,51.84616727742973,43.973379496655404,75.0
38,59.10826550313245,59.98146742631826,43.045253947456345,40.38301558928829,75.0
39,29.78073115526617,73.10230153013374,47.34492423404441,56.68594443089382,75.0
40,37.70154924698146,85.15212490909244,47.39033123808807,41.055366650806064,75.0
41,42.17039718615892,53.408805669787895,39.633176399308674,46.571375401501456,75.0
42,38.33465578417548,61.83193312328994,57.096112143518404,40.89819031563099,75.0
43,40.09158998532199,62.6904588571416,48.08516911260385,49.940725168766214,75.0
44,29.02897043585991,61.42449893070343,48.50764813211348,39.28685024315027,75.0
45,42.83043322940174,51.819955623495275,33.82700641657532,43.83353195901211,75.0
46,38.68832430671428,39.04691648708543,52.82037768453676,51.08058818795307,75.0
47,31.000624469748132,70.58115410258252,53.743582890432755,48.622903365847,75.0
48,25.87648155914786,59.52709824255491,44.29486231983326,54.30948657254958,75.0
49,39.35962101184309,56.869066495015524,47.709152695879894,59.6684357975342,75.0
50,45.54160188494533,43.0110358886696,48.59993582936401,63.76938133419201,75.0
51,14.8526731363073,73.00289698568321,32.94395296817568,41.25619616189324,75.0
52,48.34041103767879,44.79431214788382,42.00840121930076,34.06914698241311,75.0
53,17.718579075649618,68.27031449742158,55.34692716243219,69.80754146557489,75.0
54,61.11049607263804,56.475082866855395,43.64939563900356,42.3591349934596,75.0
55,39.529871407896366,62.6328335633802,47.898941122543704,50.40269359582936,75.0
56,36.82460153838619,57.43711294106555,62.260562181364364,41.88333378353924,75.0
57,44.909254500824595,51.970425067379814,53.59485803392416,52.767107034832854,75.0
58,38.33964128856441,66.80997058327016,35.79492126766128,33.59876170824147,75.0
59,48.54056522584427,56.53006458242813,20.23487142471666,56.41801166784187,75.0
60,42.73641151611561,59.99855256459462,44.101540429121094,37.59125667202875,75.0
61,26.994128681258317,61.41952682790812,44.60493657946458,38.85167380192796,75.0
62,34.44651098629938,60.289187818807136,63.69716811023497,39.778239562945785,75.0
63,33.464747137202856,77.22029641186646,59.54785548754993,52.599104975575,75.0
64,21.628592677013337,68.27290415885719,69.9565904839619,42.93250945498397,75.0
65,37.79222035060132,45.50065344746211,44.3062349249643,41.10442000068788,75.0
66,32.88792846752499,57.07437498074346,33.176381813769154,45.02212776234059,75.0
67,49.5147521075304,64.27149466985918,20.43915015344601,46.04216690156832,75.0
68,48.61404344902313,55.447484208276634,36.707966836666046,60.315800698344205,75.0
69,38.59510310734334,45.545080485227125,59.85699135821594,34.05665019664822,75.0
70,46.12680233722851,50.68127822907613,38.30070959474431,50.309317922385794,75.0
71,47.522455227158694,43.44618069498576,58.721471621948034,46.50652035156036,75.0
72,61.73996715118258,48.704548348771326,48.79672177529575,46.83526395321119,75.0
73,20.792868642644756,61.88082436936038,45.421661370633046,55.87026882661819,75.0
74,40.53426117321639,53.00804653958176,36.22971439838945,52.71944459282761,75.0
75,63.9240866898006,56.47669406897755,70.04923771444724,58.929867148499746,75.0
76,18.52085875869203,51.55759629135162,38.2890134859161,54.944470462877675,75.0
77,11.559571594400312,83.39549190955373,48.20541612428555,59.918645920041186,75.0
78,42.34061444293394,59.49671473383242,41.415680778887975,60.88349487681678,75.0
79,28.87538836011715,63.105335774839304,57.8464432376379,44.25670192811811,75.0
80,45.964539566853674,44.03017463197092,49.46213266770838,45.53897448025786,75.0
81,22.073540088342202,72.0682537025468,49.561800208474764,37.96282293179659,75.0
82,47.500094606645426,56.77089096241194,61.33071711241272,39.08145235110905,75.0
83,50.83050524512156,48.38198232559964,41.512436399997945,40.59412405858518,75.0
84,26.132168315418447,66.53911940865223,47.08493282181692,42.53606426054921,75.0
85,48.13591287933073,78.79979131110066,48.56364939915163,43.53991063928945,75.0
86,44.53679063619035,59.42961435428172,68.39676621683529,48.67699734656054,75.0
87,51.90806322460484,55.189988801629916,45.65053409171009,42.14503975414493,75.0
88,33.57371294343258,48.60225645165697,27.01857484185444,54.63077313308528,75.0
89,48.017182158041194,50.086160655742184,54.78799613029539,51.91343788565808,75.0
90,40.044808014870775,44.91697919300009,39.43743747474698,48.51442980090892,75.0
91,43.202493957762314,54.971734994157266,40.55128507351398,62.557071660778156,75.0
92,53.542872586044474,34.08928248530488,46.138342044882656,53.80443515232806,75.0
93,30.28019856239586,60.35144587642114,49.25018630035207,62.78658642015985,75.0
94,44.75164090616916,52.72566868321964,66.06103208701143,46.90488001229917,75.0
95,17.206815394831843,78.69029525690799,39.48232741771395,48.3764348843776,75.0
96,30.840436263368666,48.91449337021932,43.29855778158662,50.237774050326685,75.0
97,27.459232233601117,64.25142196908942,64.57546775825611,59.113684532185076,75.0
98,21.174919531801322,75.54605382338958,60.141368043974964,39.50320840452044,75.0
99,27.626358915446616,60.0702605802777,60.34570390961876,47.949135656626524,75.0
100,35.88002790824603,45.082531507329634,48.90228698852882,61.63267166737365,75.0
101,57.25451710259653,47.57720773405077,42.620823252757674,45.363016268511345,75.0
102,58.27255612916484,41.65844794772701,63.17540403845792,39.58324474017636,75.0
103,49.98423997042282,31.809534219937717,60.100236124415375,45.692101757888025,75.0
104,52.78129381025187,38.35226951948398,63.81081139166363,51.74233777482385,75.0
105,47.83731553202472,35.49344642717326,59.34549625649208,43.743196030559716,75.0
106,49.63075701042549,34.860215388503576,40.648956157648456,47.24742456707788,75.0
107,45.03658962806473,45.93204260124596,55.024914123231646,63.3243628814762,75.0
108,54.98803453571792,45.60374344800089,44.99839807483622,59.111475556269184,75.0
109,40.73602857012685,71.05382630697031,63.92680738343568,46.18353900709111,75.0
110,31.59907654616157,70.68047398987162,44.713224458343326,49.70191381385179,75.0
111,36.011810305881006,59.89652655274178,47.74088306338134,62.87044074072832,75.0
112,43.642465586593524,64.51785126557662,63.083247889757715,51.50275379426185,75.0
