unit_id,JobThroughput,DiskIoWait,FanSpeed
0,16.064311021504714,72.82321053310297,64.42929050586032
1,10.693132133404118,45.7670746392146,62.90970078527658
2,21.042468501146605,42.62569015230442,74.61796222609502
3,34.648580363528666,36.407494226053124,72.05254828224992
4,1.4301061069646117,47.84951260510754,55.53951602609301
5,44.18526473856333,48.10582990589795,42.462710521662345
6,29.328063356706767,48.46106059025134,49.78717625583679
7,20.461399227513105,40.10270041438264,61.47291246244089
8,6.071095638715431,32.172019196853945,46.36056752976677
9,11.757083755510369,43.218353442439565,80.14694455071972
10,66.49717726516838,64.09200184132787,62.29544407817576
11,-3.7186186683072715,35.559496984464225,61.41045702742363
12,46.25737993341587,39.46503729191167,43.72844866554877
13,34.26338221187401,60.05673434341853,56.223917877870164
14,20.64998777988847,45.46986638568997,57.589317669572026
15,54.416582433945905,53.45369488509027,54.79502798583462
16,14.4730552746304,64.03167856354119,73.80585708061527
17,14.488239829262483,47.4828570000667,51.96819847813053
18,32.06299373872389,70.98025249642666,33.04269304251585
19,15.27973855566178,49.720813380754954,41.14880786951955
20,45.54680906433908,68.51921395227004,53.6465690723663
21,8.457113035214626,36.97038520426715,47.13988032658777
22,9.570175161473127,59.384698739614095,50.78929158157341
23,29.33816479669872,56.632668650031455,56.53251589274377
24,30.872267069523332,46.921086244134784,64.23381401007953
25,14.312465990332587,36.485201907171586,61.87057358247766
26,8.296156806566472,55.83039069851522,45.27140501761442
27,24.819251620282724,50.85602933901013,71.62483898821306
28,12.216919168920665,38.41947436534921,55.19539819080853
29,15.629459921554602,53.149006965818415,48.23392316797057
30,10.406372514315294,52.036687433297296,74.67864654849426
31,18.624105468035843,63.208411523554624,37.19511524303692
32,15.918583938983717,37.93704869610889,70.34870968553074
33,23.530371782560913,66.94777096414897,48.60762069702665
34,38.3617409709583,38.92733364329023,48.97244370843773
35,17.025558438544522,36.129198477306026,64.39871478533244
36,26.8315181483791,49.40001454866597,63.49575954748375
37,19.57844780978268,49.90306636338099,65.12776873176495
38,12.844535224127334,33.158696928930325,56.16450065746711
39,5.081920864296823,46.75881551072411,55.40498608404083
40,26.420297020173628,25.064776925078952,64.76645442624991
41,58.72311518755709,44.68272886986374,57.877102151489616
42,21.238137190310976,70.98758173793087,66.94094638522877
43,40.71756686499138,63.76531651497131,57.621042984157775
44,26.33669153172333,52.51648724669421,46.77197992039866
45,15.153524434984305,50.61229593893837,74.24798986991595
46,17.826353471550433,43.96910983800903,59.81055379184251
47,26.115378490606933,20.617243211036577,58.13343504299213
48,3.768319417651818,45.91573565307553,57.761643750051185
49,8.219176845753703,73.31780793852951,54.68325042648239
50,18.275640529682562,37.241035536372735,61.872531651394034
51,51.71517748993393,36.91534841787785,78.80073496273911
52,20.727140772823436,60.50356878763093,56.980439831809065
53,31.194318874327443,25.960814000768924,74.21149309948589
54,25.422983767925288,85.90582391866076,51.24045599457161
55,22.02412338918625,59.61614021532165,68.142390408523
56,12.248205649560123,50.71792314193813,67.67610215854666
57,45.57414973997326,62.94983589773494,55.90832519556079
58,18.320044238825364,60.46858604133343,55.828730923022
59,24.627607871207175,36.544835782644135,51.02019925760355
60,23.3794485489725,65.69584026337823,59.18046050832402
61,19.648762187487833,41.00296738559035,63.680868725076074
62,41.00555908313617,69.98374947267477,65.07885183079784
63,17.888729508908657,40.02917240251847,65.16298891216849
64,2.134941765807146,45.27367946768362,46.64585638708622
65,14.352778573403096,31.08763190502974,52.01494908539902
66,15.521026684431247,46.49060375856209,75.28524623617552
67,6.30524871075741,59.22532588180714,68.99015321500679
68,19.821868056153253,70.38978571567107,57.0954473273979
69,32.76322574664077,58.49342964770349,68.65732382479489
70,36.737605335361714,54.12708780817411,61.79276991712794
71,55.206747395011675,51.01326130073018,55.4374313275783
72,6.605012894572242,48.49822013272065,53.07559400255218
73,10.020608051301856,39.01935569407944,64.66180350661311
74,19.367962030317607,62.15237728632335,72.66793718348924
75,23.109664806092177,54.22353022079677,56.51107209440407
76,12.281712967740262,62.75109365300913,73.91230901098234
77,38.3546859539438,65.57207034693359,67.95288352030397
78,29.954663079239445,43.807339600312616,59.29378420632997
79,10.368959374912325,63.042131764383356,68.74683464625592
80,10.309291584953137,30.584902521509242,58.035942003143205
81,18.561795384543633,35.23892902767865,72.62473857199737
82,11.028825829067904,36.53394100716543,52.44732157027648
83,16.800919816367724,49.619743019853416,68.83074295749473
84,13.45509908329872,52.55558407068305,60.99742711793916
85,24.689132769538258,58.87557529793524,72.39481245328741
86,42.309457149099586,46.89020306804689,59.50859938343864
87,19.05695590831459,54.90631877367436,42.91224347350285
88,15.849691753362142,46.965293969865634,76.74180655964147
89,52.55842802115187,62.752077255687354,71.39333029583288
90,11.342100266101665,43.1825060925037,70.9170404817661
91,29.624167317042556,51.87150875514055,78.64664612316085
92,31.74138279324245,47.67003957438171,62.030210020191916
93,30.6822200433686,56.617368200853484,64.25709668587912
94,35.005219399499346,48.728303752026704,57.49083127272191
95,26.095191975766348,30.83550981649965,68.45794039754797
96,36.57805095484691,29.372820682766296,77.68384104448307
97,33.454520676849356,42.352705751279345,68.84597826214363
98,31.397007600993668,36.08193376506773,63.83863094701637
99,23.17118660981981,39.01358247717177,43.08641362018765
100,19.469874617013165,43.43973787095589,60.79682128923941
101,27.267189869889645,44.29673811610134,66.98383336226465
102,27.54406784234861,65.34372747002757,70.87801953919464
103,7.353475794664032,43.32267668585031,48.531577365046694
104,22.20215370034354,47.417714943269395,61.00839621620461
105,19.535674742889174,53.79515423712609,38.392601826350976
106,47.64699876153047,82.52960106478142,64.44264073306952
107,11.195994692739553,59.8626153114318,61.34296949354767
108,36.685443698274305,67.65352994282333,63.04025144937324
109,18.695469986974196,70.74677080103577,74.60527860667955
110,18.15185227515929,41.581120027025136,69.65181422504077
111,47.34660423026975,46.63443987670816,65.04634325050331
112,27.50157845711302,53.967363249081785,58.901154246190124
113,28.351860938908416,48.21408560843755,77.35215316089686
114,7.265084814506363,66.0237604810521,76.18354585388963
115,42.38300106177297,58.951601636113345,91.98958671425049
116,12.144722861651292,60.79311740878631,67.34343278039583
117,6.642095840122168,42.99803133886493,50.184478119802506
118,23.009610107911588,41.4804921346584,68.07028271577094
119,40.15985700064917,29.921808833186795,64.61998273403611
120,23.18248251806112,39.101824622262946,77.6501454707803
121,47.28927866926158,50.85623953648233,44.22834095636178
122,26.011453164680688,34.31217159149987,51.06062139810932
123,18.349676086180885,52.926754906835484,59.96812657512772
124,21.331959524994893,24.110649904951714,61.08595904953915
125,38.70578667247908,39.36791881140402,58.53990907062628
126,6.280852704652581,46.84587724895625,64.1480934892051
127,16.83032999450134,48.17174477703486,45.12412241017648
128,10.431009827586735,35.56443150407451,65.70940386391747
129,53.05581160694205,67.57968510536286,55.34482461909657
130,37.442425563789286,24.130787847062834,72.57591107281303
131,27.163398166606832,59.307754372804126,60.465827772297274
132,17.50679341923931,53.41064724360878,55.44870025616336
133,15.190860756019571,27.340845073319024,47.310150192803405
134,16.464605417377545,40.42419727284549,63.83733178528089
135,9.64611125475235,58.486778783498224,56.82675837868351
136,33.468228544474215,34.36439187975102,55.77281652993785
137,29.120232496770903,32.094517553081445,55.79035492615973
138,19.111642320259534,54.9703218502699,78.13724320307502
139,16.815711963983908,43.3020508423334,52.02082842788464
140,8.844364865782786,41.097471469881505,64.16479329915141
141,16.318073854230246,26.05956412865641,62.70547804730195
142,14.854835321437815,49.56854017011751,60.72866417673742
143,31.011762417982727,52.18201003585902,62.593569237977235
144,20.641804368945166,62.784048125752655,51.54399896318118
145,9.942534540072076,39.67105239718513,64.62781927567279
146,21.423414411670148,59.700398008446335,69.05337892133254
147,15.377655036961492,40.384636258451145,46.88903332417572
148,21.70857419039347,42.43128946819487,52.61929727815645
149,27.616646867135277,66.30680018817364,52.09505433151614
150,4.715247306104543,45.076991509010355,58.919272220525144
151,34.44159568937965,51.79376326653542,74.5667997740117
152,10.132635925542292,68.43485592820453,70.17016390867066
153,16.898244399340562,47.41226359425485,61.39746530649655
154,23.228972074504703,67.9760974701576,57.42465221206748
155,19.17834865499108,47.93622598695556,56.47845680603968
156,16.427634566026438,57.28316472808995,52.84005050096726
157,9.747966842851893,57.06046890391525,69.49847372540665
158,28.069656058137387,35.37196366232035,68.36745051775574
159,12.987363760245831,41.19260208667088,66.07655531771245
160,15.528518346735536,51.836736748813024,60.94937870371711
161,23.625842614245144,45.305586403773205,68.94878041459047
162,23.49341658657581,61.78707306089626,58.235485882020605
163,33.39300260298329,42.7100232551241,71.82743704879803
164,7.463651076815931,46.56258952000738,74.6403325690393
165,24.861907456519187,54.71729596827503,60.293445217539116
166,51.68961350090483,47.77940166446535,70.40178538341301
167,27.99125002374573,46.338128997799146,55.256525229606545
168,15.608131804175722,46.78241443540968,59.4342743568409
169,7.450556149796112,44.95580117793742,58.373346213691114
170,18.882609370292837,42.43614353317485,52.14453499005406
171,15.043447871825377,37.59307945096789,55.12044394421099
172,4.167771458425058,43.047149317716844,68.30854217225684
173,24.99234170561505,59.01624168864332,64.95942882397375
174,35.77428987593475,61.82512216158083,59.651392157713694
175,18.568653718621817,57.62994962898021,60.75928954055356
176,44.584776068958035,33.547161055193236,38.963247214561704
177,15.924905512651133,23.081077632777802,47.03270980075772
178,27.494708728357182,56.057691808577125,66.66781265962513
179,46.87760473460714,63.501488774028154,67.91479519235081
180,18.952696293734753,55.11917850648269,56.66753579407504
181,22.55539962529256,35.85358128430677,62.53496289913266
182,22.79685084556487,35.1145435397538,64.40214216484236
183,18.4613064020869,73.02696560141528,65.07573200791383
184,32.68676049595872,39.48789511002542,61.034232046039335
185,32.89663862920406,39.4062467130956,56.286776046395175
186,31.358588504541224,42.99844264976427,56.528120152317136
187,12.966499923973977,49.86310633119407,62.13508762330296
188,16.731999525009662,56.8165801135072,62.92138429320113
189,20.436689085975008,46.495374128695715,60.41269553853031
190,18.495532514105303,54.518011570870165,61.57545368538842
191,12.407919176936357,56.042896307783316,58.85607603705993
192,25.928877091609618,54.18298361937465,78.69858810364141
193,60.992518961061606,43.09052799850549,71.66179734590408
194,45.210637498858986,53.74519002335627,54.88955796181853
195,59.35937298395493,41.04749002479984,72.22622263893422
196,32.57418112391509,44.20496125412324,60.2868406865369
197,53.987316335061564,48.1382036815425,51.10421860533659
198,8.276197209483295,40.86848485016223,51.85633316308511
199,19.51190628354697,41.73667609136812,52.734734899597115
200,23.98695590907615,63.23046648725896,71.810786871384
201,15.144995065978364,48.22588539701657,63.8140512847092
202,47.027028619155644,56.41952918568092,70.56479251082793
203,26.553632476656706,51.07168844867259,71.06060513261023
204,21.129410710529502,50.94950748963395,53.606046932008326
205,17.02591927849432,29.416279217566643,63.621563160331846
206,26.123695472488176,46.939629588675544,49.281140468069374
207,42.25851567987184,62.684297971203605,64.06737658847702
208,32.43485391885214,50.24273946849981,44.409213991084435
209,41.97559723800171,21.55886604291987,55.03898492859805
210,26.295313150554893,63.32739283603361,51.68345280306698
211,13.036193775935226,54.77688027469648,82.67412296042967
212,14.695382098575895,49.222062582827725,57.13301166750704
213,54.158966537960836,44.01319343547412,53.61755578329298
214,59.61036614834198,82.50595674321004,68.34568119728942
215,20.848779550210008,61.317768371479275,54.20253860202672
216,20.180558010951792,60.785714182974154,61.6769694772434
217,54.80810188412145,39.66119378252552,76.38307159451651
218,26.704637659953626,57.00240884792942,51.36998587396247
219,11.298288390002073,57.91897979215377,74.29215708848398
220,35.45149047533182,50.62492022520871,78.96307875767569
221,53.203728898329615,60.018779587720495,59.31259939439186
222,19.84285839735802,48.24188468093791,67.08559675382774
223,27.229474365856284,41.01220275245374,60.7862726340357
224,30.31982575732129,46.25580381618711,64.6791428441177
225,24.756479133703138,41.94328631490245,54.911038694861496
226,31.288890389980708,70.66586753223027,59.02356591724923
227,19.990488441426738,42.17738261601098,79.83469548224821
228,21.980303124807897,31.44106062485093,49.35842384740777
229,12.08898680956744,51.76921076233933,66.35803486365984
230,13.61595110860806,61.651759916944954,68.43111822301621
231,11.136685198870646,53.85368296054243,59.620103889277715
232,26.228115922951456,58.716018022664215,68.89795741582508
233,17.002013284499938,80.25416841193955,56.46046545082436
234,12.77276661243938,76.40514893618902,74.86063674865127
235,16.02308601969873,49.257035755093995,58.553839147637966
236,19.29459826214671,42.49981392077541,68.72956230298423
237,15.090497695379069,53.80266691967816,59.31550848018479
238,6.002103459106696,40.36872581362531,42.13394298034087
